Type,Base_Size,Matched_Type,Time_sec,Points
Type00,240,Self (Ratio),4.3e-05,10
Type01,230,Self (Ratio),3e-05,10
Type02,230,Self (Ratio),3e-05,10
Type03,230,Self (Ratio),3e-05,10
Type04,230,Self (Ratio),3.1e-05,10
Type05,250,Self (Ratio),3.2e-05,10
