Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
PCA_GPR,12.71624,12.07610,14.32332,3.71961,43.77527,4.01666,1597.43231,0.87132,0.93031,11.89244
PCA_KRR,9.64894,9.01745,4.59930,1.45222,8.99579,1.50428,453.00121,0.94173,0.96981,8.73881
PCA_LINEAR,9.51433,8.93279,4.43622,1.38211,9.31437,1.42847,430.86952,0.94378,0.97087,8.66342
PCA_SVR,9.64647,9.00168,4.84216,1.50578,9.12275,1.54270,437.46491,0.93970,0.96876,8.69001
PURE_GPR,9.67221,9.10396,5.57458,1.75514,12.58673,1.48015,532.90603,0.92785,0.96238,8.83575
PURE_KRR,9.69419,9.03723,5.10245,1.64311,9.94380,1.47178,515.04422,0.93249,0.96482,8.76899
PURE_SVR,9.81286,9.13316,5.28516,1.67344,10.84807,1.59142,552.77226,0.93216,0.96460,8.86324
RATIO_CTRL,2.36033,2.16757,3.18034,1.25412,3.04186,2.11011,440.07080,0.95339,0.97587,1.75215
