Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,8.16713,7.35744,2.71662,0.84475,3.04879,0.61603,0.86306,307.89751,0.95790,0.97836,0.00000
PCA_KRR,2,7.72695,7.10435,1.36125,0.54233,2.67817,0.66680,0.41322,220.58613,0.97229,0.98592,0.00000
PCA_KRR,3,7.75853,7.12472,0.97021,0.32677,2.88372,0.54521,0.67190,181.72517,0.98185,0.99084,0.00000
PCA_KRR,4,7.91428,7.28455,0.80571,0.24356,2.56560,0.43673,0.22275,188.82924,0.98868,0.99431,0.00000
PCA_LINEAR,1,8.44152,7.63252,5.09685,1.82376,2.54579,0.78088,0.40449,475.14695,0.92634,0.96163,0.00000
PCA_LINEAR,2,8.46733,7.76595,7.27685,2.05423,17.32580,1.66727,5.31075,729.69502,0.91619,0.95619,0.00000
PCA_LINEAR,3,8.51979,7.82790,4.21077,1.56824,3.66830,1.53899,0.48795,289.33069,0.93031,0.96380,0.00000
PCA_LINEAR,4,18.39138,18.11645,20.84902,5.06368,57.42822,4.72383,20.84902,1911.79232,0.83682,0.91114,0.00000
PCA_SVR,1,8.25728,7.35160,3.10976,0.87515,17.61410,0.70084,1.60098,328.20101,0.95682,0.97775,0.00000
PCA_SVR,2,7.67297,7.06862,1.73706,0.48427,4.26518,0.44272,0.99362,216.77376,0.97605,0.98786,0.00000
PCA_SVR,3,7.62885,7.01812,3.17731,0.69326,7.26473,0.52166,1.28902,281.87003,0.96803,0.98367,0.00000
PCA_SVR,4,8.14337,7.59412,1.52896,0.42219,4.03548,0.38522,1.52570,136.41333,0.97801,0.98888,0.00000
PURE_GPR,1,8.13275,7.19000,2.82730,0.89072,15.20784,0.58373,0.54616,309.33880,0.95613,0.97740,0.00000
PURE_GPR,2,7.71570,7.09615,1.57452,0.61189,2.78629,0.73883,0.41323,229.64336,0.97042,0.98496,0.00000
PURE_GPR,3,7.73637,7.09324,1.10470,0.38442,2.99874,0.69743,0.46519,198.61538,0.97891,0.98934,0.00000
PURE_GPR,4,7.90980,7.27499,0.78312,0.21096,2.55372,0.43761,0.00001,189.37088,0.98989,0.99492,0.00000
PURE_KRR,1,8.06342,7.24265,2.68230,0.84957,2.83103,0.55716,0.64600,295.61072,0.95764,0.97820,0.00000
PURE_KRR,2,7.71485,7.09332,1.30360,0.51230,2.66995,0.62436,0.32405,219.62996,0.97368,0.98664,0.00000
PURE_KRR,3,7.75834,7.11918,0.84923,0.29636,2.86020,0.53485,0.54515,179.98143,0.98266,0.99125,0.00000
PURE_KRR,4,7.91236,7.28120,0.79420,0.22755,2.54160,0.43755,0.17986,189.21684,0.98942,0.99468,0.00000
PURE_SVR,1,8.34441,7.54330,2.82814,0.83513,3.34418,0.59664,0.51553,333.98117,0.95776,0.97820,0.00000
PURE_SVR,2,7.80366,7.17763,1.41446,0.48585,2.62714,0.66380,0.22071,255.94763,0.97632,0.98798,0.00000
PURE_SVR,3,7.85981,7.24497,0.85970,0.27031,2.31924,0.55698,0.35424,175.81601,0.98351,0.99169,0.00000
PURE_SVR,4,7.90970,7.27720,0.77886,0.22599,2.43300,0.45045,0.10861,182.00206,0.98936,0.99465,0.00000
RATIO_CTRL,1,3.62387,3.31906,4.66626,1.71414,3.46828,3.09038,0.50685,639.09599,0.94208,0.97009,0.00000
RATIO_CTRL,2,2.89422,2.55930,4.84426,1.72982,4.59705,3.00904,0.30096,706.39324,0.93851,0.96805,0.00000
RATIO_CTRL,3,4.55425,3.76428,7.46031,3.06308,7.99507,6.02120,0.29066,1338.12137,0.88920,0.94133,0.00000
RATIO_CTRL,4,1.59242,1.45383,2.55639,0.87827,1.91518,1.34694,0.21459,408.83577,0.96619,0.98262,0.00000
