Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,7.59436,7.04318,1.32154,0.43283,0.63882,0.41116,0.72085,1.41557,0.98170,0.99076,0.00000
Type00,2,240,PCA_LINEAR,6.28838,5.50870,10.16814,2.40873,34.89890,2.87090,10.15791,1162.80595,0.91061,0.95321,0.00000
Type00,2,240,PCA_SVR,7.66102,7.20927,1.38583,0.41493,1.70227,0.15054,1.38583,30.71589,0.97751,0.98863,0.00000
Type00,2,240,PURE_GPR,7.27880,6.73858,1.36610,0.42372,1.77245,0.59998,0.39076,63.42158,0.97811,0.98893,0.00000
Type00,2,240,PURE_KRR,7.52934,6.98102,1.26603,0.41823,0.87109,0.39914,0.64978,6.02965,0.98342,0.99164,0.00000
Type00,2,240,PURE_SVR,7.29941,6.77472,0.92919,0.26051,0.82456,0.40585,0.59331,105.99257,0.98544,0.99267,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,6.85308,6.26312,1.56381,0.69586,4.41378,0.76172,0.47311,414.40628,0.96978,0.98466,0.00000
Type00,2,245,PCA_LINEAR,6.58789,5.73172,10.26069,2.59170,34.83759,2.64855,10.02354,1343.33488,0.90420,0.94969,0.00000
Type00,2,245,PCA_SVR,6.89010,6.32397,0.95523,0.37477,4.97013,0.70932,0.63023,284.26101,0.98126,0.99054,0.00000
Type00,2,245,PURE_GPR,6.91443,6.35611,1.64208,0.69372,3.28790,0.62043,0.33290,400.49642,0.97116,0.98537,0.00000
Type00,2,245,PURE_KRR,6.86450,6.28737,1.51599,0.66861,4.27416,0.77045,0.42656,404.46074,0.97235,0.98598,0.00000
Type00,2,245,PURE_SVR,6.97885,6.41377,2.63545,0.92001,3.33646,0.90673,0.11588,518.67735,0.96533,0.98236,0.00000
Type00,2,245,RATIO_CTRL,2.42172,2.26956,2.70813,1.14340,0.80966,0.82370,0.18500,29.89636,0.95430,0.97662,0.00000
Type00,2,255,PCA_KRR,7.69832,6.93327,1.64809,0.64523,3.95646,0.09759,0.36281,45.37077,0.96717,0.98331,0.00000
Type00,2,255,PCA_LINEAR,6.66150,5.91996,10.55573,2.84524,35.27408,1.76745,10.10801,738.48912,0.89607,0.94519,0.00000
Type00,2,255,PCA_SVR,7.76532,7.11135,0.87537,0.21505,1.97684,0.34006,0.23170,107.61855,0.98354,0.99170,0.00000
Type00,2,255,PURE_GPR,7.91255,7.21799,2.01124,0.74261,2.95088,0.12860,0.05069,121.23871,0.96285,0.98107,0.00000
Type00,2,255,PURE_KRR,7.69486,6.95128,1.57782,0.61688,3.70779,0.10487,0.30534,46.40420,0.96805,0.98376,0.00000
Type00,2,255,PURE_SVR,7.71402,7.05090,0.92375,0.29821,2.62023,0.26250,0.00846,40.50793,0.98271,0.99128,0.00000
Type00,2,255,RATIO_CTRL,3.36053,2.70909,7.01971,2.09285,1.72920,2.83668,0.20889,889.26418,0.92483,0.96095,0.00000
Type00,2,265,PCA_KRR,8.58316,7.83727,1.96701,1.04423,4.03363,1.68130,0.57733,638.43847,0.95117,0.97497,0.00000
Type00,2,265,PCA_LINEAR,7.91443,6.74017,10.40012,2.84935,37.87398,3.72893,10.35255,1599.23742,0.89775,0.94612,0.00000
Type00,2,265,PCA_SVR,7.84676,7.13592,1.46163,0.30489,4.03538,0.64190,0.20479,259.77224,0.98573,0.99281,0.00000
Type00,2,265,PURE_GPR,8.74483,8.07879,2.24575,1.00221,4.41387,1.67380,0.81787,596.03924,0.95498,0.97697,0.00000
Type00,2,265,PURE_KRR,8.47651,7.75537,2.00899,1.05237,4.22912,1.67540,0.49156,651.10983,0.95151,0.97515,0.00000
Type00,2,265,PURE_SVR,8.81068,7.89627,2.30739,1.05158,3.29404,1.41763,0.56755,570.02677,0.95515,0.97706,0.00000
Type00,2,265,RATIO_CTRL,3.71481,3.58861,4.98373,1.98085,0.31467,1.95792,0.06466,360.23012,0.93089,0.96421,0.00000
Type00,2,270,PCA_KRR,7.85680,7.19214,2.61111,0.96657,0.44165,0.39274,0.02089,323.41488,0.95679,0.97792,0.00000
Type00,2,270,PCA_LINEAR,6.27978,5.39893,10.77697,2.78208,32.65599,1.68678,10.77697,739.99832,0.90416,0.94967,0.00000
Type00,2,270,PCA_SVR,7.25950,6.53990,1.91335,0.53803,4.22351,0.19320,1.41054,222.68086,0.97318,0.98641,0.00000
Type00,2,270,PURE_GPR,7.70249,7.00246,2.60400,0.93965,0.93853,0.27921,0.16562,318.35152,0.95906,0.97910,0.00000
Type00,2,270,PURE_KRR,7.85709,7.16774,2.56717,0.96203,0.57518,0.39642,0.01552,318.50836,0.95713,0.97810,0.00000
Type00,2,270,PURE_SVR,7.99517,7.38819,3.37124,1.16261,0.89575,0.83418,0.14592,496.03678,0.95366,0.97628,0.00000
Type00,2,270,RATIO_CTRL,4.47986,3.99702,7.55988,2.95549,5.95135,4.51289,0.28039,1391.85103,0.90361,0.94936,0.00000
Type00,2,275,PCA_KRR,8.37535,7.69650,1.22369,0.67145,5.67175,1.01199,0.56740,489.45288,0.96550,0.98245,0.00000
Type00,2,275,PCA_LINEAR,6.87801,6.09661,10.23406,2.87909,33.80502,2.89561,10.14816,1607.49668,0.90099,0.94792,0.00000
Type00,2,275,PCA_SVR,6.95968,6.15210,6.16919,1.19842,16.19610,0.95379,1.34199,769.35531,0.95644,0.97773,0.00000
Type00,2,275,PURE_GPR,8.11066,7.43685,1.75760,0.84931,6.23324,1.08386,1.04551,575.24686,0.96897,0.98424,0.00000
Type00,2,275,PURE_KRR,8.42486,7.75138,1.13796,0.61424,5.20212,0.99163,0.45343,462.19990,0.97076,0.98516,0.00000
Type00,2,275,PURE_SVR,8.74682,8.04897,0.94491,0.25543,3.25842,0.56055,0.08158,248.56889,0.98603,0.99297,0.00000
Type00,2,275,RATIO_CTRL,4.15927,3.89084,4.65384,1.98554,5.41642,3.85574,0.33781,701.08424,0.93103,0.96428,0.00000
