type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42
Type03, L, 255, 56.039360, 256.092889, 50.950137, 255.934734, 41.515302, 254.978604, 27.474725, 245.189893, 21.805627, 230.817130, 19.076326, 215.870935, 16.664509, 201.024373, 14.686637, 186.373362, 12.639807, 172.243857, 10.211695, 156.822455, 8.361049, 143.326721, 5.553563, 127.416121, 3.471806, 114.180661, 1.066175, 98.797973, 0.000000, 83.420756, 0.266552, 69.533698, 2.558449, 54.395400, 6.552571, 40.050797, 12.772788, 26.052995, 20.665298, 12.543508, 33.113250, 2.341191, 48.623647, 0.000000, 62.873467, 4.670358, 74.052068, 17.203551, 78.561615, 31.448229, 82.207092, 46.664237, 83.633302, 61.552146, 83.951786, 77.046888, 83.179133, 91.418570, 81.874644, 106.831185, 80.326377, 121.612001, 79.502097, 136.994673, 79.207021, 151.435036, 79.840888, 166.170804, 81.020347, 181.878897, 82.194571, 196.133908, 83.754176, 210.348919, 83.949741, 225.107948, 80.931028, 240.221463, 71.070017, 253.039939, 60.323966, 255.447024, 55.802467, 256.286779
Type03, L, 260, 54.220152, 260.893148, 48.713022, 260.591089, 39.286889, 257.970497, 26.502224, 246.574740, 21.947458, 231.258058, 20.693825, 216.373102, 19.545567, 201.634349, 17.307394, 186.597839, 14.835617, 171.541066, 11.951169, 156.015648, 9.084440, 140.688249, 6.191206, 125.144984, 2.998329, 109.596864, 0.854160, 94.180129, 0.000000, 79.020271, 1.336459, 64.155565, 4.832722, 49.744801, 10.060061, 35.404399, 16.804869, 21.627872, 26.346084, 8.077826, 40.604782, 0.909333, 55.921517, 0.000000, 70.020051, 8.341341, 78.084301, 22.719828, 82.385466, 37.227153, 84.821990, 52.221428, 85.443759, 67.315748, 85.084107, 82.142154, 84.185168, 96.721133, 83.067344, 111.424653, 82.076298, 126.310855, 81.415353, 141.633186, 81.483976, 156.684955, 82.062245, 171.182410, 82.918207, 186.267251, 84.116534, 200.933870, 84.863616, 215.629198, 85.841484, 230.910011, 81.909076, 245.630522, 69.444029, 257.575272, 59.584056, 260.527241, 53.837589, 260.712946
Type03, L, 265, 52.065441, 265.382817, 46.976020, 265.119384, 36.904027, 262.753988, 23.993301, 251.305104, 19.863192, 236.319147, 18.028096, 220.409482, 16.601828, 205.606723, 15.044512, 189.983354, 12.866739, 174.287772, 10.683481, 160.132823, 7.896559, 143.797755, 5.602675, 128.890413, 2.957262, 113.482028, 1.229514, 98.400541, 0.000000, 83.647449, 1.107063, 67.825032, 3.815830, 53.065238, 8.988144, 38.017090, 15.358692, 24.553886, 23.492341, 9.704044, 37.207918, 0.137406, 53.418283, 0.000000, 68.740725, 5.390568, 77.414950, 20.462386, 80.998839, 35.042405, 84.868884, 50.395048, 86.602977, 66.450882, 87.391315, 82.300926, 87.112594, 97.489892, 86.141447, 112.743688, 84.475348, 128.543680, 82.967901, 143.828256, 82.171791, 159.241986, 82.448011, 174.366513, 83.056745, 189.499681, 83.939018, 205.664115, 84.144215, 220.066989, 84.017323, 235.879272, 80.673049, 250.417151, 67.686087, 262.630497, 57.426673, 264.963853, 51.953153, 265.084336
Type03, L, 270, 58.852084, 270.728118, 53.813832, 270.641127, 42.367502, 268.947352, 30.233502, 255.929484, 25.607932, 240.338473, 22.385036, 224.466738, 20.046088, 208.785655, 17.990657, 193.396350, 15.054215, 177.031856, 11.791027, 161.716899, 8.821858, 146.134556, 5.583121, 130.972747, 2.733117, 116.328174, 0.910075, 100.523732, 0.000000, 84.805139, 0.017448, 70.288496, 2.978456, 53.809619, 8.159682, 38.827217, 15.551890, 24.154070, 24.553240, 9.482441, 39.412115, 0.678317, 54.694802, 0.000000, 70.556254, 7.877922, 77.415501, 23.554382, 82.641137, 38.293279, 85.968711, 54.261205, 87.648445, 69.125250, 87.847330, 84.893316, 87.270116, 98.398752, 86.066544, 116.108716, 85.275335, 130.339964, 84.652362, 147.868057, 84.564426, 160.526428, 84.959019, 175.941094, 86.091204, 192.092849, 87.128623, 207.818316, 87.872755, 223.732166, 87.638732, 237.814386, 86.541845, 254.219301, 75.578176, 268.127460, 64.114509, 269.980068, 59.569790, 271.198702
Type03, L, 275, 58.383655, 275.766274, 53.148159, 275.447068, 41.676400, 273.554643, 29.841561, 260.033078, 25.440925, 244.981863, 21.868182, 227.592304, 19.796753, 211.999595, 17.885872, 196.358182, 15.067416, 180.006626, 11.759611, 164.250004, 8.363441, 147.459496, 5.359043, 134.022589, 2.542377, 117.077123, 0.840180, 102.855652, 0.000000, 86.584905, 0.898593, 70.457387, 3.355423, 55.375540, 7.891863, 39.631607, 13.897850, 25.106413, 22.509140, 9.967034, 37.532613, 0.573916, 52.778614, 0.000000, 68.636855, 8.236075, 77.218271, 23.078145, 82.009146, 38.529332, 85.961825, 54.765931, 88.022854, 68.814924, 89.533058, 84.848787, 89.161570, 101.301940, 88.027877, 116.963898, 85.582473, 132.113575, 83.879844, 148.751943, 83.792485, 164.447760, 85.424175, 180.174227, 86.952113, 196.845726, 87.586245, 212.343637, 89.030976, 228.679765, 89.606205, 244.265476, 86.356883, 259.673174, 74.790047, 273.173077, 63.067729, 275.372961, 59.196041, 275.730978
Type03, L, 280, 65.832385, 280.706468, 71.092116, 280.105608, 82.032600, 274.303852, 89.613212, 258.281492, 90.596359, 242.574160, 89.445422, 226.482895, 89.046044, 210.163975, 88.174588, 194.372864, 86.737052, 177.611784, 85.865653, 161.564329, 85.711169, 145.062167, 87.509653, 128.684024, 89.824879, 113.056411, 90.427005, 96.940214, 89.879691, 80.806117, 88.004862, 63.903114, 85.369080, 48.001450, 81.969682, 31.661584, 76.670814, 15.976937, 62.880046, 3.188484, 46.855027, 0.000000, 30.647470, 5.064100, 18.120002, 18.312311, 10.798322, 33.721690, 5.156104, 49.130385, 1.707306, 65.576195, 0.000000, 80.100093, 0.069881, 97.107280, 1.338033, 112.437016, 4.080744, 130.248743, 7.501914, 146.944266, 10.758134, 161.115904, 14.581430, 178.439734, 17.128183, 191.784353, 20.092242, 209.249124, 21.321681, 225.502831, 23.144184, 240.637581, 26.816060, 256.321634, 34.465782, 272.375557, 50.151618, 281.819660, 60.314835, 281.285636, 65.944542, 281.409215
Type04, L, 230, 54.984146, 230.534705, 50.609718, 230.342704, 41.631385, 230.144082, 28.477318, 220.652063, 23.835979, 207.349408, 21.606190, 193.355440, 19.730342, 180.437318, 17.256553, 166.479719, 14.789047, 153.401076, 11.912001, 139.667395, 9.017251, 126.814101, 6.214624, 113.138565, 3.192138, 100.560386, 0.887395, 86.334365, 0.000000, 73.365750, 1.187530, 59.483471, 4.263087, 46.033676, 8.878115, 32.915771, 15.314141, 20.059415, 24.192755, 8.472987, 37.199254, 0.684670, 50.387080, 0.000000, 64.165585, 3.931163, 75.100139, 14.485241, 80.067608, 27.824760, 82.180161, 41.331221, 82.141454, 54.949733, 80.731887, 68.762907, 79.281829, 82.197638, 78.004049, 95.478774, 77.364109, 108.645417, 76.454010, 122.445584, 77.481887, 135.517316, 79.320925, 149.360052, 80.492195, 161.977204, 81.464408, 175.904109, 82.147267, 189.342911, 81.933174, 202.381861, 79.247848, 216.405475, 69.018044, 227.828634, 59.465844, 229.524524, 55.340143, 230.706328
Type04, L, 235, 55.909624, 236.047973, 51.445798, 235.980211, 41.943490, 235.378925, 30.079372, 225.161210, 24.264244, 212.085481, 20.908161, 199.664475, 19.029323, 185.308908, 17.314658, 172.435511, 14.742796, 158.613448, 11.912254, 145.103447, 8.897096, 131.255426, 5.992005, 117.881748, 3.255839, 104.176694, 1.002434, 90.483156, 0.000000, 76.720929, 0.543937, 63.227147, 3.060992, 49.708997, 7.121341, 36.400501, 13.159823, 23.239180, 21.633627, 10.985138, 34.114856, 2.213240, 47.940066, 0.000000, 61.943763, 4.367883, 72.609190, 15.344238, 78.210856, 28.437294, 81.298476, 41.423982, 82.469672, 55.156179, 82.630247, 68.975657, 81.288722, 82.783838, 79.729291, 96.677826, 77.986413, 110.695144, 77.124132, 124.902745, 77.448548, 138.630174, 78.587687, 152.703133, 80.136132, 165.881839, 81.648281, 179.858383, 82.819899, 194.097278, 82.078926, 207.791609, 79.459006, 221.642104, 69.330596, 233.718345, 59.964523, 235.467496, 56.170187, 236.170223
Type04, L, 240, 58.532936, 241.362030, 53.592546, 241.117756, 44.345502, 238.704349, 31.705292, 229.503226, 26.057213, 215.431049, 22.794108, 201.334982, 20.581627, 186.919291, 18.561024, 173.629450, 15.490461, 159.405084, 13.143265, 146.445226, 10.112778, 132.264318, 7.277499, 118.289235, 4.648592, 104.632390, 1.954388, 90.767949, 0.000000, 77.008955, 0.118290, 63.265265, 3.317679, 49.584779, 8.365441, 35.872978, 14.256624, 22.749633, 22.733057, 9.841640, 36.273130, 2.805681, 50.138610, 0.000000, 63.998099, 4.905574, 74.600597, 17.105250, 80.013269, 30.318232, 83.073979, 44.463180, 84.090597, 58.807008, 84.197732, 71.997667, 83.195939, 86.235137, 81.298230, 99.997189, 79.552920, 114.076991, 78.604219, 128.054587, 79.155631, 141.522057, 80.528442, 155.857751, 82.119512, 169.435436, 82.865238, 182.784758, 83.027897, 197.183998, 85.113885, 210.832926, 81.125423, 223.747094, 72.752118, 237.070880, 63.329206, 240.916571, 58.574382, 241.285443
Type04, L, 245, 58.679503, 246.115771, 53.786125, 245.938844, 44.077340, 244.721992, 31.417198, 234.147809, 26.813867, 220.572005, 23.736749, 206.513125, 22.194153, 192.250282, 19.990199, 178.026566, 17.281870, 164.077384, 14.120205, 149.898492, 10.756069, 135.697059, 7.423720, 121.880706, 4.287021, 108.146106, 1.468847, 93.716516, 0.000000, 79.230073, 1.170898, 65.047983, 3.991933, 51.212058, 8.721967, 37.266753, 13.786365, 23.359438, 22.200171, 10.082090, 35.956151, 2.121193, 49.744107, 0.000000, 64.054904, 5.356613, 75.373491, 16.927122, 80.088376, 30.716876, 84.793811, 44.405565, 87.090117, 58.093791, 85.555461, 73.124354, 83.841266, 87.057518, 81.173623, 101.950045, 80.179137, 114.814427, 79.979216, 130.230338, 80.796186, 143.989763, 81.912264, 158.262813, 83.529305, 173.287346, 84.933808, 187.653233, 86.085527, 202.103992, 86.624335, 215.946698, 83.922355, 230.352593, 72.523233, 242.711653, 63.317051, 244.998607, 58.778978, 246.215827
Type04, L, 250, 61.876458, 251.001263, 57.305955, 251.132427, 47.134018, 249.011855, 34.477162, 238.263190, 27.911173, 223.844505, 25.246046, 209.378398, 23.816597, 193.424330, 21.259062, 178.965017, 18.091063, 164.395097, 14.496387, 150.380409, 10.728653, 136.194626, 7.133386, 122.172450, 3.733307, 107.576100, 1.364992, 93.413045, 0.000000, 77.725409, 1.612730, 63.612942, 5.157128, 48.934914, 10.365134, 34.971739, 16.317867, 20.875026, 26.397740, 8.005596, 40.620850, 1.665019, 54.490211, 0.000000, 69.371698, 6.391974, 79.451651, 18.531778, 85.725950, 32.493478, 89.386038, 47.140235, 90.237605, 61.138124, 89.823483, 76.408569, 88.000920, 89.923361, 85.902537, 104.990878, 84.199419, 118.970057, 83.396961, 134.377780, 83.826188, 148.623018, 85.928875, 163.726128, 87.600888, 178.844009, 88.311829, 191.448115, 90.088023, 206.498092, 90.185731, 221.363243, 87.543863, 235.266151, 76.785143, 248.756083, 66.154907, 250.058159, 62.183712, 251.416535
Type04, L, 260, 58.973225, 260.964764, 54.221355, 260.469962, 43.348013, 258.277866, 31.841987, 245.731278, 27.590791, 230.759676, 24.762291, 215.924239, 22.682805, 201.057584, 20.293347, 185.789730, 17.371341, 170.882893, 14.182574, 156.072873, 10.523795, 141.248696, 7.265562, 126.422124, 3.839443, 111.270565, 1.127163, 96.589843, 0.000000, 81.626228, 1.626981, 66.448576, 5.123597, 52.045760, 10.324680, 36.832300, 16.012784, 22.796600, 25.806236, 8.666525, 40.291468, 1.533278, 54.889341, 0.000000, 70.119669, 6.441285, 79.527140, 20.455514, 85.195358, 34.459240, 88.875529, 49.619968, 90.061033, 63.959452, 89.073894, 79.608430, 86.686151, 94.095417, 84.456696, 108.935806, 82.701807, 124.020544, 82.383939, 138.947803, 83.163180, 154.520467, 84.588744, 170.060153, 86.356496, 185.172527, 88.202737, 199.995873, 89.719651, 215.844450, 89.906977, 231.346831, 86.005799, 246.050280, 74.187366, 259.222362, 63.562975, 260.677134, 59.522531, 260.850880
Type04, L, 265, 59.932460, 265.900328, 55.073318, 265.483747, 44.633975, 264.715893, 31.668961, 252.281185, 27.159750, 237.358221, 23.836553, 221.607652, 22.089250, 206.220420, 20.132988, 190.781009, 17.259889, 174.889400, 14.209545, 160.273993, 10.840563, 144.647305, 7.439192, 129.790551, 4.345871, 114.800159, 1.555886, 99.212300, 0.000000, 84.558628, 1.183850, 68.599885, 4.497877, 53.878696, 9.368852, 38.812472, 15.081131, 24.130630, 23.819295, 9.591722, 38.646918, 1.243384, 53.782138, 0.000000, 69.666853, 6.140245, 79.795026, 20.303318, 84.942201, 35.000559, 88.378758, 50.509496, 90.772805, 64.798240, 90.039818, 80.479912, 88.120031, 95.512367, 86.378643, 110.298196, 84.888453, 126.029562, 84.284690, 141.241113, 84.557078, 156.686116, 85.885646, 171.382376, 87.684948, 187.214939, 89.358046, 202.225451, 90.582042, 218.066860, 89.996066, 233.720308, 86.963946, 249.494402, 76.400865, 263.589299, 64.853369, 265.183932, 60.456617, 266.000813
Type04, L, 270, 62.905839, 271.111925, 57.352699, 271.041425, 46.718139, 269.833765, 33.264679, 257.460466, 28.283378, 242.620823, 25.558274, 227.008022, 22.972677, 211.408913, 20.402702, 195.630400, 17.678707, 180.418406, 14.434768, 164.566135, 11.144872, 149.331746, 7.819756, 133.645322, 4.309267, 117.866890, 1.048668, 101.931047, 0.000000, 86.797023, 2.535294, 71.178652, 5.058522, 55.855406, 8.843366, 39.918192, 15.583047, 25.189994, 25.809536, 11.100411, 40.450637, 1.782498, 55.833946, 0.000000, 72.251700, 5.809753, 81.639779, 20.272980, 87.374560, 34.574632, 91.164014, 50.707154, 92.062115, 65.819256, 90.750398, 81.964180, 88.256876, 97.204464, 86.293967, 113.197205, 85.121311, 127.694566, 84.448217, 143.437486, 85.010839, 159.118942, 86.496733, 174.839757, 88.691825, 190.084515, 90.580262, 205.478696, 91.954682, 221.781904, 91.529278, 236.736971, 88.650635, 252.104552, 79.522551, 267.331202, 67.528355, 270.573349, 63.418490, 270.850847
Type04, L, 280, 64.286229, 281.385641, 58.766276, 280.976079, 47.247348, 280.186010, 33.832845, 267.413297, 28.361222, 251.692707, 24.724126, 235.286912, 22.484608, 218.929872, 20.262564, 202.817242, 17.288436, 186.697930, 13.829196, 170.385377, 10.585378, 155.327360, 7.168196, 138.921305, 4.270468, 124.134295, 1.513140, 107.165013, 0.000000, 91.040203, 0.967221, 73.969953, 4.295811, 58.765368, 9.736201, 42.241913, 15.536149, 27.373168, 24.811132, 11.627117, 40.171282, 2.531298, 56.031154, 0.000000, 72.968684, 6.025132, 83.393072, 21.001378, 89.878302, 36.320363, 93.405325, 52.103054, 94.268747, 67.670192, 93.728819, 84.693520, 91.990763, 100.091218, 90.173689, 116.184761, 88.377459, 132.564379, 87.374760, 148.450063, 87.409421, 164.515765, 88.819281, 181.023351, 90.643866, 197.373044, 92.393231, 213.146811, 94.239366, 229.164543, 93.933342, 246.553770, 91.830669, 262.307565, 81.714407, 277.213714, 69.727941, 280.621963, 64.702558, 281.219378
Type05, L, 240, 55.117854, 241.230735, 50.656467, 241.178182, 40.692701, 239.309367, 29.715585, 228.169993, 25.339090, 214.620111, 22.378138, 200.607718, 20.442547, 186.616531, 19.343100, 171.943069, 17.772238, 157.367796, 15.160937, 143.840287, 10.668885, 130.390301, 5.649870, 117.281118, 1.442200, 104.107362, 0.000000, 89.477825, 0.476680, 75.456674, 3.293530, 61.635037, 7.095474, 47.872381, 12.577295, 34.375891, 19.002068, 21.304975, 28.787080, 9.146534, 41.445719, 2.095127, 56.200402, 0.000000, 69.877392, 7.592866, 74.409074, 22.004124, 79.357703, 34.935601, 82.977547, 48.345074, 83.851755, 61.538511, 81.957849, 75.749638, 78.343882, 89.300519, 74.245099, 103.212836, 70.881007, 116.758563, 70.404726, 130.989802, 71.847631, 144.267267, 74.307151, 158.215693, 77.542991, 171.411729, 80.843607, 185.381076, 83.643413, 198.854533, 83.347397, 212.683721, 79.748103, 226.826029, 69.400332, 238.678524, 59.299676, 240.620298, 55.665789, 241.487170
Type05, L, 260, 58.102621, 260.969870, 53.817871, 260.588607, 43.083210, 258.001389, 33.236948, 244.037602, 29.310448, 229.824258, 25.871701, 215.264989, 24.168985, 199.249098, 22.571690, 184.590978, 21.026401, 169.813406, 17.662602, 154.552473, 13.013540, 139.714393, 8.141114, 125.331440, 3.549056, 111.130343, 0.533068, 95.702444, 0.000000, 80.354030, 2.085078, 66.537098, 5.591062, 51.405087, 11.049711, 37.053595, 17.390703, 22.665813, 25.692284, 8.426646, 40.510364, 1.112496, 54.586555, 0.000000, 69.740534, 8.199223, 76.701070, 22.679921, 81.166458, 37.410855, 85.311368, 52.175663, 87.389263, 67.391043, 87.018882, 83.159020, 84.270936, 97.840583, 80.691399, 112.297530, 77.150024, 127.171636, 74.978416, 141.208992, 75.502494, 156.383929, 77.761954, 172.328409, 81.045329, 186.237303, 84.167555, 201.333289, 87.040356, 215.552108, 87.550297, 230.352356, 84.585372, 244.993707, 74.241352, 258.708213, 63.132733, 260.404934, 58.301896, 261.166881
Type05, L, 280, 64.159379, 281.462558, 69.432172, 280.995879, 80.690659, 277.316727, 91.499675, 261.974430, 93.307738, 246.209682, 91.500129, 230.092272, 88.791699, 214.225823, 85.525107, 198.298191, 82.173070, 182.669549, 79.594224, 166.928131, 79.122602, 150.232315, 81.271216, 134.329800, 85.150502, 118.332124, 89.780970, 102.768090, 92.999391, 86.923837, 92.529859, 70.423500, 89.870638, 53.807740, 85.098179, 38.564031, 82.239479, 23.125732, 73.275467, 6.989532, 57.222116, 0.000000, 40.389976, 2.349410, 25.890767, 12.807443, 16.902403, 28.192874, 10.465405, 43.494875, 5.077262, 59.515082, 1.708166, 75.167922, 0.000000, 91.865485, 0.847879, 107.863976, 4.253848, 124.250048, 8.859464, 138.812221, 14.238979, 154.872339, 18.663192, 170.649164, 21.805965, 186.937028, 24.341058, 203.303320, 25.796305, 218.942714, 27.614931, 233.798775, 30.347103, 249.504428, 35.559535, 265.285142, 47.575372, 279.193386, 59.344571, 281.465415, 63.864232, 281.421771
Type05, L, 290, 67.988191, 291.073290, 63.115250, 291.421980, 51.268828, 289.249545, 38.270953, 275.375599, 32.708767, 258.975205, 28.850414, 242.756630, 26.223553, 226.138755, 24.246321, 209.265873, 22.370714, 192.560103, 19.388820, 175.718914, 14.748767, 159.834557, 9.297694, 142.882874, 4.017386, 126.616464, 0.866517, 109.899785, 0.000000, 94.167932, 1.838706, 76.040631, 5.534632, 60.340301, 10.771694, 44.011962, 17.379671, 27.991310, 26.554104, 12.527179, 42.313785, 2.019587, 58.404473, 0.000000, 75.353845, 7.290208, 85.389451, 23.103177, 89.890455, 38.989787, 93.860645, 55.258489, 96.970334, 72.310602, 97.923594, 88.419802, 94.935899, 105.343793, 89.972008, 121.094819, 85.563197, 137.927591, 82.835819, 153.445806, 82.949627, 173.235057, 85.827644, 188.960641, 89.327434, 205.839437, 93.146824, 221.932171, 96.650130, 238.362235, 97.750409, 255.921535, 96.348214, 271.844663, 85.457623, 287.516561, 72.939389, 290.270214, 68.228795, 291.264566
Type06, L, 230, 51.898718, 230.291890, 47.731222, 229.775701, 38.342772, 227.312671, 28.066773, 216.224715, 23.430068, 203.510874, 20.847338, 190.426103, 19.615599, 176.883938, 17.542171, 163.580988, 15.123978, 151.295881, 11.523425, 136.880298, 8.542743, 124.844673, 5.106489, 111.038287, 2.508791, 98.339504, 0.382608, 84.791477, 0.000000, 71.287072, 1.333299, 57.777038, 4.257434, 44.748155, 8.601077, 31.236842, 14.261640, 18.687154, 23.467709, 6.684494, 36.146734, 0.000000, 50.006284, 0.059229, 62.810759, 7.398379, 70.405497, 19.476991, 74.738155, 32.350315, 78.080770, 44.888885, 80.026177, 58.029250, 80.174402, 71.974780, 79.402465, 84.665507, 77.967523, 97.597946, 76.190483, 111.574205, 75.053459, 124.163786, 74.581629, 138.092330, 75.440316, 151.470656, 77.270151, 164.856890, 78.942072, 178.101337, 80.133024, 190.908822, 80.127011, 204.476390, 76.980883, 218.082138, 65.481532, 228.542949, 56.365860, 229.940259, 51.803253, 230.250190
Type06, L, 240, 54.084014, 241.257002, 49.395286, 240.753766, 39.627709, 238.604847, 29.156422, 227.080129, 24.836468, 213.873040, 21.459874, 199.646880, 19.310919, 187.078795, 17.040932, 172.429102, 14.691925, 159.398947, 11.687944, 144.977053, 8.878224, 132.982662, 5.027038, 119.318207, 2.021908, 105.204386, 0.000000, 91.631603, 0.012970, 77.912959, 1.100564, 65.203905, 3.763126, 51.722915, 7.837172, 38.056716, 13.138415, 25.000011, 20.756434, 11.803130, 33.142788, 2.846927, 46.933285, 0.000000, 61.352518, 5.132340, 70.588605, 17.500940, 76.160179, 30.962594, 79.578694, 43.862263, 81.251055, 58.083272, 81.625393, 71.918429, 80.814652, 85.982987, 79.352138, 99.592859, 77.360759, 114.555512, 76.072295, 127.957358, 75.802390, 142.400159, 76.731569, 156.522942, 78.261067, 170.293706, 79.992059, 184.506104, 81.650943, 198.941252, 81.569464, 212.437869, 77.798621, 226.467792, 68.051412, 238.702944, 58.080787, 240.722883, 54.638247, 241.283226
Type06, L, 250, 55.221198, 250.803700, 50.744274, 250.649393, 40.584297, 248.185675, 29.902545, 236.071855, 23.878835, 222.536903, 20.560602, 208.282947, 19.109183, 193.906657, 17.090013, 179.228468, 14.447614, 164.868064, 11.276592, 150.008817, 8.155466, 136.506029, 4.883440, 122.825804, 2.148362, 107.925527, 0.419530, 93.559247, 0.000000, 79.900302, 1.077983, 65.031998, 3.864274, 50.869569, 8.473152, 36.731786, 14.905939, 23.243255, 23.633575, 9.914233, 37.016768, 0.990459, 51.603138, 0.000000, 65.842555, 7.330549, 73.630624, 21.054982, 78.982337, 34.556680, 82.247830, 49.055035, 84.067793, 64.067719, 85.036318, 77.819631, 84.469919, 92.403925, 82.033058, 106.515247, 80.317759, 121.440241, 79.656743, 134.698617, 79.804256, 150.435682, 80.542488, 164.384650, 81.830234, 178.959639, 83.064640, 193.203252, 84.956578, 208.460576, 84.744383, 222.382776, 81.535964, 236.540976, 70.085637, 248.750535, 59.843850, 250.231297, 55.378870, 250.979654
Type06, L, 270, 61.105846, 271.514473, 56.285610, 271.519152, 45.281447, 269.981549, 32.241488, 257.767601, 27.255433, 242.796609, 24.222958, 228.188969, 21.809866, 212.282066, 19.845489, 196.940971, 17.462644, 181.667839, 14.812702, 165.977891, 10.715745, 150.683859, 6.643616, 135.226877, 2.909519, 120.299296, 0.317414, 104.334818, 0.000000, 88.231267, 1.519177, 73.012249, 4.485473, 57.422187, 9.145674, 42.520693, 14.733897, 27.474300, 23.424834, 12.663318, 37.667436, 2.812164, 53.572491, 0.000000, 68.718053, 7.453673, 78.389173, 21.669813, 84.196235, 36.791752, 87.847147, 51.669664, 89.431196, 68.464964, 89.641226, 84.524033, 88.345631, 100.000570, 86.477966, 115.452418, 84.570370, 130.354194, 82.968692, 145.974484, 82.654339, 160.823057, 83.750509, 177.261944, 85.558883, 192.244508, 87.491188, 208.159180, 89.268025, 222.471336, 89.792887, 238.169990, 86.972621, 253.102405, 77.052299, 267.936319, 65.686851, 270.673090, 61.690099, 271.580350
Type06, L, 280, 64.288380, 281.896286, 59.093950, 281.680234, 48.385929, 280.384830, 33.725633, 268.538309, 27.753372, 252.531934, 24.984222, 237.273377, 22.703825, 220.819019, 21.116289, 204.531156, 18.695576, 189.079228, 15.674733, 172.175786, 12.207727, 157.948954, 7.697846, 140.593066, 3.760236, 125.063347, 0.640342, 109.092151, 0.000000, 92.854546, 2.032884, 76.752139, 5.086238, 60.724135, 8.674338, 45.296653, 14.166932, 30.328535, 23.331009, 15.008099, 36.986559, 4.207977, 53.612053, 0.000000, 69.826524, 7.705534, 80.641112, 22.202203, 86.796067, 37.560203, 90.359252, 52.879718, 92.185132, 68.690547, 93.111548, 84.981692, 92.545436, 100.684242, 90.623921, 117.118238, 88.373665, 132.795062, 86.491440, 149.908834, 86.426152, 165.055873, 87.156718, 180.923347, 88.858723, 197.505869, 90.506283, 213.448412, 92.391002, 229.845371, 93.198009, 246.023125, 90.992394, 262.264747, 81.166806, 277.312694, 69.903148, 281.639604, 64.309710, 281.512987
Type07, L, 250, 59.614571, 251.170831, 54.608192, 250.832011, 45.004744, 249.703366, 31.758518, 238.996876, 26.853283, 225.047923, 23.555125, 210.598982, 20.968846, 196.439470, 18.966723, 182.008113, 16.992404, 167.089664, 14.005796, 152.937451, 10.531579, 139.411632, 6.554401, 125.237216, 3.397145, 111.678490, 0.851701, 97.338807, 0.000000, 82.504201, 1.487990, 68.114285, 4.781537, 54.138401, 9.962444, 39.885011, 16.654423, 26.348036, 24.962234, 12.970027, 37.784665, 2.951352, 52.031420, 0.000000, 66.647301, 4.048885, 77.437833, 16.805575, 82.314070, 30.682085, 84.741337, 45.267257, 85.326697, 58.443684, 86.526836, 73.870018, 85.800964, 88.699831, 83.742995, 102.427365, 82.506823, 116.514470, 83.036492, 132.049903, 83.116335, 147.784996, 83.226461, 162.382290, 83.528036, 175.081785, 84.442578, 190.221095, 85.911337, 204.451589, 86.560512, 219.850534, 84.108610, 233.792978, 74.691209, 247.824497, 64.399807, 250.762343, 60.175479, 250.909886
Type07, L, 270, 62.021794, 270.877280, 57.124470, 270.735077, 46.593719, 269.514559, 33.666531, 256.335264, 27.881835, 241.680047, 24.985225, 225.402058, 23.786980, 210.297551, 21.439223, 195.768816, 18.543148, 179.122978, 15.395211, 164.496503, 11.823773, 148.643043, 8.185308, 133.922732, 4.504876, 118.471651, 1.087316, 103.022306, 0.000000, 86.496269, 2.227213, 71.557177, 6.522051, 56.430462, 12.170150, 41.310287, 18.687691, 26.698745, 28.125594, 12.311879, 42.065682, 2.016536, 57.719522, 0.000000, 74.196972, 3.974993, 83.501461, 19.105830, 86.755520, 34.120170, 90.458725, 49.698824, 91.538554, 65.732490, 91.070022, 80.559244, 90.051407, 96.031685, 89.378334, 111.867701, 88.788008, 127.170567, 88.870710, 142.988418, 89.063274, 159.154896, 89.699826, 174.612846, 90.442021, 190.777491, 91.015422, 205.566786, 91.492607, 221.302880, 91.297837, 237.929308, 89.068294, 252.834642, 77.864963, 267.362740, 67.221833, 270.377030, 62.578789, 270.403463
