Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_GPR,7.96683,7.29508,11.00776,2.57693,27.34735,2.54931,9.18320,1034.13064,0.90704,0.95046,7.03481
PCA_KRR,5.85322,5.27396,3.81422,1.25243,4.51211,0.88717,1.31115,290.31536,0.94751,0.97287,4.97996
PCA_LINEAR,5.77272,5.20071,3.76161,1.20335,4.16634,0.92428,1.10122,289.96432,0.94972,0.97408,4.97198
PCA_SVR,6.01589,5.47272,4.33592,1.48267,6.26606,1.17120,1.92810,333.81343,0.93880,0.96807,5.14820
PURE_GPR,6.13183,5.53314,5.07116,1.55788,6.19689,1.12578,1.73839,388.84813,0.93275,0.96500,5.11611
PURE_KRR,5.79935,5.21140,4.68951,1.48213,4.05972,1.07788,1.14736,377.73396,0.93526,0.96626,4.84965
PURE_SVR,5.88194,5.28653,4.70894,1.46735,4.44541,1.09125,1.13090,403.96694,0.93564,0.96645,4.91740
RATIO_CTRL,3.21668,2.87290,4.75340,1.73525,4.16873,3.15452,0.19298,708.56045,0.94048,0.96913,2.35160
