Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,8.00459,7.20875,2.72480,0.83685,2.82911,0.61857,0.45745,302.58429,0.95842,0.97864,0.00000
PCA_KRR,2,7.56190,6.95459,1.36436,0.54993,2.57353,0.66173,0.43587,216.81605,0.97196,0.98575,0.00000
PCA_KRR,3,7.57575,6.95694,0.91983,0.31683,2.75135,0.49718,0.55605,177.07533,0.98242,0.99113,0.00000
PCA_KRR,4,7.73661,7.11984,0.78794,0.23890,2.45649,0.41897,0.19972,183.76226,0.98922,0.99458,0.00000
PCA_LINEAR,1,8.28275,7.48417,5.09363,1.81599,2.36437,0.78548,0.21351,469.97502,0.92697,0.96197,0.00000
PCA_LINEAR,2,8.35246,7.66066,7.24801,2.05771,17.45584,1.66072,5.31584,722.02037,0.91652,0.95637,0.00000
PCA_LINEAR,3,8.34454,7.66321,4.21243,1.57820,4.23745,1.61367,0.23479,289.61894,0.93039,0.96385,0.00000
PCA_LINEAR,4,18.23262,17.94989,20.24152,5.02758,56.86641,4.76138,20.14487,1911.87237,0.83712,0.91131,0.00000
PCA_SVR,1,8.10949,7.21055,3.07850,0.85314,17.10115,0.64912,1.16178,326.37403,0.95788,0.97831,0.00000
PCA_SVR,2,7.45761,6.86465,1.77091,0.52793,4.79955,0.48806,1.11542,244.69679,0.97543,0.98754,0.00000
PCA_SVR,3,7.46074,6.86119,3.13641,0.67000,6.66062,0.45307,1.32626,274.69381,0.96931,0.98432,0.00000
PCA_SVR,4,7.95710,7.41921,1.51134,0.41723,4.04612,0.38508,1.51134,134.43015,0.98062,0.99021,0.00000
PURE_GPR,1,7.85973,7.04792,2.69432,0.88265,2.77165,0.59312,0.45273,287.61567,0.95783,0.97835,0.00000
PURE_GPR,2,7.54945,6.94370,1.56735,0.61105,2.68020,0.73053,0.34726,227.43656,0.96988,0.98468,0.00000
PURE_GPR,3,7.55675,6.92745,1.03280,0.36308,2.85240,0.64631,0.28042,189.53298,0.98038,0.99009,0.00000
PURE_GPR,4,7.73215,7.11080,0.76653,0.20389,2.44649,0.41946,0.00001,184.32474,0.99071,0.99533,0.00000
PURE_KRR,1,7.90519,7.09817,2.68158,0.84158,2.74821,0.55818,0.48822,293.54431,0.95865,0.97874,0.00000
PURE_KRR,2,7.55118,6.94510,1.31445,0.52348,2.56604,0.62175,0.33245,215.51521,0.97303,0.98630,0.00000
PURE_KRR,3,7.57567,6.95118,0.80760,0.28513,2.72783,0.48649,0.45342,175.32298,0.98327,0.99156,0.00000
PURE_KRR,4,7.73475,7.11660,0.78443,0.22269,2.43464,0.41966,0.16488,184.16335,0.98956,0.99475,0.00000
PURE_SVR,1,8.18756,7.36916,2.81018,0.82616,3.33421,0.57895,0.50735,331.72832,0.95900,0.97885,0.00000
PURE_SVR,2,7.55031,6.93684,1.42862,0.49767,2.57153,0.65123,0.18960,245.74761,0.97533,0.98747,0.00000
PURE_SVR,3,7.61644,7.00233,0.73439,0.24644,2.23237,0.51446,0.22333,171.95324,0.98554,0.99272,0.00000
PURE_SVR,4,7.72940,7.11050,0.74267,0.21944,2.31419,0.41998,0.10397,179.36350,0.98927,0.99460,0.00000
RATIO_CTRL,1,3.60678,3.30667,4.62102,1.69515,3.87885,3.07798,0.22815,639.89044,0.94265,0.97039,0.00000
RATIO_CTRL,2,2.85336,2.52801,4.77391,1.69551,4.80139,3.02764,0.29131,709.41334,0.94057,0.96915,0.00000
RATIO_CTRL,3,4.56555,3.76945,7.47011,3.07706,7.75843,5.94857,0.12956,1336.99287,0.89081,0.94224,0.00000
RATIO_CTRL,4,1.58936,1.45149,2.55684,0.87561,1.84793,1.32510,0.12369,408.26822,0.96674,0.98290,0.00000
