type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43
Type03, L, 255, 56.002392, 255.628772, 51.016708, 255.459132, 41.876633, 254.594502, 28.027402, 245.301769, 22.022642, 231.527210, 19.301611, 216.790551, 16.911479, 202.588781, 14.907045, 187.807983, 13.033919, 174.633631, 10.579716, 159.040568, 8.805665, 146.240550, 6.215776, 130.725140, 3.963526, 117.320431, 1.751591, 103.259077, 0.104576, 87.599337, 0.000000, 74.125595, 1.410237, 59.515469, 4.745194, 45.339616, 9.804276, 31.393783, 16.889145, 18.184733, 26.347578, 5.801014, 41.036738, 0.000000, 55.297507, 0.650089, 68.775394, 9.373876, 76.264876, 22.636790, 80.103405, 37.097630, 82.932401, 51.729627, 83.796293, 66.526016, 83.749799, 81.342166, 82.803932, 95.420768, 81.377666, 110.581811, 80.021437, 124.839203, 79.350601, 139.985386, 79.218110, 153.736642, 79.998743, 168.495511, 81.155882, 183.640344, 82.329435, 197.390249, 83.837063, 211.367028, 83.780094, 225.754947, 80.550763, 240.494057, 70.598724, 252.711896, 60.188390, 254.983335, 55.744350, 255.835219
Type03, L, 260, 54.124927, 261.036229, 48.712783, 260.726168, 39.597058, 258.260372, 26.903911, 247.364049, 22.043582, 232.601952, 20.669841, 217.922792, 19.647564, 203.706294, 17.567657, 188.908148, 15.179609, 174.438263, 12.462922, 159.169166, 9.584333, 144.360771, 6.881095, 129.122189, 3.712665, 114.049214, 1.283927, 98.895693, 0.000000, 84.085293, 0.506663, 69.426824, 3.228551, 55.294966, 7.664840, 41.217936, 13.703742, 27.626783, 21.353685, 14.058200, 33.416732, 3.429147, 48.116899, 0.000000, 62.976987, 2.726656, 74.282126, 14.912751, 80.013941, 28.937238, 83.498158, 43.332481, 85.103470, 58.078670, 85.293535, 72.593989, 84.729536, 87.143847, 83.753192, 101.138656, 82.678909, 115.735273, 81.759296, 130.166593, 81.272565, 145.287479, 81.477707, 159.672232, 82.079029, 173.980391, 83.007295, 188.598881, 84.107644, 202.933946, 84.885042, 217.242672, 85.661302, 232.221992, 81.293470, 246.415888, 68.946663, 257.901544, 59.365308, 260.641481, 53.715655, 260.881231
Type03, L, 265, 51.822319, 265.760346, 46.833443, 265.484403, 37.082466, 263.275080, 24.254418, 252.323034, 19.770258, 237.888646, 17.982747, 222.329706, 16.478139, 207.826139, 15.120945, 192.782176, 12.952554, 177.271490, 10.962798, 163.416632, 8.221266, 147.918369, 5.966155, 132.838710, 3.385946, 118.227085, 1.451489, 103.163472, 0.000000, 88.905625, 0.240671, 73.781520, 2.347795, 58.824068, 6.428177, 44.471813, 12.326390, 30.431138, 19.178007, 17.051479, 29.693440, 3.554719, 45.231419, 0.000000, 60.543658, 1.739509, 73.695667, 11.979696, 78.516798, 27.273143, 82.589799, 41.329302, 85.337323, 56.783796, 86.829196, 72.474891, 87.056765, 87.584080, 86.718612, 102.481916, 85.424180, 117.364241, 83.836589, 132.850991, 82.461710, 147.608767, 81.906311, 162.701079, 82.311560, 177.336593, 82.926789, 192.285872, 83.764968, 207.923345, 83.890985, 221.932951, 83.692904, 237.436138, 79.934846, 251.436969, 66.990171, 263.187481, 57.091640, 265.296148, 51.664925, 265.497610
Type03, L, 270, 59.140389, 270.939111, 54.180569, 270.824545, 43.150199, 269.294841, 30.926784, 256.867631, 26.189100, 241.738840, 22.919793, 226.249879, 20.628828, 210.938388, 18.555054, 195.943059, 15.966590, 180.102961, 12.627722, 164.931216, 9.851015, 149.873168, 6.610161, 134.912876, 3.779935, 120.534903, 1.565558, 105.727305, 0.586278, 89.741640, 0.000000, 75.922733, 1.906739, 60.014749, 6.022127, 45.054628, 12.689911, 30.454732, 20.099525, 16.302555, 32.409318, 3.760517, 47.038222, 0.000000, 63.171268, 2.447482, 74.741341, 15.069539, 79.869245, 29.961542, 84.565655, 44.906856, 87.013917, 60.020989, 88.126180, 74.987121, 88.019033, 89.380325, 87.198914, 103.786625, 86.092117, 120.370714, 85.374812, 134.808734, 84.873388, 151.305138, 84.873755, 163.399836, 85.405383, 179.136149, 86.545110, 194.584333, 87.521526, 210.058805, 88.163552, 225.415078, 87.899167, 239.118263, 86.515377, 255.301532, 75.332256, 268.400598, 64.343339, 270.233234, 59.788838, 271.385991
Type03, L, 275, 58.300151, 276.190715, 53.153821, 275.854046, 42.079252, 274.122322, 30.155425, 261.204229, 25.631107, 246.555701, 22.103787, 229.822013, 19.882733, 214.170201, 18.182287, 199.377819, 15.445198, 183.031658, 12.431591, 168.137766, 8.931028, 151.249894, 6.077137, 138.037734, 3.099014, 122.121995, 1.215847, 107.460052, 0.000000, 92.512815, 0.361221, 76.361755, 2.105053, 61.447545, 5.788307, 46.371204, 11.133027, 31.569783, 17.892049, 17.239682, 29.823945, 4.166457, 45.156583, 0.000000, 60.359975, 2.964283, 73.560774, 15.322389, 79.027690, 29.692758, 83.864171, 45.819610, 86.638213, 60.347750, 88.670086, 74.707440, 89.408419, 90.621939, 88.876033, 106.542075, 87.295918, 121.526915, 84.971707, 136.519201, 83.598618, 152.973966, 83.957428, 167.747962, 85.649938, 183.694833, 86.987912, 199.496804, 87.610889, 214.851479, 89.099834, 230.660638, 89.398460, 245.856273, 85.860280, 260.837531, 74.214331, 273.762755, 62.890386, 275.762383, 59.092670, 276.186370
Type03, L, 280, 66.035033, 280.343179, 71.152716, 279.740926, 81.847113, 274.230702, 89.569864, 258.749233, 90.837804, 243.346522, 89.744745, 227.807615, 89.287539, 211.727305, 88.559811, 196.500510, 87.176932, 180.094193, 86.197490, 164.455796, 85.836490, 148.389559, 87.093708, 132.410900, 89.523349, 116.893029, 90.574673, 101.536596, 90.405230, 85.668298, 88.942344, 69.453301, 86.687269, 53.562800, 83.516417, 37.818259, 79.824829, 22.218163, 70.156981, 7.749788, 54.522526, 0.000000, 39.012915, 1.248637, 24.060861, 10.188646, 14.737816, 25.050176, 8.410157, 39.667539, 3.704793, 55.480547, 1.138488, 70.709276, 0.000000, 85.393860, 0.619396, 102.067977, 2.171908, 116.820011, 5.267942, 135.187411, 8.459796, 149.687923, 11.852627, 164.909339, 15.349974, 180.679450, 17.838985, 194.346136, 20.590156, 211.371427, 21.655394, 227.136274, 23.649217, 241.714813, 27.418553, 257.251848, 35.342191, 272.619358, 50.798659, 281.472565, 60.609347, 280.898918, 66.185225, 281.058780
Type04, L, 230, 54.873787, 230.792552, 50.573464, 230.591814, 41.921857, 230.449589, 28.883940, 221.480852, 23.932798, 208.670064, 21.687924, 194.933926, 19.876130, 182.382947, 17.515968, 168.770275, 15.125552, 155.990160, 12.392925, 142.624784, 9.529414, 129.981909, 6.829641, 116.804614, 3.885354, 104.255263, 1.346423, 91.005542, 0.000000, 77.613095, 0.413050, 64.878376, 2.833986, 51.040680, 6.732879, 38.607479, 12.234944, 25.526164, 19.688649, 13.884176, 30.506877, 3.753552, 43.877317, 0.000000, 56.614560, 1.482950, 69.787882, 8.207861, 77.537620, 20.425995, 81.070090, 33.388950, 82.263965, 46.773182, 81.595075, 59.921047, 80.135406, 73.575927, 78.745179, 86.293308, 77.666701, 99.486359, 77.047995, 112.193272, 76.316893, 125.807452, 77.819429, 138.395545, 79.398485, 151.991120, 80.563884, 164.143515, 81.428361, 177.972468, 82.077881, 190.843088, 81.706945, 203.693732, 78.789338, 217.322567, 68.472732, 228.195777, 59.301127, 229.784824, 55.171283, 230.981705
Type04, L, 235, 55.790519, 235.600314, 51.415622, 235.554749, 42.217031, 234.949511, 30.436737, 225.393221, 24.484706, 212.523708, 21.050258, 200.606457, 19.109854, 186.561026, 17.482679, 173.979991, 15.114252, 160.566056, 12.356066, 147.388343, 9.470434, 133.920797, 6.560309, 120.736474, 3.888156, 107.580659, 1.439729, 94.100000, 0.085016, 80.757846, 0.000000, 67.507267, 1.840535, 54.274657, 5.153043, 41.348675, 10.263439, 28.239071, 17.282919, 15.981512, 27.673438, 5.160155, 40.902578, 0.000000, 54.498546, 0.689696, 67.335713, 8.418585, 75.202813, 20.309156, 79.652262, 33.327768, 81.672440, 45.877438, 82.610015, 59.741886, 82.130593, 72.837951, 80.730125, 86.684264, 79.102507, 99.866657, 77.553986, 114.026579, 76.969914, 127.357764, 77.532371, 141.182512, 78.697469, 154.463052, 80.267320, 167.574912, 81.694889, 181.132989, 82.713619, 195.095088, 81.824508, 208.336842, 79.005648, 221.907307, 68.778624, 233.380528, 59.798376, 235.026788, 55.997219, 235.735838
Type04, L, 240, 58.768114, 240.427678, 53.928612, 240.241001, 44.959492, 237.824402, 32.469968, 229.200295, 26.572919, 215.539521, 23.348514, 201.881623, 21.002243, 187.706851, 19.211175, 174.746153, 16.196713, 160.949919, 13.880940, 148.034829, 11.040386, 134.760368, 8.192429, 120.572629, 5.598098, 107.718313, 2.987048, 93.784347, 0.717350, 80.731213, 0.000000, 66.998085, 2.060277, 53.908311, 6.441624, 40.313706, 11.919347, 27.435756, 18.531546, 14.452550, 29.732658, 4.350859, 43.542714, 0.183997, 56.952957, 0.000000, 69.719429, 9.300442, 77.502902, 21.549692, 81.722203, 35.131336, 83.854110, 48.828606, 84.422788, 62.680282, 84.265384, 75.499572, 82.863612, 89.571120, 81.038221, 102.851151, 79.429687, 116.716246, 78.845283, 130.153968, 79.647335, 143.400891, 81.006468, 157.409315, 82.593559, 170.465238, 83.017251, 183.619871, 83.503321, 197.697213, 85.252291, 210.847321, 80.970142, 223.523957, 72.692899, 236.357254, 63.400115, 239.984511, 58.843393, 240.372236
Type04, L, 245, 58.410810, 245.690819, 53.584872, 245.500356, 44.252370, 244.393603, 31.594314, 234.330163, 26.822594, 221.204824, 23.678394, 207.466717, 22.136422, 193.663419, 20.052499, 179.652705, 17.546196, 166.154563, 14.451831, 152.281352, 11.298964, 138.459103, 7.900410, 124.894387, 4.917966, 111.476837, 1.922716, 97.779091, 0.000000, 83.336780, 0.205584, 69.703473, 2.531778, 55.811238, 6.320239, 42.551839, 11.436891, 28.764535, 17.224298, 15.390465, 29.071350, 4.640320, 42.399797, 0.000000, 56.482602, 1.115173, 69.318900, 9.692551, 77.954189, 22.283147, 81.084182, 35.801182, 86.431205, 49.040291, 85.996897, 62.852494, 85.118180, 77.318287, 82.514569, 91.054746, 80.628651, 105.206200, 79.673682, 117.934384, 79.911987, 133.259858, 80.652858, 146.090398, 81.947227, 160.660581, 83.446550, 174.903766, 84.842359, 189.120037, 85.872909, 203.031288, 86.320794, 216.604102, 83.201945, 230.614390, 71.862489, 242.436221, 62.947435, 244.562011, 58.486316, 245.821473
Type04, L, 250, 61.664547, 250.659425, 57.202995, 250.765995, 47.328773, 248.804572, 34.796923, 238.529137, 28.070790, 224.625306, 25.183772, 210.479584, 23.845007, 195.121677, 21.452835, 180.656780, 18.491643, 166.686121, 14.999635, 152.740782, 11.376528, 139.089823, 7.806114, 125.363341, 4.380724, 111.163282, 1.800581, 97.524729, 0.000000, 82.323927, 0.533648, 68.250001, 3.471203, 54.024910, 7.888596, 40.202631, 13.492359, 26.542369, 20.809608, 12.980978, 33.694022, 3.522442, 47.163143, 0.000000, 61.533627, 1.460853, 74.418634, 11.413258, 82.088224, 23.702618, 87.427450, 38.322102, 89.613318, 51.754481, 90.092898, 66.313371, 89.061236, 80.439968, 87.207484, 94.022624, 85.098519, 108.563743, 83.766507, 122.349312, 83.095459, 137.371812, 83.994673, 151.166689, 86.068169, 166.113876, 87.519023, 180.523240, 88.263857, 192.734021, 90.008844, 207.823852, 89.853576, 221.951037, 86.986724, 235.734084, 76.098718, 248.475274, 65.888221, 249.751880, 61.927467, 251.055775
Type04, L, 260, 58.828677, 260.666947, 54.168869, 260.163124, 43.654279, 258.118469, 32.107111, 246.140345, 27.684454, 231.590601, 24.865799, 217.091992, 22.782046, 202.641163, 20.546603, 187.779928, 17.741201, 173.150566, 14.715803, 158.765844, 11.190415, 144.253356, 7.904799, 129.863442, 4.653115, 115.145542, 1.641423, 100.596174, 0.000000, 86.380223, 0.638530, 71.224857, 3.460296, 57.340412, 8.015955, 42.449166, 13.270978, 28.535955, 20.531159, 14.371649, 33.030435, 3.625748, 47.464219, 0.000000, 62.048297, 1.400291, 75.197793, 12.261860, 81.774350, 25.982909, 86.953821, 40.272858, 89.316533, 54.644546, 89.852915, 69.097789, 88.168757, 84.117357, 85.846692, 98.186921, 83.749131, 112.762601, 82.323979, 127.486602, 82.366331, 142.050253, 83.244221, 157.396051, 84.743068, 172.408228, 86.486716, 187.102753, 88.264169, 201.611290, 89.671512, 217.152021, 89.619060, 232.141658, 85.402039, 246.489557, 73.603584, 259.054289, 63.321176, 260.347128, 59.364771, 260.574890
Type04, L, 265, 59.668041, 265.820048, 54.883749, 265.416451, 44.831405, 264.692930, 31.869897, 252.963813, 27.141109, 238.363638, 23.866381, 223.183761, 21.971241, 207.950028, 20.251104, 193.178533, 17.476900, 177.405477, 14.600145, 163.230660, 11.315157, 148.052200, 8.020408, 133.358872, 4.882078, 118.972769, 2.080872, 103.698984, 0.000000, 89.313310, 0.193254, 74.130674, 2.840537, 59.199244, 6.946530, 44.826013, 12.377301, 30.254336, 18.795843, 15.852970, 31.049187, 4.029093, 45.864543, 0.000000, 61.243814, 1.572524, 74.841605, 12.101858, 82.013220, 26.382635, 86.137419, 41.198498, 89.231204, 55.804428, 90.566484, 70.064547, 89.136685, 85.464613, 87.307460, 99.744320, 85.672283, 114.564930, 84.339830, 129.741724, 84.054020, 144.683307, 84.425977, 159.536169, 85.967145, 174.028620, 87.641970, 189.443146, 89.298688, 204.055864, 90.325912, 219.601085, 89.582170, 234.788787, 86.345106, 250.222525, 75.642413, 263.641530, 64.506877, 265.090602, 60.143964, 265.948647
Type04, L, 270, 62.962720, 270.833378, 57.504736, 270.767128, 47.230171, 269.636822, 33.831499, 257.923710, 28.581016, 243.443322, 25.871374, 228.332686, 23.341684, 213.072629, 20.840746, 197.696352, 18.234807, 182.830806, 15.154551, 167.441620, 11.930212, 152.483685, 8.711138, 137.306261, 5.341866, 121.973954, 1.978789, 106.358457, 0.000000, 91.435221, 1.501152, 76.392933, 4.238050, 61.329611, 7.035633, 46.025715, 12.459058, 30.997473, 20.717924, 17.066530, 33.216619, 4.917989, 48.155845, 0.000000, 63.794467, 1.144531, 77.648697, 11.744043, 84.046729, 25.986098, 89.411164, 40.685772, 91.739302, 56.177373, 91.916116, 71.062909, 89.986756, 86.794419, 87.648622, 101.592199, 85.955460, 117.137822, 84.951749, 131.070967, 84.510162, 146.877890, 85.309959, 161.849282, 86.897580, 177.380454, 89.062709, 191.987467, 90.829801, 207.280391, 92.057603, 223.038302, 91.429663, 237.571745, 88.406995, 252.645818, 79.110930, 267.266978, 67.471764, 270.269316, 63.464145, 270.601724
Type04, L, 280, 64.004586, 280.524939, 58.596605, 280.116096, 47.438709, 279.398917, 34.064792, 267.317367, 28.381506, 252.010668, 24.765621, 236.089132, 22.432594, 220.112852, 20.350191, 204.316089, 17.582517, 188.772983, 14.208223, 172.593335, 11.059884, 158.022652, 7.690923, 142.012528, 4.776037, 127.449600, 1.991265, 111.440814, 0.000000, 95.454743, 0.072425, 78.965874, 2.496174, 63.630359, 7.140156, 47.958324, 12.755606, 32.774653, 19.503871, 17.761030, 32.308997, 4.778494, 47.684528, 0.000000, 64.015709, 0.393390, 78.292302, 11.688865, 86.019256, 26.486412, 91.467757, 41.942703, 93.579402, 56.874937, 93.978556, 72.765100, 92.936017, 89.053420, 91.138664, 103.787325, 89.406075, 120.029292, 87.710816, 135.545746, 87.044495, 151.305655, 87.279668, 166.821852, 88.889751, 183.137069, 90.589756, 198.859992, 92.373828, 214.255480, 94.018341, 230.021679, 93.543578, 246.928325, 91.250986, 262.216858, 80.920470, 276.593927, 69.359734, 279.719688, 64.371978, 280.406816
Type05, L, 240, 55.069992, 240.628043, 50.695917, 240.569004, 41.057563, 238.819223, 30.070704, 228.210974, 25.541787, 215.037529, 22.591480, 201.426168, 20.580090, 187.752365, 19.449374, 173.607578, 18.050763, 159.209104, 15.755238, 145.952830, 11.723333, 132.749452, 6.867425, 119.994437, 2.300601, 107.129430, 0.196740, 93.451565, 0.000000, 79.166592, 2.128361, 66.031077, 5.453068, 52.284229, 10.201119, 39.229707, 16.033774, 26.127022, 23.814997, 13.818342, 35.246800, 3.978145, 48.374856, 0.000000, 63.557510, 1.345880, 72.516746, 13.650417, 76.173036, 26.802718, 81.158458, 39.802259, 83.513781, 52.551353, 83.405084, 65.915814, 80.863081, 79.598328, 77.035164, 92.805906, 73.150150, 106.416646, 70.398690, 119.590105, 70.624889, 133.535053, 72.189339, 146.321745, 74.802653, 160.034561, 77.987546, 172.801405, 81.197693, 186.537052, 83.710218, 199.579656, 83.110055, 213.154614, 79.331028, 226.896354, 68.920051, 238.198352, 59.178603, 240.018402, 55.591038, 240.895222
Type05, L, 260, 58.184150, 261.015543, 53.984537, 260.619659, 43.605474, 258.209763, 33.639002, 244.853920, 29.667919, 230.869334, 26.226565, 216.884227, 24.431122, 201.221825, 22.877449, 186.815163, 21.433447, 172.465695, 18.571238, 157.681111, 14.155006, 142.974404, 9.455098, 129.052345, 4.795873, 114.962698, 1.291393, 100.715022, 0.000000, 84.948639, 1.157812, 71.683047, 4.306708, 56.995990, 8.569081, 42.856351, 14.975737, 28.844063, 21.172537, 14.582473, 33.300749, 3.575183, 47.644641, 0.000000, 62.054790, 2.564794, 74.137940, 14.648931, 78.335069, 28.957520, 83.278453, 43.328271, 86.258664, 57.902330, 87.742635, 72.867344, 86.281829, 88.208616, 83.385038, 102.083690, 79.697531, 116.479915, 76.531666, 130.799042, 74.948522, 144.429291, 75.946829, 159.769368, 78.373474, 174.811573, 81.609160, 188.517530, 84.636449, 203.177960, 87.286594, 217.061882, 87.515674, 231.480599, 84.301481, 245.794870, 73.872200, 258.893625, 63.109892, 260.428084, 58.355511, 261.235036
Type05, L, 280, 64.161777, 280.806619, 69.321048, 280.327013, 80.246229, 276.877942, 91.130535, 262.137954, 93.334659, 246.709249, 91.741887, 231.087937, 89.152811, 215.478266, 86.059949, 200.116881, 82.719770, 184.603914, 80.040564, 169.626782, 78.973384, 153.177883, 80.609847, 137.745422, 83.909750, 121.916106, 88.478964, 106.939744, 92.211255, 91.232778, 93.113665, 75.922906, 91.020237, 58.922522, 87.126706, 44.239432, 83.266496, 28.880755, 78.726802, 13.565896, 64.985656, 0.874219, 48.911956, 0.000000, 32.861380, 5.418073, 21.329276, 19.119090, 14.072759, 33.924767, 8.113908, 49.239973, 3.635706, 64.729449, 0.900247, 80.246716, 0.000000, 96.514572, 1.661221, 112.084018, 5.482737, 127.782524, 10.125009, 141.927237, 15.443877, 157.891622, 19.279844, 173.148442, 22.375796, 189.165937, 24.554223, 205.071715, 26.030887, 220.118962, 27.820901, 234.692257, 30.664792, 250.030105, 36.005185, 265.396373, 48.071446, 278.703902, 59.437424, 280.771360, 63.898454, 280.789981
Type05, L, 290, 67.961338, 290.952560, 63.184553, 291.243447, 51.735071, 289.314783, 38.723095, 275.990123, 33.017390, 260.128240, 29.153545, 244.190427, 26.488202, 228.182807, 24.474399, 211.582541, 22.718146, 195.450466, 20.062755, 178.812270, 15.870079, 163.401180, 10.662714, 146.905381, 5.307854, 131.077904, 1.548396, 114.558972, 0.000000, 99.470544, 0.890192, 82.093052, 3.978416, 66.009207, 8.452465, 50.510979, 14.418986, 34.550973, 21.780050, 19.252235, 34.203805, 5.843617, 50.539654, 0.000000, 66.353887, 2.006091, 81.173434, 13.843022, 87.277697, 29.881909, 91.610237, 45.156492, 95.056966, 61.657695, 97.654658, 77.714118, 97.286713, 93.922358, 93.478654, 109.842645, 88.602386, 125.717499, 84.693219, 141.487015, 82.539311, 157.683369, 83.384052, 176.499701, 86.379108, 191.681618, 89.867406, 208.182292, 93.585397, 223.811635, 96.852180, 239.970927, 97.682744, 257.042540, 96.019527, 272.510874, 84.868820, 287.634363, 72.848928, 290.079512, 68.136703, 291.209278
Type06, L, 230, 52.003222, 231.071256, 47.926547, 230.540489, 38.826586, 228.249402, 28.564380, 217.591675, 23.807361, 205.284004, 21.135684, 192.467378, 19.881536, 179.462356, 17.992399, 166.142078, 15.706355, 154.463926, 12.365508, 140.364435, 9.286510, 128.383591, 6.084616, 115.288150, 3.230056, 102.561335, 1.051100, 89.710790, 0.000000, 76.452620, 0.823735, 63.192285, 3.072231, 50.498680, 6.856497, 37.319629, 11.708539, 24.783319, 18.897038, 12.568779, 30.006751, 3.132596, 43.089406, 0.000000, 56.607034, 3.511832, 66.965422, 13.328546, 72.504979, 25.747097, 76.285396, 38.171472, 79.113579, 50.441256, 80.336822, 63.707480, 80.086112, 77.031294, 79.147449, 89.145565, 77.559654, 102.268280, 75.961038, 115.546231, 74.956999, 127.958671, 74.783110, 141.633016, 75.793855, 154.540785, 77.684445, 167.679590, 79.194077, 180.444343, 80.309429, 193.040716, 80.123162, 206.259177, 76.660263, 219.507857, 65.171523, 229.372891, 56.406291, 230.747190, 51.858603, 230.996661
Type06, L, 240, 54.136732, 240.390208, 49.526938, 239.862030, 40.095586, 237.898910, 29.569156, 226.811047, 25.173029, 214.070913, 21.783377, 200.100985, 19.623950, 187.862831, 17.415191, 173.730242, 15.212262, 160.803925, 12.297261, 146.974448, 9.654753, 134.688891, 5.994817, 122.102542, 2.865986, 108.102861, 0.401972, 94.851967, 0.000000, 81.437263, 0.526064, 68.753667, 2.751143, 56.003544, 5.990993, 42.611482, 10.919083, 29.624751, 16.760105, 16.825936, 27.001510, 5.346615, 39.918295, 0.000000, 54.028282, 0.276924, 66.338361, 9.557156, 73.140287, 22.247719, 77.905048, 35.391045, 80.334707, 48.042541, 81.615292, 62.265256, 81.471207, 75.483177, 80.500026, 89.291904, 78.853488, 102.637082, 77.000112, 117.335621, 75.963927, 130.015410, 75.962849, 144.615018, 77.020484, 157.903716, 78.562947, 171.626469, 80.257392, 185.380834, 81.801487, 199.501089, 81.436860, 212.550976, 77.484596, 226.321798, 67.694029, 237.937676, 58.050292, 239.860075, 54.670231, 240.413210
Type06, L, 250, 55.199778, 250.998212, 50.832070, 250.828953, 40.953543, 248.529617, 30.315227, 236.936944, 24.234147, 223.736450, 20.769126, 209.949051, 19.257366, 195.861927, 17.427313, 181.661606, 14.909505, 167.537858, 11.920175, 153.202084, 8.817945, 139.571874, 5.685656, 126.618976, 2.795956, 112.231710, 0.783349, 97.909993, 0.000000, 84.642621, 0.477715, 70.448738, 2.624820, 56.276591, 6.385555, 42.621629, 11.963681, 29.017701, 19.252607, 16.124087, 30.177295, 4.354436, 44.303243, 0.000000, 58.663837, 2.389542, 70.126828, 13.638434, 75.893431, 26.882401, 80.608780, 40.488067, 82.949898, 54.859469, 84.518302, 69.231174, 85.022942, 82.578492, 83.832955, 96.925444, 81.379866, 110.771590, 80.083206, 125.011698, 79.592071, 138.254898, 79.897417, 153.612466, 80.726437, 166.999965, 81.977376, 181.368603, 83.278542, 195.192529, 85.020557, 210.184048, 84.589502, 223.540441, 81.110239, 237.489712, 69.613756, 249.003778, 59.752384, 250.455223, 55.316870, 251.152540
Type06, L, 270, 61.203934, 270.876998, 56.488200, 270.865631, 45.832360, 269.459020, 32.845512, 257.832034, 27.603386, 243.287696, 24.615965, 229.006076, 22.160897, 213.707601, 20.260208, 198.490958, 17.976150, 183.806812, 15.525395, 168.410065, 11.803836, 153.512766, 7.701259, 138.433428, 4.011041, 123.713801, 0.969636, 108.741402, 0.000000, 92.519269, 0.897430, 77.930388, 3.338047, 62.383779, 7.156960, 47.998313, 12.419563, 33.100321, 18.882288, 18.632437, 30.590538, 5.866923, 45.666059, 0.000000, 61.177205, 1.450962, 73.953727, 13.090935, 81.106614, 27.285355, 86.097595, 42.234111, 88.649644, 56.952569, 89.795157, 73.808318, 89.420868, 88.767776, 87.903607, 104.103483, 86.049644, 118.916870, 84.201934, 133.529873, 82.874505, 148.803258, 82.877049, 163.251776, 84.146475, 179.489798, 85.937119, 193.789639, 87.831738, 209.534130, 89.486580, 223.195183, 89.801060, 238.801396, 86.715214, 253.134270, 76.712357, 267.607998, 65.673519, 269.917075, 61.789701, 271.063295
Type06, L, 280, 64.425394, 280.792105, 59.343254, 280.565427, 48.967520, 279.377880, 34.469752, 268.133522, 28.165268, 252.663642, 25.381559, 237.621839, 23.084534, 221.957812, 21.492794, 205.581303, 19.339194, 191.024661, 16.401307, 174.057307, 13.233571, 160.343988, 8.965328, 143.739074, 4.899601, 128.214617, 1.581806, 112.742103, 0.000000, 97.183907, 1.282389, 81.063302, 4.035997, 65.825198, 7.241407, 50.050535, 11.678450, 35.812310, 18.775277, 20.520751, 30.215422, 7.547297, 45.174771, 0.000000, 61.857066, 1.037318, 75.545706, 13.004298, 83.736468, 27.456418, 88.645791, 42.731022, 91.261570, 57.463902, 92.792183, 73.455963, 93.203960, 88.838635, 92.219031, 104.620646, 90.122942, 120.228788, 87.970432, 135.952479, 86.449685, 152.395224, 86.690733, 166.927723, 87.515655, 182.817378, 89.274096, 198.726823, 90.852207, 214.442488, 92.688469, 230.313471, 93.276961, 246.174834, 90.797192, 261.924968, 80.862359, 276.492652, 69.917339, 280.471175, 64.425982, 280.464717
Type07, L, 250, 59.585366, 250.425619, 54.664047, 250.099237, 45.397104, 249.020675, 32.240272, 238.912838, 27.071246, 225.345641, 23.844445, 211.330489, 21.214248, 197.422146, 19.212953, 183.504983, 17.352577, 168.917416, 14.618968, 154.945827, 11.334616, 141.770407, 7.479046, 127.981721, 4.164314, 114.716794, 1.486054, 100.927014, 0.000000, 86.654076, 0.715342, 72.246895, 3.323374, 58.720870, 7.637525, 44.796094, 13.664428, 31.256815, 20.826625, 18.274855, 31.141619, 6.076226, 44.946095, 0.127943, 58.900380, 0.000000, 72.317407, 8.481903, 79.877755, 22.003040, 83.520313, 35.698359, 84.972409, 49.658151, 85.690787, 62.636586, 86.544405, 78.396399, 85.164014, 91.874842, 83.209931, 105.654575, 82.514555, 119.414359, 83.097301, 134.940874, 83.059640, 150.106071, 83.245994, 163.852108, 83.572702, 176.508628, 84.591103, 191.304086, 85.993767, 205.204353, 86.468576, 220.205031, 83.731945, 233.753712, 74.263129, 247.314958, 64.254761, 249.961793, 60.142926, 250.218058
Type07, L, 270, 62.043748, 270.422171, 57.226255, 270.301151, 47.071915, 269.123303, 34.171784, 256.695618, 28.247904, 242.245809, 25.169689, 226.744583, 23.994684, 211.457287, 21.841776, 197.810567, 19.105406, 181.366080, 16.031034, 167.086879, 12.705817, 151.666920, 9.067536, 137.209192, 5.565873, 122.210667, 2.012236, 107.410937, 0.000000, 91.237133, 1.200054, 76.351476, 4.729758, 61.590125, 9.840780, 46.985547, 15.772265, 32.276308, 23.352677, 18.406200, 35.085037, 5.345313, 49.775865, 0.000000, 65.690348, 0.222733, 79.731427, 9.517763, 84.861694, 25.402190, 88.435847, 39.563510, 91.125994, 55.475088, 91.515985, 70.467957, 90.746993, 85.037061, 89.832473, 100.389671, 89.216289, 115.603976, 88.760538, 130.659042, 88.936808, 146.118042, 89.153880, 161.930430, 89.869967, 176.817937, 90.531803, 192.797724, 91.118712, 206.817591, 91.499506, 222.674321, 91.273597, 238.531283, 88.690560, 253.209841, 77.435118, 267.068593, 67.144820, 269.933247, 62.571070, 269.943354
