Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,8.31664,7.57687,2.65193,0.84478,2.59917,0.61897,0.89642,242.19277,0.96031,0.97971,0.00000
PCA_KRR,2,8.09749,7.44811,1.41324,0.56430,2.89542,0.70150,0.41199,228.87384,0.97081,0.98516,0.00000
PCA_KRR,3,8.12296,7.45953,0.98007,0.34202,3.16969,0.54653,0.68048,191.57981,0.98133,0.99057,0.00000
PCA_KRR,4,8.29492,7.63644,0.90997,0.25882,2.79469,0.49535,0.22435,198.61821,0.98792,0.99392,0.00000
PCA_LINEAR,1,8.72492,7.93977,5.10181,1.80517,2.12736,0.77134,0.45728,441.53570,0.92781,0.96242,0.00000
PCA_LINEAR,2,8.83729,8.05597,7.28371,2.05809,17.51265,1.68267,5.37468,700.77258,0.91681,0.95652,0.00000
PCA_LINEAR,3,8.85556,8.14470,4.21627,1.55606,3.74365,1.51243,0.60526,289.39338,0.93116,0.96426,0.00000
PCA_LINEAR,4,18.71573,18.45613,20.94952,5.00651,57.16253,4.64663,20.94952,1911.88507,0.83864,0.91221,0.00000
PCA_SVR,1,8.41948,7.69051,2.94441,0.88868,4.75071,0.71350,1.53295,227.20850,0.95958,0.97931,0.00000
PCA_SVR,2,8.05091,7.41617,1.74004,0.51238,4.46770,0.50434,0.98923,230.73921,0.97487,0.98725,0.00000
PCA_SVR,3,7.95737,7.31625,3.22045,0.71376,7.37284,0.52895,1.32855,296.34014,0.96756,0.98341,0.00000
PCA_SVR,4,8.52381,7.94573,1.53880,0.43258,3.97036,0.43464,1.53138,140.78781,0.97764,0.98869,0.00000
PURE_GPR,1,8.23532,7.49496,2.67191,0.89333,2.48414,0.60381,0.65245,220.61320,0.95928,0.97917,0.00000
PURE_GPR,2,8.09072,7.44286,1.61441,0.62222,2.99908,0.76208,0.40524,237.44421,0.96923,0.98434,0.00000
PURE_GPR,3,8.10196,7.42840,1.12179,0.39787,3.27393,0.72207,0.44125,208.53809,0.97853,0.98914,0.00000
PURE_GPR,4,8.29041,7.62689,0.90162,0.22394,2.78340,0.49605,0.00001,199.14494,0.98987,0.99491,0.00000
PURE_KRR,1,8.21688,7.47275,2.56872,0.85366,2.43417,0.56563,0.67054,216.58688,0.96108,0.98011,0.00000
PURE_KRR,2,8.08567,7.43718,1.36658,0.53803,2.88809,0.66602,0.33421,227.93592,0.97187,0.98571,0.00000
PURE_KRR,3,8.12285,7.45441,0.88272,0.31265,3.14876,0.53631,0.55607,189.83295,0.98251,0.99118,0.00000
PURE_KRR,4,8.29292,7.63303,0.90956,0.24165,2.77104,0.49612,0.18093,198.99066,0.98832,0.99412,0.00000
PURE_SVR,1,8.39262,7.63166,2.60503,0.83471,2.59429,0.59216,0.53074,226.78283,0.96350,0.98134,0.00000
PURE_SVR,2,8.17376,7.51794,1.49189,0.51674,2.82667,0.67375,0.23129,262.31651,0.97444,0.98702,0.00000
PURE_SVR,3,8.20976,7.56642,0.90458,0.28637,2.48721,0.57061,0.35938,185.72829,0.98379,0.99183,0.00000
PURE_SVR,4,8.28906,7.62818,0.90069,0.23910,2.67383,0.50222,0.10703,195.45254,0.98901,0.99447,0.00000
RATIO_CTRL,1,3.61819,3.31914,4.62744,1.70952,3.45428,3.08080,0.56857,635.50756,0.94088,0.96945,0.00000
RATIO_CTRL,2,2.84713,2.52278,4.78243,1.68974,4.49647,3.02001,0.35591,699.39595,0.93930,0.96846,0.00000
RATIO_CTRL,3,4.56289,3.76196,7.45880,3.07236,8.08493,5.93885,0.32762,1339.98405,0.88887,0.94115,0.00000
RATIO_CTRL,4,1.58798,1.45140,2.55766,0.87536,1.86753,1.30870,0.21673,410.39326,0.96562,0.98232,0.00000
