Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,8.21031,7.51891,1.89171,0.64884,2.78142,0.63730,0.63865,229.46130,0.96822,0.98380,0.00000
PCA_LINEAR,9.44753,8.70556,6.95237,2.09761,12.09416,1.46010,3.80354,629.72998,0.91776,0.95688,0.00000
PCA_SVR,8.23793,7.56452,2.39349,0.69220,4.81856,0.59484,1.29719,229.00444,0.96761,0.98348,0.00000
PURE_GPR,8.16930,7.47700,1.99310,0.69622,2.78027,0.67044,0.49130,224.84105,0.96701,0.98318,0.00000
PURE_KRR,8.16111,7.46758,1.82738,0.63852,2.70171,0.59855,0.49319,217.57529,0.96912,0.98427,0.00000
PURE_SVR,8.28192,7.58014,1.89500,0.61907,2.68303,0.61688,0.36748,235.25832,0.97138,0.98542,0.00000
RATIO_CTRL,3.20908,2.87382,4.75043,1.74076,4.12550,3.13641,0.43373,698.61229,0.93816,0.96787,0.00000
