type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40
Type03, L, 255, 56.012923, 256.253399, 50.728481, 256.124364, 40.585147, 254.953344, 26.276297, 244.050680, 21.290405, 228.439164, 18.503512, 213.017419, 16.043193, 196.860077, 14.121055, 182.408424, 11.609216, 166.140090, 9.464549, 151.472906, 7.014750, 135.631746, 4.333988, 120.247461, 2.033660, 105.678608, 0.099276, 88.548395, 0.000000, 74.019063, 1.756369, 58.199547, 5.591705, 42.871742, 11.792855, 28.100943, 19.795229, 13.683890, 32.652417, 2.571818, 48.988553, 0.000000, 64.091253, 5.531328, 75.015121, 19.193451, 79.279746, 34.490412, 82.801087, 50.408922, 83.810358, 66.352464, 83.785015, 82.336178, 82.709070, 97.680870, 81.095445, 113.929634, 79.786404, 129.531703, 79.231224, 145.621988, 79.443675, 160.457403, 80.629070, 177.074390, 81.820040, 192.584847, 83.428844, 207.331128, 84.139920, 222.870795, 81.593645, 238.763824, 71.977686, 252.877237, 60.525956, 255.618283, 55.816122, 256.415594
Type03, L, 260, 54.133015, 260.965206, 48.434825, 260.669871, 38.302387, 257.729172, 25.420800, 245.179749, 21.529925, 228.768813, 20.459057, 213.378941, 18.965796, 197.555849, 16.446649, 181.934210, 13.745736, 165.663637, 10.573461, 149.537046, 7.701071, 133.167160, 4.321099, 116.848256, 1.481800, 100.444583, 0.000000, 84.413582, 0.567629, 68.567545, 3.708564, 53.337860, 8.856056, 38.117345, 15.676805, 23.610233, 25.225929, 8.992503, 40.074087, 0.946900, 56.313751, 0.000000, 70.965296, 9.360212, 78.786103, 24.805322, 82.952673, 40.045010, 85.078735, 56.040331, 85.347154, 71.762353, 84.756675, 87.445519, 83.660221, 102.635864, 82.519042, 118.384305, 81.580793, 134.127194, 81.273017, 150.447223, 81.756191, 165.667228, 82.478284, 181.490048, 83.795540, 197.051615, 84.568363, 212.506295, 85.805381, 228.461425, 82.886082, 244.268586, 70.240274, 257.242478, 59.760416, 260.652876, 53.812680, 260.739370
Type03, L, 265, 51.811494, 265.461144, 46.524486, 265.227070, 35.706292, 262.506739, 22.754066, 249.958934, 19.328981, 233.801469, 17.373594, 217.189410, 16.076874, 201.685692, 14.057650, 184.734812, 11.912828, 169.070747, 9.191567, 153.369571, 6.559704, 136.315264, 3.881786, 120.900720, 1.598283, 104.347654, 0.000000, 89.107787, 0.255472, 72.564619, 2.716457, 56.696109, 7.548131, 40.869733, 14.239937, 26.481934, 22.273254, 10.900123, 36.505158, 0.152334, 53.596524, 0.000000, 69.733067, 6.262118, 77.762501, 22.688061, 81.564116, 37.865211, 85.238242, 54.351065, 86.733852, 71.352811, 87.130403, 87.733891, 86.621774, 103.743034, 85.156654, 120.019773, 83.400577, 136.591833, 82.125265, 152.588717, 81.995220, 168.851609, 82.592155, 184.476012, 83.482296, 201.529492, 83.926736, 217.027788, 83.860068, 233.344371, 81.398108, 249.109223, 68.443152, 262.272002, 57.359871, 265.163048, 51.806596, 265.073014
Type03, L, 270, 59.135198, 270.863717, 53.916450, 270.839134, 41.589719, 268.767602, 29.699986, 254.448903, 25.313264, 237.922802, 22.122407, 221.168673, 19.767935, 204.811729, 17.539399, 188.300973, 14.007511, 171.208580, 10.883749, 155.235648, 7.502026, 138.742621, 4.281202, 123.228484, 1.736554, 107.344187, 0.601408, 90.098962, 0.000000, 75.035797, 2.268849, 57.888782, 7.263149, 41.698302, 14.758329, 26.346649, 23.863137, 10.588653, 39.166352, 0.817695, 55.560228, 0.000000, 71.851632, 9.077481, 78.445755, 25.709360, 83.787770, 41.477307, 86.852463, 57.933069, 88.141065, 74.233562, 88.062323, 89.477195, 87.084484, 105.753616, 85.956365, 122.766055, 85.203186, 139.545363, 84.844413, 155.651121, 84.995466, 169.565146, 85.999938, 187.314533, 87.161730, 203.538622, 88.122966, 220.645456, 87.963364, 235.629781, 87.393607, 252.446703, 77.030314, 268.082212, 64.524549, 270.052384, 59.993693, 271.362622
Type03, L, 275, 58.278675, 275.868866, 52.848577, 275.623482, 40.518171, 273.281530, 28.954811, 258.554449, 24.760656, 242.501862, 21.128201, 223.918764, 19.331457, 208.283853, 16.909026, 190.826038, 13.864060, 174.573515, 10.072442, 156.594991, 6.864721, 141.194657, 3.591493, 125.118054, 1.343552, 108.455927, 0.000000, 92.835766, 0.360650, 75.049967, 2.440370, 59.275397, 6.782254, 42.623246, 12.890027, 27.223473, 21.370050, 11.134559, 36.958091, 0.654847, 53.153798, 0.000000, 69.731794, 9.379747, 77.849504, 25.143033, 82.856660, 41.874616, 86.461718, 58.346683, 88.561598, 73.430594, 89.471483, 90.805738, 88.791412, 107.913847, 86.880040, 123.976693, 84.423123, 140.542653, 83.455513, 158.185735, 84.593115, 173.886612, 86.523407, 191.874887, 87.299967, 208.111767, 88.569423, 225.325087, 89.678153, 241.891532, 87.072526, 258.136451, 75.747883, 272.908715, 63.174281, 275.553564, 59.127053, 275.781812
Type03, L, 280, 66.050238, 280.913531, 71.624929, 280.319587, 83.074074, 273.852083, 90.304039, 256.698866, 90.671361, 240.315584, 89.496911, 223.036896, 89.160400, 206.228622, 87.925688, 189.128276, 86.538555, 171.726778, 85.854823, 154.703223, 86.498861, 137.232685, 89.171882, 120.371647, 90.604776, 103.813671, 90.465835, 86.696146, 88.892008, 69.146160, 86.346114, 52.024412, 82.833724, 34.993351, 78.198492, 18.197792, 64.511122, 3.978070, 47.470822, 0.000000, 30.407142, 5.387636, 17.486448, 19.788227, 10.179663, 35.909708, 4.476088, 52.526038, 1.369357, 69.392900, 0.000000, 85.070880, 0.630366, 103.080515, 2.409859, 119.100483, 5.959581, 139.219882, 9.259469, 153.650368, 13.286660, 171.755892, 16.398756, 186.674579, 19.446687, 203.606561, 21.350205, 221.547348, 22.747573, 237.633597, 26.265846, 253.814394, 33.301944, 271.144197, 49.377399, 282.019868, 60.352134, 281.518576, 66.074022, 281.612772
Type04, L, 230, 54.890881, 230.564248, 50.380325, 230.417232, 40.630796, 230.028278, 27.370260, 219.436732, 23.343136, 205.033868, 21.123267, 190.620102, 19.042631, 176.710088, 16.378162, 162.254127, 13.686843, 148.229634, 10.536254, 134.129134, 7.616130, 120.200360, 4.479091, 106.348128, 1.577259, 92.309203, 0.000000, 77.729742, 0.476823, 63.897974, 3.280939, 49.105449, 7.753763, 35.538888, 14.224572, 21.701634, 23.151005, 9.336800, 36.739948, 0.686428, 50.656393, 0.000000, 65.236019, 4.436871, 76.113367, 16.259794, 80.571562, 30.384098, 82.349972, 44.703703, 81.703787, 59.021162, 80.148960, 73.667315, 78.599941, 87.537766, 77.614166, 101.606495, 76.777828, 115.688764, 76.576990, 129.983796, 78.692182, 144.107030, 80.037902, 158.024650, 81.171013, 171.970568, 81.961570, 186.684133, 82.024843, 200.161078, 79.848889, 214.980707, 69.865455, 227.598654, 59.507518, 229.566651, 55.357910, 230.694293
Type04, L, 235, 55.772258, 236.178757, 51.120542, 236.071645, 40.946387, 235.446107, 28.971082, 223.783172, 23.448136, 210.335945, 20.249417, 196.692803, 18.495887, 181.878303, 16.455962, 168.163373, 13.546172, 153.600487, 10.511037, 139.258732, 7.305480, 124.794666, 4.381701, 110.706891, 1.634693, 96.094376, 0.054746, 81.702659, 0.000000, 67.329343, 2.151839, 53.110383, 6.043856, 39.036044, 12.065685, 25.099022, 20.590655, 11.968190, 33.588924, 2.378418, 48.180257, 0.000000, 62.965376, 5.081959, 73.542601, 17.141686, 78.908070, 31.086483, 81.567317, 44.703015, 82.586013, 59.528712, 82.141988, 73.795143, 80.554100, 88.706896, 78.768718, 102.987693, 77.238639, 118.390892, 77.019361, 132.575651, 77.966868, 147.758074, 79.477228, 161.598521, 81.121399, 176.189132, 82.591411, 191.131394, 82.199782, 205.755298, 79.965506, 220.229647, 70.142379, 233.562740, 59.930261, 235.610316, 56.142537, 236.253715
Type04, L, 240, 58.803804, 241.533753, 53.661438, 241.168960, 43.771111, 238.748746, 30.912016, 228.259114, 25.768473, 213.349526, 22.416817, 198.275401, 20.476037, 183.478893, 17.824975, 169.204007, 14.861909, 154.485432, 12.201592, 140.813301, 8.935257, 125.270581, 6.148209, 111.320617, 3.308841, 96.338390, 0.771561, 82.147709, 0.000000, 67.372860, 2.526065, 53.168607, 7.613521, 38.499705, 13.639992, 24.745747, 22.012282, 10.769736, 36.155889, 2.997776, 50.791149, 0.000000, 65.409833, 5.759535, 75.947971, 19.004637, 81.055302, 33.074431, 83.803244, 48.141538, 84.466441, 62.975272, 84.331950, 76.991022, 82.728956, 92.091017, 80.733113, 106.501568, 79.156407, 121.539011, 78.988993, 135.786711, 80.281580, 150.532603, 81.832156, 165.356770, 83.242205, 179.193069, 82.923109, 194.194645, 85.391493, 208.933155, 82.265701, 222.399603, 73.605834, 236.717960, 63.992572, 241.103731, 58.751778, 241.397117
Type04, L, 245, 58.444285, 246.191375, 53.419599, 246.051568, 42.857913, 244.567654, 30.310139, 232.874781, 26.011086, 218.362378, 23.102112, 203.584132, 21.486003, 188.384332, 18.972406, 173.649411, 15.888050, 158.771525, 12.511731, 143.844802, 8.842680, 128.987094, 5.539495, 114.570866, 2.275532, 99.794201, 0.000000, 84.266671, 0.333239, 69.395031, 2.904389, 54.569047, 7.514784, 40.052018, 12.804504, 25.290237, 20.926664, 11.041476, 35.350769, 2.194227, 49.926684, 0.000000, 64.964163, 6.069414, 76.360638, 18.793250, 80.403349, 33.453842, 85.943486, 47.691214, 86.376892, 62.635588, 85.029428, 78.108525, 82.358194, 93.255002, 80.382614, 107.998721, 79.662749, 122.475877, 80.207588, 138.608648, 81.162808, 152.444111, 82.817973, 168.789418, 84.342732, 183.711344, 85.689408, 199.195667, 86.413951, 213.725080, 84.562704, 228.901263, 73.181674, 242.452040, 63.274974, 245.100331, 58.620288, 246.232531
Type04, L, 250, 61.699407, 251.121703, 56.900122, 251.278433, 46.067655, 248.865156, 33.205647, 236.969731, 27.019586, 221.614047, 24.791757, 206.209484, 23.067943, 189.345915, 20.132015, 174.529318, 16.586111, 159.034902, 12.699253, 144.465312, 8.786574, 129.507609, 5.013832, 114.358352, 2.051081, 99.471316, 0.000000, 83.265884, 0.624061, 67.894756, 3.942998, 52.626722, 9.119365, 37.686188, 15.158921, 22.941663, 25.074140, 8.835250, 40.077486, 1.808767, 54.693787, 0.000000, 70.363338, 7.321628, 80.298389, 20.335854, 86.574547, 35.549976, 89.606039, 50.478157, 90.136879, 65.933420, 89.108898, 81.281824, 87.002310, 96.079718, 84.788287, 111.583007, 83.535306, 126.879944, 83.162358, 142.766936, 84.874388, 157.867063, 87.084399, 174.405314, 87.854100, 188.181772, 89.554609, 203.022887, 90.215202, 219.408585, 88.034363, 233.673409, 77.640463, 248.643510, 66.103401, 250.162361, 62.093748, 251.518611
Type04, L, 260, 58.865452, 261.091899, 53.915769, 260.624413, 42.258606, 258.080792, 30.925472, 244.300451, 26.999487, 228.454432, 24.142764, 212.884942, 22.039685, 197.087724, 19.269687, 181.010867, 16.147420, 165.460291, 12.503046, 149.747750, 8.798301, 134.234530, 5.341686, 118.361359, 1.934097, 102.581854, 0.000000, 87.201694, 0.739587, 70.886579, 3.976219, 55.838557, 9.194704, 39.710748, 14.965914, 24.899188, 24.572313, 9.647236, 39.795032, 1.662725, 55.194692, 0.000000, 71.199131, 7.456232, 80.331041, 22.470006, 86.048021, 37.445777, 89.301861, 53.230790, 89.952784, 68.674830, 88.202064, 84.985016, 85.637163, 100.130705, 83.431727, 116.017765, 82.200323, 131.812284, 82.647485, 147.810096, 83.866919, 164.397327, 85.671000, 180.466002, 87.620536, 196.056295, 89.368407, 212.477932, 90.013654, 229.097248, 86.821759, 244.575893, 75.037812, 259.020515, 63.665860, 260.897951, 59.443608, 260.917322
Type04, L, 265, 59.690208, 266.022210, 54.684276, 265.615751, 43.364085, 264.650087, 30.526612, 250.768146, 26.396978, 235.081449, 23.032079, 218.207883, 21.515513, 202.400553, 18.998650, 185.529861, 15.946547, 169.541103, 12.538054, 153.684788, 8.959481, 137.381455, 5.479847, 122.018149, 2.415799, 105.496527, 0.000000, 89.932025, 0.285146, 73.469074, 3.288600, 57.485616, 8.118655, 41.817799, 13.986556, 26.249297, 22.514434, 10.657733, 37.965148, 1.354824, 54.012536, 0.000000, 70.640855, 7.103517, 80.577159, 22.395960, 85.417645, 38.066732, 88.966074, 54.171565, 90.708438, 69.384358, 89.144286, 86.133545, 87.162153, 101.429050, 85.420005, 117.706340, 84.168370, 133.912616, 84.140371, 150.259444, 84.974851, 165.841313, 86.935024, 182.205452, 88.660755, 198.319599, 90.258390, 214.668574, 90.027390, 231.380671, 87.422639, 247.850793, 77.216211, 263.388350, 64.811258, 265.358191, 60.298357, 266.057608
Type04, L, 270, 63.053068, 271.292334, 57.303328, 271.248908, 45.863579, 269.774447, 32.394812, 256.055206, 27.969649, 240.363535, 25.149496, 223.784524, 22.447376, 207.321354, 19.726628, 190.863309, 16.676721, 174.640026, 13.155205, 158.098184, 9.717745, 141.954171, 6.105493, 125.337894, 2.413391, 108.481832, 0.000000, 92.292064, 1.757943, 76.017594, 4.659668, 59.798172, 7.983850, 43.069171, 14.620733, 27.307072, 24.872991, 12.244866, 40.163512, 2.007559, 56.448696, 0.000000, 73.645887, 6.876561, 82.687618, 22.379928, 88.521246, 37.714579, 91.833023, 54.641760, 92.088828, 70.698167, 90.081223, 87.610753, 87.487686, 103.800477, 85.852493, 120.256569, 84.815243, 135.622522, 84.757072, 152.739502, 85.985679, 168.931581, 88.124523, 185.520786, 90.291579, 201.261655, 91.937585, 218.561114, 91.966961, 234.551606, 89.392334, 250.504396, 80.661936, 267.017222, 67.942739, 270.823675, 63.575607, 270.970456
Type04, L, 280, 64.038552, 281.544450, 58.291488, 281.166432, 45.952780, 280.129065, 32.574459, 265.919139, 27.484547, 249.263500, 23.846914, 231.889382, 21.734565, 214.659977, 19.166686, 197.909790, 15.733633, 180.435989, 12.206157, 164.200033, 8.651477, 147.383924, 5.321302, 131.158723, 2.337985, 114.348445, 0.000000, 96.854714, 0.146331, 79.111985, 2.962852, 62.638632, 8.416919, 45.483873, 14.395875, 29.567901, 23.439200, 12.859833, 39.458171, 2.692357, 56.275629, 0.000000, 73.989222, 7.070565, 84.226396, 23.232561, 90.639911, 39.513046, 93.582617, 55.937448, 94.050260, 72.834186, 92.980282, 90.544082, 90.987342, 106.442859, 89.107281, 124.109430, 87.437729, 140.765704, 87.021646, 157.792476, 87.858667, 174.809802, 89.889716, 192.368556, 91.598070, 209.080529, 93.776142, 225.680294, 93.893395, 243.984497, 92.145882, 260.823053, 82.571387, 276.798748, 69.680453, 280.901290, 64.549036, 281.265522
Type05, L, 240, 55.117246, 241.400142, 50.468296, 241.375482, 39.793795, 239.201720, 28.909902, 226.936892, 24.834725, 212.558115, 21.828270, 197.735943, 20.120401, 182.961150, 18.940883, 167.233613, 17.005108, 152.365865, 13.442777, 138.165767, 8.243513, 124.155092, 3.052442, 110.425156, 0.284598, 95.767406, 0.000000, 80.317353, 2.302705, 66.043907, 6.011976, 51.294299, 11.462254, 37.102049, 17.946152, 23.212914, 27.820420, 10.077025, 41.004074, 2.311321, 56.723377, 0.000000, 70.688603, 8.768838, 74.912551, 24.016374, 80.324346, 37.634240, 83.501825, 51.664460, 83.604895, 65.897204, 80.858984, 80.752998, 76.683540, 95.059508, 72.463695, 109.646685, 70.176337, 124.178307, 71.121229, 138.814328, 73.220090, 153.033364, 76.481006, 167.373167, 79.948906, 181.692690, 83.276809, 196.190579, 83.697836, 210.525110, 80.480193, 225.529149, 70.338670, 238.541360, 59.461615, 240.815483, 55.718673, 241.615733
Type05, L, 260, 58.279530, 261.033555, 53.809893, 260.695915, 42.304580, 257.674180, 32.795095, 242.434310, 28.882348, 227.729428, 25.538607, 211.865530, 23.940962, 195.220835, 22.306157, 179.962961, 20.270694, 164.141303, 15.883632, 148.074433, 10.866436, 132.816026, 5.702008, 117.668565, 1.646512, 102.389909, 0.000000, 85.379531, 1.407335, 70.932846, 4.784577, 55.102402, 9.999248, 39.800127, 16.745116, 24.756745, 24.803338, 9.367425, 40.260071, 1.144423, 55.211953, 0.000000, 71.012558, 9.196278, 77.446300, 24.811229, 82.292295, 40.219086, 86.206760, 55.923421, 87.848314, 72.085288, 86.425712, 88.642707, 83.090942, 103.630450, 79.158456, 119.258986, 75.890219, 134.572686, 75.118903, 149.464688, 76.910881, 166.740786, 80.145507, 181.707783, 83.511407, 197.355404, 86.762039, 212.548959, 87.916495, 228.020829, 85.478974, 243.455868, 75.392515, 258.388203, 63.540376, 260.568680, 58.531865, 261.146350
Type05, L, 280, 64.253601, 281.663999, 69.770834, 281.245449, 81.755696, 277.000407, 92.311393, 260.418021, 93.264593, 243.888320, 91.056643, 226.769041, 88.066758, 210.246753, 84.474595, 193.247735, 81.134850, 177.192176, 79.057732, 159.801398, 79.969855, 142.735595, 83.228899, 125.790805, 88.033168, 109.362020, 92.365577, 92.652809, 93.142114, 75.782157, 90.855044, 57.783760, 86.009806, 41.697511, 82.818085, 25.503347, 74.695322, 8.219922, 57.722289, 0.000000, 40.020286, 2.620946, 24.906775, 14.086895, 16.049282, 30.498171, 9.373378, 46.690981, 4.144141, 63.532926, 1.053976, 80.266717, 0.000000, 97.757222, 2.028695, 114.782348, 6.362842, 131.297200, 11.622582, 147.006146, 17.163355, 164.163673, 20.697967, 180.860792, 23.819189, 198.254653, 25.470810, 215.098263, 27.258847, 230.723513, 29.840446, 247.133170, 34.741636, 263.823421, 46.621294, 278.990038, 59.221577, 281.771905, 63.910376, 281.563390
Type05, L, 290, 68.001487, 291.178433, 62.921267, 291.641878, 50.208660, 288.945459, 37.326264, 273.828787, 32.034399, 256.370871, 28.184835, 239.442609, 25.655566, 221.584951, 23.709025, 204.092130, 21.484422, 186.123878, 17.605867, 169.070304, 12.188571, 151.678510, 6.282849, 134.282994, 1.828561, 116.587380, 0.000000, 100.120719, 1.007790, 81.430603, 4.516381, 64.160302, 9.644179, 47.304908, 16.420434, 30.218695, 25.464515, 13.749127, 41.841163, 2.143160, 58.892332, 0.000000, 76.694269, 8.314405, 86.252832, 25.527235, 90.681395, 41.980295, 94.764686, 59.672925, 97.669122, 77.085976, 97.406123, 94.681543, 93.016607, 111.646435, 87.779678, 129.265755, 83.896188, 145.481231, 82.414329, 164.914370, 84.584328, 183.423883, 88.183821, 200.320313, 92.105012, 217.862704, 96.102496, 234.707134, 97.789655, 253.325546, 96.930171, 270.241132, 86.672238, 287.060487, 73.112480, 290.538383, 68.357310, 291.227619
Type06, L, 230, 52.069011, 230.346655, 47.712841, 229.870123, 37.680681, 227.004086, 27.456100, 214.992922, 23.035552, 201.414029, 20.706282, 187.737666, 19.341865, 173.041208, 17.012590, 159.940436, 14.030861, 145.810015, 10.318432, 131.636111, 7.110851, 118.377458, 3.709892, 104.066167, 1.336965, 90.534936, 0.000000, 76.035175, 0.956897, 61.811250, 3.520569, 48.030304, 7.879015, 33.794089, 13.451172, 20.428345, 22.668596, 7.523945, 35.928452, 0.000000, 50.588774, 0.105227, 63.924589, 8.234251, 71.324168, 21.292116, 75.618333, 34.817830, 78.934144, 48.011219, 80.436437, 62.236293, 80.154174, 76.726412, 79.109695, 89.687917, 77.277922, 104.227889, 75.708153, 118.101595, 74.794284, 131.998601, 75.130287, 146.615197, 76.786911, 160.487533, 78.746040, 174.724498, 80.122249, 188.106596, 80.460656, 202.330069, 77.989512, 216.733663, 66.572661, 228.437017, 56.667236, 229.973336, 52.081565, 230.342753
Type06, L, 240, 54.222497, 241.385834, 49.365412, 240.967610, 38.862763, 238.331327, 28.584827, 225.945931, 24.375632, 211.617960, 21.066170, 197.089203, 18.867117, 183.379796, 16.504739, 168.204391, 13.706813, 154.205418, 10.715740, 139.573965, 7.189369, 126.977480, 3.427308, 111.602414, 0.704532, 97.354525, 0.000000, 82.771229, 0.736311, 69.101657, 3.130542, 55.271819, 7.069469, 40.693937, 12.491868, 26.951969, 20.008613, 12.865445, 32.889058, 3.037169, 47.486394, 0.000000, 62.604756, 5.970252, 71.673424, 19.484060, 77.184859, 33.571638, 80.275551, 47.298488, 81.699905, 62.454521, 81.597606, 76.966346, 80.480855, 91.639092, 78.585529, 106.481145, 76.708487, 121.885846, 75.902631, 135.924471, 76.403718, 151.660637, 77.885661, 165.782945, 79.660276, 180.843192, 81.524366, 195.976570, 82.020831, 210.458352, 78.689551, 225.028857, 69.060942, 238.579201, 58.418628, 240.865989, 54.805213, 241.411868
Type06, L, 250, 55.247003, 250.903149, 50.532725, 250.796798, 39.766817, 247.921468, 29.035979, 234.727942, 23.136086, 220.421878, 20.176199, 205.247803, 18.718315, 190.109759, 16.311494, 174.618215, 13.337605, 159.426368, 9.923120, 143.975670, 6.615626, 130.242876, 3.289753, 114.919866, 0.982553, 99.283713, 0.000000, 84.949389, 0.568964, 69.568308, 3.027081, 54.359232, 7.445162, 39.494419, 13.930727, 25.156207, 22.716682, 10.967208, 36.575551, 1.091836, 52.103904, 0.000000, 66.854025, 8.335371, 74.483385, 23.042129, 79.849526, 37.253578, 82.823815, 52.883964, 84.489787, 68.340573, 85.155249, 82.972278, 83.635972, 98.198150, 81.050359, 113.615956, 79.901477, 128.251269, 79.667739, 143.628249, 80.189334, 159.433401, 81.464133, 174.200868, 82.649406, 189.497405, 84.693026, 205.201227, 85.015983, 220.409160, 82.341212, 234.996453, 71.110103, 248.679706, 60.010768, 250.296094, 55.495225, 251.104597
Type06, L, 270, 61.267933, 271.646038, 56.233920, 271.686984, 44.442872, 269.849765, 31.401302, 256.328101, 26.921941, 240.538018, 23.759610, 225.071741, 21.474498, 208.048444, 19.260632, 192.298346, 16.753423, 175.775415, 13.375783, 159.532886, 8.807445, 143.254500, 4.761008, 127.261568, 1.235679, 111.215279, 0.000000, 93.745832, 1.053332, 77.818232, 3.756064, 61.211615, 8.307219, 45.512835, 14.045201, 29.644171, 22.534576, 13.833876, 37.383150, 2.968463, 54.192532, 0.000000, 70.034962, 8.483966, 79.527044, 23.845876, 85.292214, 39.749439, 88.570689, 55.617591, 89.852037, 73.675398, 89.520433, 89.992159, 87.771098, 106.525042, 85.780815, 122.394932, 83.793355, 138.491413, 82.742011, 154.541840, 83.347597, 171.047819, 85.117347, 187.712569, 87.128367, 203.877915, 89.125735, 219.685789, 90.079514, 235.562632, 87.840303, 251.772014, 78.155568, 267.369771, 66.101580, 271.061247, 61.845057, 271.469915
Type06, L, 280, 64.506435, 282.094390, 59.089877, 281.900817, 47.610875, 280.363784, 32.726132, 267.154919, 27.455393, 250.108072, 24.642414, 234.250574, 22.462062, 216.205139, 20.735958, 200.136689, 17.763363, 182.476676, 14.578254, 166.415745, 10.273707, 149.848430, 5.671494, 132.161665, 1.947043, 115.901882, 0.000000, 98.795687, 1.464793, 81.638270, 4.524222, 64.898874, 8.108139, 48.231768, 13.406594, 32.690228, 22.554525, 16.245995, 36.729345, 4.512088, 54.315987, 0.000000, 71.285315, 8.861270, 81.971062, 24.438724, 87.930152, 40.725050, 91.147022, 56.741311, 92.822518, 73.882323, 93.357694, 90.555747, 92.116689, 107.686459, 89.828396, 124.367800, 87.448614, 141.810423, 86.461474, 158.978793, 87.014160, 174.761052, 88.458697, 192.538799, 90.298713, 209.215801, 92.223036, 226.574622, 93.482764, 243.553267, 91.856339, 260.761414, 82.342245, 276.901445, 70.390952, 281.949084, 64.573573, 281.623129
Type07, L, 250, 59.628794, 251.346697, 54.461099, 251.003929, 44.071299, 249.702988, 30.772267, 237.733620, 26.361790, 222.933682, 22.914522, 207.629636, 20.414980, 192.839853, 18.420955, 177.320328, 16.019328, 161.754815, 12.611392, 147.317978, 8.609042, 132.674058, 4.750285, 118.083182, 1.799423, 103.445493, 0.000000, 87.923052, 0.833502, 72.420910, 3.816790, 57.798689, 8.829865, 42.676708, 15.717920, 28.358920, 24.077384, 14.114515, 37.394546, 3.201118, 52.447345, 0.000000, 67.875137, 4.877516, 78.490825, 18.860284, 83.016977, 33.585212, 84.990434, 48.790583, 85.680533, 62.772427, 86.664809, 79.687679, 85.036843, 94.329941, 82.923231, 109.033557, 82.712435, 124.445608, 83.220399, 141.202252, 83.148983, 157.458323, 83.441914, 170.899571, 84.108176, 186.284235, 85.654527, 201.512086, 86.649107, 217.563362, 84.808956, 232.493219, 75.574464, 247.414286, 64.667742, 251.101241, 60.203061, 250.948709
Type07, L, 270, 62.094677, 271.046666, 57.025525, 270.910293, 45.673096, 269.457500, 32.759403, 254.799133, 27.275654, 239.535690, 24.771331, 221.812506, 23.400324, 206.973894, 20.623330, 190.363761, 17.464422, 173.746386, 14.026236, 157.828379, 10.090010, 141.591902, 6.338690, 125.775762, 2.392928, 109.620867, 0.000000, 92.353846, 1.342958, 76.077953, 5.383107, 60.324475, 11.122393, 44.288882, 17.754875, 28.839704, 27.168428, 13.507921, 41.722325, 2.229162, 58.214134, 0.000000, 75.621392, 4.846395, 84.203707, 21.509892, 87.563241, 37.020272, 91.139995, 53.891512, 91.602323, 70.380297, 90.809923, 85.992315, 89.824439, 102.714759, 89.156148, 119.044800, 88.835286, 135.386754, 89.067119, 152.334399, 89.460959, 169.025760, 90.348490, 185.576126, 90.917161, 202.029881, 91.567094, 217.641089, 91.439929, 235.711973, 89.897192, 251.274107, 78.946373, 267.095819, 67.492186, 270.585200, 62.727577, 270.545061
Type07, L, 280, 62.893816, 281.551484, 58.133072, 281.065057, 45.562718, 279.388163, 32.380214, 265.185555, 27.589938, 248.830933, 25.176664, 231.688997, 23.518043, 214.316843, 20.756910, 197.356156, 17.676807, 180.884549, 14.089947, 163.371640, 10.304986, 147.105504, 6.401547, 130.123145, 2.349943, 113.677833, 0.000000, 96.656958, 1.283113, 79.410974, 5.700146, 62.753273, 11.086325, 46.292378, 17.294772, 29.665312, 26.863090, 13.510415, 42.528499, 3.014243, 58.715112, 0.000000, 76.584699, 6.733764, 85.282710, 23.826286, 90.499240, 39.588985, 93.251198, 57.560333, 93.682693, 73.629983, 92.912611, 91.095756, 91.195166, 107.485447, 89.566748, 124.463361, 88.486325, 141.668140, 88.087990, 158.346770, 87.547682, 176.135316, 89.167185, 193.803695, 91.254844, 210.678040, 93.250016, 228.160703, 93.751766, 244.949603, 91.885258, 261.962344, 81.226523, 278.596163, 68.819591, 281.158708, 63.026291, 281.455110
