Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,7.35929,6.63310,2.66094,0.83186,2.86142,0.60290,0.89252,282.61195,0.96007,0.97952,0.00000
PCA_KRR,2,6.81023,6.26123,1.30438,0.52241,2.24824,0.60861,0.42020,205.78267,0.97416,0.98688,0.00000
PCA_KRR,3,6.77817,6.22364,0.84529,0.29015,2.50784,0.44011,0.60087,159.15929,0.98397,0.99191,0.00000
PCA_KRR,4,6.96090,6.40477,0.71446,0.21379,2.15823,0.33360,0.23084,169.43676,0.98916,0.99455,0.00000
PCA_LINEAR,1,7.68112,6.92949,5.04386,1.80649,2.55713,0.80758,0.39508,445.07697,0.92878,0.96295,0.00000
PCA_LINEAR,2,7.83564,7.17846,7.26256,2.05907,17.53905,1.63792,5.27993,687.93846,0.91855,0.95747,0.00000
PCA_LINEAR,3,7.59781,6.96485,4.10997,1.55128,3.31298,1.73247,0.15626,293.53889,0.93079,0.96404,0.00000
PCA_LINEAR,4,17.57179,17.24488,20.55609,5.08585,57.84712,4.89222,20.55609,1904.85225,0.83558,0.91041,0.00000
PCA_SVR,1,7.47009,6.81410,3.03125,0.86172,5.33352,0.68711,1.63251,309.85421,0.95927,0.97906,0.00000
PCA_SVR,2,6.80154,6.27477,1.60370,0.45430,3.85693,0.37144,0.99035,202.05074,0.97794,0.98882,0.00000
PCA_SVR,3,6.73212,6.19631,3.09572,0.64455,7.02291,0.40191,1.26675,255.25786,0.97024,0.98480,0.00000
PCA_SVR,4,7.19180,6.71616,1.54269,0.40640,4.15043,0.32298,1.53909,128.33099,0.97985,0.98982,0.00000
PURE_GPR,1,7.23711,6.48455,2.64711,0.88433,2.35868,0.58509,0.60185,288.70710,0.95825,0.97859,0.00000
PURE_GPR,2,6.82421,6.27488,1.49744,0.59395,2.33484,0.69072,0.39416,215.58006,0.97149,0.98551,0.00000
PURE_GPR,3,6.75949,6.19541,1.04719,0.35234,2.41955,0.64284,0.39938,184.70263,0.98094,0.99037,0.00000
PURE_GPR,4,6.95630,6.39438,0.71335,0.17871,2.14436,0.33416,0.01263,169.95185,0.99037,0.99516,0.00000
PURE_KRR,1,7.24169,6.50203,2.59025,0.83773,2.51119,0.55095,0.66486,300.30955,0.95878,0.97883,0.00000
PURE_KRR,2,6.79745,6.25009,1.23061,0.49229,2.22437,0.56614,0.32894,205.17611,0.97527,0.98745,0.00000
PURE_KRR,3,6.77918,6.21857,0.72649,0.25509,2.26805,0.42925,0.47593,157.37691,0.98525,0.99257,0.00000
PURE_KRR,4,6.95906,6.40135,0.71138,0.19694,2.13287,0.33438,0.18955,169.80033,0.98996,0.99495,0.00000
PURE_SVR,1,7.44006,6.71581,2.73150,0.81399,2.91155,0.56668,0.56172,323.80539,0.95977,0.97930,0.00000
PURE_SVR,2,6.86671,6.31451,1.33290,0.45782,2.16674,0.59149,0.21039,228.51239,0.97830,0.98899,0.00000
PURE_SVR,3,6.88959,6.34886,0.72498,0.23121,2.00070,0.45696,0.28327,154.64002,0.98571,0.99281,0.00000
PURE_SVR,4,6.95484,6.39485,0.67153,0.19385,2.01539,0.34551,0.11964,162.17083,0.98961,0.99478,0.00000
RATIO_CTRL,1,3.61424,3.30394,4.66363,1.70247,3.38068,3.09365,0.38931,634.94467,0.94354,0.97087,0.00000
RATIO_CTRL,2,2.88583,2.55395,4.80774,1.72498,4.70540,3.03128,0.19112,719.06649,0.94088,0.96932,0.00000
RATIO_CTRL,3,4.53796,3.75522,7.42482,3.04999,7.83019,6.03559,0.30424,1332.01915,0.89289,0.94340,0.00000
RATIO_CTRL,4,1.60371,1.46456,2.59185,0.88541,1.90514,1.35087,0.16538,402.31626,0.96719,0.98314,0.00000
