Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,6.72876,6.24655,1.25254,0.41578,0.05897,0.35798,0.73526,20.21492,0.98294,0.99140,0.00000
Type00,2,240,PCA_LINEAR,5.82667,5.06468,10.19952,2.37262,34.38883,2.80865,10.13779,1148.76767,0.91144,0.95367,0.00000
Type00,2,240,PCA_SVR,6.77851,6.40126,1.37347,0.39616,2.25654,0.07749,1.37347,49.32532,0.97704,0.98839,0.00000
Type00,2,240,PURE_GPR,6.42487,5.96008,1.28200,0.39979,1.18282,0.55152,0.40534,46.32133,0.97932,0.98955,0.00000
Type00,2,240,PURE_KRR,6.66202,6.18452,1.18738,0.39740,0.30387,0.34486,0.65816,15.26818,0.98327,0.99156,0.00000
Type00,2,240,PURE_SVR,6.38528,5.92608,0.67261,0.22327,0.25728,0.32165,0.53515,78.41535,0.98839,0.99416,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,5.98459,5.47100,1.53342,0.67591,3.86834,0.63657,0.47051,392.65630,0.97172,0.98566,0.00000
Type00,2,245,PCA_LINEAR,6.19984,5.35794,10.27203,2.57391,34.44473,2.49960,10.03948,1324.27389,0.90573,0.95053,0.00000
Type00,2,245,PCA_SVR,5.97944,5.49176,0.91944,0.35441,4.60203,0.62174,0.68209,267.13263,0.98283,0.99134,0.00000
Type00,2,245,PURE_GPR,6.06756,5.58651,1.62641,0.67020,2.75036,0.48698,0.27375,374.07356,0.97208,0.98584,0.00000
Type00,2,245,PURE_KRR,5.98933,5.49012,1.49228,0.64989,3.71564,0.64541,0.41706,382.09094,0.97292,0.98628,0.00000
Type00,2,245,PURE_SVR,6.12129,5.63125,2.59474,0.90840,2.77303,0.70170,0.11436,498.14540,0.96472,0.98204,0.00000
Type00,2,245,RATIO_CTRL,2.40813,2.25617,2.67824,1.11673,0.69193,0.91010,0.14424,26.99084,0.95840,0.97876,0.00000
Type00,2,255,PCA_KRR,6.82013,6.11252,1.59232,0.62669,3.38475,0.00388,0.42796,64.09066,0.96964,0.98459,0.00000
Type00,2,255,PCA_LINEAR,6.15888,5.45601,10.57645,2.82730,34.86194,1.62023,10.16685,710.11275,0.90005,0.94740,0.00000
