type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70
Type02, R, 230, 26.287844, 230.300272, 23.794938, 230.337579, 18.118504, 229.852289, 10.893080, 226.731584, 4.000480, 221.500050, 0.796563, 213.575145, 0.000000, 205.558082, 0.369353, 197.564460, 1.788455, 189.569055, 3.381238, 181.839026, 5.621189, 174.096348, 7.951314, 166.508362, 10.374474, 158.845805, 12.513586, 151.182595, 14.365481, 143.387208, 15.557095, 136.281760, 16.391153, 127.419028, 15.999587, 119.929886, 14.967076, 111.947595, 12.874840, 104.048637, 9.965616, 96.403878, 5.926542, 89.188509, 1.519585, 82.148987, 0.047630, 74.005619, 0.245701, 66.033560, 1.154343, 57.508782, 2.891864, 50.006656, 5.271371, 42.090264, 7.783971, 35.046913, 9.755293, 27.394073, 12.351886, 19.619900, 16.569499, 12.328177, 22.385882, 6.214063, 29.622475, 1.408562, 37.438409, 0.000000, 45.515038, 0.439715, 52.941999, 3.097603, 60.186362, 7.329606, 66.565763, 12.908258, 71.980049, 19.593025, 75.992243, 26.792509, 79.097254, 34.407116, 81.858749, 41.978203, 83.697368, 49.623753, 85.632390, 57.518493, 86.176354, 65.400338, 86.689237, 73.304599, 86.113961, 80.883423, 84.715804, 88.854316, 82.935066, 96.256484, 80.488960, 104.304743, 78.243323, 111.538102, 75.551028, 119.195310, 72.928959, 126.313767, 70.148427, 133.928898, 67.599218, 141.426768, 65.255023, 148.829525, 62.939891, 156.853837, 61.161986, 164.400388, 59.416179, 172.074223, 57.865122, 180.035321, 56.264120, 187.533352, 54.587137, 195.575757, 52.598740, 202.628192, 50.310604, 210.672378, 46.806570, 218.113386, 41.403719, 224.883184, 33.998005, 228.463540, 28.936770, 230.243348, 26.380178, 229.708346
Type02, R, 240, 29.717964, 240.388871, 27.133454, 240.473254, 21.490271, 240.097405, 13.494091, 237.066547, 7.014006, 230.832699, 2.568499, 223.420912, 0.719726, 215.098780, 0.280039, 206.867201, 1.198001, 199.237150, 2.975868, 190.892533, 5.077787, 182.738183, 7.032979, 174.553407, 9.049436, 166.754783, 11.149766, 158.702168, 13.125726, 150.443614, 14.737505, 142.938414, 15.918962, 134.537117, 16.062768, 126.407252, 14.327665, 118.176786, 11.182226, 110.185247, 7.579929, 102.645384, 4.670154, 94.613044, 2.979086, 86.815585, 3.113479, 78.235788, 0.896411, 69.972892, 0.000000, 61.618593, 2.321047, 53.329177, 3.199471, 45.024995, 5.442234, 37.278951, 7.576335, 29.078013, 10.151828, 20.930530, 14.117704, 13.335299, 19.987278, 6.764215, 27.443298, 2.203875, 35.255435, 0.000000, 43.440138, 0.822974, 50.858153, 3.383644, 58.598214, 7.786102, 65.020063, 13.665269, 70.766581, 20.432869, 75.183704, 27.670109, 78.819634, 35.431820, 81.805068, 43.407763, 84.341327, 51.219077, 85.911914, 59.431614, 87.123634, 67.935746, 87.435822, 75.748579, 86.882799, 84.152232, 85.771822, 92.496188, 83.935195, 100.361107, 81.938156, 108.495438, 79.684557, 116.407899, 77.557007, 124.032428, 75.195073, 131.892967, 72.790166, 140.213440, 70.531960, 147.806807, 68.486085, 155.832146, 66.449013, 163.439523, 64.764213, 171.803527, 62.949412, 179.667858, 61.443219, 187.806737, 59.841889, 195.726632, 58.039438, 204.117275, 56.304544, 211.971680, 54.454038, 219.416798, 51.275603, 227.602567, 45.462001, 234.039875, 38.145014, 238.823281, 32.490402, 240.009237, 30.237481, 239.872595
Type02, R, 250, 29.909143, 250.331617, 27.008458, 250.331419, 21.307361, 249.896287, 13.245874, 246.212902, 6.055631, 240.404595, 1.929959, 232.593855, 0.347491, 223.614807, 0.002580, 215.357134, 0.876104, 206.333174, 2.199168, 197.988279, 4.015099, 189.809262, 6.441286, 181.697309, 8.489727, 173.586312, 10.894344, 165.365275, 12.803707, 157.366131, 14.603123, 148.595690, 15.242460, 140.093491, 15.404295, 131.761853, 14.042455, 123.030398, 10.960117, 115.072631, 7.649505, 106.696644, 4.267267, 98.626940, 1.843247, 90.459918, 0.287614, 81.562088, 0.000000, 73.174122, 0.637810, 64.614339, 1.690968, 56.347326, 3.301706, 47.829479, 5.408036, 39.384526, 7.762231, 31.277479, 10.880798, 23.640875, 14.988109, 15.647643, 20.373326, 8.315130, 27.054215, 2.104776, 35.788786, 0.000000, 43.908349, 0.580433, 51.934935, 3.635027, 59.840381, 8.425025, 66.435079, 14.639867, 71.949426, 21.587765, 76.351453, 29.369364, 79.948173, 37.339263, 82.923219, 45.522678, 85.020169, 53.613560, 86.521468, 61.678349, 87.721957, 71.179321, 87.755419, 79.051724, 87.363797, 87.832354, 85.921652, 96.167424, 84.064718, 104.576138, 81.894768, 112.379971, 79.191882, 120.674522, 76.722674, 128.621669, 74.221860, 136.757519, 71.826540, 144.461415, 69.315245, 152.992891, 67.223041, 160.953353, 65.221207, 169.123391, 63.636536, 177.283812, 62.277780, 185.762074, 60.840698, 194.347748, 59.421166, 202.260360, 57.864918, 210.964650, 56.037372, 218.908903, 53.785987, 227.201873, 51.044735, 235.282608, 46.109379, 242.888158, 38.693523, 248.481648, 32.948091, 249.658763, 29.738352, 250.099059
Type02, R, 260, 30.338992, 260.278574, 27.305254, 260.286243, 21.472672, 259.607123, 13.351228, 256.148892, 5.884443, 249.506160, 1.850845, 241.312816, 0.000000, 232.199811, 0.150618, 223.152323, 2.048791, 214.332020, 4.381484, 205.924072, 6.864148, 197.225622, 9.176029, 188.783993, 11.150594, 179.846817, 13.251072, 171.270252, 14.931631, 163.226629, 16.691928, 154.391753, 17.497036, 145.683191, 17.085458, 136.634357, 15.832560, 127.664839, 12.918459, 118.757411, 9.445236, 110.310214, 5.471758, 101.985215, 2.739369, 93.032968, 0.806640, 84.314781, 0.046726, 74.786185, 0.225385, 65.624909, 1.371540, 57.703248, 3.472372, 48.187575, 5.728489, 40.007611, 8.401436, 31.363107, 10.935318, 23.057741, 14.664725, 14.918291, 20.858857, 7.327418, 28.691673, 2.235209, 37.586946, 0.000000, 46.336869, 0.516342, 54.470665, 4.044314, 62.385399, 8.755035, 69.417424, 15.206912, 75.415462, 22.506265, 80.097521, 30.666756, 83.436195, 39.163384, 86.166391, 47.412603, 88.285580, 56.463894, 90.147872, 65.114012, 91.614733, 74.479346, 92.031889, 82.896286, 92.068377, 92.107875, 91.107338, 100.847238, 89.251091, 109.625548, 86.969699, 117.888635, 84.440110, 126.761938, 82.049514, 134.753268, 79.440380, 143.489904, 76.909072, 151.695712, 74.561568, 160.150287, 72.180015, 168.455264, 69.730123, 176.999640, 67.538502, 185.596513, 65.427369, 194.471216, 63.583923, 203.407966, 62.218194, 212.146947, 60.973707, 220.788088, 59.376058, 229.988445, 57.109498, 238.141821, 53.942323, 246.912196, 47.850115, 254.460276, 39.430683, 259.510208, 33.420587, 259.730183, 30.246369, 260.581314
Type02, R, 270, 34.155026, 270.273764, 30.986183, 270.426889, 25.097667, 269.706511, 16.069718, 267.399045, 8.000879, 261.226406, 3.069346, 252.611482, 0.571456, 243.458138, 0.000000, 233.822465, 1.065287, 224.984057, 2.956938, 216.220963, 5.516361, 206.865681, 7.755845, 198.679921, 9.856130, 189.249316, 11.970954, 180.678566, 13.994867, 171.462642, 15.714092, 162.640333, 16.811788, 153.401275, 17.050638, 144.462996, 15.641958, 135.277418, 12.879563, 126.142984, 9.394471, 117.544534, 6.188634, 108.422073, 3.109448, 100.108811, 1.160621, 90.359767, 0.102211, 81.308840, 0.363422, 71.718352, 2.038731, 62.817599, 3.840433, 53.856621, 5.839831, 44.632241, 8.097359, 35.540571, 11.303458, 27.318212, 15.281871, 18.630391, 21.162756, 10.804488, 28.470038, 4.009338, 37.136745, 0.000000, 46.971599, 0.209530, 55.564707, 2.946552, 63.976581, 7.647910, 71.640877, 14.231673, 77.444881, 22.128650, 82.414844, 30.619449, 86.212773, 39.324167, 89.826610, 48.379186, 92.028257, 57.142953, 94.199970, 66.536519, 95.362814, 75.981256, 95.833500, 84.945553, 95.187051, 94.582010, 93.715142, 103.581708, 91.635618, 112.491472, 89.279705, 121.210545, 86.375098, 130.320781, 84.091062, 138.355064, 80.950913, 147.326860, 78.684284, 155.778370, 76.101914, 164.472428, 73.773055, 173.647856, 71.676410, 182.577262, 69.977691, 191.151024, 68.459297, 200.911496, 67.050727, 209.540007, 65.707979, 219.139081, 64.107115, 228.130677, 62.294904, 237.381747, 60.444659, 246.198382, 57.311476, 255.130231, 51.639412, 263.256370, 43.093166, 268.411048, 37.251349, 270.062357, 33.381605, 269.329866
Type03, R, 230, 32.429091, 230.219377, 29.745334, 230.114784, 24.941760, 229.882670, 17.530380, 227.453187, 10.378060, 223.563405, 4.519690, 217.143596, 1.676154, 209.601872, 0.140514, 201.515155, 0.000000, 193.662387, 0.237369, 186.195789, 0.656338, 177.926075, 1.563864, 170.964686, 2.392771, 162.865226, 3.479629, 154.770196, 4.505172, 147.559937, 5.264223, 139.145499, 5.691246, 131.640112, 5.546478, 123.830702, 4.930234, 115.901859, 4.332940, 108.079502, 3.124656, 99.986306, 1.999766, 92.589261, 1.415105, 84.710402, 0.390893, 76.777714, 0.025101, 69.095607, 0.051930, 60.889358, 0.548229, 53.662886, 1.644240, 45.254099, 3.292574, 37.842932, 5.462718, 30.258083, 8.400318, 22.719759, 12.033657, 15.556267, 16.439749, 8.338979, 22.528959, 2.735216, 30.537122, 0.000000, 38.047965, 0.162107, 45.632309, 1.740666, 52.782883, 5.812694, 58.916882, 11.413586, 63.688039, 18.125822, 67.338108, 25.476117, 70.472246, 33.081064, 72.964385, 40.446829, 74.519323, 48.116235, 76.256399, 56.049068, 76.899164, 64.103394, 77.528086, 71.354960, 77.578207, 79.550143, 77.375852, 87.018633, 76.876187, 95.314561, 75.809530, 103.437275, 74.963054, 111.097120, 73.456061, 118.930726, 72.183460, 126.594367, 70.617179, 134.466504, 69.106637, 142.043819, 67.744556, 149.710330, 66.349426, 157.163039, 65.044500, 165.069512, 63.877003, 172.771783, 62.681866, 180.303337, 61.276105, 187.702175, 59.995731, 195.888206, 58.083065, 203.332387, 55.957618, 211.162492, 52.576682, 218.334997, 47.456381, 225.212299, 40.013978, 229.460211, 34.939886, 229.848234, 32.766516, 230.057244
Type03, R, 235, 31.685070, 235.370203, 29.151762, 235.283968, 23.740158, 235.053943, 16.026701, 232.644164, 8.857370, 227.859207, 4.244899, 220.503329, 1.693045, 212.849742, 0.184654, 204.367191, 0.240493, 196.826114, 0.093109, 188.520984, 1.016648, 179.796387, 1.976047, 171.533800, 2.978561, 163.997243, 3.911183, 155.888852, 4.567513, 147.735492, 4.964452, 139.512439, 4.937388, 131.642300, 4.496815, 123.686469, 3.845850, 115.966050, 2.954151, 107.971796, 2.074535, 99.978505, 1.025648, 91.834499, 0.470603, 83.872240, 0.000000, 76.271607, 0.105960, 68.221202, 0.804596, 60.408648, 1.849240, 52.363769, 3.277280, 44.444777, 4.792021, 36.433042, 6.527418, 28.832691, 9.320161, 21.243888, 13.251094, 13.937091, 18.987418, 7.185972, 25.587520, 2.298872, 34.149250, 0.000000, 41.889682, 0.847587, 49.606691, 3.452886, 56.379184, 8.486241, 62.415534, 14.606044, 66.808142, 21.838664, 70.640184, 29.199137, 73.516957, 37.116910, 75.886187, 44.354959, 77.509641, 51.948230, 79.031627, 60.337819, 79.732233, 67.833188, 80.108968, 75.777054, 80.335387, 83.699115, 79.866627, 92.091868, 79.151087, 99.522436, 78.251810, 107.543466, 76.924726, 115.363010, 75.531401, 123.180988, 73.868282, 131.032679, 72.487745, 138.739634, 70.590416, 146.914802, 69.091430, 154.419841, 67.808752, 162.010482, 66.419420, 170.041340, 65.366592, 177.722319, 64.080806, 185.781293, 62.643072, 193.450992, 61.091623, 201.446722, 59.199996, 209.065678, 56.685028, 216.942837, 53.046642, 224.330537, 47.341720, 230.844808, 39.544531, 234.615818, 34.445629, 234.801515, 31.308650, 235.459748
Type03, R, 245, 33.630795, 245.041782, 30.745033, 245.014885, 25.320545, 245.004239, 17.355430, 242.042950, 9.954921, 236.887418, 4.531988, 229.720528, 1.446850, 221.663722, 0.266147, 213.386639, 0.000000, 205.705263, 0.819050, 197.063006, 1.424137, 189.547610, 2.286616, 181.007581, 2.724415, 172.872044, 3.132830, 164.694320, 3.647458, 156.234497, 3.713984, 147.904201, 4.002902, 139.622961, 3.926528, 130.974893, 3.709733, 122.712185, 3.192097, 114.883511, 2.504503, 106.228162, 1.557037, 98.062013, 0.899044, 89.597299, 0.473435, 81.576642, 0.112441, 73.609364, 0.448923, 65.291089, 1.189857, 57.211925, 2.521052, 48.998137, 4.318386, 40.771335, 6.914587, 32.833875, 9.877591, 25.352152, 13.575466, 17.802423, 17.976486, 10.423571, 24.023264, 3.646586, 31.572812, 0.000000, 40.108488, 0.008579, 48.355267, 2.050753, 55.820068, 6.116447, 62.289682, 12.411192, 66.939126, 19.516233, 70.827719, 27.414766, 73.603100, 35.235921, 76.302354, 43.499497, 78.111077, 51.867592, 79.941269, 60.492568, 80.693175, 68.487134, 81.305457, 76.293721, 81.343307, 84.555192, 80.710695, 92.908292, 79.877003, 101.117120, 78.279914, 109.697945, 77.163975, 118.046898, 75.579483, 125.698672, 74.419962, 134.492157, 72.832497, 142.203959, 71.460158, 150.922868, 69.920964, 158.967470, 68.585941, 167.351493, 67.123288, 175.014456, 65.664978, 183.173177, 64.282846, 191.512880, 62.671188, 200.115392, 61.316750, 207.965181, 59.881019, 215.958502, 58.312487, 223.929539, 54.886356, 231.719774, 49.182736, 238.506881, 42.026777, 243.283748, 36.340810, 244.755429, 34.315278, 244.401514
Type03, R, 250, 29.706707, 250.548679, 26.549212, 250.462555, 21.082063, 249.853428, 12.866248, 246.113085, 6.272487, 239.823435, 2.199728, 231.866785, 0.611442, 223.598416, 0.000000, 215.391932, 0.413939, 206.424398, 0.906580, 198.089109, 1.665170, 189.526269, 2.289685, 181.306197, 3.089143, 172.311729, 3.692208, 164.292686, 4.030865, 155.513689, 4.252248, 147.533344, 3.936664, 138.939518, 3.600591, 130.418168, 3.116651, 121.983910, 2.582971, 113.762183, 1.867875, 105.495658, 1.277183, 96.851434, 0.795381, 88.139531, 0.326880, 79.767422, 0.121746, 71.073923, 0.382800, 63.148570, 0.840376, 54.157451, 1.887840, 47.059180, 3.554129, 38.038170, 5.971361, 30.581587, 9.137924, 22.255520, 13.311079, 14.458640, 18.503612, 7.045432, 26.238048, 1.450664, 34.566335, 0.000000, 43.279957, 1.449935, 51.342430, 4.475700, 58.704095, 9.903230, 64.925732, 16.749124, 69.647160, 24.394478, 73.286300, 31.842961, 75.980273, 40.245435, 78.728524, 48.410080, 80.107265, 56.742965, 81.468587, 65.398159, 81.923252, 73.578029, 82.380427, 82.356493, 81.854493, 90.231537, 81.468739, 98.610722, 80.413124, 106.957923, 79.376885, 115.506685, 77.938793, 123.908576, 76.523725, 132.294582, 74.905711, 140.342421, 73.447468, 149.033960, 71.567061, 157.064069, 70.150204, 165.577475, 68.546225, 173.645379, 67.084745, 181.690999, 65.531743, 190.449179, 64.357379, 198.515486, 62.920636, 207.203066, 61.683130, 214.656680, 59.580263, 222.791802, 56.826929, 230.347285, 52.353970, 238.432632, 46.293342, 245.126736, 38.056778, 249.397043, 32.722695, 250.408706, 29.246410, 250.228013
Type03, R, 255, 35.086323, 255.201820, 32.386594, 255.226566, 26.422364, 254.897449, 18.394320, 252.786927, 10.564329, 248.410014, 4.336799, 241.233603, 1.840093, 233.032804, 0.168971, 223.709761, 0.051657, 215.464499, 0.274959, 206.597327, 0.888877, 197.765263, 1.911031, 188.840778, 2.393744, 180.645264, 3.047467, 171.637266, 3.420756, 163.840687, 3.623223, 154.199286, 3.588808, 145.706041, 3.555873, 136.706147, 3.085747, 128.010747, 2.499918, 119.881746, 2.070123, 111.892166, 1.079891, 102.454872, 0.714154, 94.362134, 0.000000, 86.023606, 0.107682, 77.321268, 0.078059, 68.682603, 0.864568, 60.289997, 1.851862, 51.191668, 3.685041, 43.072958, 5.996183, 34.693608, 9.148679, 26.415846, 13.211025, 18.418841, 18.141018, 10.743803, 24.521677, 4.333752, 32.573341, 0.234349, 41.860283, 0.000000, 49.748324, 1.986705, 58.304564, 6.666259, 64.586641, 12.856167, 69.778132, 20.400093, 73.622789, 28.472872, 76.508255, 36.680026, 79.075140, 45.113885, 81.042653, 54.060621, 82.835447, 62.920120, 83.546914, 71.045654, 84.112983, 80.065552, 84.036392, 88.049981, 83.480645, 97.295747, 82.554519, 105.477802, 81.012633, 114.039055, 79.525664, 122.540930, 77.940311, 131.276534, 76.483032, 139.493517, 75.166922, 147.990062, 73.720761, 156.308376, 72.292684, 164.898946, 71.268418, 173.577505, 69.862583, 182.022559, 68.863510, 190.976307, 67.535244, 199.061194, 66.299843, 207.793804, 64.404370, 216.564252, 62.599699, 225.232314, 59.878626, 233.446347, 57.105247, 241.711787, 51.981880, 249.280795, 43.753814, 254.336658, 38.066883, 254.054288, 34.580164, 256.256668
Type03, R, 260, 33.646857, 260.151954, 30.786860, 260.203241, 24.613802, 259.725834, 16.470595, 256.730733, 8.581038, 250.941029, 3.577378, 243.307438, 0.995761, 234.232036, 0.106531, 225.407934, 0.066471, 216.992204, 1.014941, 207.720475, 2.049528, 198.855600, 2.886478, 190.453999, 3.711715, 182.037432, 4.351436, 172.784985, 4.978694, 163.878366, 5.285447, 155.772843, 5.516876, 146.483460, 5.211402, 138.018410, 4.787954, 129.542808, 3.866301, 120.724795, 2.784036, 111.745554, 1.597045, 103.200091, 0.818714, 93.966270, 0.067506, 85.816311, 0.000000, 77.318739, 0.420999, 68.020388, 1.132359, 59.915628, 2.290849, 50.746374, 3.483137, 42.342420, 5.290173, 33.622636, 8.051847, 25.262844, 11.966427, 16.678782, 17.848131, 9.358979, 24.890935, 3.465898, 33.701905, 0.165863, 42.721304, 0.000000, 51.173659, 2.155041, 59.186861, 6.917379, 65.837507, 14.183668, 70.610606, 21.897465, 74.493610, 30.279787, 77.760770, 38.965301, 80.244433, 47.346675, 82.339945, 56.729049, 83.885810, 65.587643, 84.619324, 73.992914, 84.962201, 83.034264, 84.729102, 91.485724, 83.752017, 100.744428, 82.502223, 108.643008, 81.471552, 117.314619, 80.050423, 126.144949, 78.547651, 134.916309, 76.824067, 143.733236, 75.221958, 152.010817, 73.449226, 160.997906, 71.973262, 169.640895, 70.537882, 178.623697, 69.362503, 187.363976, 68.331444, 195.283627, 67.106068, 204.389834, 65.951892, 212.519180, 64.231725, 221.236422, 62.262837, 229.777407, 59.441257, 238.476488, 56.330790, 246.169213, 50.432026, 254.238580, 42.331973, 258.588362, 36.701669, 260.095964, 33.298498, 259.922416
Type03, R, 265, 33.012674, 265.141499, 29.968889, 265.067940, 24.419339, 264.475512, 15.703796, 261.115270, 7.893089, 254.657990, 2.873522, 246.668638, 0.933636, 237.284165, 0.000000, 228.817914, 0.666176, 219.436340, 1.267674, 211.028445, 1.951738, 201.998905, 2.860974, 193.067286, 3.431939, 183.954159, 4.133840, 174.911064, 4.778009, 165.966501, 4.980799, 157.567496, 5.196378, 148.455840, 4.936170, 139.406669, 4.499995, 130.308427, 3.560375, 121.682738, 2.452390, 112.104185, 1.702144, 103.734801, 0.596768, 94.742926, 0.317553, 85.812468, 0.137185, 76.919333, 1.314532, 67.507631, 2.484583, 59.315768, 4.404238, 50.230228, 6.130323, 41.788574, 8.337351, 32.985323, 11.609511, 24.249273, 15.570399, 16.075408, 21.643773, 8.263136, 29.377930, 2.601973, 38.352250, 0.000000, 47.235990, 0.186195, 55.540025, 2.630809, 63.289751, 7.723786, 69.916793, 14.965827, 74.486245, 22.640541, 78.599659, 31.504467, 81.087269, 39.791564, 83.546633, 49.025180, 85.161192, 57.761160, 86.276698, 66.767553, 87.115304, 75.418001, 87.536966, 85.044907, 87.279922, 93.641751, 86.838169, 103.265583, 85.735270, 111.583475, 84.445266, 120.951390, 82.763655, 129.412021, 80.917506, 138.402596, 79.035811, 146.979533, 77.244636, 156.035089, 75.119997, 164.832664, 73.350467, 173.732113, 71.689362, 182.627736, 70.173000, 191.102302, 68.686261, 200.172165, 67.355625, 208.789225, 65.814777, 217.932207, 64.510003, 226.332217, 62.696547, 234.985809, 60.688053, 243.778750, 56.270012, 252.172985, 49.617916, 259.037114, 41.680143, 263.720848, 35.645853, 264.586241, 33.224924, 265.181712
Type03, R, 270, 36.630491, 270.246260, 33.356814, 270.306278, 27.222510, 269.942258, 18.953187, 266.987530, 10.726983, 261.380992, 4.624210, 253.941255, 1.316657, 244.974259, 0.024659, 235.972296, 0.093683, 227.297582, 0.897478, 217.253503, 1.919698, 208.731342, 2.924892, 199.512268, 4.151532, 190.161424, 4.946436, 181.577732, 5.741030, 172.484469, 6.144880, 162.879784, 6.433316, 154.166410, 5.842754, 144.978200, 5.355256, 136.926333, 4.430437, 127.205260, 3.377675, 118.514463, 2.169442, 108.837381, 1.256318, 99.779585, 0.505565, 91.319997, 0.000000, 82.483827, 0.189276, 73.183384, 0.721934, 63.999349, 1.985799, 54.757290, 3.822317, 45.422895, 6.628190, 36.709587, 9.940927, 28.330744, 14.405971, 19.966136, 19.678002, 11.824018, 26.408969, 4.716428, 34.753682, 0.272280, 44.406861, 0.000000, 52.982503, 2.519612, 61.259870, 7.770899, 68.084875, 14.702809, 73.874280, 22.675141, 78.068094, 31.276014, 80.995326, 39.513627, 83.953724, 48.557877, 86.110073, 57.268083, 87.930410, 66.767485, 89.324125, 75.710182, 90.198586, 85.154480, 90.059484, 94.484032, 89.733896, 103.493888, 88.462940, 112.828182, 86.973457, 121.461990, 85.552411, 130.714816, 83.526289, 139.637628, 82.170844, 148.653308, 80.383755, 157.826267, 78.853199, 167.108161, 77.312980, 175.902867, 75.476803, 185.293416, 73.963427, 194.205450, 72.383524, 203.152336, 70.986441, 212.303538, 69.265620, 221.120450, 67.904025, 230.192726, 66.289359, 238.915188, 64.070060, 247.913401, 59.965737, 256.256266, 53.928437, 263.908568, 45.382278, 268.621610, 39.769891, 270.193075, 35.942529, 269.576789
Type03, R, 275, 31.952341, 275.110310, 28.873504, 274.927138, 22.773534, 274.236186, 14.393432, 270.374450, 6.197641, 263.716152, 1.971867, 254.689967, 0.376060, 245.578484, 0.000000, 235.950405, 0.525116, 226.969161, 1.014967, 217.508772, 1.821292, 208.222839, 2.715302, 198.688941, 3.349994, 190.025219, 4.325085, 180.088968, 4.825656, 170.950912, 5.347175, 162.067596, 5.459743, 152.930286, 5.347065, 143.277588, 4.575830, 134.487050, 3.890698, 125.338796, 2.487012, 116.209492, 1.478051, 106.773538, 0.418872, 97.866022, 0.166005, 88.459877, 0.218950, 79.258583, 1.286931, 69.605056, 2.246861, 60.841801, 3.949344, 51.984138, 5.593164, 42.851539, 8.149602, 33.992340, 11.040423, 25.454265, 15.597120, 16.943095, 21.594169, 8.757099, 29.829389, 2.399008, 38.610577, 0.000000, 47.969590, 0.088143, 57.382240, 3.525225, 65.247253, 9.786156, 71.483216, 17.621668, 76.199137, 26.192088, 79.780507, 34.949531, 82.596585, 44.346756, 84.713164, 53.239291, 86.834333, 63.021638, 88.001509, 71.880480, 89.111196, 81.014575, 89.274667, 90.482612, 89.249431, 100.171219, 88.051991, 108.949312, 86.688970, 118.360389, 85.511241, 128.217361, 84.709255, 136.606519, 83.102656, 146.111792, 81.617723, 154.462266, 79.865665, 163.703841, 77.941412, 172.798510, 76.283171, 181.664733, 74.410625, 190.587754, 72.828227, 199.523207, 71.349897, 208.812505, 69.735288, 218.050063, 68.635808, 227.253613, 67.005675, 236.589000, 65.212725, 245.083770, 61.997183, 254.130947, 57.065412, 262.396802, 49.774399, 269.281603, 41.121801, 273.939984, 35.017706, 274.552014, 32.087895, 275.934039
Type03, R, 280, 34.280853, 280.154907, 37.304731, 280.183067, 43.714315, 278.364142, 52.337385, 273.431259, 58.476079, 265.131047, 61.997906, 256.355741, 64.139237, 246.917101, 65.900699, 238.403280, 67.649282, 228.674184, 69.047306, 219.766679, 70.577312, 209.962025, 71.913720, 200.619647, 73.310217, 191.353465, 74.657726, 181.906669, 76.234369, 172.754010, 77.947614, 163.084342, 79.485411, 154.169103, 81.128529, 144.629319, 82.824757, 135.260254, 84.189982, 126.358440, 85.697301, 116.949953, 86.678709, 107.668898, 87.537092, 98.309083, 87.667378, 88.895507, 87.486620, 79.229068, 86.642109, 70.332069, 85.414201, 60.710113, 83.568643, 51.327967, 81.126077, 42.059694, 77.861634, 32.844392, 74.188210, 23.871463, 69.157103, 15.425299, 62.351163, 7.723665, 53.824398, 2.612295, 44.655239, 0.000000, 34.926873, 0.182350, 26.350990, 3.769543, 18.428230, 10.875867, 13.247228, 19.051256, 9.885648, 27.971285, 7.649496, 36.907077, 5.137347, 46.333963, 2.797129, 55.273886, 1.134336, 64.484402, 0.200485, 73.702315, 0.061244, 83.150234, 0.254472, 92.294647, 1.034479, 101.660659, 1.824190, 110.756245, 3.094620, 119.873363, 4.255956, 129.492582, 5.248106, 138.140515, 6.225163, 147.491971, 6.451253, 157.004924, 6.347213, 166.487865, 5.543465, 176.004477, 4.792405, 185.251572, 3.863618, 194.792910, 3.243718, 204.617567, 2.440093, 213.910274, 1.748822, 223.585802, 0.660712, 232.742046, 0.000000, 242.486111, 0.195224, 251.831165, 2.324886, 261.499706, 7.676780, 269.892363, 15.575372, 276.460270, 24.760933, 279.670995, 30.865971, 280.398234, 34.705605, 279.531620
