type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33
Type04, L, 260, 59.095816, 261.708536, 53.158436, 261.467647, 38.079307, 256.805763, 28.575589, 237.457673, 25.277232, 218.273211, 22.391926, 198.805712, 19.144910, 179.067019, 15.033596, 159.819748, 10.361205, 140.645758, 6.096480, 121.097662, 1.752613, 101.818192, 0.000000, 82.368306, 2.258305, 62.949010, 8.459437, 43.759283, 14.927832, 24.717379, 28.338909, 6.869074, 47.611755, 0.000000, 67.870913, 4.273833, 81.054914, 22.532000, 87.137639, 41.319707, 90.567326, 60.436954, 89.294468, 80.309985, 86.170818, 99.320397, 83.317929, 118.767727, 82.351282, 138.247487, 83.550479, 158.385378, 85.562040, 178.651393, 88.077989, 197.600731, 90.066013, 218.361144, 90.008923, 238.015796, 79.690566, 257.313773, 64.871674, 262.279841, 59.774034, 261.116112
Type04, L, 265, 60.077926, 266.892174, 54.412405, 267.069114, 38.935155, 263.708137, 28.207865, 244.489756, 24.479825, 224.292108, 21.955271, 204.351461, 19.176732, 183.736191, 15.068089, 164.286718, 10.780747, 144.223033, 6.397246, 125.028964, 2.495363, 104.940630, 0.000000, 85.545673, 1.894197, 65.168051, 7.658669, 45.989412, 14.134462, 26.611694, 26.310222, 7.680859, 46.352278, 0.000000, 67.292137, 4.447258, 81.632639, 22.561215, 86.464700, 42.516108, 91.024199, 61.523478, 90.455006, 81.524956, 87.775273, 101.019297, 85.640011, 120.655292, 84.412700, 141.064643, 84.917995, 160.526903, 86.997575, 180.408314, 89.399282, 200.328785, 90.965218, 220.719088, 90.005552, 240.973122, 82.082545, 261.887995, 66.449194, 267.002811, 60.781878, 266.488745
Type04, L, 270, 63.128461, 272.047478, 56.542675, 272.461572, 41.205400, 268.733986, 29.249619, 249.534648, 26.374782, 229.790142, 22.659775, 209.077586, 19.534224, 189.100439, 15.456867, 168.762990, 11.110864, 148.731040, 6.871820, 128.432132, 1.994922, 107.626474, 0.000000, 87.687810, 3.670435, 67.730550, 7.147959, 47.182434, 14.473992, 27.528659, 28.640682, 9.101130, 48.020935, 0.000000, 70.140522, 4.073635, 83.316815, 22.404282, 89.562446, 41.948482, 92.877275, 62.444686, 91.110334, 82.672868, 87.834035, 103.244723, 85.777675, 122.943095, 84.721650, 142.640920, 85.403322, 163.388912, 87.893165, 183.562104, 90.650959, 203.174821, 92.491742, 224.548727, 91.481492, 243.450113, 84.717498, 264.790250, 69.626615, 272.198039, 63.464019, 271.404429
Type04, L, 280, 64.406868, 281.781758, 57.662276, 281.899559, 41.457867, 278.666262, 29.670579, 258.477983, 25.293589, 237.544707, 22.185065, 216.069634, 19.234024, 195.332174, 14.695394, 174.085068, 10.395458, 154.012309, 6.168015, 133.502920, 2.367567, 113.171913, 0.000000, 91.058813, 1.442721, 70.026053, 7.783634, 49.296866, 14.516005, 29.157283, 27.339207, 9.077089, 48.050233, 0.000000, 70.430814, 3.390476, 85.145760, 22.884367, 91.997026, 43.219642, 94.736799, 63.239491, 93.944122, 85.214525, 91.688490, 105.207170, 89.204592, 126.594970, 87.461434, 147.381367, 87.675775, 168.150982, 89.913483, 189.927856, 92.287981, 210.360210, 94.559140, 231.418833, 94.140400, 253.559777, 87.476543, 273.981169, 71.376871, 281.790820, 65.005547, 281.136464
Type05, L, 240, 55.229877, 241.920262, 49.697671, 242.185236, 35.803235, 237.984361, 26.428050, 220.875778, 22.835720, 202.773143, 20.199629, 184.578381, 18.986635, 165.148821, 16.123314, 147.224891, 10.509483, 129.718953, 3.628535, 113.004959, 0.000000, 94.719876, 0.552115, 76.063768, 4.222557, 58.247734, 10.349277, 40.477796, 18.077402, 23.104220, 30.977550, 7.665407, 48.466968, 0.000000, 68.855319, 4.932131, 75.204648, 24.356985, 81.380115, 40.876470, 84.507847, 58.313248, 82.255718, 76.348220, 77.383677, 94.284831, 71.852008, 112.043728, 70.189262, 130.221835, 72.383736, 147.903660, 75.921056, 165.541348, 80.475013, 183.231179, 84.152486, 201.047188, 83.154528, 218.922968, 74.438528, 237.325186, 60.589299, 241.573623, 55.852838, 241.957176
Type05, L, 260, 58.254244, 262.117550, 52.665306, 262.329169, 38.284212, 256.112795, 30.579021, 236.462220, 26.352452, 218.307628, 23.823112, 197.264875, 22.231213, 178.688545, 18.878467, 158.833493, 12.670075, 139.380150, 6.352355, 121.100709, 0.996043, 101.726013, 0.000000, 81.560350, 2.799969, 63.393733, 8.907507, 43.896893, 16.335206, 25.342215, 28.222178, 6.929785, 47.569146, 0.000000, 67.736267, 6.048897, 77.991153, 25.596538, 82.898141, 44.470000, 87.707890, 63.915003, 87.310919, 84.573888, 83.540520, 103.273896, 78.530843, 122.695463, 74.966301, 140.851845, 75.770225, 160.995794, 79.489502, 180.748466, 83.798117, 199.295897, 87.530149, 218.572256, 87.719604, 237.132686, 79.479940, 257.182945, 64.751247, 262.329074, 58.505049, 261.883619
Type05, L, 280, 64.474106, 282.301537, 71.118564, 282.306668, 86.405845, 274.626644, 94.351258, 253.254514, 91.989497, 232.769452, 88.551260, 211.900061, 84.060560, 191.363190, 80.012689, 171.166842, 79.229343, 149.528585, 82.686625, 128.857728, 88.873596, 108.263824, 93.480618, 88.089214, 92.826976, 66.116954, 86.864994, 45.440743, 83.395840, 25.783593, 71.635427, 4.508542, 48.665047, 0.000000, 28.125780, 10.428478, 16.132159, 30.687258, 8.308660, 50.728241, 2.541620, 71.464531, 0.000000, 92.526357, 1.672625, 114.061421, 7.057508, 133.955238, 14.079861, 153.960381, 19.749899, 174.873829, 23.580562, 196.071381, 25.820193, 216.974711, 28.010803, 236.201525, 31.760721, 256.711569, 42.294071, 277.248518, 58.227946, 283.038611, 64.099008, 281.960749
Type05, L, 290, 68.150735, 292.262024, 62.002963, 293.133420, 45.554091, 287.908158, 34.189267, 266.693812, 29.455245, 245.716754, 25.796599, 224.012148, 23.692811, 202.177641, 20.489524, 180.290080, 14.588433, 159.370666, 7.116934, 137.592005, 1.427243, 116.195064, 0.000000, 95.262687, 2.663068, 72.336473, 8.762386, 51.960943, 16.269094, 30.742619, 29.150566, 10.487873, 50.366299, 0.000000, 72.908991, 5.253031, 87.076820, 25.964261, 91.414875, 46.560866, 96.743464, 68.431350, 98.530602, 89.909813, 93.880470, 111.228896, 87.206782, 132.478482, 82.848558, 153.143106, 83.320043, 177.831007, 87.721548, 198.567346, 92.630332, 220.002176, 97.189726, 241.388009, 98.486370, 263.684046, 91.792401, 284.828782, 74.425945, 292.511227, 68.607196, 291.680451
Type06, L, 230, 52.106350, 232.044705, 46.779205, 231.672120, 34.063548, 226.913420, 24.630341, 210.272568, 21.281582, 193.829346, 19.472218, 175.604568, 16.794231, 159.570670, 12.556027, 141.573969, 8.310315, 125.114265, 4.198449, 107.706359, 0.982615, 90.877569, 0.000000, 72.894933, 2.067350, 55.769937, 6.897016, 38.367532, 13.382553, 21.565394, 25.663001, 6.046729, 43.180105, 0.000000, 61.353495, 6.551439, 71.596872, 22.556831, 76.387291, 39.227386, 80.167186, 55.551892, 80.473313, 73.985271, 79.368481, 90.004659, 77.070880, 107.925794, 75.244180, 124.750470, 74.740227, 142.542537, 76.420862, 159.985025, 79.059638, 177.312766, 80.338405, 193.980450, 80.548852, 211.782365, 70.928905, 228.740007, 57.314124, 231.919079, 52.480480, 231.915153
Type06, L, 240, 54.189817, 241.456052, 48.385215, 241.261118, 34.927747, 236.550906, 26.037557, 219.457103, 21.988671, 201.517592, 18.926148, 184.298135, 16.176759, 166.198430, 12.514618, 148.075456, 8.676869, 131.914096, 3.792224, 113.987080, 0.389682, 95.855510, 0.000000, 78.207541, 1.682344, 61.601191, 6.182691, 43.667083, 12.299199, 26.567279, 22.728936, 9.336436, 39.839585, 0.000000, 59.266545, 2.655375, 72.042600, 19.156375, 78.003391, 36.348904, 81.316069, 53.797874, 81.845466, 72.504328, 80.734735, 90.013703, 78.291393, 108.947853, 76.155766, 126.972102, 75.949560, 145.496728, 77.588915, 163.707635, 79.775939, 181.799411, 82.109670, 200.725803, 81.330387, 218.049992, 72.690965, 236.671693, 59.519990, 241.336829, 54.688869, 241.237431
Type06, L, 250, 55.379309, 252.381118, 49.446401, 252.614529, 36.262731, 247.255643, 25.629165, 229.578860, 20.757304, 211.553653, 18.994615, 192.486523, 16.063679, 173.834872, 12.093148, 154.449114, 7.961338, 136.849466, 3.761896, 118.714888, 0.797359, 99.225848, 0.000000, 81.612434, 1.619713, 62.323791, 6.436246, 43.954007, 13.925931, 26.220484, 25.785059, 8.684341, 44.234140, 0.000000, 64.046693, 6.083250, 74.893018, 24.083873, 80.795469, 41.680427, 83.872961, 61.368777, 85.392361, 79.616476, 84.146178, 98.107202, 80.756368, 117.279428, 79.809494, 135.075311, 79.928185, 154.882147, 81.294301, 173.303607, 82.952764, 191.925015, 85.194721, 211.631649, 84.903763, 229.505918, 75.655054, 248.177782, 60.952170, 252.331883, 55.808779, 252.220638
Type06, L, 270, 61.218253, 272.238117, 55.321657, 272.584218, 39.616571, 268.775208, 28.278345, 249.382315, 24.787618, 230.590518, 21.492087, 209.847544, 18.945385, 190.172669, 15.701772, 169.914886, 10.529903, 149.780423, 5.205738, 130.107918, 0.796795, 110.069371, 0.000000, 88.953089, 2.168571, 69.079316, 7.282309, 49.167143, 13.881442, 29.763926, 25.511967, 10.420472, 45.672685, 0.000000, 66.703131, 4.826925, 79.819279, 24.191619, 86.231643, 43.178453, 89.553278, 64.035701, 89.935081, 85.485443, 88.043320, 105.391032, 85.490730, 125.242313, 83.135147, 144.975253, 82.773582, 164.948645, 84.769965, 185.655863, 87.293314, 205.615701, 89.686649, 225.025251, 89.981104, 244.726719, 82.208447, 265.137199, 67.387954, 272.223899, 61.704717, 271.665250
Type06, L, 280, 64.577032, 282.223509, 58.405393, 282.111824, 42.729696, 279.289791, 28.943589, 259.112121, 25.728015, 239.338587, 22.629993, 217.641669, 20.589315, 197.368979, 16.710113, 175.814262, 12.249851, 156.557203, 6.338524, 134.430578, 1.593707, 114.471459, 0.000000, 93.115338, 3.266960, 72.273567, 7.391603, 51.634285, 13.401115, 32.133111, 25.611507, 12.423301, 45.178426, 0.000000, 67.890758, 4.453362, 82.379298, 24.301326, 89.064062, 43.849673, 92.267550, 64.274323, 93.641771, 85.158081, 92.603801, 106.119993, 89.616941, 126.656950, 86.867277, 148.638244, 86.723218, 168.405126, 88.279132, 189.581779, 90.606624, 210.644478, 92.907673, 231.780003, 93.898292, 252.827751, 86.550457, 274.010416, 71.908103, 282.393702, 64.758736, 281.579983
Type07, L, 250, 59.760881, 251.397276, 54.006415, 251.343359, 39.591217, 248.346014, 27.829852, 231.074529, 24.380295, 212.283176, 20.544235, 193.963192, 18.482782, 174.780192, 15.046785, 155.884746, 10.376062, 138.298348, 5.404009, 120.011421, 1.637335, 102.227386, 0.000000, 82.605870, 2.327622, 64.303223, 7.808403, 45.719660, 15.916245, 28.026245, 27.095861, 10.269021, 44.926333, 0.000000, 64.481916, 1.971570, 79.094577, 18.010023, 84.015025, 37.156326, 85.487405, 54.554936, 86.850348, 74.041431, 85.740190, 93.361737, 82.704600, 110.850000, 83.265625, 130.522849, 83.431826, 151.586542, 83.531060, 168.842501, 84.406130, 187.100782, 86.342742, 206.597528, 87.004506, 225.626843, 79.622518, 244.570042, 66.037361, 251.804283, 60.412703, 250.660321
Type07, L, 270, 62.324331, 271.279051, 56.315037, 271.959885, 41.494012, 267.304882, 29.356415, 248.296262, 25.531194, 227.459256, 23.867560, 208.126792, 20.426126, 188.046443, 16.481475, 167.639543, 11.806645, 147.936506, 7.169570, 128.213144, 2.128322, 108.416808, 0.000000, 86.937732, 3.430813, 67.677167, 10.225581, 47.670856, 17.845367, 28.893714, 30.718897, 9.373228, 49.617501, 0.000000, 72.347397, 1.855874, 84.988271, 20.937004, 88.454108, 40.726891, 92.427283, 61.634902, 91.256648, 81.056278, 90.276607, 101.359114, 89.258204, 121.567938, 89.158208, 141.914043, 89.522275, 162.726995, 90.402993, 183.346826, 91.413986, 203.161162, 91.705128, 223.460149, 92.003593, 244.659492, 83.898783, 264.141738, 68.567212, 271.791054, 63.258879, 270.348028
Type07, L, 280, 63.193427, 281.627994, 57.465319, 281.519438, 40.991100, 277.663007, 29.366117, 257.625590, 26.136434, 237.282062, 23.987919, 215.374253, 20.681522, 194.966429, 16.663349, 173.936626, 12.022078, 153.137884, 7.338411, 132.615690, 2.143286, 112.144813, 0.000000, 91.046614, 3.619164, 69.978102, 10.529727, 49.794220, 17.185932, 29.196505, 30.902047, 9.532727, 50.435687, 0.000000, 73.088122, 2.857971, 86.227549, 23.135282, 91.513092, 43.411122, 94.336336, 64.756086, 93.568787, 85.297330, 91.858532, 106.118075, 89.516604, 126.857248, 88.763944, 147.953506, 87.857228, 168.919662, 88.904617, 191.237807, 91.953361, 211.863946, 93.849172, 233.634683, 94.229125, 253.731584, 86.085349, 276.079264, 70.370660, 281.938962, 63.492290, 281.153779
