Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,10.99064,10.20345,1.94584,0.55327,3.00134,0.89099,0.63087,71.05512,0.98062,0.99022,0.00000
Type00,2,240,PCA_LINEAR,8.61914,7.78169,10.11316,2.60344,36.49671,3.34871,10.11316,1235.63583,0.89971,0.94721,0.00000
Type00,2,240,PCA_SVR,11.20122,10.50675,1.90401,0.51795,0.27559,0.66660,1.42976,50.27121,0.97662,0.98817,0.00000
Type00,2,240,PURE_GPR,10.62929,9.83793,2.06460,0.50403,4.15272,1.05957,0.28815,128.93661,0.97578,0.98774,0.00000
Type00,2,240,PURE_KRR,10.92194,10.13563,1.85938,0.53896,3.15324,0.88309,0.58920,75.20330,0.98010,0.98995,0.00000
Type00,2,240,PURE_SVR,10.29147,9.55204,1.93867,0.39362,4.06351,1.03116,0.36264,199.10906,0.98213,0.99099,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,10.37329,9.53121,2.81258,0.82344,7.36626,1.50485,0.54656,575.60683,0.96465,0.98201,0.00000
Type00,2,245,PCA_LINEAR,8.85801,7.92753,10.08249,2.82264,37.05435,3.44654,9.89452,1517.70577,0.89518,0.94469,0.00000
Type00,2,245,PCA_SVR,10.14085,9.30688,2.54156,0.62690,8.90097,1.41131,1.01287,434.82017,0.97433,0.98700,0.00000
Type00,2,245,PURE_GPR,10.51713,9.69599,2.40830,0.81542,5.77716,1.38508,0.34030,554.29358,0.96502,0.98220,0.00000
Type00,2,245,PURE_KRR,10.39650,9.56346,2.79773,0.79503,7.33587,1.50975,0.54023,565.37204,0.96464,0.98200,0.00000
Type00,2,245,PURE_SVR,10.51277,9.73954,3.39052,1.08974,7.45808,1.58943,0.18842,657.37603,0.95858,0.97885,0.00000
Type00,2,245,RATIO_CTRL,2.26406,2.14414,3.03280,0.74150,0.36751,0.55063,0.28241,124.26900,0.97026,0.98490,0.00000
Type00,2,255,PCA_KRR,11.13226,10.14746,1.75246,0.80172,5.39644,0.77845,0.02471,4.60772,0.95678,0.97791,0.00000
Type00,2,255,PCA_LINEAR,9.15287,8.23413,10.18691,3.01382,36.93006,2.58605,9.64361,838.79901,0.88520,0.93911,0.00000
Type00,2,255,PCA_SVR,11.54164,10.68153,1.67680,0.41402,3.06095,0.99174,0.62075,175.73987,0.97340,0.98652,0.00000
Type00,2,255,PURE_GPR,11.54933,10.62609,2.04203,0.87115,4.75148,0.57509,0.39938,23.10503,0.95519,0.97708,0.00000
Type00,2,255,PURE_KRR,11.16195,10.19502,1.66043,0.77246,5.23430,0.78388,0.05837,6.43484,0.95743,0.97825,0.00000
Type00,2,255,PURE_SVR,11.54681,10.63400,1.95293,0.53028,4.74423,0.82994,0.31349,66.00393,0.97244,0.98603,0.00000
Type00,2,255,RATIO_CTRL,2.98808,2.46438,6.22407,1.94066,2.23578,2.62951,0.66921,884.25714,0.93559,0.96672,0.00000
Type00,2,265,PCA_KRR,12.00034,11.03665,2.78016,1.13724,7.71783,2.24891,0.32926,788.97646,0.95461,0.97678,0.00000
Type00,2,265,PCA_LINEAR,10.36013,9.06910,11.16249,2.97072,42.49071,4.50344,11.16249,1854.89503,0.89387,0.94396,0.00000
Type00,2,265,PCA_SVR,11.10597,10.10573,2.62950,0.74422,10.35386,1.45327,1.57837,504.92468,0.96716,0.98330,0.00000
Type00,2,265,PURE_GPR,12.03899,11.11064,3.42815,1.10522,8.49198,2.18666,0.07554,718.89523,0.95467,0.97681,0.00000
Type00,2,265,PURE_KRR,11.89356,10.94447,2.75015,1.15185,7.74251,2.24528,0.36269,799.45912,0.95320,0.97604,0.00000
Type00,2,265,PURE_SVR,12.22657,11.14686,2.61168,1.13796,6.95220,2.07605,0.59721,750.85767,0.95895,0.97905,0.00000
Type00,2,265,RATIO_CTRL,3.64380,3.52225,4.93577,1.90463,1.70999,1.87758,0.72027,216.47030,0.93333,0.96552,0.00000
Type00,2,270,PCA_KRR,11.45510,10.60808,2.61001,1.00204,2.88288,0.28207,0.13802,195.36776,0.96182,0.98054,0.00000
Type00,2,270,PCA_LINEAR,9.02652,8.11471,10.60227,2.83546,35.36036,2.60190,10.60227,995.38167,0.89960,0.94714,0.00000
Type00,2,270,PCA_SVR,11.20758,10.33793,2.03692,0.53332,5.32326,1.12937,0.34941,272.45897,0.97846,0.98911,0.00000
Type00,2,270,PURE_GPR,11.15158,10.27939,2.65330,1.00401,3.07195,0.37692,0.32382,233.22860,0.96566,0.98253,0.00000
Type00,2,270,PURE_KRR,11.42941,10.56198,2.55909,0.99355,2.98849,0.28023,0.15115,192.67028,0.96288,0.98109,0.00000
Type00,2,270,PURE_SVR,11.49389,10.65309,3.42290,1.17858,2.34060,0.08181,0.30920,343.48581,0.95785,0.97847,0.00000
Type00,2,270,RATIO_CTRL,4.37761,3.85004,7.33314,2.86174,5.84585,4.34383,0.07154,1257.14693,0.90586,0.95060,0.00000
Type00,2,275,PCA_KRR,11.93865,11.01167,2.50690,0.91118,8.96007,1.59370,0.63025,624.40091,0.95820,0.97866,0.00000
Type00,2,275,PCA_LINEAR,9.82329,8.94074,9.83662,2.94789,36.83817,3.79469,9.49311,1887.47031,0.90350,0.94931,0.00000
Type00,2,275,PCA_SVR,10.94221,9.92316,4.05316,1.15806,15.98973,1.48396,1.39533,764.51911,0.95841,0.97876,0.00000
Type00,2,275,PURE_GPR,12.09871,11.16213,2.27801,1.07884,9.25387,1.70298,0.78118,735.42637,0.96216,0.98072,0.00000
Type00,2,275,PURE_KRR,12.01988,11.09219,2.52897,0.85024,8.62282,1.56809,0.56501,598.54126,0.96381,0.98157,0.00000
Type00,2,275,PURE_SVR,11.75710,10.80179,2.07982,0.56567,7.17588,1.06677,0.78519,359.80098,0.97825,0.98901,0.00000
Type00,2,275,RATIO_CTRL,4.15878,3.87156,4.47938,1.96252,5.44186,3.72720,1.05280,550.89382,0.93057,0.96403,0.00000
Type01,1,230,PCA_KRR,10.55701,9.84207,1.45566,0.39064,1.83406,0.42831,0.83406,182.87580,0.97449,0.98708,0.00000
Type01,1,230,PCA_LINEAR,10.05195,9.33478,1.48942,0.61724,4.96071,0.27803,0.58664,148.32577,0.97533,0.98751,0.00000
Type01,1,230,PCA_SVR,11.18302,10.62675,2.43385,0.64933,3.01020,0.07512,2.39972,6.19579,0.96231,0.98079,0.00000
Type01,1,230,PURE_GPR,10.46153,9.72681,1.43602,0.49350,2.28087,0.75014,0.35852,176.90174,0.97102,0.98530,0.00000
Type01,1,230,PURE_KRR,10.52233,9.80260,1.47573,0.38447,2.06190,0.36155,0.77540,184.16494,0.97386,0.98675,0.00000
Type01,1,230,PURE_SVR,10.29434,9.55225,1.47090,0.34342,4.02800,0.45310,0.11855,232.69650,0.98224,0.99104,0.00000
Type01,1,240,PCA_KRR,10.43903,9.48685,2.38069,0.63412,7.40088,1.01333,1.08094,284.36829,0.96747,0.98346,0.00000
Type01,1,240,PCA_LINEAR,10.66066,9.59727,2.97447,1.36690,9.06427,0.12286,1.37992,228.30959,0.94471,0.97157,0.00000
Type01,1,240,PCA_SVR,9.86319,8.91072,2.42095,0.84728,11.95390,1.29454,2.42095,484.15721,0.96419,0.98177,0.00000
Type01,1,240,PURE_GPR,10.60972,9.66517,2.20274,0.67500,6.95203,0.38635,0.56982,266.48140,0.96620,0.98281,0.00000
Type01,1,240,PURE_KRR,10.42413,9.48085,2.42188,0.62905,7.38352,1.09686,1.07215,296.13108,0.96762,0.98354,0.00000
Type01,1,240,PURE_SVR,10.90194,9.91669,2.05549,0.45630,7.75417,0.83723,0.81041,401.93949,0.97253,0.98607,0.00000
Type01,1,240,RATIO_CTRL,4.25014,4.13997,2.77397,1.30983,2.77372,1.17118,0.99127,204.38123,0.94998,0.97435,0.00000
Type01,1,250,PCA_KRR,11.03117,10.15688,2.60075,0.69212,3.67870,0.04439,0.84558,286.99224,0.95970,0.97943,0.00000
Type01,1,250,PCA_LINEAR,10.42271,9.64100,3.19739,1.30617,8.26553,0.06072,0.40326,396.34461,0.94736,0.97297,0.00000
Type01,1,250,PCA_SVR,10.78456,9.99746,1.86854,0.38695,4.31540,0.51534,0.20684,268.48478,0.97986,0.98983,0.00000
Type01,1,250,PURE_GPR,10.88331,10.00355,2.52372,0.74223,5.26323,0.04653,0.72738,388.34496,0.95880,0.97897,0.00000
Type01,1,250,PURE_KRR,11.06525,10.21918,2.52572,0.66257,3.18665,0.01609,0.94515,264.42050,0.96005,0.97962,0.00000
Type01,1,250,PURE_SVR,11.64393,10.63060,3.38329,1.02015,0.68773,0.57549,1.87235,246.21988,0.94746,0.97302,0.00000
