sample_index,distance_mm
0,1.891494
1,1.521693
2,1.326221
3,1.071682
4,0.992162
5,0.923839
6,0.759490
7,0.579479
8,0.529604
9,0.460220
10,0.371109
11,0.268709
12,0.155539
13,0.074062
14,0.184714
15,0.166664
16,0.029566
17,0.099129
18,0.046947
19,0.141094
20,0.088600
21,0.079671
22,0.063739
23,0.067627
24,0.050365
25,0.029079
26,0.068993
27,0.053186
28,0.060756
29,0.069332
30,0.071561
31,0.069280
32,0.070593
33,0.086936
34,0.056691
35,0.041580
36,0.061324
37,0.016833
38,0.051574
39,0.040363
40,0.037816
41,0.079675
42,0.072408
43,0.073205
44,0.063381
45,0.062927
46,0.066615
47,0.070032
48,0.071034
49,0.069057
50,0.064770
51,0.060431
52,0.060532
53,0.070335
54,0.065581
55,0.076951
56,0.046286
57,0.008263
58,0.060556
59,0.046652
60,0.065197
61,0.081619
62,0.049810
63,0.048064
64,0.037950
65,0.040709
66,0.099322
67,0.057273
68,0.036630
69,0.070247
70,0.115127
71,0.068540
72,0.038934
73,0.146909
74,0.083175
75,0.102439
76,0.098987
77,0.111964
78,0.130641
79,0.199422
80,0.159250
81,0.122888
82,0.098092
83,0.236435
84,0.219838
85,0.197793
86,0.188466
87,0.203225
88,0.153164
89,0.183711
90,0.067092
91,0.172196
92,0.273768
93,0.237394
94,0.042422
95,0.152278
96,0.235615
97,0.335803
98,0.275419
99,0.303128
100,0.209557
101,0.252765
102,0.329494
103,0.413808
104,0.345090
105,0.333998
106,0.233296
107,0.282237
108,0.357148
109,0.279537
110,0.355230
111,0.271926
112,0.489581
113,0.377599
114,0.328086
115,0.390580
116,0.452674
117,0.516847
118,0.321534
119,0.408611
120,0.402145
121,0.470382
122,0.387473
123,0.428815
124,0.487324
125,0.538850
126,0.596635
127,0.647188
128,0.584317
129,0.608049
130,0.658442
131,0.713104
132,0.760602
133,0.712599
134,0.579668
135,0.674100
136,0.816372
137,0.773527
138,0.770900
139,0.832863
140,0.738282
141,0.766924
142,0.813001
143,0.864911
144,0.909206
145,0.957537
146,1.006050
147,0.882530
148,0.811867
149,0.911518
150,1.052440
151,1.101167
152,1.149169
153,1.040761
154,0.964704
155,1.006010
156,1.055349
157,1.104753
158,1.075184
159,1.059198
160,1.111137
161,1.166281
162,1.212231
163,1.234564
164,1.178254
165,1.185134
166,1.133710
167,1.180262
168,1.233580
169,1.285621
170,1.246441
171,1.246712
172,1.250985
173,1.213264
174,1.263488
175,1.319938
176,1.356261
177,1.298322
178,1.339109
179,1.395168
180,1.452470
181,1.483582
182,1.434875
183,1.477005
184,1.461948
185,1.358985
186,1.359621
187,1.420151
188,1.484175
189,1.433536
190,1.451818
191,1.497125
192,1.445975
193,1.465386
194,1.418943
195,1.473623
196,1.462031
197,1.446438
198,1.487464
199,1.439974
200,1.492154
201,1.549087
202,1.568304
203,1.539871
204,1.593585
205,1.624862
206,1.590629
207,1.639539
208,1.704891
209,1.633777
210,1.575034
211,1.607494
212,1.694944
213,1.631609
214,1.656258
215,1.697592
216,1.660880
217,1.706775
218,1.759412
219,1.717428
220,1.758680
221,1.688362
222,1.631700
223,1.663061
224,1.728383
225,1.690094
226,1.713582
227,1.755939
228,1.719961
229,1.764824
230,1.747954
231,1.666730
232,1.670943
233,1.759983
234,1.773769
235,1.739913
236,1.677411
237,1.606426
238,1.624495
239,1.691579
240,1.631004
241,1.567412
242,1.595276
243,1.660884
244,1.626174
245,1.646109
246,1.696661
247,1.591010
248,1.563572
249,1.621189
250,1.569850
251,1.604598
252,1.669599
253,1.629360
254,1.656063
255,1.722769
256,1.730067
257,1.603845
258,1.530273
259,1.520501
260,1.473695
261,1.417430
262,1.462226
263,1.540479
264,1.479225
265,1.514857
266,1.499016
267,1.503034
268,1.569391
269,1.640163
270,1.568769
271,1.511166
272,1.548454
273,1.578313
274,1.475477
275,1.462489
276,1.525620
277,1.611307
278,1.580349
279,1.525217
280,1.509851
281,1.429633
282,1.371963
283,1.418451
284,1.390467
285,1.402781
286,1.471783
287,1.455659
288,1.459355
289,1.525810
290,1.520537
291,1.466833
292,1.442549
293,1.402712
294,1.344493
295,1.342851
296,1.397792
297,1.270748
298,1.251749
299,1.314480
300,1.333602
301,1.306227
302,1.366006
303,1.344986
304,1.349808
305,1.371807
306,1.341200
307,1.213389
308,1.176556
309,1.234794
310,1.271658
311,1.226481
312,1.281026
313,1.271598
314,1.165966
315,1.176513
316,1.253694
317,1.179112
318,1.216807
319,1.108890
320,1.055897
321,1.113677
322,1.098406
323,1.084673
324,1.146552
325,1.207318
326,1.136655
327,0.975954
328,0.945285
329,1.060966
330,1.018504
331,0.976168
332,0.927109
333,0.864409
334,0.854779
335,0.889926
336,0.824254
337,0.876424
338,0.926275
339,0.848425
340,0.896043
341,0.888536
342,0.857975
343,0.913550
344,0.965190
345,0.952788
346,0.814172
347,0.830536
348,0.766329
349,0.697021
350,0.701336
351,0.768771
352,0.667486
353,0.702817
354,0.735953
355,0.653817
356,0.703014
357,0.750861
358,0.553436
359,0.577898
360,0.605843
361,0.653112
362,0.577526
363,0.604659
364,0.647921
365,0.696407
366,0.604971
367,0.522915
368,0.403516
369,0.441361
370,0.489550
371,0.533358
372,0.424791
373,0.336356
374,0.520753
375,0.337781
376,0.319243
377,0.362116
378,0.410019
379,0.417056
380,0.349983
381,0.354394
382,0.310380
383,0.389008
384,0.224449
385,0.281806
386,0.309867
387,0.350312
388,0.258310
389,0.285371
390,0.330257
391,0.367549
392,0.310836
393,0.165888
394,0.238762
395,0.237523
396,0.272135
397,0.309023
398,0.303209
399,0.091537
400,0.236223
401,0.198592
402,0.202614
403,0.112285
404,0.126975
405,0.169593
406,0.200039
407,0.186968
408,0.244131
409,0.298161
410,0.062192
411,0.081777
412,0.105164
413,0.152215
414,0.166768
415,0.112587
416,0.205343
417,0.038170
418,0.073413
419,0.027691
420,0.066296
421,0.091508
422,0.106818
423,0.070086
424,0.023648
425,0.187942
426,0.081745
427,0.057553
428,0.072127
429,0.026251
430,0.035532
431,0.066612
432,0.058189
433,0.088494
434,0.054700
435,0.121827
436,0.062351
437,0.014560
438,0.061111
439,0.062437
440,0.070458
441,0.109234
442,0.101410
443,0.053349
444,0.047314
445,0.011733
446,0.069674
447,0.033882
448,0.052824
449,0.074239
450,0.062289
451,0.093673
452,0.088326
453,0.059660
454,0.078529
455,0.038237
456,0.056992
457,0.047819
458,0.023272
459,0.072015
460,0.021033
461,0.037471
462,0.052899
463,0.003460
464,0.086612
465,0.115470
466,0.025597
467,0.064328
468,0.009455
469,0.048660
470,0.043648
471,0.129194
472,0.141160
473,0.036290
474,0.053688
475,0.071112
476,0.057985
477,0.097792
478,0.071399
479,0.058642
480,0.072933
481,0.023411
482,0.160731
483,0.140411
484,0.034703
485,0.089888
486,0.077592
487,0.069738
488,0.055298
489,0.013928
490,0.071419
491,0.103330
492,0.082997
493,0.067315
494,0.016427
495,0.144795
496,0.099117
497,0.072032
498,0.097872
499,0.011102
500,0.093460
501,0.064077
502,0.041854
503,0.054532
504,0.081624
505,0.078114
506,0.019495
507,0.070430
508,0.059883
509,0.138709
510,0.110075
511,0.157014
512,0.136706
513,0.076742
514,0.033389
515,0.102851
516,0.041967
517,0.073745
518,0.064193
519,0.050512
520,0.074447
521,0.033316
522,0.076615
523,0.022632
524,0.086821
525,0.019349
526,0.083164
527,0.023346
528,0.093743
529,0.033362
530,0.074452
531,0.048867
532,0.050740
533,0.069845
534,0.022469
535,0.096284
536,0.011200
537,0.081352
538,0.048744
539,0.060555
540,0.058472
541,0.066590
542,0.024314
543,0.074625
544,0.050288
545,0.043541
546,0.057164
547,0.067995
548,0.036474
549,0.047319
550,0.077315
551,0.053136
552,0.036393
553,0.052025
554,0.081299
555,0.053397
556,0.034418
557,0.050012
558,0.070211
559,0.067187
560,0.034660
561,0.048297
562,0.045307
563,0.085600
564,0.053508
565,0.063429
566,0.010823
567,0.072064
568,0.052441
569,0.099524
570,0.048091
571,0.065598
572,0.019338
573,0.050192
574,0.045340
575,0.060548
576,0.080783
577,0.067367
578,0.081237
579,0.038297
580,0.069084
581,0.025927
582,0.042978
583,0.042384
584,0.019189
585,0.068332
586,0.015835
587,0.052857
588,0.040597
589,0.024615
590,0.070617
591,0.015782
592,0.041135
593,0.051061
594,0.015320
595,0.060938
596,0.055029
597,0.054201
598,0.092442
599,0.068862
600,0.041044
601,0.061972
602,0.040851
603,0.031698
604,0.076295
605,0.079452
606,0.030008
607,0.153754
608,0.085239
609,0.083617
610,0.113270
611,0.106571
612,0.084953
613,0.097747
614,0.136420
615,0.118159
616,0.116747
617,0.143684
618,0.168515
619,0.095360
620,0.155130
621,0.098329
622,0.129308
623,0.180693
624,0.174564
625,0.200245
626,0.244498
