sample_index,distance_mm
0,27.191041
1,26.810330
2,26.453046
3,26.128992
4,25.835932
5,25.542790
6,25.248085
7,24.978697
8,24.732661
9,24.496919
10,24.247229
11,23.996300
12,23.737851
13,23.495578
14,23.268080
15,23.054029
16,22.852179
17,22.625137
18,22.407173
19,22.166316
20,21.931292
21,21.704718
22,21.466245
23,21.228416
24,20.996406
25,20.750243
26,20.510214
27,20.275944
28,20.047122
29,19.823497
30,19.604876
31,19.382729
32,19.120738
33,18.863730
34,18.611706
35,18.358156
36,18.103673
37,17.854451
38,17.610674
39,17.372571
40,17.140419
41,16.908709
42,16.660163
43,16.417649
44,16.181079
45,15.950372
46,15.725453
47,15.506255
48,15.292717
49,15.084789
50,14.881222
51,14.675775
52,14.468462
53,14.259308
54,14.048338
55,13.835586
56,13.621090
57,13.400052
58,13.157431
59,12.919169
60,12.685321
61,12.455956
62,12.231157
63,12.003798
64,11.774961
65,11.544728
66,11.313188
67,11.080436
68,10.845595
69,10.608576
70,10.375115
71,10.146417
72,9.922736
73,9.704354
74,9.491583
75,9.284768
76,9.084287
77,8.886515
78,8.677176
79,8.452749
80,8.224367
81,8.002371
82,7.787332
83,7.579874
84,7.365234
85,7.148010
86,6.911887
87,6.672691
88,6.441246
89,6.218460
90,6.005342
91,5.803005
92,5.612666
93,5.385681
94,5.164028
95,4.954671
96,4.759290
97,4.539297
98,4.307697
99,4.090342
100,3.889683
101,3.708498
102,3.528033
103,3.309175
104,3.111456
105,2.939219
106,2.797251
107,2.619540
108,2.423156
109,2.222153
110,2.036959
111,1.825273
112,1.632447
113,1.493096
114,1.324089
115,1.126262
116,0.934891
117,0.827783
118,0.651301
119,0.425100
120,0.323535
121,0.224034
122,0.068165
123,0.074992
124,0.031412
125,0.073198
126,0.073513
127,0.108812
128,0.198079
129,0.358658
130,0.459652
131,0.613388
132,0.662040
133,0.833927
134,0.947821
135,1.091848
136,1.133906
137,1.233848
138,1.345724
139,1.493629
140,1.533051
141,1.581777
142,1.639443
143,1.679487
144,1.657594
145,1.705132
146,1.803708
147,1.892954
148,1.900084
149,1.967306
150,2.024983
151,2.050995
152,2.132032
153,2.243688
154,2.206913
155,2.209175
156,2.219926
157,2.191119
158,2.215163
159,2.290402
160,2.412055
161,2.365792
162,2.367756
163,2.382110
164,2.375759
165,2.393043
166,2.340256
167,2.333515
168,2.376351
169,2.432791
170,2.371274
171,2.347985
172,2.374135
173,2.325147
174,2.301270
175,2.327848
176,2.277325
177,2.252890
178,2.280007
179,2.226651
180,2.160984
181,2.096138
182,2.064841
183,2.089771
184,2.044416
185,2.012479
186,2.038233
187,2.016204
188,2.032530
189,2.003735
190,1.937183
191,1.871635
192,1.804058
193,1.763093
194,1.787860
195,1.765571
196,1.779695
197,1.759101
198,1.708260
199,1.723348
200,1.701510
201,1.635790
202,1.571482
203,1.570198
204,1.577068
205,1.512422
206,1.511767
207,1.517747
208,1.448070
209,1.379866
210,1.313195
211,1.306513
212,1.320051
213,1.253044
214,1.246997
215,1.260014
216,1.192689
217,1.187377
218,1.199893
219,1.132266
220,1.064777
221,0.994907
222,0.980958
223,1.005332
224,0.935052
225,0.921622
226,0.945786
227,0.875547
228,0.807026
229,0.741281
230,0.671807
231,0.671878
232,0.681719
233,0.658315
234,0.688928
235,0.622768
236,0.560778
237,0.504474
238,0.564563
239,0.502697
240,0.447222
241,0.507243
242,0.445517
243,0.373302
244,0.435238
245,0.389359
246,0.318887
247,0.392617
248,0.334231
249,0.266003
250,0.196680
251,0.140003
252,0.214943
253,0.143523
254,0.088952
255,0.056920
256,0.054621
257,0.044337
258,0.074385
259,0.043002
260,0.038936
261,0.088122
262,0.026319
263,0.071935
264,0.068406
265,0.068898
266,0.023899
267,0.077325
268,0.049954
269,0.032783
270,0.073324
271,0.046766
272,0.064033
273,0.048397
274,0.082530
275,0.015528
276,0.064992
277,0.064594
278,0.035530
279,0.058499
280,0.065761
281,0.084304
282,0.149936
283,0.222731
284,0.133228
285,0.196993
286,0.137982
287,0.182177
288,0.244808
289,0.183272
290,0.231141
291,0.293018
292,0.230079
293,0.280120
294,0.341464
295,0.277650
296,0.329121
297,0.390071
298,0.325666
299,0.378152
300,0.438802
301,0.504684
302,0.571046
303,0.512844
304,0.563465
305,0.620158
306,0.561175
307,0.612491
308,0.669176
309,0.730398
310,0.703648
311,0.717171
312,0.779479
313,0.843494
314,0.850434
315,0.828658
316,0.892396
317,0.897294
318,0.877942
319,0.941435
320,0.944503
321,0.927336
322,0.990613
323,0.992036
324,0.976848
325,1.039933
326,1.039870
327,1.026473
328,1.047293
329,1.015808
330,1.076157
331,1.094660
332,1.065583
333,1.143199
334,1.142194
335,1.115296
336,1.190543
337,1.237737
338,1.289963
339,1.243898
340,1.286974
341,1.336755
342,1.293107
343,1.335986
344,1.288435
345,1.319846
346,1.384704
347,1.336964
348,1.367921
349,1.433060
350,1.385108
351,1.415621
352,1.480983
353,1.432795
354,1.462875
355,1.528302
356,1.479956
357,1.509613
358,1.572965
359,1.526521
360,1.555762
361,1.621478
362,1.683186
363,1.657045
364,1.666990
365,1.653548
366,1.652115
367,1.711720
368,1.743542
369,1.650900
370,1.626342
371,1.601715
372,1.595182
373,1.660626
374,1.713544
375,1.733651
376,1.710724
377,1.732120
378,1.697966
379,1.731984
380,1.770428
381,1.737114
382,1.770449
383,1.807256
384,1.774651
385,1.804083
386,1.760525
387,1.782657
388,1.747264
389,1.758635
390,1.702915
391,1.639683
392,1.646469
393,1.712451
394,1.761680
395,1.753062
396,1.742171
397,1.790544
398,1.780528
399,1.769536
400,1.766290
401,1.744103
402,1.788145
403,1.841024
404,1.739944
405,1.694624
406,1.717417
407,1.759040
408,1.713775
409,1.735830
410,1.775169
411,1.729728
412,1.750938
413,1.787938
414,1.742073
415,1.762327
416,1.710671
417,1.719744
418,1.721559
419,1.690197
420,1.647649
421,1.632747
422,1.676543
423,1.646521
424,1.630300
425,1.672607
426,1.640220
427,1.622447
428,1.601535
429,1.570474
430,1.608772
431,1.585779
432,1.552626
433,1.588862
434,1.523103
435,1.500115
436,1.437060
437,1.452532
438,1.469930
439,1.403389
440,1.416541
441,1.432905
442,1.362287
443,1.372939
444,1.293336
445,1.290829
446,1.321314
447,1.239192
448,1.234095
449,1.261243
450,1.176626
451,1.168705
452,1.192276
453,1.167048
454,1.017414
455,0.969092
456,0.988935
457,0.936222
458,0.880948
459,0.855370
460,0.770851
461,0.829172
462,0.890145
463,0.809686
464,0.818350
465,0.787272
466,0.693016
467,0.698090
468,0.566758
469,0.564872
470,0.566232
471,0.431853
472,0.424820
473,0.422379
474,0.286292
475,0.272499
476,0.266295
477,0.135794
478,0.198990
479,0.099403
480,0.108652
481,0.074045
482,0.065789
483,0.075506
484,0.027530
485,0.037099
486,0.060468
487,0.038673
488,0.073751
489,0.079759
490,0.031366
491,0.043799
492,0.059143
493,0.059916
494,0.242501
495,0.277709
496,0.309582
497,0.483756
498,0.390384
499,0.428249
500,0.578422
501,0.661831
502,0.705469
503,0.823374
504,0.947534
505,0.996081
506,1.052714
507,1.101987
508,1.162657
509,1.224106
510,1.369194
511,1.477094
512,1.541438
513,1.671306
514,1.664663
515,1.724727
516,1.787607
517,1.870198
518,2.009347
519,2.136417
520,2.207292
521,2.279136
522,2.355169
523,2.438443
524,2.566027
525,2.726702
526,2.806244
527,2.885863
528,2.967041
529,3.050045
530,3.134100
531,3.221219
532,3.315566
533,3.392954
534,3.481123
535,3.570569
536,3.661555
537,3.753762
538,3.846178
539,3.940038
540,4.035286
541,4.131268
542,4.227836
543,4.325705
544,4.424825
545,4.536761
546,4.624706
547,4.726199
548,4.828816
549,4.931715
550,4.996377
551,5.043558
552,5.114078
553,5.206977
554,5.313684
555,5.430468
556,5.542110
557,5.638653
558,5.748013
559,5.859453
560,5.969179
561,6.030679
562,6.092774
563,6.173867
564,6.273205
565,6.386159
566,6.439756
567,6.508926
568,6.595676
569,6.699325
570,6.815329
571,6.930534
572,6.994399
573,7.065602
574,7.151024
575,7.206606
576,7.278473
577,7.366160
578,7.423452
579,7.496082
580,7.584108
581,7.687013
582,7.804220
583,7.875668
584,7.954424
585,8.035616
586,8.075623
587,8.130569
588,8.200166
589,8.284055
590,8.368940
591,8.439845
592,8.522851
593,8.586858
594,8.664703
595,8.756029
596,8.860431
597,8.961401
598,9.026879
599,9.074658
600,9.133203
601,9.204972
602,9.289671
603,9.341165
604,9.381784
605,9.435566
606,9.502303
607,9.581737
608,9.673570
609,9.777466
610,9.864718
611,9.925293
612,9.954365
613,9.996108
614,10.050381
615,10.116999
616,10.195736
617,10.286329
618,10.388484
619,10.501878
620,10.596593
621,10.666204
622,10.739821
623,10.810530
624,10.875664
625,10.932484
626,11.000876
627,11.080641
628,11.156162
629,11.224284
630,11.288028
631,11.363011
632,11.449029
633,11.542048
634,11.601746
635,11.637338
636,11.683157
637,11.740169
638,11.808229
639,11.887166
640,11.976783
641,12.076859
642,12.187156
643,12.300768
644,12.395445
645,12.477719
646,12.552970
647,12.625757
648,12.708904
649,12.784051
650,12.863583
651,12.953310
652,13.040858
653,13.115431
654,13.200207
655,13.295025
656,13.378547
657,13.470380
658,13.572086
659,13.667052
660,13.754881
661,13.852581
662,13.959943
663,14.036598
664,14.123220
665,14.219661
666,14.308704
667,14.388185
668,14.477545
669,14.576636
670,14.685294
671,14.803342
672,14.930589
673,15.066833
674,15.211867
675,15.333411
676,15.431448
677,15.538924
678,15.655681
679,15.781551
680,15.890780
681,15.996145
682,16.110796
683,16.234576
684,16.367319
685,16.508849
686,16.658983
687,16.795409
688,16.908236
689,17.027742
690,17.156265
691,17.293631
692,17.439658
693,17.579597
694,17.709471
695,17.842250
696,17.977950
697,18.116589
698,18.258182
699,18.402746
700,18.550298
701,18.701737
702,18.858219
703,18.990234
704,19.130856
705,19.279921
706,19.413044
707,19.551119
708,19.697676
709,19.852551
710,20.015575
711,20.172436
712,20.309854
713,20.443455
714,20.576927
715,20.716301
716,20.858393
717,21.003602
718,21.157209
719,21.292414
720,21.408267
721,21.531247
722,21.639748
723,21.754190
724,21.850859
725,21.956822
726,22.065220
727,22.145625
728,22.215109
729,22.278558
730,22.351789
731,22.434720
732,22.489834
733,22.530644
734,22.581298
735,22.596644
736,22.595530
737,22.560575
738,22.447047
739,22.247562
740,22.047087
741,21.802871
742,21.564760
743,21.333009
744,21.107875
745,20.842976
746,20.564666
747,20.291413
748,20.023481
749,19.761140
750,19.504672
751,19.243818
752,18.984576
753,18.731512
754,18.441539
755,18.152199
756,17.867921
757,17.580382
758,17.292240
759,17.009414
760,16.732229
761,16.439069
762,16.150404
763,15.867309
764,15.590143
765,15.295591
766,14.992483
767,14.694449
768,14.401860
769,14.101085
770,13.797507
771,13.499290
772,13.206872
773,12.920718
774,12.641321
775,12.369203
776,12.057804
777,11.745269
778,11.438199
779,11.137099
780,10.842516
781,10.555042
782,10.275310
783,10.004005
784,9.741858
785,9.489649
786,9.248208
787,9.018408
788,8.775577
789,8.530246
790,8.258520
791,7.983098
792,7.705436
793,7.437990
794,7.161072
795,6.882233
796,6.614182
797,6.358243
798,6.115885
799,5.883262
800,5.602919
801,5.334515
802,5.079867
803,4.841057
804,4.620449
805,4.400000
806,4.193686
807,4.011309
808,3.821020
809,3.590482
810,3.383689
811,3.205086
812,3.011316
813,2.797724
814,2.615598
815,2.471630
816,2.372522
817,2.151835
818,1.921795
819,1.731423
820,1.594818
821,1.500234
822,1.282733
823,1.128160
824,1.065675
825,0.903150
826,0.688143
827,0.477008
828,0.378692
829,0.321933
830,0.166827
831,0.076974
832,0.068354
833,0.034976
834,0.050437
835,0.088108
836,0.126905
837,0.222135
838,0.343647
839,0.520947
840,0.695859
841,0.842155
842,0.862295
843,0.926510
844,0.976445
845,1.102051
846,1.188166
847,1.282374
848,1.449934
849,1.493683
850,1.602855
851,1.681781
852,1.769466
853,1.908818
854,2.043341
855,2.043835
856,2.097739
857,2.201078
858,2.257036
859,2.343939
860,2.472636
861,2.539141
862,2.615485
863,2.730073
864,2.813242
865,2.826414
866,2.877686
867,2.963007
868,3.003176
869,3.078418
870,3.186264
871,3.237904
872,3.304983
873,3.402876
874,3.459894
875,3.519706
876,3.608807
877,3.669567
878,3.722853
879,3.804122
880,3.867362
881,3.914751
882,3.989003
883,4.053735
884,4.095776
885,4.163714
886,4.256358
887,4.291438
888,4.342564
889,4.417999
890,4.452497
891,4.498843
892,4.568877
893,4.603814
894,4.645781
