x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,Shape,Size,PairID,deleted_points
48.62477766,4.697883393,59.49945397,13.43463415,65.84317477,24.46496655,67.52942651,37.23860038,66.48637406,50.59721114,65.29144218,63.52420638,64.78274411,75.95568502,67.21213212,88.30850522,69.6906861,100.8797574,71.50450551,113.4773504,74.03869147,126.0357815,75.7992628,138.6098342,75.91312289,151.216066,74.57718448,163.8103214,72.08227743,176.3425342,68.52863106,188.6946334,63.62951075,200.6104161,56.5191079,211.1865357,44.99245898,217.9493116,30.36024626,220,17.64762955,215.5942584,9.597248362,205.4808202,5.070671292,193.5899737,2.768093234,182.4992187,0,170.676859,0.452953317,158.1893739,2.585606134,145.5279329,5.540740325,133.113536,9.777542043,121.0050943,15.18724062,109.0903499,19.1268515,97.05450497,18.27256529,84.76391859,13.6276606,72.49122173,9.259866284,60.33965178,5.922821292,48.04517957,4.198107969,35.55904269,5.784128173,22.70372727,11.99909119,10.89778082,22.09615805,2.208852549,35.18800741,0,A_wide_forefoot,220,pair_012,
45.40143373,4.90996396,56.0230134,13.7472611,62.16055508,24.71792624,64.38779006,37.25003699,64.38903531,50.45906715,64.01718781,63.45174658,64.06805779,75.78982645,67.20360664,87.95886599,70.2986055,100.4316399,71.96948441,113.010727,74.026698,125.5878242,75.17597475,138.1835674,74.6810486,150.7832057,72.67398319,163.3034079,69.34990044,175.6539006,64.84630512,187.7251808,59.18372536,199.368685,52.00765875,210.069204,41.16447158,217.6249105,26.35011551,220,13.18353571,216.148212,4.245260694,206.1962897,0.582080898,194.5383312,2.007441644,183.7754397,0,171.3822158,0.154181451,158.6726069,1.491540632,146.0673962,3.551647173,133.6218031,6.698761547,121.2830456,10.95101651,108.977528,14.13642165,96.68863123,13.14828415,84.48120668,8.438917956,72.35531618,4.02026243,60.11040207,1.240330678,47.72085194,0.067882049,35.27155507,2.077450046,22.622236,8.127111054,10.82131364,18.39796874,2.069120963,31.79636002,0,A_wide_forefoot,220,pair_013,
52.99522882,5.527973158,60.74326431,16.74957461,66.81381407,28.89746675,73.9614646,39.28386164,76.11108269,52.94019855,72.89378403,65.47817581,70.10609331,78.19008903,71.04154684,90.92036859,72.62978749,103.7802546,74.38758252,116.4273915,76.64735567,128.5156882,77.90915982,141.1751888,77.59370438,154.2883901,76.23073874,167.1888231,74.08427668,179.9646215,71.11449133,192.5691581,66.6647698,204.681942,59.23556976,214.8017832,46.59336951,219.6130195,32.69659333,220,21.0833143,214.5383302,14.56452371,204.1819075,9.482747553,191.9433499,3.17921104,180.3239794,0,169.1274363,1.020034983,157.023201,4.060671227,144.5839199,7.810666136,132.444627,12.84259584,120.7357968,18.59313887,109.2877433,21.86835078,97.58456518,19.87372417,85.34527288,15.48283495,73.01702393,12.50200928,60.99283585,9.804399123,48.05417273,7.791456299,34.59175728,8.799504448,21.2429902,14.96202892,9.533876272,26.93616785,1.74982353,41.03694453,0,A_wide_forefoot,220,pair_014,
53.80279084,4.892450901,63.89529327,14.00657954,70.53657329,25.08738438,74.56074536,37.35297341,76.38140017,50.31697264,75.87700123,63.09767033,75.79635997,75.20936687,78.33152249,87.42196943,81.08580575,99.92345124,82.17141535,112.6909775,83.38177957,126.1044515,83.40354639,139.4032794,82.09034111,152.3333711,80.53522448,165.2633435,78.0832162,177.9227108,75.5581479,190.5983827,71.50659001,202.7112485,64.22860658,213.097787,52.50913255,219.3188538,37.29188037,220,24.3762244,215.6666858,17.5308326,204.5517374,12.38011429,193.1307291,6.427970477,185.1991204,0,175.1326187,1.53593228,162.5923687,5.49109388,149.657989,8.214058906,137.215942,10.55840476,124.8403093,14.62011225,112.4031831,16.79716344,98.89283607,18.1062573,86.45242676,14.6100143,74.2088701,10.50665796,61.52117501,9.244521258,48.66542018,9.264463938,35.88377536,11.15515809,23.14616589,16.617466,11.27376957,27.23458464,2.409616282,40.90713885,0,A_wide_forefoot,220,pair_015,
49.06910134,5.31444559,57.91577543,16.74315339,64.32764834,28.82139573,69.92659764,38.34968109,70.79465892,51.3535368,68.53424648,64.28537595,66.85941094,77.4441208,68.66551053,90.43628676,70.50844966,103.2901238,72.47980968,115.9116901,75.35847641,128.1320123,77.04360172,140.8631599,76.74362428,153.9147307,75.16411287,166.6838691,72.77472702,179.3363191,69.65962616,191.8773974,65.12037859,203.9864414,57.69381456,214.2202726,45.20312709,219.3568676,31.1563049,220,19.58239125,214.7183493,11.72710711,204.6372412,7.010341379,193.7175499,4.77489185,184.2186191,0,173.3711015,0.252974221,161.2813655,2.771737418,148.7171695,5.741315075,136.4804536,9.975360155,124.6873815,15.68944041,113.1838471,20.10811719,101.2593254,19.59902521,88.0143023,15.0734077,75.11235568,11.71572755,62.79512835,8.693271959,49.74308226,5.971450587,36.11400413,6.958927418,22.81019522,13.01485469,10.98279627,23.7195842,2.448144714,36.88273752,0,A_wide_forefoot,220,pair_016,
52.57431426,5.646170778,62.02818071,15.1804285,67.98953486,26.38568368,71.99830806,38.28885378,73.67124843,50.6394999,72.80631901,63.33694858,72.35356451,75.80216927,74.62860379,88.07665966,77.38991074,100.5444693,78.73040308,113.1254885,79.74614815,125.7248524,80.04357223,138.3374025,79.29641154,150.9546701,77.60338414,163.5400981,75.11651481,176.0518653,71.7608471,188.3677088,67.00060008,200.2019729,59.87418042,210.784919,48.46361826,217.9026221,33.38691784,220,20.13056879,215.9538298,13.24823103,205.436622,8.352636894,192.8108168,2.258660608,181.4102159,0,169.7855558,1.366491984,157.2670707,4.189540462,144.7217092,7.354917519,132.4603674,11.00571591,120.2694449,14.95286773,107.9696552,17.50736069,95.62730613,16.564713,83.40045702,12.68174381,71.217457,8.588335908,58.88969728,6.504018003,46.36406081,6.587853261,33.70136544,8.633015029,21.20623459,14.27000171,9.938855858,25.49572323,1.56838751,39.58176617,0,A_wide_forefoot,220,pair_017,
51.12728775,4.85961503,61.50767607,13.89044002,68.18948298,25.11803788,71.43346283,37.66267436,71.81420895,50.69794666,70.68973782,63.65127546,70.43757305,76.40160498,72.85400968,89.06683002,75.08762547,101.7361786,76.68212988,114.5294433,78.54275434,127.5004609,79.43800052,140.4205457,78.77843364,153.1724645,77.01186185,165.854678,74.67017333,178.5856105,71.79926087,191.2852826,67.45833872,203.4707284,60.13329128,213.7939089,48.02249647,219.3724649,33.51310421,220,21.35221342,214.9708519,13.98919478,204.2524173,9.117297601,192.7739928,5.194400156,183.4315895,0,172.6150672,0.875318159,160.1262943,4.094175801,147.1943053,7.207116804,134.6637833,10.92521885,122.4278277,15.89055233,110.2414474,20.28534921,97.8854693,20.42833932,85.38518939,16.20447111,72.91073462,12.34617825,60.43967969,9.64923174,47.87415042,7.82028798,35.13487592,9.392844866,22.05453593,15.33383263,9.999357848,25.44068164,1.777635439,38.33523096,0,A_wide_forefoot,220,pair_019,
51.23136606,5.247262984,61.32100798,14.48733512,67.65099109,25.78530183,70.69360315,38.17121878,70.67317882,50.87621837,68.6116927,63.53940472,67.14299793,76.1590893,68.80459737,88.7151436,70.83865777,101.3520473,72.6243703,114.0184142,75.02704965,126.6662756,76.74599189,139.3302492,76.96612987,152.0258537,75.87866129,164.7341024,73.77968501,177.4311395,70.70858782,189.9920897,66.18357346,202.0868907,58.9922206,212.5181136,46.89925338,218.504233,32.4867346,220,20.20029535,215.0545989,13.08393141,204.6838521,8.096359766,192.3422376,2.888166636,180.6478263,0,169.0619651,0.866520724,156.6652513,3.629553758,143.9775223,7.254950718,131.5929267,12.19516923,119.612652,18.09394782,107.8981235,22.00022609,95.97591152,20.82854114,83.58832894,16.39646701,71.13645172,12.51104294,58.92776797,9.166908608,46.59547131,7.281860658,33.93629169,8.925985827,21.01543699,14.92815589,9.332415703,25.31499504,1.360381813,38.40174134,0,A_wide_forefoot,220,pair_020,
44.81840836,4.108026958,55.97366108,13.26439214,62.42112764,25.88046625,64.64160034,41.09633353,64.35311055,57.40947511,63.5096459,73.44528221,62.80443123,88.75198371,66.15124241,103.2868142,69.45347137,118.2037781,71.78001244,133.3103101,75.25332364,148.1390694,77.77266331,163.1570632,78.12629386,178.5764927,76.48987897,194.2276916,72.57379895,209.7573643,67.11251728,225.0847442,60.67808869,240.0874431,53.43254854,254.2625629,42.63024508,265.0072425,28.1633575,270,15.12051949,266.7633331,4.465868228,256.7154681,1.587019969,243.266055,8.491218592,228.1719255,7.501143995,211.7208846,6.433462477,196.1199642,6.19565942,180.7167323,7.568135006,165.0634937,11.06348275,149.3843264,16.25560299,133.8663837,19.59351531,118.6805466,17.3110057,104.05202,11.46853732,89.90156849,6.971649857,75.63234347,2.988097151,61.28440996,0,46.62105766,1.486602789,30.54097475,7.91496166,14.8708089,17.8648804,3.494272089,30.86365257,0,A_wide_forefoot,270,pair_001,
45.12396062,4.441656572,53.67602975,16.74012134,60.36627278,30.43639945,67.62995025,41.61933509,69.49155131,57.63208818,65.94453211,73.35264921,62.73165465,89.16659065,64.01803961,104.509712,65.9136726,119.8647383,68.46273836,135.0859999,72.17166097,149.7445212,74.87024883,165.2907553,75.56512826,181.5634327,74.74804763,197.6368936,72.52486049,213.5133517,69.12759743,229.233013,64.3569807,244.6885744,56.95534389,258.4415925,44.01630955,266.7050346,30.2449583,270,18.55146556,265.4530253,10.28850415,254.9143945,5.364870361,241.8225041,3.249815442,228.0389195,0.398562723,214.2547525,0,199.7619809,1.417499489,184.5604866,4.418340624,169.3387063,9.688264629,154.4779822,16.30595987,140.1164524,19.69834851,125.9958505,16.76033786,110.6093397,11.4291023,95.41260618,8.305405308,81.06582971,4.395231447,65.40033903,0.53002204,48.89680244,0.757713435,32.27506392,6.999744762,16.88628317,18.76733056,4.992498535,32.72347531,0,A_wide_forefoot,270,pair_002,
44.38261092,3.976425606,55.58477079,13.07464104,62.17215142,25.69205187,64.38064945,40.97234505,63.86036163,57.33797989,62.71877474,73.38798667,61.8749161,88.8015602,64.92204805,103.5037827,67.94377644,118.5113391,70.28744634,133.6451686,73.81151619,148.5139647,76.42263102,163.5584713,76.91797483,178.9863923,75.39913607,194.6251314,72.0673389,210.2684645,67.20338751,225.7325272,61.24965314,240.8788843,54.01644709,254.990957,42.81182033,265.2874828,28.36285658,270,15.51762233,266.4487025,5.424763996,256.1330542,2.019678603,242.6755248,6.612020929,228.0735079,4.948219293,212.2878608,4.142343624,196.7672255,4.479235418,181.1871242,6.305538501,165.4617756,10.18671313,149.8164461,15.74872137,134.3721562,19.42590056,119.181113,17.37513499,104.4378553,11.66211415,90.18683925,7.215123821,75.93062737,3.12116298,61.60226204,0,46.89036796,1.419449333,30.73957958,7.785765833,15.01380826,17.66113019,3.622172072,30.56484838,0,A_wide_forefoot,270,pair_003,
54.35100602,4.362366216,64.81523878,14.16446133,71.49319658,26.93230953,74.7775091,41.56957403,75.08696472,57.11800782,73.66675604,72.854131,73.09227167,88.31292725,74.94436425,103.3044543,77.31191946,118.3587073,79.14544035,133.5402798,81.0740472,148.6832691,82.42141034,163.9268173,82.69030163,179.3777625,82.09682362,195.0369059,80.94962963,210.890189,79.11873262,226.7923263,75.58360349,242.331428,68.65405933,256.1841963,56.32069431,265.586612,41.09401439,270,27.9503046,266.2667179,21.79030928,254.0831164,15.32105528,239.242498,4.600478387,226.6989388,0,213.8492278,1.497106888,198.660548,5.62437938,182.794306,9.268267008,167.1271664,13.97754505,151.8586409,19.11591996,136.5843052,22.53874974,121.2832514,21.73163403,106.288436,17.5898861,91.79020006,13.04060474,77.50021377,9.932054965,62.71831666,9.10722355,47.27149748,10.83665848,31.58521655,16.27104412,16.76177057,27.03652047,4.608614457,41.01148189,0,A_wide_forefoot,270,pair_004,
45.20131471,4.668770999,55.82296393,14.34472741,62.09998674,27.16756046,64.85239057,41.94021566,64.79666707,57.60096802,63.02549244,73.43186196,61.30294701,88.92816191,63.75371015,103.6594712,66.66981221,118.6396987,69.02188498,133.6762841,72.52530621,148.3249961,75.31781598,163.1588176,76.18509699,178.47785,75.08784764,194.0778488,71.88197938,209.6451247,66.95488085,225.0123559,60.92921373,240.0783539,53.76716944,254.2068019,42.56201831,264.7585294,28.13065104,270,15.12918192,266.5328015,5.540128333,256.2152162,1.909964184,241.8816529,4.527469594,225.7272432,4.439493381,209.1813964,3.870365027,193.7033779,4.126655737,178.3661583,6.391036218,162.7362473,10.99698292,147.1623307,16.88759771,131.9440735,19.94131407,117.1292159,16.98645395,102.6424922,11.32768442,88.39714525,6.989875324,74.25733366,2.771992746,60.05712201,0,45.27439054,1.478103756,29.29421943,7.820353641,14.07854967,18.22286742,3.031909006,31.49855907,0,A_wide_forefoot,270,pair_005,
44.32576139,4.240723765,55.25598517,13.62286363,61.81041257,26.39413049,64.16042872,41.50862041,63.34716093,57.53530485,61.18208356,73.43141193,59.37260352,89.04874538,61.44350287,104.0176167,63.9118122,119.1459441,66.32842163,134.2246676,70.05541944,148.9192983,73.11317647,163.780701,74.24938867,179.1076468,73.50060099,194.7363754,71.02727823,210.4566344,67.02159724,226.0675415,61.740118,241.3872519,54.60320073,255.4157573,42.79397593,265.2164388,28.41366872,270,15.7693583,266.0099461,6.906227908,255.3603798,2.515010711,241.1436808,2.0417813,225.7817939,0.679551477,210.3349252,0.411498381,195.0146761,1.516355364,179.4018038,4.426784968,163.6650683,9.606629415,148.1693935,16.16530564,133.0943861,19.94999722,118.2638058,17.49165594,103.5668334,11.969179,89.17473502,7.637105088,75.08372673,3.142289929,60.94525138,0,46.14188508,1.383506413,30.02719621,7.658299024,14.60366136,17.74785282,3.419697697,30.75139561,0,A_wide_forefoot,270,pair_006,
44.17054136,4.257318153,54.87784523,13.7555444,61.59913569,26.49107222,64.87673693,41.25063374,65.22262445,56.97544496,63.77712811,72.90947526,62.78274695,88.53472334,65.34347443,103.4961135,68.03532346,118.5809832,70.22124289,133.8054487,73.20112788,148.915992,75.31890473,164.1740358,75.61764636,179.7108737,74.29231905,195.4321947,71.63757303,211.2216434,67.80929324,226.9206616,62.68163835,242.2849503,55.4334965,256.2782747,43.60961714,265.878925,29.04455029,270,16.37224317,266.0834641,7.587816201,255.0338487,3.223384539,241.3259144,2.884050357,227.8085452,0.062397378,213.2967065,0.002914326,197.8296681,1.561223567,181.9422669,4.134392735,166.1537638,8.28481733,150.5517951,13.78735781,135.0932239,17.50831781,119.772275,15.87931327,104.8417498,10.66748792,90.41011805,6.451470085,76.02692694,2.711882333,61.4995804,0,46.49512234,1.31383358,30.29103705,7.439285207,14.74545617,17.67821448,3.508101732,30.78286296,0,A_wide_forefoot,270,pair_007,
49.52155636,3.304154306,60.75335907,11.58335243,66.93276693,23.94122923,68.47742773,40.93580187,65.73871559,58.79801768,63.47478123,74.68313696,62.77090868,89.77920072,64.83039939,104.5498923,67.08244157,119.6665112,69.31363838,134.64753,72.9064215,149.1789379,75.97319635,163.8330242,77.32096856,178.9314598,77.07451153,194.3659819,75.48930255,209.9882421,72.65119884,225.6031753,68.30168783,240.9208005,61.43234948,254.8183524,49.55258515,264.7056157,34.6386603,270,21.57546961,266.2779035,13.7527137,255.1734316,8.19452311,240.7869887,2.45431126,226.447512,0,212.385035,0.420513763,197.3709295,2.704662648,181.7541809,6.407313776,166.2487649,11.93116886,151.0949759,18.68919557,136.2715578,23.19840063,121.4739887,21.13321733,106.4348192,15.62424683,91.96453033,11.29883452,78.35353917,6.499438386,64.11445728,3.276836977,48.98697227,4.385834905,33.09066587,10.5412695,17.80682162,21.00925389,5.312451307,34.8544097,0,A_wide_forefoot,270,pair_008,
43.75809673,3.883434726,54.89036194,12.96212086,61.6834345,25.56549227,64.43377918,40.69726696,64.39831908,56.93119799,63.3584106,73.03991648,62.71192601,88.58967954,65.87928656,103.4226615,68.84034648,118.4850924,71.1412042,133.7284437,74.5023863,148.8472787,76.83279091,164.1316052,77.00868261,179.7016274,75.26046878,195.4311809,71.91569448,211.1744611,67.25693182,226.7722928,61.47544697,242.0383369,54.12969789,256.1070436,42.675396,265.9448753,28.27409933,270,15.67588646,266.1783587,5.617975567,255.6611134,2.191984572,242.6680001,6.984726337,229.2266629,4.215693874,214.103297,3.449767174,198.5209734,4.102097663,182.6787875,5.856556133,166.82464,9.422806429,151.0911817,14.80477899,135.4752116,18.76432987,120.0234531,17.1616431,105.07897,11.52293209,90.7361829,7.258666582,76.3122883,3.357273155,61.84267235,0,47.06997194,1.239735422,30.70513369,7.606610225,14.7311267,17.43042681,3.513396362,30.15979583,0,A_wide_forefoot,270,pair_009,
