x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,Shape,Size,PairID,deleted_points
45.9023478,4.924055201,56.69394844,13.6518669,62.82242418,24.67221853,64.77153235,37.33763568,64.24657082,50.61570413,63.18207875,63.60496037,62.26384778,76.01488445,65.32642977,88.2515088,68.339662,100.7949089,70.39429861,113.3830646,73.57643263,125.8737691,75.82124922,138.4114034,75.93858331,151.0325965,74.10303489,163.6187011,70.03614264,175.8488198,64.45858349,187.7397968,57.93255782,199.256218,50.62426611,210.0060032,39.88275048,217.556044,25.63687957,220,12.90826245,215.8896604,2.620293342,206.490835,0,195.1925685,6.987568538,183.6544696,6.262103106,170.1198399,5.447984372,157.2701158,5.44387371,144.6751881,7.020898727,132.0576839,10.67786459,119.6581864,15.9945856,107.5813976,19.48999922,95.56669215,17.47139409,83.37352171,11.95836741,71.16936681,7.765230077,59.01989316,4.076122412,46.8640305,1.366844412,34.56295257,3.06200937,21.61002589,9.592005473,9.548306788,19.50791629,1.386677635,32.29336578,0,A_wide_forefoot,220,pair_001,
47.38664177,5.293225676,55.48410677,16.48015629,61.74571254,28.55724482,68.61006603,38.66048175,70.13381935,51.97818687,66.40236187,64.32966364,62.99421916,76.80230577,63.97051062,89.4961567,65.53914582,102.2817032,67.74570848,115.0460171,71.09043315,127.5071772,73.43660013,140.5568046,73.82093928,153.9296267,72.7383089,166.9364286,70.29162292,179.5932603,66.70583496,191.9641541,61.7890489,203.9347304,54.3438213,214.1619157,41.61123782,219.164219,28.15814333,220,16.86645995,214.7159626,9.018657164,205.0040469,4.464435593,193.6578841,2.654239495,182.1251872,0.128024997,170.4929522,0,158.6124946,1.650979967,146.3980537,4.842287553,134.3801131,10.23404609,122.9621407,16.92770976,112.132892,20.48011182,101.0662548,17.89822007,88.11475287,12.9852689,74.99608575,10.20415244,62.86807306,6.681728538,49.55809507,3.218049711,35.5702802,3.737259494,22.03674804,10.08395281,10.31866183,21.74221363,2.196187092,35.40544804,0,A_wide_forefoot,220,pair_002,
45.08679283,4.860464262,55.90812582,13.59311122,62.16075965,24.65669914,64.08854878,37.38027313,63.32997987,50.66997893,61.96835209,63.62951566,60.90772157,76.10470287,63.66483343,88.45482139,66.39243536,101.0510497,68.45470806,113.6709578,71.67591026,126.2127615,74.00120965,138.7910926,74.25061926,151.4346651,72.52616356,164.0145656,69.027862,176.3861053,64.03325327,188.4321462,57.97725856,200.0915128,50.68521445,210.7574495,39.56575746,217.8461421,25.35722083,220,12.84375092,215.6001238,3.126306784,206.0041164,0,194.6275009,4.715726266,183.2529131,3.328566368,170.1808142,2.776749873,157.4252773,3.343909425,144.754929,5.370504907,132.1403471,9.406340926,119.8314536,15.08361826,107.8832124,18.91294122,95.92104494,17.13128741,83.65402189,11.75902374,71.36008601,7.625507673,59.21003153,3.83849136,47.04241959,1.009095928,34.67575002,2.64411745,21.66650751,9.112611645,9.582743074,18.94823202,1.44517544,31.62829533,0,A_wide_forefoot,220,pair_003,
56.82990117,5.195724102,66.84390419,14.46982389,73.11405862,25.69446778,76.04318731,38.02469682,76.05704493,50.73128337,74.38221178,63.37796758,73.5365016,75.9027547,75.06365908,88.34540071,77.09187332,100.9025796,78.59742049,113.4977853,80.19632406,126.0732539,81.22705932,138.6591364,81.2031985,151.2813002,80.33527633,163.9669885,78.92427497,176.7427252,76.84623535,189.4741406,73.11447204,201.7000649,66.10671442,212.1343359,53.91632509,218.2776456,38.99926508,220,26.26236428,215.3409333,20.4860541,204.6560533,14.45758684,191.7682436,4.244543861,180.2289194,0,169.1931999,1.73962766,157.0020221,6.054370602,144.5824119,9.894466431,132.2655474,14.76520184,120.4045561,20.05411545,108.5916291,23.67206118,96.54584292,23.16308949,84.22909728,19.39598619,71.906642,15.22796889,59.70371855,12.47276223,47.27727287,11.95489213,34.59006508,13.93008351,22.02204005,19.49906004,10.61291062,30.21273819,2.03543877,43.91385577,0,A_wide_forefoot,220,pair_004,
45.8867494,5.384152364,56.13354064,14.50164738,62.08314621,25.68894263,64.55560843,38.0630952,64.26768465,50.83973923,62.29902445,63.55830124,60.38292431,76.00933537,62.5609121,88.31510651,65.1904242,100.8774844,67.26731477,113.4211052,70.47633353,125.7803176,72.98711917,138.2090018,73.60725016,150.8126926,72.30132244,163.4201639,68.93305157,175.7588241,63.88390792,187.7365755,57.76454041,199.3423139,50.54744522,210.0523068,39.42834609,217.378603,25.23223204,220,12.5647617,215.6771458,3.337706523,206.1544806,0,194.0379555,2.801434894,181.1524961,2.96197095,167.6368975,2.635887862,154.9376671,3.115201617,142.4481338,5.563362376,129.950251,10.30140838,117.7669203,16.29092547,106.0213947,19.49913423,94.27942434,16.82435043,82.11541746,11.50077432,69.83798424,7.467901443,57.79836008,3.553251133,45.7232038,1.061775544,33.33857745,2.745953679,20.46451945,9.177260183,8.772960304,19.51852727,0.950537929,32.55112919,0,A_wide_forefoot,220,pair_005,
45.81480986,5.105469067,56.34500187,14.08508872,62.54984383,25.29930108,64.61276516,37.91556735,63.57248112,50.89257734,61.21405155,63.59917478,59.20717136,76.12143965,60.99974851,88.58506371,63.17798016,101.22696,65.3064843,113.8221187,68.72058476,126.2627675,71.47855748,138.7583479,72.35284013,151.4008005,71.38163603,164.0609495,68.72487999,176.5867103,64.57333233,188.8374879,59.1803363,200.6960239,51.99518072,211.2761781,40.31205372,217.8405796,26.19508829,220,13.90816694,215.2117937,5.41611642,205.4487185,1.346014686,193.3174743,1.119724301,180.7268876,0.026558556,167.9591941,0,155.4274516,1.318690845,142.8234053,4.402569692,130.3371922,9.699012835,118.3227718,16.335537,106.8187141,20.25929022,95.17778695,18.08417043,82.8890263,12.91199591,70.47753788,8.897722558,58.45601012,4.725248122,46.37602661,1.8838312,33.91754811,3.482350086,20.93786812,9.846990228,9.115044183,19.87195872,1.213597157,32.62346357,0,A_wide_forefoot,220,pair_006,
46.57747477,5.155248671,56.86136047,14.24817606,63.20185777,25.48046897,66.14861282,37.93072915,66.21904321,50.79974373,64.53839635,63.61421926,63.30306266,76.23355129,65.54706854,88.75831422,67.91688915,101.4002724,69.79079679,114.0924914,72.4411654,126.7915967,74.24802869,139.5026371,74.27565905,152.2124096,72.71585064,164.8685,69.85801528,177.4130444,65.85691346,189.7363143,60.59393277,201.6232348,53.28565887,212.1254113,41.58825876,218.4696309,27.30982102,220,15.01427123,215.2126262,6.632524914,205.0960606,2.607693188,193.3669147,2.506175927,182.2991669,0,170.1082698,0.20458528,157.485503,1.99449131,144.7232403,4.772731034,132.1692126,9.086442721,119.9655933,14.71673139,108.0488981,18.60672179,96.02050017,17.27110319,83.63803221,12.43191225,71.21210085,8.563325764,58.95085529,5.161952389,46.63192203,2.77122366,34.05303121,4.328016508,21.00174189,10.56744276,9.092381553,20.7464868,1.213992943,33.58985439,0,A_wide_forefoot,220,pair_007,
51.57246336,4.350368039,62.42948723,12.36663533,68.28503769,23.13557753,69.5390543,37.15913163,66.59192833,51.40559232,64.13882926,64.09456996,63.222976,76.31687262,65.01390181,88.58636474,66.98787794,101.1595185,68.94351736,113.6198149,72.23722488,125.8676183,75.01477898,138.1559393,76.10488127,150.6120677,75.63116123,163.1618824,73.84564828,175.7133698,70.83523066,188.1172743,66.35152106,200.1080699,59.42546982,210.6568299,47.66095897,217.3712675,32.9990631,220,20.28268402,215.4903405,12.80145258,205.5570602,7.583886051,193.2052439,2.187640389,180.871127,0,169.1341369,0.637563908,156.946595,3.10638075,144.4785988,6.960456294,132.2616584,12.58990774,120.5371073,19.42108598,109.2212728,24.05309384,97.67232345,22.26065068,85.18340387,17.09247336,72.76882429,13.06855963,61.1882658,8.590680622,49.04229959,5.66790612,36.35059078,6.99193724,23.52195671,13.2408754,11.76280907,23.66433568,2.764256007,37.28151732,0,A_wide_forefoot,220,pair_008,
44.49279596,4.851910377,55.22058369,13.63604206,61.6519062,24.7577409,64.09260152,37.44107937,63.79381017,50.67837775,62.51577441,63.68913296,61.6311836,76.2926885,64.48413853,88.78395902,67.13181748,101.436834,69.1315773,114.1555103,72.16923224,126.9039519,74.19719075,139.6597106,74.11567932,152.3816497,72.1518441,164.9953977,68.62804809,177.422594,63.82293619,189.5684018,57.92639519,201.3045179,50.52115051,211.870242,39.17095495,218.4760456,25.03582689,220,12.79036251,215.3223631,3.135557601,205.497896,0,194.4753357,4.900911693,184.1051316,2.441822777,171.4263374,1.947107923,158.6212831,2.84216793,145.7799281,4.814131087,133.0653248,8.554135152,120.6735717,14.066072,108.6025449,18.18572191,96.48928247,16.86316744,84.10086159,11.58788507,71.70333451,7.656667743,59.40988691,4.080697177,47.1240903,1.041228918,34.65846802,2.518650255,21.46355141,8.998599343,9.222470021,18.778368,1.289160689,31.27131502,0,A_wide_forefoot,220,pair_009,
49.12650165,5.583771776,58.67407069,15.03547721,64.66291209,26.17896467,68.82427153,38.06832958,70.92752346,50.50933363,70.42532472,63.25867657,70.34403434,75.6610417,73.02041627,87.79575403,75.9416103,100.1640828,77.22259882,112.7738894,78.77811617,125.7057105,79.07304995,138.5150023,77.86545163,151.1614711,75.58520316,163.7041006,72.40800803,176.1013299,68.33376443,188.2505391,63.00544447,199.9250847,55.76564335,210.5555657,44.74662658,217.9784076,29.67334134,220,16.32979468,216.1654532,8.46595981,205.7507384,4.35868299,193.6735158,2.349074231,183.1493204,0,171.227848,0.926023861,158.512698,3.106411435,145.8921417,5.460751071,133.5121149,8.2127496,121.107186,11.95871851,108.676808,13.94374025,95.96878504,13.15861261,83.73491804,9.08296245,71.5949586,4.995886655,59.15916294,3.16709186,46.55535928,3.126116734,33.91741435,5.134024399,21.34636109,10.89474438,9.908869595,22.02804455,1.534714574,36.01776301,0,A_wide_forefoot,220,pair_011,
