sample_index,distance_mm
0,7.970379
1,7.848114
2,7.707629
3,7.630917
4,7.524793
5,7.467938
6,7.383790
7,7.375283
8,7.330515
9,7.306973
10,7.192725
11,7.097639
12,7.092573
13,7.040470
14,6.981819
15,6.893840
16,6.827347
17,6.739555
18,6.700632
19,6.632925
20,6.507088
21,6.412967
22,6.301649
23,6.173716
24,6.037395
25,5.942487
26,5.887343
27,5.707551
28,5.567017
29,5.475357
30,5.398837
31,5.233704
32,5.093654
33,4.950237
34,4.857913
35,4.761263
36,4.595920
37,4.414354
38,4.236446
39,4.109017
40,3.983620
41,3.907758
42,3.817914
43,3.723027
44,3.644076
45,3.526670
46,3.458884
47,3.342779
48,3.270359
49,3.182037
50,3.058555
51,2.937809
52,2.885663
53,2.872887
54,2.823439
55,2.716798
56,2.680637
57,2.590872
58,2.550783
59,2.454215
60,2.429218
61,2.370569
62,2.324804
63,2.293649
64,2.227326
65,2.240365
66,2.178014
67,2.142744
68,2.118666
69,2.095355
70,2.052806
71,1.990264
72,1.913303
73,1.874997
74,1.926455
75,1.940206
76,1.917353
77,1.849426
78,1.769505
79,1.705446
80,1.678633
81,1.703592
82,1.802170
83,1.789679
84,1.774839
85,1.665165
86,1.633976
87,1.612886
88,1.693667
89,1.699235
90,1.631066
91,1.581459
92,1.637275
93,1.651570
94,1.583461
95,1.620545
96,1.596160
97,1.543144
98,1.596423
99,1.597757
100,1.489117
101,1.441688
102,1.509694
103,1.581281
104,1.627025
105,1.606907
106,1.652853
107,1.623259
108,1.625904
109,1.621650
110,1.692276
111,1.584995
112,1.562267
113,1.552131
114,1.556080
115,1.626414
116,1.696111
117,1.664294
118,1.689443
119,1.665239
120,1.596695
121,1.605464
122,1.674060
123,1.661018
124,1.658174
125,1.733811
126,1.720312
127,1.706488
128,1.764496
129,1.774857
130,1.750566
131,1.764288
132,1.730857
133,1.790599
134,1.811825
135,1.768438
136,1.750019
137,1.729657
138,1.781684
139,1.719977
140,1.755013
141,1.832880
142,1.824530
143,1.783517
144,1.825970
145,1.878279
146,1.837630
147,1.747006
148,1.751029
149,1.686556
150,1.711962
151,1.762694
152,1.782049
153,1.733619
154,1.753221
155,1.695110
156,1.730678
157,1.780085
158,1.735024
159,1.730599
160,1.778474
161,1.715475
162,1.626291
163,1.638775
164,1.674702
165,1.607629
166,1.635782
167,1.636896
168,1.592851
169,1.600564
170,1.546002
171,1.582285
172,1.524745
173,1.531941
174,1.481773
175,1.479324
176,1.417084
177,1.314483
178,1.329770
179,1.269666
180,1.281192
181,1.195138
182,1.240883
183,1.268969
184,1.279579
185,1.218624
186,1.243092
187,1.167993
188,1.203472
189,1.064129
190,1.008806
191,1.028536
192,0.956319
193,0.931316
194,0.900559
195,0.894325
196,0.815162
197,0.747741
198,0.801207
199,0.950817
200,0.807208
201,0.783667
202,0.717294
203,0.694693
204,0.631780
205,0.685232
206,0.639869
207,0.503243
208,0.525788
209,0.571090
210,0.476133
211,0.522404
212,0.476852
213,0.339562
214,0.372346
215,0.275721
216,0.320894
217,0.366961
218,0.272941
219,0.320595
220,0.215920
221,0.244968
222,0.320427
223,0.244879
224,0.129761
225,0.175428
226,0.169923
227,0.118978
228,0.052801
229,0.100384
230,0.068888
231,0.070974
232,0.065716
233,0.026866
234,0.050424
235,0.042165
236,0.021193
237,0.068840
238,0.059096
239,0.069180
240,0.091035
241,0.047009
242,0.045671
243,0.053999
244,0.003363
245,0.057571
246,0.048128
247,0.055252
248,0.093478
249,0.059152
250,0.061912
251,0.047833
252,0.125563
253,0.068877
254,0.025480
255,0.103182
