Type,Base_Size,Matched_Type,Time_sec,Points
Type00,240,Self (Ratio),0.000108,50
Type01,230,Self (Ratio),0.00011,50
Type02,230,Self (Ratio),0.000116,50
Type03,230,Self (Ratio),9.4e-05,50
Type04,230,Self (Ratio),0.000121,50
Type05,250,Self (Ratio),0.000103,50
