type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50
Type03, R, 260, 33.829173, 260.272224, 29.454975, 260.321628, 21.366984, 259.377274, 9.398757, 252.507709, 2.317224, 241.104309, 0.259396, 227.951551, 0.158403, 216.107070, 1.811359, 202.643220, 3.038476, 190.879583, 4.155408, 178.504525, 5.033071, 165.367773, 5.598901, 153.662767, 5.564367, 140.561044, 4.894265, 128.936360, 3.481830, 115.969668, 1.794286, 103.614227, 0.575750, 90.826807, 0.000000, 79.208950, 0.647874, 66.177511, 1.978165, 54.187603, 3.707743, 41.471339, 6.480560, 29.589561, 11.632298, 17.197006, 20.023645, 6.800490, 31.774978, 0.157401, 44.835757, 0.000000, 56.658551, 4.495117, 66.710299, 14.635970, 72.791676, 25.998666, 77.810691, 38.280358, 81.193987, 50.551474, 83.897457, 63.808568, 84.917040, 75.811677, 85.218807, 88.403969, 83.863723, 101.129948, 82.157672, 112.681764, 80.476650, 125.308957, 78.121416, 137.939243, 75.785590, 150.049794, 73.331883, 162.448456, 71.211497, 175.203216, 69.479303, 187.568194, 67.971404, 199.389954, 66.246793, 211.802126, 64.023029, 223.746344, 60.467579, 236.313986, 56.235213, 247.674844, 46.403825, 258.251019, 37.911304, 259.602381, 33.782320, 260.657127
Type03, R, 265, 33.018425, 265.338797, 28.712200, 265.251192, 20.894374, 264.115629, 8.301418, 256.477021, 1.770000, 244.242433, 0.000000, 231.450981, 0.663229, 218.655621, 1.639929, 206.318163, 2.827460, 193.414616, 3.715974, 180.518468, 4.721686, 167.584305, 5.119681, 155.625966, 5.123512, 142.325633, 4.494147, 129.789678, 2.950397, 116.731748, 1.660962, 104.121344, 0.368268, 91.648138, 0.075728, 78.714406, 1.372572, 65.817129, 3.750561, 53.602529, 6.204813, 41.180378, 9.749324, 28.663465, 15.061343, 16.683751, 23.875650, 5.622773, 36.437292, 0.000000, 49.121070, 0.293264, 60.787109, 5.376737, 70.459039, 15.411738, 76.800200, 27.096796, 81.110668, 39.358413, 84.262590, 52.216177, 86.098062, 64.759359, 87.349533, 77.533222, 87.521712, 90.652513, 86.839788, 103.597412, 85.227995, 116.176085, 83.030948, 128.890353, 80.272922, 141.229252, 77.761787, 153.912073, 74.776753, 166.557443, 72.337081, 179.265933, 70.122463, 191.585828, 68.076841, 204.169359, 66.116653, 216.973719, 63.921211, 229.087378, 61.677175, 241.543599, 55.895547, 253.802873, 45.246511, 262.710770, 37.064553, 264.906962, 32.911326, 265.071031
Type03, R, 270, 36.690025, 270.486253, 31.839036, 270.599489, 23.873562, 269.695029, 11.602769, 263.050483, 2.955332, 251.881170, 0.064926, 238.897411, 0.068905, 226.206068, 1.507595, 212.584090, 2.941415, 200.100527, 4.616180, 186.754478, 5.600245, 174.489246, 6.456120, 160.733445, 6.186097, 148.254620, 5.280773, 135.962233, 4.000052, 122.882475, 2.202262, 109.539856, 0.977262, 96.620726, 0.000000, 84.652791, 0.220087, 71.177962, 1.364822, 58.244496, 3.999561, 44.778025, 8.091898, 32.641290, 13.952308, 20.749370, 21.671378, 9.046128, 32.680196, 0.451189, 46.446014, 0.000000, 58.511492, 5.504445, 68.827391, 15.245029, 76.428479, 27.093895, 80.861521, 39.128224, 84.923690, 51.628226, 87.555960, 64.729619, 89.787843, 77.781747, 90.307500, 91.165038, 89.800003, 104.264517, 87.841326, 117.097552, 85.709077, 129.914619, 83.121194, 142.736998, 80.918688, 155.740584, 78.621033, 168.801799, 76.305767, 181.713085, 73.848463, 194.699298, 71.872128, 207.444290, 69.517677, 220.338333, 67.498752, 232.992850, 65.074295, 245.661932, 59.725014, 258.009221, 49.577664, 267.824445, 40.779392, 270.202951, 36.524550, 270.217125
Type03, R, 275, 32.027775, 275.449926, 27.360509, 275.219072, 19.537405, 273.876197, 6.694706, 265.554162, 0.916300, 252.598045, 0.000000, 239.159345, 0.534782, 226.066073, 1.477762, 212.704575, 2.703885, 199.322444, 3.798444, 186.509647, 4.893139, 172.514845, 5.459325, 160.388126, 5.537844, 146.549321, 4.672865, 133.835366, 3.265754, 120.879491, 1.416232, 107.545285, 0.229181, 94.652995, 0.131757, 81.338995, 1.437551, 67.773224, 3.281897, 55.453525, 5.831233, 42.391004, 9.412448, 29.862931, 14.846953, 17.941045, 24.225731, 5.828409, 36.683119, 0.000000, 50.084966, 0.394431, 63.046888, 7.182293, 72.056161, 18.475159, 78.336778, 30.702910, 82.439318, 43.766744, 85.616697, 56.911551, 87.990121, 70.379662, 89.214329, 82.841485, 89.538771, 97.122187, 88.171073, 109.498611, 85.992803, 123.501104, 84.915941, 136.270378, 82.708981, 149.063429, 80.398317, 161.537907, 77.712767, 174.774952, 75.193728, 187.243465, 72.827957, 200.084137, 70.630987, 213.247640, 68.752438, 226.509713, 66.730374, 239.490446, 63.423835, 251.920023, 56.532547, 264.206689, 45.095137, 273.118360, 36.338987, 275.044290, 32.105827, 275.681303
Type03, R, 280, 34.544711, 280.290282, 38.838301, 280.041187, 48.218533, 277.356537, 58.518885, 266.962574, 63.085944, 253.648076, 65.655779, 241.044387, 68.114901, 227.827223, 70.137082, 214.487735, 72.204639, 200.846664, 74.062556, 187.688596, 76.195186, 174.331236, 78.618153, 160.952072, 80.843082, 147.864436, 83.241833, 134.337884, 85.279058, 121.618509, 87.043835, 108.056850, 87.973014, 94.945835, 87.894206, 81.102443, 86.749546, 68.273058, 84.653901, 54.521743, 81.214126, 41.404768, 76.450752, 28.249096, 70.179269, 15.905289, 59.908630, 5.149250, 46.888166, 0.095593, 33.258047, 0.000000, 21.046975, 7.753297, 12.716334, 19.795886, 9.060224, 32.303610, 5.633707, 45.656896, 2.240392, 58.462465, 0.518841, 71.681801, 0.205662, 84.944302, 0.913763, 98.270536, 2.127311, 111.126499, 3.930919, 124.604266, 5.460901, 137.385653, 6.714853, 150.523243, 6.746047, 164.245915, 5.738179, 177.668073, 4.480312, 190.953692, 3.418449, 204.907062, 2.477621, 218.335974, 1.058829, 231.777917, 0.000000, 245.292621, 1.196492, 259.013230, 8.471223, 271.634799, 21.058268, 279.356175, 29.759391, 280.402146, 34.772392, 280.027517
Type04, R, 230, 29.118968, 230.832502, 25.068237, 230.670837, 18.056062, 229.679191, 8.247027, 222.445494, 2.454963, 212.106169, 0.000000, 201.442271, 0.400990, 190.380782, 1.913722, 179.317287, 2.807535, 168.053143, 3.921665, 156.712751, 4.519522, 145.264665, 4.860836, 134.312340, 4.755496, 122.941016, 4.057354, 112.130655, 2.942079, 100.679442, 1.803813, 89.776622, 0.689486, 78.574881, 0.136051, 67.921622, 0.426565, 56.696488, 1.378508, 45.928043, 3.655843, 35.202758, 7.190999, 24.669951, 12.293497, 14.541559, 19.693432, 4.773754, 30.542081, 0.000000, 41.509444, 1.402540, 51.638910, 6.509273, 60.459381, 14.887832, 66.296631, 24.843176, 70.999681, 35.442072, 74.393512, 46.178583, 76.824273, 57.370886, 78.234228, 68.362853, 78.716925, 79.177622, 78.098502, 90.901340, 76.639817, 102.089117, 74.376519, 112.865514, 71.540016, 124.068185, 68.849553, 134.193584, 66.324942, 144.934639, 64.269221, 155.861160, 62.387973, 166.786904, 60.852996, 177.361219, 59.197044, 188.631497, 57.464230, 199.606662, 55.385138, 210.344726, 49.787002, 220.900546, 40.463804, 228.445053, 32.970455, 230.465248, 28.852519, 230.555645
Type04, R, 240, 30.669108, 240.545408, 34.173777, 240.071129, 42.217517, 238.383784, 51.324404, 229.448457, 55.832725, 218.102513, 58.947579, 207.054305, 61.224654, 195.398144, 62.699253, 184.722846, 64.548007, 172.335947, 66.235580, 161.017962, 68.982845, 149.312263, 71.734246, 138.122584, 74.498255, 127.395145, 77.171354, 115.977139, 79.357823, 104.817309, 80.911933, 92.737760, 81.284878, 80.076449, 80.895782, 70.047271, 79.219172, 58.314745, 76.442800, 46.542584, 72.668556, 35.378011, 67.897241, 24.545977, 61.706405, 13.977357, 52.548983, 4.581513, 41.033295, 0.377183, 30.281344, 0.000000, 18.687121, 5.646717, 11.070218, 16.093839, 6.383920, 26.820215, 3.550317, 37.802427, 1.422891, 49.676954, 0.201477, 61.596082, 0.225552, 72.019248, 1.023582, 84.419867, 3.024017, 95.506893, 4.910716, 106.823630, 6.743481, 119.116888, 7.245809, 130.044554, 6.694574, 141.582378, 5.941103, 152.162732, 4.984424, 165.618497, 3.859761, 175.762461, 1.965553, 187.679375, 0.351598, 199.588500, 0.000000, 210.765215, 1.738306, 222.088415, 8.695772, 232.872170, 19.223706, 239.988093, 27.147761, 240.529062, 30.686244, 240.599890
Type04, R, 250, 32.433619, 250.912499, 28.244203, 250.948209, 20.515718, 249.232744, 9.571631, 242.657693, 2.048028, 231.786879, 0.233977, 219.830896, 0.000000, 207.806783, 1.481107, 195.761248, 2.380974, 183.881649, 3.555594, 171.869505, 4.303213, 159.991674, 5.031201, 147.946552, 5.146250, 135.818062, 4.463502, 123.443985, 3.132767, 111.582244, 1.862462, 99.008109, 0.519421, 87.446081, 0.124720, 75.139152, 0.419948, 62.474592, 1.982782, 50.443619, 3.761544, 38.708839, 6.952668, 26.991928, 12.051911, 16.273273, 20.258212, 6.000421, 31.738247, 0.000000, 43.755642, 1.540434, 55.015954, 7.119875, 64.349575, 16.336816, 70.910245, 27.054121, 75.900235, 38.464322, 79.594815, 50.104569, 82.121265, 62.191534, 83.630326, 74.738227, 84.029558, 86.343213, 83.430535, 98.421353, 81.996988, 110.416421, 79.407637, 122.056411, 76.591106, 133.405004, 73.225432, 145.400703, 70.717850, 156.768688, 68.398530, 169.035194, 67.062106, 180.551909, 65.560431, 193.019188, 64.064155, 204.322682, 62.103297, 216.246982, 59.040731, 228.046285, 53.580344, 239.202184, 44.409065, 248.749956, 36.222235, 251.006419, 32.537348, 250.345185
Type04, R, 270, 32.159831, 271.080313, 27.668791, 271.058764, 19.986962, 270.000268, 8.309639, 262.199686, 1.750566, 249.845212, 0.114961, 236.666212, 0.234029, 224.274699, 1.105057, 211.002131, 2.802666, 197.885351, 4.243893, 184.810748, 5.433789, 172.269184, 6.251765, 159.191787, 6.303533, 146.490735, 5.614533, 133.362116, 4.154298, 120.462005, 2.347340, 107.608017, 0.895917, 94.652632, 0.000000, 81.832224, 0.471212, 68.820943, 2.021665, 55.076613, 5.158270, 42.463425, 9.271784, 30.325442, 15.293990, 18.384121, 22.756801, 6.432045, 35.285000, 0.000000, 48.197619, 1.834948, 60.710179, 7.783967, 69.985862, 18.375512, 76.384655, 30.469982, 81.224648, 42.689710, 84.999581, 55.716993, 87.718687, 68.410810, 89.241642, 81.444638, 89.695714, 94.319564, 88.779266, 107.264072, 86.951901, 120.148308, 83.846672, 132.571344, 80.041762, 144.772317, 76.737103, 157.102412, 74.236448, 169.611075, 72.013491, 182.803120, 70.112923, 195.247722, 67.706464, 208.207164, 65.977641, 221.486779, 64.561701, 233.939824, 61.566573, 246.959440, 55.569460, 259.002587, 45.316065, 268.713773, 36.307341, 270.549044, 31.968871, 271.060436
Type04, R, 280, 31.062162, 280.962094, 26.616904, 280.828753, 17.734019, 278.579349, 6.307560, 269.470013, 0.707451, 256.178846, 0.039729, 242.837721, 1.060200, 229.291579, 2.729957, 216.658554, 4.199772, 202.859295, 5.570664, 189.373090, 6.476071, 176.412770, 7.344920, 162.714238, 7.436865, 148.981019, 6.788419, 135.906639, 4.807795, 122.002543, 2.760548, 108.721872, 0.893877, 94.712603, 0.000000, 81.605560, 0.688465, 68.477313, 2.558811, 55.243695, 5.024566, 41.691755, 8.279207, 29.107261, 14.707613, 16.602613, 24.460064, 5.688965, 37.386206, 0.000000, 51.048817, 1.945802, 62.754052, 9.022892, 72.378609, 20.257601, 77.912523, 32.622573, 82.802548, 45.615518, 86.587263, 58.726815, 89.224782, 71.983463, 91.117954, 85.274773, 91.540774, 99.204474, 90.655930, 111.952942, 88.871636, 125.867169, 85.849888, 138.876096, 82.660369, 151.925601, 79.424315, 164.997122, 76.708691, 178.303821, 74.868416, 191.665533, 73.209885, 204.628488, 70.977223, 218.288374, 68.064351, 231.264076, 66.080115, 244.873189, 63.054660, 257.361879, 56.374109, 269.868351, 44.523318, 279.056126, 35.861705, 280.727575, 30.783045, 280.835399
Type05, R, 250, 29.399108, 251.146773, 25.593446, 250.575507, 17.578782, 250.177249, 6.567571, 241.936339, 2.119278, 229.932938, 0.000000, 217.517327, 0.539409, 205.486260, 1.716884, 193.019486, 2.980934, 181.339534, 3.852743, 169.139899, 4.191943, 156.778948, 4.032638, 144.551039, 3.594412, 132.475470, 2.722597, 120.662239, 1.919213, 108.835961, 1.209109, 96.804465, 0.655026, 84.689928, 0.190459, 72.773322, 0.481992, 61.066503, 1.567049, 48.898095, 3.826396, 37.535871, 7.734407, 25.970624, 13.975907, 14.985932, 22.064525, 4.967260, 34.136315, 0.000000, 46.567510, 2.415563, 57.742986, 7.820249, 66.608467, 18.079682, 72.066597, 29.227446, 76.660579, 41.014895, 80.231673, 52.441139, 82.852915, 64.552652, 84.581654, 76.694755, 84.849845, 88.183569, 83.776798, 100.596490, 81.288432, 112.350216, 78.606174, 123.838067, 75.643536, 135.908160, 73.019399, 147.144392, 70.408407, 159.189400, 68.376983, 171.075689, 66.780878, 182.465855, 65.122062, 195.130726, 63.426659, 206.642102, 60.781921, 218.689026, 57.497468, 229.989877, 52.201201, 241.279708, 41.901569, 250.006144, 33.444243, 250.678655, 29.442217, 251.114335
Type05, R, 270, 33.048294, 270.866566, 28.837259, 270.954124, 20.111643, 269.201096, 8.579268, 260.918718, 2.658482, 248.500540, 0.235669, 235.506765, 0.006415, 222.634888, 1.587433, 208.979888, 3.272051, 196.201644, 4.819195, 182.866120, 5.739691, 170.505176, 6.090541, 156.924935, 5.806948, 144.017774, 4.774328, 131.172318, 3.371572, 117.681750, 1.846784, 104.787289, 0.728724, 91.612658, 0.000000, 78.636040, 0.661134, 66.199193, 2.085374, 52.839943, 5.072444, 40.444277, 9.494666, 28.100976, 15.661282, 16.224839, 24.288220, 4.466804, 37.582140, 0.000000, 50.414040, 1.521814, 62.715388, 7.517934, 71.799163, 18.280564, 78.236043, 30.362739, 83.028988, 42.495477, 86.756123, 55.295311, 89.439446, 68.212789, 90.867364, 81.368913, 90.940468, 94.711663, 89.698050, 107.398472, 87.164393, 120.237283, 84.400825, 132.694715, 81.428955, 145.579911, 78.751127, 157.762486, 76.165612, 170.223847, 73.969400, 183.091396, 72.454795, 195.495100, 70.647942, 209.022827, 69.001724, 221.553029, 66.324752, 234.116865, 62.312640, 246.858506, 57.007108, 258.946793, 46.592789, 269.265818, 37.173854, 270.415397, 33.526648, 271.016627
Type05, R, 280, 34.435167, 280.624596, 38.727122, 280.322573, 48.208024, 278.311599, 58.701457, 266.876637, 63.916133, 254.140103, 67.384806, 241.012989, 69.031891, 228.039923, 71.277946, 214.610460, 73.023870, 201.625619, 75.020849, 187.692108, 76.856210, 174.989068, 79.480950, 161.562635, 82.833832, 148.539020, 86.125727, 136.297612, 89.242275, 122.461384, 91.503087, 109.676041, 92.323578, 95.527844, 92.021877, 83.928731, 90.316955, 70.741856, 87.366220, 57.296942, 83.342895, 44.250003, 77.718113, 31.008654, 71.463268, 18.981823, 61.738880, 7.052892, 49.010967, 0.646447, 35.188757, 0.000000, 22.271327, 5.353855, 13.101182, 17.578134, 7.944355, 30.403387, 3.811567, 42.937500, 1.530753, 56.458552, 0.231077, 69.683306, 0.156941, 83.273864, 0.918676, 97.680712, 2.378976, 111.716627, 3.872532, 125.036625, 5.316775, 138.227346, 6.212188, 151.576970, 6.308713, 165.956939, 5.214872, 178.155434, 3.726745, 192.157048, 2.412662, 204.942853, 1.601681, 219.440981, 0.360832, 232.044357, 0.000000, 245.965122, 1.991551, 258.727464, 8.514583, 272.361334, 21.454063, 279.700186, 29.652822, 280.592219, 35.055851, 280.513437
