type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35
Type04, L, 250, 61.734879, 251.357156, 56.232183, 251.527655, 43.390236, 248.236292, 30.289436, 232.476194, 25.622558, 214.865796, 23.959968, 195.801638, 20.937399, 177.835523, 16.873629, 160.333529, 12.387829, 143.259270, 7.819301, 125.967229, 3.722265, 108.603347, 0.634816, 90.733982, 0.000000, 72.260675, 3.299461, 54.771975, 9.418650, 37.547615, 16.142197, 20.091995, 30.021687, 5.491921, 47.254158, 0.000000, 65.446743, 3.438493, 79.331017, 17.912207, 86.487344, 35.247454, 90.046760, 52.562175, 90.059625, 70.660028, 88.399182, 87.863272, 85.583450, 105.553999, 83.789050, 123.195964, 83.022707, 141.557194, 85.092342, 159.058544, 87.409260, 178.170298, 88.369012, 193.230210, 90.331424, 212.429997, 89.612394, 229.250549, 80.690650, 247.264214, 66.680973, 250.882799, 62.244599, 251.292205
Type04, L, 260, 58.715612, 261.341312, 53.140569, 261.012770, 39.114752, 257.134572, 28.896781, 239.609657, 25.497295, 221.410664, 22.664821, 203.394433, 19.894246, 184.748487, 16.232730, 166.702302, 12.038363, 148.565506, 7.802890, 130.638256, 3.773095, 112.083118, 0.289728, 94.351232, 0.000000, 75.712660, 3.168881, 57.899042, 9.323710, 39.697616, 15.761091, 22.027154, 29.244749, 5.784714, 47.231895, 0.000000, 66.147860, 3.291585, 79.460527, 19.797899, 85.683155, 37.333353, 89.696166, 55.309816, 89.596352, 73.623996, 86.990894, 91.956179, 84.088881, 109.713444, 82.151118, 128.212617, 82.367732, 146.493316, 83.842259, 165.748976, 85.956348, 184.197222, 88.248741, 202.241477, 89.906535, 221.836063, 88.877059, 240.001028, 77.853665, 257.839859, 64.163829, 261.622648, 59.373993, 260.893198
Type04, L, 265, 59.871203, 266.567611, 54.460933, 266.511557, 40.290214, 264.083585, 28.723654, 246.559262, 24.990084, 227.820955, 22.135255, 208.856852, 20.094269, 189.930577, 16.301425, 171.033435, 12.550810, 152.767551, 8.229867, 134.125631, 4.498069, 116.008210, 0.959615, 97.213379, 0.000000, 78.900270, 2.852070, 59.877922, 8.675583, 42.063719, 15.004679, 23.749457, 27.366468, 6.595474, 46.152180, 0.000000, 65.652805, 3.524059, 80.114403, 19.784858, 85.414178, 38.360736, 89.834386, 56.530273, 90.882885, 74.693160, 88.453657, 93.585565, 86.347243, 111.463048, 84.586004, 130.569039, 84.252081, 149.314514, 85.334087, 167.448450, 87.539073, 186.405951, 89.680398, 204.893382, 90.726734, 224.260540, 89.216774, 243.162743, 80.493180, 262.493763, 65.763639, 266.359193, 60.602288, 266.320474
Type04, L, 270, 62.595403, 271.667772, 56.286316, 271.894716, 42.251592, 269.046457, 29.540331, 251.588128, 26.378092, 233.160239, 22.962561, 213.826858, 20.009062, 194.887568, 16.475727, 176.051394, 12.463839, 156.991153, 8.406663, 138.310675, 4.271992, 118.851155, 0.000000, 99.699551, 0.414124, 81.049727, 3.928647, 62.254628, 7.637190, 42.950567, 15.420544, 24.787641, 29.273949, 7.852642, 47.546530, 0.000000, 68.096373, 3.096101, 81.611119, 19.595200, 87.843997, 37.775362, 91.950798, 56.944273, 91.344709, 75.936756, 88.499197, 95.058906, 85.932944, 114.170515, 84.608844, 132.085829, 84.204531, 151.432306, 85.671252, 170.547584, 88.220211, 189.275779, 90.665191, 208.021583, 91.946708, 227.865292, 90.399285, 245.518176, 82.965677, 265.574748, 68.504148, 271.535442, 63.022394, 271.162330
Type04, L, 280, 64.297026, 281.403090, 57.899994, 281.291393, 42.938010, 278.987715, 30.449591, 260.622897, 25.983140, 241.191111, 22.625708, 220.842617, 20.279125, 201.578045, 16.212461, 181.382701, 12.221122, 162.562171, 8.025210, 143.104128, 4.425051, 124.490294, 0.996198, 104.423464, 0.000000, 83.961367, 2.527888, 64.468905, 9.041901, 45.012266, 15.495635, 26.218935, 28.586133, 7.782036, 47.928487, 0.000000, 68.852406, 2.435095, 83.611621, 19.850936, 90.763487, 39.053329, 94.301820, 57.689423, 94.212645, 77.944861, 92.507831, 97.393550, 90.116404, 116.658470, 88.077602, 136.702719, 87.154286, 155.967125, 88.306146, 175.827470, 90.496415, 196.118048, 92.833954, 214.941604, 94.514298, 235.282854, 93.603452, 255.693419, 86.004634, 274.647385, 70.735171, 281.209080, 64.939917, 280.830348
Type05, L, 240, 55.410467, 241.553680, 50.189234, 241.710218, 37.320780, 238.256982, 27.303081, 222.736115, 23.700686, 205.788017, 20.809757, 188.794972, 19.622142, 170.876968, 17.563359, 153.340041, 13.457763, 137.064706, 7.108321, 120.824627, 1.751862, 105.020440, 0.000000, 87.039990, 1.666310, 70.267199, 5.725882, 53.272209, 11.902812, 36.893699, 19.548539, 20.609396, 32.314801, 6.639320, 48.592683, 0.000000, 67.888379, 3.861825, 74.824965, 21.603628, 80.304817, 37.382302, 84.380652, 53.541660, 83.442436, 70.264565, 79.546681, 87.240427, 74.329196, 103.852465, 70.572467, 120.739876, 71.162140, 137.621139, 73.723497, 154.154340, 77.483283, 170.617513, 81.744351, 187.369259, 84.471488, 203.919375, 82.597365, 220.950994, 73.383944, 237.614404, 60.372969, 241.101186, 56.074587, 241.656163
Type05, L, 260, 58.166005, 261.794191, 53.017790, 261.757753, 39.420036, 256.822703, 31.161648, 238.341372, 27.011349, 221.639544, 24.251814, 201.968510, 22.649092, 184.152090, 20.421860, 165.956223, 15.415167, 147.459471, 9.411307, 129.688012, 3.695365, 112.690198, 0.000000, 93.399655, 0.622547, 75.717977, 3.908752, 58.008633, 10.317511, 40.155322, 17.335800, 22.485653, 29.406294, 5.924264, 47.522415, 0.000000, 66.309199, 4.997113, 77.174943, 22.724088, 81.702305, 40.557212, 86.814959, 58.632196, 87.714214, 77.697164, 85.122190, 96.160621, 80.639279, 113.567577, 76.337667, 131.756282, 74.767905, 148.705457, 76.956604, 168.583674, 80.742322, 185.883632, 84.777223, 203.919038, 87.776998, 221.581693, 87.045272, 239.317309, 78.111118, 257.653273, 64.220327, 261.788952, 58.463652, 261.629939
Type05, L, 280, 63.988593, 281.881493, 70.257390, 281.748915, 84.459412, 275.269581, 93.525167, 255.431894, 92.079651, 236.200727, 89.048019, 216.658753, 84.985098, 197.246992, 80.958187, 178.432352, 78.541013, 158.537778, 80.206299, 138.669198, 84.664125, 119.397452, 90.657918, 100.229610, 93.191165, 81.011467, 91.214661, 60.167033, 85.386550, 41.490056, 82.240144, 22.517927, 69.519618, 3.444471, 48.344449, 0.000000, 28.868824, 9.033862, 16.851541, 27.699651, 9.291661, 46.471318, 3.194714, 65.815737, 0.121204, 85.464820, 0.000000, 105.499176, 4.094646, 125.135499, 9.914315, 143.156480, 16.483383, 162.835352, 20.714239, 182.153407, 24.042104, 202.426765, 25.737357, 221.273487, 28.163545, 239.557770, 32.140666, 258.885673, 43.290158, 277.703659, 58.163639, 282.402367, 63.610892, 281.612627
Type05, L, 290, 67.701101, 291.855138, 61.942292, 292.577588, 46.654747, 288.298449, 34.664498, 269.031119, 29.854689, 249.181239, 26.092139, 229.090622, 23.882544, 208.572499, 21.460787, 187.998263, 16.987537, 168.090810, 10.417805, 148.154823, 3.803618, 127.620864, 0.000000, 108.141252, 0.060659, 87.585419, 3.506154, 66.738517, 9.678776, 47.592233, 17.073359, 27.691875, 29.988377, 9.157278, 50.023856, 0.000000, 70.862339, 4.196282, 85.525271, 22.806800, 90.070463, 42.273462, 95.113995, 62.489271, 97.944838, 82.820516, 95.800201, 102.775250, 89.435786, 122.936211, 84.338774, 141.990782, 81.882616, 163.600516, 84.476142, 185.368140, 88.668981, 204.848206, 93.526042, 224.780472, 97.138469, 245.244086, 97.750476, 265.875043, 89.817512, 285.539792, 73.509078, 291.860085, 68.197564, 291.414237
Type06, L, 230, 51.821507, 231.748169, 46.847401, 231.315965, 34.945379, 227.288803, 25.191296, 212.093070, 21.454276, 196.649119, 19.647749, 179.851991, 17.476284, 164.162592, 13.965193, 148.188735, 9.835602, 131.811037, 5.934051, 116.229990, 2.387108, 99.991492, 0.000000, 83.921916, 0.146048, 67.103189, 2.784977, 51.192246, 7.737867, 34.811034, 14.317484, 19.226142, 26.512253, 5.153381, 42.894542, 0.000000, 59.922249, 5.660315, 70.393765, 20.083112, 75.222029, 35.905806, 79.178739, 50.971395, 80.299313, 67.976822, 79.611144, 83.804107, 77.854789, 99.529375, 75.752305, 116.269925, 74.559068, 131.972574, 74.873844, 148.943535, 76.997669, 165.042846, 79.198814, 181.223347, 80.220194, 196.889172, 79.655094, 213.773906, 69.217956, 228.957196, 56.814876, 231.523684, 52.107817, 231.660633
Type06, L, 240, 54.249862, 241.118622, 48.797663, 240.907272, 36.228371, 236.798609, 26.818781, 221.469644, 22.782745, 204.340834, 19.618263, 188.476423, 17.209397, 171.343400, 13.923144, 154.659762, 10.541449, 138.294621, 6.269309, 123.104548, 2.105337, 105.405981, 0.000000, 88.985295, 0.432129, 72.537637, 2.609215, 56.946437, 7.359159, 39.982169, 13.354925, 24.095646, 23.854330, 8.168895, 39.944016, 0.000000, 58.049598, 1.912814, 70.875314, 16.531232, 77.082035, 32.899437, 80.782907, 48.903583, 81.904282, 66.376611, 81.345328, 83.171449, 79.508437, 100.055489, 77.114465, 117.979689, 75.901922, 134.359211, 76.487949, 152.320831, 78.310157, 168.758476, 80.438326, 186.322567, 82.336633, 203.617908, 80.647145, 220.053757, 71.593160, 237.104656, 59.175391, 240.845498, 54.805130, 241.001419
Type06, L, 250, 55.097018, 251.973461, 49.600083, 252.094438, 37.132851, 247.615490, 26.443683, 231.400306, 21.115837, 214.559655, 19.149071, 196.859828, 16.849886, 179.173803, 13.356668, 161.417995, 9.498499, 143.721672, 5.565347, 127.851267, 1.983233, 109.442535, 0.011019, 92.316146, 0.000000, 75.165778, 2.295259, 57.256802, 7.452408, 40.148364, 14.886545, 23.586693, 26.646664, 7.445482, 43.997433, 0.000000, 62.524873, 4.968483, 73.615729, 21.383029, 79.497365, 37.852824, 83.096462, 56.009566, 84.662301, 73.606686, 84.840038, 90.613646, 81.764364, 108.542071, 79.856370, 125.752913, 79.444206, 143.164219, 80.116929, 161.552723, 81.477263, 178.580672, 83.274523, 196.391625, 85.106929, 214.702430, 83.977344, 231.346306, 73.982723, 248.590895, 60.349025, 251.663822, 55.523056, 251.973866
Type06, L, 270, 61.230348, 271.889167, 55.623913, 272.072759, 41.211078, 269.115247, 29.082701, 251.483987, 25.476442, 233.799408, 22.147696, 214.683049, 19.828745, 195.909395, 16.968946, 177.157472, 13.026447, 158.250762, 7.710964, 139.391886, 3.149357, 121.285008, 0.000000, 101.564982, 0.549459, 82.463558, 3.138653, 63.586258, 8.532972, 45.243827, 14.939681, 26.849064, 26.783860, 9.206480, 45.677380, 0.000000, 65.355756, 3.897364, 78.551624, 21.208885, 85.172821, 39.369256, 88.988992, 58.100721, 90.000402, 78.723585, 88.928745, 97.458659, 86.573876, 116.295781, 84.249278, 134.683893, 82.646231, 153.261129, 83.394472, 172.393630, 85.530420, 191.497216, 87.931851, 210.229625, 89.948439, 228.199272, 89.446492, 246.997048, 80.909071, 265.697819, 66.929750, 271.749547, 61.758979, 271.359915
Type06, L, 280, 64.167590, 281.815419, 58.207889, 281.599403, 44.023661, 279.431609, 29.496773, 261.375714, 25.910283, 242.595519, 22.738025, 222.708226, 21.002834, 203.254937, 17.691606, 183.367992, 14.011868, 164.652355, 8.773095, 145.113569, 3.711995, 125.151857, 0.000000, 106.186594, 0.337688, 86.085340, 3.827815, 66.651429, 7.868376, 47.534988, 14.193306, 29.196637, 26.357938, 11.021064, 44.798038, 0.000000, 65.997903, 3.436931, 80.506773, 21.260419, 87.608677, 39.820346, 91.216434, 58.580410, 92.896929, 78.323197, 92.836740, 97.712197, 90.556450, 117.353271, 87.630599, 137.027407, 86.073710, 157.243034, 86.758462, 175.509972, 88.532149, 195.993406, 90.745552, 215.352422, 92.827543, 235.384110, 93.010777, 255.026274, 84.815600, 274.703060, 70.985920, 281.845384, 64.322845, 281.224300
Type07, L, 250, 59.343200, 251.050955, 53.780703, 250.862832, 40.718766, 248.555112, 28.196470, 232.984737, 24.666659, 215.478808, 20.840140, 198.088217, 18.740276, 180.605186, 15.987430, 162.305163, 12.124662, 145.757445, 7.294820, 128.675381, 3.232329, 111.987913, 0.177146, 94.589671, 0.000000, 76.327401, 2.977043, 59.409941, 8.791365, 41.885774, 16.664059, 25.487980, 27.686885, 8.996913, 44.581695, 0.000000, 62.661900, 1.216947, 77.286921, 15.424704, 82.872130, 33.139672, 84.863398, 50.035494, 85.861509, 67.112784, 86.245576, 86.257556, 83.264245, 102.596127, 82.326364, 120.130600, 83.016146, 139.396383, 82.943423, 158.151943, 83.260869, 173.751565, 84.388376, 191.737997, 86.204317, 209.750631, 86.072328, 227.671921, 77.947466, 245.148730, 65.184763, 251.313548, 59.981907, 250.343441
Type07, L, 270, 61.615826, 270.974597, 55.958179, 271.336247, 42.204102, 267.906866, 29.722024, 250.200555, 25.285054, 231.307121, 23.602313, 212.148225, 20.948412, 194.483587, 17.217383, 174.514211, 13.259809, 156.433061, 8.690048, 137.524796, 4.322304, 119.422644, 0.000000, 99.975406, 0.008205, 80.378894, 4.202054, 62.446613, 10.924112, 43.640635, 18.414065, 26.157900, 31.165558, 8.122239, 49.047522, 0.000000, 70.005543, 1.142056, 83.451979, 17.888543, 86.843712, 36.777718, 91.201216, 55.912101, 90.979987, 74.871607, 89.942833, 93.072836, 88.914629, 112.655489, 88.415686, 131.070054, 88.545807, 150.905480, 89.108347, 169.860481, 89.994389, 189.570712, 90.855776, 207.429505, 91.036156, 227.398417, 90.902654, 246.576280, 81.664508, 264.988081, 67.554404, 271.137625, 62.488031, 270.168417
Type07, L, 280, 62.496525, 281.223988, 57.131778, 280.953041, 41.867517, 277.957316, 29.596323, 259.771117, 25.897958, 240.732645, 23.838363, 220.438285, 21.142911, 200.728852, 17.500229, 181.639299, 13.399226, 161.519397, 8.995951, 142.657016, 4.359241, 123.036664, 0.079495, 104.044539, 0.000000, 83.828585, 4.529378, 64.548535, 11.072719, 45.484528, 17.766811, 26.218452, 31.491033, 8.233327, 49.784709, 0.000000, 70.884828, 1.836747, 84.429674, 20.134419, 89.836591, 38.983454, 93.340069, 59.213617, 93.162472, 78.221957, 91.968824, 98.106071, 89.727156, 117.096202, 88.314313, 137.196695, 87.719435, 156.417697, 87.178147, 176.974185, 89.164503, 197.284767, 91.836360, 216.815759, 93.345699, 237.067149, 93.054574, 255.984427, 83.943976, 276.711940, 69.230100, 281.224630, 62.778752, 280.901578
