Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,9.40094,8.59705,2.66684,0.87746,3.27814,0.65005,0.42886,265.39482,0.95740,0.97819,0.00000
PCA_KRR,2,9.20282,8.46918,1.54492,0.58469,3.65532,0.81537,0.44706,254.86008,0.96967,0.98458,0.00000
PCA_KRR,3,9.11628,8.37612,1.20020,0.41199,4.18770,0.73151,0.68373,224.31675,0.97901,0.98939,0.00000
PCA_KRR,4,9.44734,8.70521,1.45194,0.31799,3.79486,0.67393,0.21001,236.79984,0.98517,0.99253,0.00000
PCA_LINEAR,1,9.76480,8.91954,5.07262,1.74154,2.10307,0.73431,0.25138,472.39047,0.92793,0.96250,0.00000
PCA_LINEAR,2,9.86272,9.02396,7.30098,2.16923,18.71299,1.77624,5.32724,726.61168,0.91066,0.95308,0.00000
PCA_LINEAR,3,9.87612,9.08780,4.36537,1.62383,6.11096,1.28934,0.78801,289.63946,0.92982,0.96357,0.00000
PCA_LINEAR,4,19.78428,19.55776,20.35796,5.14562,55.27009,4.40855,20.24264,1896.32549,0.83381,0.90935,0.00000
PCA_SVR,1,9.46698,8.67985,2.91834,0.87681,4.40404,0.64653,1.13184,241.80801,0.95802,0.97850,0.00000
PCA_SVR,2,9.13623,8.42276,1.75245,0.53422,4.69990,0.65609,1.00743,243.52552,0.97356,0.98658,0.00000
PCA_SVR,3,8.84731,8.11601,3.35763,0.77613,7.51155,0.70995,1.40016,340.79455,0.96551,0.98234,0.00000
PCA_SVR,4,9.67492,9.01152,1.57425,0.47327,3.58201,0.54447,1.52615,179.91452,0.97584,0.98777,0.00000
PURE_GPR,1,9.33473,8.52847,2.65175,0.91828,3.42772,0.63282,0.40216,251.01773,0.95601,0.97747,0.00000
PURE_GPR,2,9.20551,8.47500,1.75053,0.65743,3.74015,0.85817,0.39333,265.19395,0.96713,0.98326,0.00000
PURE_GPR,3,9.09870,8.34741,1.27884,0.43591,4.24854,0.78168,0.34506,226.29961,0.97860,0.98917,0.00000
PURE_GPR,4,9.44254,8.69617,1.44813,0.28460,3.78625,0.67504,0.00114,237.20673,0.98620,0.99305,0.00000
PURE_KRR,1,9.29113,8.48161,2.59338,0.87419,3.36468,0.60575,0.44253,252.07786,0.95818,0.97860,0.00000
PURE_KRR,2,9.19200,8.45892,1.51300,0.56303,3.64996,0.78982,0.33006,253.94094,0.97094,0.98523,0.00000
PURE_KRR,3,9.11618,8.37134,1.20086,0.38761,4.17392,0.72205,0.58158,222.55763,0.98028,0.99004,0.00000
PURE_KRR,4,9.44519,8.70201,1.44985,0.30305,3.77171,0.67467,0.17128,237.05154,0.98568,0.99279,0.00000
PURE_SVR,1,9.50963,8.66584,2.64888,0.86519,3.64065,0.62561,0.48265,269.20968,0.96015,0.97959,0.00000
PURE_SVR,2,9.10531,8.36503,1.64246,0.54947,3.81168,0.84594,0.22577,302.92344,0.97360,0.98659,0.00000
PURE_SVR,3,9.15527,8.43039,1.12297,0.35081,3.39507,0.68495,0.38251,211.71787,0.98151,0.99067,0.00000
PURE_SVR,4,9.44669,8.70259,1.45154,0.29697,3.57356,0.70009,0.11374,221.39021,0.98534,0.99262,0.00000
RATIO_CTRL,1,3.58761,3.28389,4.56627,1.67277,3.71957,3.09476,0.29413,616.80316,0.94003,0.96900,0.00000
RATIO_CTRL,2,2.91628,2.57797,4.85784,1.73954,4.67259,2.99380,0.22766,679.86503,0.93598,0.96667,0.00000
RATIO_CTRL,3,4.49107,3.71660,7.35804,3.04975,7.03908,5.91298,0.83141,1339.94240,0.88817,0.94077,0.00000
RATIO_CTRL,4,1.62340,1.47322,2.66669,0.89875,1.82813,1.27931,0.13582,417.79006,0.96331,0.98110,0.00000
