Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,9.01826,8.35846,1.52175,0.47851,1.49907,0.57452,0.85507,30.35270,0.97889,0.98933,0.00000
Type00,2,240,PCA_LINEAR,7.21213,6.39911,10.18642,2.44845,35.84568,3.04268,10.12584,1195.97878,0.90597,0.95067,0.00000
Type00,2,240,PCA_SVR,9.13218,8.55464,1.42562,0.44005,0.62223,0.35095,1.38638,7.66057,0.97713,0.98844,0.00000
Type00,2,240,PURE_GPR,8.97064,8.31847,1.58196,0.51599,2.72286,0.76409,0.67858,113.88947,0.97408,0.98687,0.00000
Type00,2,240,PURE_KRR,8.95711,8.29779,1.47740,0.46105,1.76351,0.56431,0.73716,35.92087,0.98026,0.99003,0.00000
Type00,2,240,PURE_SVR,8.40493,7.76442,1.12261,0.28273,1.88778,0.57774,0.55805,136.00857,0.98540,0.99265,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,8.30195,7.59041,1.83490,0.73074,5.45940,0.98448,0.50316,467.80950,0.96795,0.98372,0.00000
Type00,2,245,PCA_LINEAR,7.44977,6.55908,10.50285,2.61621,36.40648,2.89690,10.50285,1424.42619,0.90125,0.94806,0.00000
Type00,2,245,PCA_SVR,8.04629,7.34327,1.67682,0.58335,8.38896,1.09460,1.35826,407.30281,0.97327,0.98645,0.00000
Type00,2,245,PURE_GPR,8.17251,7.49276,1.68898,0.72094,4.08363,0.84066,0.50771,434.74081,0.97037,0.98496,0.00000
Type00,2,245,PURE_KRR,8.31632,7.61633,1.81860,0.70498,5.30138,0.99168,0.41430,457.29593,0.96933,0.98442,0.00000
Type00,2,245,PURE_SVR,8.32250,7.63451,2.69982,0.93287,4.17748,1.13011,0.11727,573.69983,0.96194,0.98060,0.00000
Type00,2,245,RATIO_CTRL,2.47120,2.32227,2.87230,1.24097,0.15254,0.73894,0.33692,75.77217,0.94768,0.97314,0.00000
Type00,2,255,PCA_KRR,9.06095,8.20086,1.53255,0.71363,5.08919,0.30867,0.69208,18.88498,0.96307,0.98119,0.00000
