Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,8.83221,8.09836,1.95816,0.66741,3.17822,0.67842,0.44405,243.96101,0.96700,0.98317,0.00000
PCA_LINEAR,10.02367,9.25545,6.90437,2.09732,12.05736,1.44570,3.62047,645.69425,0.91664,0.95626,0.00000
PCA_SVR,8.83126,8.11869,2.38453,0.69925,4.71789,0.61166,1.16720,240.17187,0.96711,0.98322,0.00000
PURE_GPR,8.78909,8.05401,2.04617,0.70938,3.29263,0.70474,0.37092,240.35816,0.96592,0.98261,0.00000
PURE_KRR,8.77918,8.04290,1.90196,0.65352,3.19598,0.64917,0.39435,234.75410,0.96794,0.98366,0.00000
PURE_SVR,8.85327,8.09909,1.95026,0.63524,3.20931,0.66671,0.35461,253.42086,0.97036,0.98489,0.00000
RATIO_CTRL,3.20422,2.86995,4.72889,1.73716,4.28362,3.13306,0.28374,690.29801,0.93726,0.96738,0.00000
