Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,11.33601,10.51972,2.07723,0.57708,2.95118,0.98781,0.92960,80.23940,0.97806,0.98891,0.00000
Type00,2,240,PCA_LINEAR,8.87755,8.02520,10.27584,2.64762,36.72252,3.43915,10.27584,1242.73061,0.89798,0.94625,0.00000
Type00,2,240,PCA_SVR,11.48792,10.76172,2.06962,0.52021,0.76612,0.78922,1.41146,66.70592,0.97334,0.98649,0.00000
Type00,2,240,PURE_GPR,11.50774,10.69604,2.31604,0.58512,4.56652,1.18739,0.79814,206.32112,0.96973,0.98463,0.00000
Type00,2,240,PURE_KRR,11.26602,10.45335,2.08189,0.56175,3.18488,0.97885,0.77715,83.38410,0.97912,0.98945,0.00000
Type00,2,240,PURE_SVR,10.34953,9.53730,1.74227,0.41678,4.02651,1.03467,0.43763,201.40981,0.98515,0.99252,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,10.71789,9.85989,2.82098,0.81427,7.63068,1.36587,0.56373,593.08276,0.96196,0.98061,0.00000
Type00,2,245,PCA_LINEAR,8.98184,8.05760,10.97910,2.67508,37.96643,3.29027,10.97910,1521.36139,0.90165,0.94828,0.00000
Type00,2,245,PCA_SVR,10.35820,9.50154,2.73438,0.74678,10.60006,1.38826,1.49523,496.75202,0.97111,0.98534,0.00000
Type00,2,245,PURE_GPR,10.45569,9.62473,2.28408,0.79040,5.63001,1.22006,0.63601,510.71403,0.96715,0.98330,0.00000
Type00,2,245,PURE_KRR,10.74516,9.89744,2.85595,0.79045,7.51218,1.37134,0.44336,583.53871,0.96282,0.98106,0.00000
Type00,2,245,PURE_SVR,10.61875,9.79365,2.75014,1.05154,6.98865,1.60635,0.19581,711.20263,0.95642,0.97773,0.00000
Type00,2,245,RATIO_CTRL,2.42295,2.28939,2.74414,1.19116,0.40230,0.76089,0.72966,120.96791,0.95471,0.97683,0.00000
Type00,2,255,PCA_KRR,11.51272,10.51199,1.78762,0.82093,6.55586,0.68298,0.96859,10.63595,0.95524,0.97711,0.00000
Type00,2,255,PCA_LINEAR,9.39318,8.47498,11.58679,2.94139,38.54844,2.49342,11.58679,821.36760,0.88703,0.94013,0.00000
Type00,2,255,PCA_SVR,11.42686,10.45806,1.88962,0.57539,7.76885,1.22544,0.82995,331.00000,0.97416,0.98691,0.00000
Type00,2,255,PURE_GPR,11.06824,10.14587,2.21045,0.91921,5.50807,0.43287,0.84839,89.36946,0.95921,0.97918,0.00000
Type00,2,255,PURE_KRR,11.54484,10.56282,1.72779,0.79154,6.29606,0.68989,0.80194,14.04230,0.95770,0.97839,0.00000
Type00,2,255,PURE_SVR,11.84132,10.91855,2.61654,0.56260,5.40846,0.92686,0.11471,137.64446,0.96711,0.98328,0.00000
Type00,2,255,RATIO_CTRL,3.44265,2.80049,7.18499,2.15583,0.59318,2.76962,1.38091,908.25469,0.92075,0.95874,0.00000
Type00,2,265,PCA_KRR,12.39253,11.41396,3.05042,1.18920,6.69482,2.47461,0.93707,804.09598,0.95302,0.97595,0.00000
Type00,2,265,PCA_LINEAR,10.63747,9.34624,10.22048,3.03624,41.51640,4.79113,10.20013,1852.67715,0.89744,0.94595,0.00000
