Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,11.76644,10.85655,2.82241,0.83251,5.95053,1.01132,0.48009,342.07085,0.96090,0.98001,0.00000
PCA_LINEAR,12.57682,11.70004,7.89149,2.30185,16.16002,1.59616,4.69191,784.75614,0.90971,0.95249,0.00000
PCA_SVR,11.77046,10.87948,3.02365,0.84636,6.14315,0.94728,1.13549,335.18434,0.96217,0.98065,0.00000
PURE_GPR,11.73543,10.82121,2.81863,0.86916,6.02960,0.99663,0.38160,340.45801,0.95988,0.97948,0.00000
PURE_KRR,11.71576,10.80305,2.77832,0.81806,5.97063,0.99269,0.41460,335.94688,0.96128,0.98021,0.00000
PURE_SVR,11.77843,10.85053,2.83741,0.81645,6.04679,1.03670,0.40136,364.89771,0.96271,0.98093,0.00000
RATIO_CTRL,3.25091,2.91304,4.79065,1.79648,3.82005,3.16000,0.43601,652.82173,0.93464,0.96600,0.00000
