Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,10.39412,9.56176,2.33220,0.74555,4.53653,0.83747,0.46272,289.34669,0.96311,0.98115,0.00000
PCA_LINEAR,11.28881,10.45217,7.63765,2.23564,15.57001,1.53379,4.61910,741.44198,0.91083,0.95308,0.00000
PCA_SVR,10.41241,9.60342,2.64224,0.76907,5.16616,0.80025,1.14874,282.18200,0.96377,0.98148,0.00000
PURE_GPR,10.35477,9.51823,2.36361,0.77990,4.63757,0.83194,0.36203,288.05145,0.96216,0.98066,0.00000
PURE_KRR,10.33881,9.50345,2.28872,0.73087,4.56632,0.81274,0.40127,282.80801,0.96351,0.98136,0.00000
PURE_SVR,10.42868,9.57536,2.36928,0.72410,4.60235,0.82229,0.37613,302.77461,0.96604,0.98266,0.00000
RATIO_CTRL,3.20903,2.87478,4.73599,1.74370,4.06537,3.09524,0.31854,665.65370,0.93579,0.96660,0.00000
