Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,12.32012,11.36005,3.33670,1.05286,5.43827,0.84207,1.84194,372.60575,0.95204,0.97539,0.00000
PCA_KRR,2,12.04722,11.14542,2.68793,0.77377,6.59035,1.27916,0.38476,352.69533,0.96471,0.98202,0.00000
PCA_KRR,3,11.87017,10.94740,2.55398,0.68519,7.56352,1.28376,0.79678,335.97229,0.96870,0.98410,0.00000
PCA_KRR,4,12.44668,11.53924,2.91737,0.54291,6.87081,1.08054,0.20221,362.62814,0.97845,0.98911,0.00000
PCA_LINEAR,1,12.66259,11.69440,5.58208,1.79728,4.45132,0.77534,1.39906,592.31550,0.92449,0.96066,0.00000
PCA_LINEAR,2,12.36126,11.46512,7.41312,2.25110,18.30150,1.93015,5.57148,800.16987,0.91231,0.95399,0.00000
PCA_LINEAR,3,9.69594,8.69047,10.44682,2.69171,37.88348,2.52692,10.29724,1060.39447,0.89934,0.94696,0.00000
PCA_LINEAR,4,22.81663,22.58470,21.25058,5.16039,54.40624,3.88051,21.25058,1812.89897,0.83990,0.91296,0.00000
PCA_SVR,1,12.53209,11.61234,3.58328,1.06554,5.80729,0.80212,2.78313,311.12230,0.95213,0.97543,0.00000
PCA_SVR,2,12.22354,11.37683,2.80077,0.74422,5.33340,1.10922,1.30952,310.16607,0.96689,0.98314,0.00000
PCA_SVR,3,11.51211,10.60853,4.02435,1.05094,10.40568,1.23102,1.58371,440.29384,0.95613,0.97749,0.00000
PCA_SVR,4,12.66934,11.82409,2.89338,0.63441,5.29664,0.96106,1.48672,308.20432,0.97441,0.98704,0.00000
PURE_GPR,1,12.25991,11.29013,3.23915,1.10195,5.42846,0.80958,1.69003,365.48370,0.95040,0.97453,0.00000
PURE_GPR,2,12.05461,11.15536,2.75560,0.85489,6.67332,1.27513,0.47675,358.63088,0.96150,0.98034,0.00000
PURE_GPR,3,11.78246,10.85362,2.52996,0.70950,7.60402,1.30302,0.56845,339.96517,0.96806,0.98377,0.00000
PURE_GPR,4,12.44140,11.53144,2.92137,0.51863,6.87113,1.08166,0.05522,363.07540,0.98012,0.98996,0.00000
PURE_KRR,1,12.22171,11.25588,3.23162,1.06210,5.52961,0.81020,1.59484,364.73494,0.95113,0.97491,0.00000
PURE_KRR,2,12.03879,11.13747,2.68313,0.75461,6.58419,1.27661,0.36170,351.89306,0.96562,0.98249,0.00000
PURE_KRR,3,11.88720,10.96062,2.56319,0.66688,7.55695,1.27468,0.67415,334.05116,0.96941,0.98446,0.00000
PURE_KRR,4,12.44409,11.53611,2.91932,0.53061,6.85547,1.08070,0.17456,362.94942,0.97908,0.98943,0.00000
PURE_SVR,1,12.32253,11.32909,3.33460,1.06538,6.28960,0.82400,1.44221,381.30469,0.95373,0.97623,0.00000
PURE_SVR,2,12.08645,11.18702,2.74252,0.74713,6.66087,1.22258,0.38468,400.01158,0.96629,0.98283,0.00000
PURE_SVR,3,11.92829,11.04500,2.63114,0.63875,6.49544,1.24258,0.49312,312.26200,0.97088,0.98522,0.00000
PURE_SVR,4,12.45190,11.54632,2.92026,0.52557,6.68328,1.08850,0.10180,352.41097,0.97857,0.98917,0.00000
RATIO_CTRL,1,3.58940,3.28231,4.55146,1.68766,3.10980,3.08101,1.52155,557.91481,0.93787,0.96785,0.00000
RATIO_CTRL,2,2.98060,2.64024,4.95661,1.80534,4.58507,2.96889,0.63679,666.73421,0.93562,0.96649,0.00000
RATIO_CTRL,3,4.27496,3.54447,6.95533,2.92417,8.68544,5.80791,0.85107,1320.15610,0.90042,0.94759,0.00000
RATIO_CTRL,4,1.60468,1.46245,2.59457,0.88632,2.08985,1.45913,0.30194,411.65987,0.96318,0.98103,0.00000
