Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,12.17940,11.24946,2.97966,0.87454,6.18351,1.07206,1.05685,360.72010,0.96035,0.97973,0.00000
PCA_LINEAR,12.95530,12.06169,7.79148,2.28252,16.29347,1.59997,5.18241,798.43650,0.91174,0.95359,0.00000
PCA_SVR,12.32715,11.44303,3.26349,0.90697,5.99243,0.97368,2.00065,322.02719,0.95988,0.97947,0.00000
PURE_GPR,12.14745,11.21351,2.96150,0.92935,6.21596,1.05780,0.99603,360.31370,0.95839,0.97871,0.00000
PURE_KRR,12.13363,11.20096,2.93199,0.86854,6.22004,1.05608,0.92506,356.75170,0.96041,0.97976,0.00000
PURE_SVR,12.20168,11.26149,3.00762,0.86417,6.48265,1.03827,0.84547,380.72407,0.96194,0.98053,0.00000
RATIO_CTRL,3.23322,2.89260,4.75717,1.77031,4.07847,3.11624,1.00377,650.36203,0.93600,0.96674,0.00000
