Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,6.99286,6.49163,1.29698,0.41852,0.21373,0.41217,0.73277,13.36309,0.98257,0.99121,0.00000
Type00,2,240,PCA_LINEAR,5.95782,5.19436,10.19210,2.39077,34.52138,2.87133,10.14539,1151.64715,0.91089,0.95337,0.00000
Type00,2,240,PCA_SVR,7.04488,6.64518,1.37608,0.39891,2.08413,0.14222,1.37608,41.37454,0.97617,0.98794,0.00000
Type00,2,240,PURE_GPR,6.65775,6.16667,1.37146,0.37101,1.34388,0.61434,0.37692,55.33032,0.97931,0.98955,0.00000
Type00,2,240,PURE_KRR,6.92683,6.42890,1.23486,0.40371,0.45717,0.39900,0.65762,8.59038,0.98308,0.99147,0.00000
Type00,2,240,PURE_SVR,6.67127,6.19039,0.68955,0.22669,0.25475,0.41379,0.55811,81.10299,0.98769,0.99381,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,6.25209,5.71465,1.46058,0.69264,4.03181,0.66354,0.47567,397.89832,0.97069,0.98513,0.00000
Type00,2,245,PCA_LINEAR,6.34025,5.48730,10.27153,2.61804,34.58292,2.52933,10.04914,1325.68166,0.90186,0.94840,0.00000
Type00,2,245,PCA_SVR,6.22793,5.71449,1.00556,0.36923,4.96602,0.64936,0.75679,278.58605,0.98179,0.99081,0.00000
Type00,2,245,PURE_GPR,6.33694,5.83069,1.55084,0.68088,2.83132,0.50685,0.28510,379.66809,0.97173,0.98566,0.00000
Type00,2,245,PURE_KRR,6.25875,5.73542,1.41076,0.66292,3.88112,0.67289,0.42461,387.54749,0.97153,0.98556,0.00000
Type00,2,245,PURE_SVR,6.39390,5.88071,2.46063,0.92767,2.85724,0.65049,0.11434,499.99754,0.96402,0.98168,0.00000
Type00,2,245,RATIO_CTRL,2.33579,2.18567,2.85842,0.95820,0.69494,0.93329,0.14303,24.39818,0.96506,0.98222,0.00000
Type00,2,255,PCA_KRR,7.09228,6.36511,1.57673,0.63333,3.55131,0.05398,0.40440,58.06422,0.96979,0.98466,0.00000
Type00,2,255,PCA_LINEAR,6.30997,5.60482,10.53703,2.86205,35.01175,1.68037,10.17198,714.23431,0.89823,0.94638,0.00000
Type00,2,255,PCA_SVR,7.08253,6.46735,0.71399,0.19878,1.96949,0.31956,0.08120,109.61514,0.98514,0.99251,0.00000
Type00,2,255,PURE_GPR,7.30557,6.65733,2.04979,0.74042,2.52979,0.19192,0.04805,142.94046,0.96325,0.98128,0.00000
