Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,13.24204,12.33578,3.37512,0.71819,4.65322,1.34404,0.90016,166.00110,0.97162,0.98560,0.00000
Type00,2,240,PCA_LINEAR,10.23438,9.34029,10.49100,2.68454,38.30310,3.79796,10.49100,1315.29245,0.90665,0.95104,0.00000
Type00,2,240,PCA_SVR,13.32080,12.51288,3.32992,0.64261,2.32339,1.14580,1.38194,132.17662,0.97368,0.98667,0.00000
Type00,2,240,PURE_GPR,13.43174,12.54409,3.69746,0.81723,6.23003,1.53244,0.82318,277.80882,0.96399,0.98166,0.00000
Type00,2,240,PURE_KRR,13.16660,12.26656,3.34683,0.70871,4.86544,1.33909,0.75208,166.88969,0.97319,0.98641,0.00000
Type00,2,240,PURE_SVR,12.23074,11.35371,2.93093,0.59228,5.51857,1.47520,0.47084,276.22186,0.97538,0.98753,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,12.54210,11.61337,3.78592,0.93243,8.90046,1.78038,0.59654,635.33973,0.96388,0.98161,0.00000
Type00,2,245,PCA_LINEAR,10.28992,9.36194,11.00668,2.79399,38.84541,3.71782,11.00668,1518.42512,0.90653,0.95097,0.00000
Type00,2,245,PCA_SVR,12.36598,11.39199,3.68910,0.88568,11.81749,1.77484,1.44944,563.17307,0.96774,0.98360,0.00000
Type00,2,245,PURE_GPR,12.38452,11.45452,3.26164,0.91981,7.07223,1.64357,0.68040,560.73155,0.96722,0.98334,0.00000
Type00,2,245,PURE_KRR,12.58740,11.66566,3.82296,0.91334,8.79487,1.78086,0.47153,627.71992,0.96442,0.98189,0.00000
Type00,2,245,PURE_SVR,12.43672,11.54742,3.78974,1.15742,8.36052,1.99507,0.15561,710.67584,0.95696,0.97801,0.00000
Type00,2,245,RATIO_CTRL,2.58468,2.43289,3.21761,1.43233,0.30430,0.72368,0.57749,45.96987,0.95151,0.97515,0.00000
Type00,2,255,PCA_KRR,13.40522,12.35853,2.63055,0.97860,7.69948,1.18719,0.91324,78.61047,0.95576,0.97738,0.00000
Type00,2,255,PCA_LINEAR,10.90679,9.96126,11.29251,3.12557,39.09903,2.98944,11.29251,803.97789,0.88971,0.94163,0.00000
Type00,2,255,PCA_SVR,13.16154,12.14733,2.78106,0.71861,9.32229,1.72957,0.98022,395.30919,0.96662,0.98303,0.00000
Type00,2,255,PURE_GPR,13.03101,12.07936,2.70831,1.11947,6.58185,0.95055,0.64467,4.76195,0.94967,0.97419,0.00000
Type00,2,255,PURE_KRR,13.43586,12.41164,2.62215,0.95071,7.47247,1.19159,0.75859,84.16812,0.95594,0.97748,0.00000
Type00,2,255,PURE_SVR,13.80555,12.85100,3.66767,0.85432,6.54439,1.55636,0.33383,144.51823,0.96192,0.98059,0.00000
Type00,2,255,RATIO_CTRL,3.82058,3.19044,7.57231,2.52907,1.64393,2.70808,0.96659,996.56366,0.91337,0.95472,0.00000
Type00,2,265,PCA_KRR,14.40071,13.35304,4.18962,1.35730,8.23916,2.93779,0.79429,877.58569,0.94881,0.97373,0.00000
Type00,2,265,PCA_LINEAR,12.08635,10.76975,10.17811,3.08530,42.65371,5.25058,10.17811,1831.04091,0.89916,0.94690,0.00000
Type00,2,265,PCA_SVR,14.16961,13.14009,3.47992,0.67188,6.20813,1.75057,0.12474,400.69579,0.97491,0.98730,0.00000
Type00,2,265,PURE_GPR,15.89756,14.87008,5.14156,1.38838,9.75108,2.92542,1.73313,918.52476,0.94623,0.97237,0.00000
Type00,2,265,PURE_KRR,14.28758,13.25347,4.12597,1.36209,8.35989,2.93760,0.58712,883.66087,0.94883,0.97374,0.00000
Type00,2,265,PURE_SVR,14.43269,13.31387,4.64977,1.46572,7.87632,2.94453,1.21795,835.08298,0.94708,0.97282,0.00000
Type00,2,265,RATIO_CTRL,3.50522,3.38557,4.86013,1.72725,0.43870,1.68674,0.04437,315.93441,0.94241,0.97035,0.00000
Type00,2,270,PCA_KRR,14.03299,13.09033,3.07747,1.20313,4.75887,0.76710,0.26825,86.33850,0.95597,0.97749,0.00000
Type00,2,270,PCA_LINEAR,10.88210,9.94574,11.18164,2.89536,37.09978,3.21697,11.18164,987.71250,0.90518,0.95023,0.00000
Type00,2,270,PCA_SVR,13.62833,12.61198,3.21790,0.77042,6.51289,1.49080,0.91176,333.81277,0.97105,0.98531,0.00000
Type00,2,270,PURE_GPR,14.17286,13.21433,3.30764,1.16423,4.78567,0.87190,0.15830,108.60275,0.96021,0.97970,0.00000
Type00,2,270,PURE_KRR,14.00959,13.04449,3.07903,1.20683,4.93303,0.76770,0.38497,86.56335,0.95665,0.97785,0.00000
Type00,2,270,PURE_SVR,13.96477,13.01911,3.42897,1.39974,4.84532,0.44600,0.30161,244.57654,0.95042,0.97458,0.00000
Type00,2,270,RATIO_CTRL,4.40941,3.89497,7.55634,2.90344,5.29318,4.31428,0.99051,1339.36027,0.90855,0.95208,0.00000
Type00,2,275,PCA_KRR,14.65640,13.58490,3.83369,1.05851,11.28039,2.24549,1.12434,714.44674,0.96051,0.97986,0.00000
Type00,2,275,PCA_LINEAR,11.87195,10.87946,11.25077,3.17636,39.61028,4.66315,11.25077,1847.28871,0.90176,0.94834,0.00000
Type00,2,275,PCA_SVR,13.30379,12.12362,4.13706,1.47767,19.54100,2.15014,1.42829,934.53213,0.95053,0.97464,0.00000
Type00,2,275,PURE_GPR,14.14371,13.06864,3.62835,1.19698,10.81227,2.30941,1.34257,718.40826,0.96086,0.98004,0.00000
Type00,2,275,PURE_KRR,14.74991,13.67985,3.89529,1.01065,10.83407,2.21167,0.89205,691.60077,0.96122,0.98022,0.00000
Type00,2,275,PURE_SVR,14.97775,13.86762,3.61751,0.85421,10.51181,1.67696,1.39883,444.44679,0.96826,0.98387,0.00000
Type00,2,275,RATIO_CTRL,3.92070,3.67730,4.09657,1.61621,3.96849,3.51195,1.15517,664.46820,0.95004,0.97438,0.00000
Type01,1,230,PCA_KRR,12.61426,11.82862,2.52180,0.60117,3.83090,0.70642,0.52653,265.99364,0.97332,0.98648,0.00000
Type01,1,230,PCA_LINEAR,12.24120,11.46147,3.01864,0.77983,5.72901,0.62338,0.54378,207.06306,0.97080,0.98518,0.00000
Type01,1,230,PCA_SVR,13.28948,12.65089,3.11285,0.78876,1.36719,0.19757,2.34754,72.57736,0.96778,0.98363,0.00000
Type01,1,230,PURE_GPR,12.50500,11.68690,2.64220,0.65778,4.16796,0.96804,0.00378,251.58825,0.97176,0.98568,0.00000
Type01,1,230,PURE_KRR,12.57917,11.78989,2.55086,0.62064,4.07589,0.64370,0.46927,265.68238,0.97169,0.98564,0.00000
Type01,1,230,PURE_SVR,12.36059,11.55328,2.70354,0.55279,5.77211,0.78278,0.06357,315.83624,0.97414,0.98690,0.00000
Type01,1,240,PCA_KRR,12.56017,11.51183,3.89097,0.98436,8.83047,1.30698,0.43488,364.85009,0.96066,0.97993,0.00000
Type01,1,240,PCA_LINEAR,12.90863,11.72837,5.11712,1.62091,8.64039,0.49130,1.21954,268.08971,0.94362,0.97099,0.00000
Type01,1,240,PCA_SVR,12.37773,11.33581,3.43395,0.76962,10.14781,1.30699,1.25047,453.21654,0.96981,0.98467,0.00000
Type01,1,240,PURE_GPR,12.73297,11.66414,3.64470,0.91906,8.49199,0.69527,0.01762,341.21415,0.96360,0.98146,0.00000
Type01,1,240,PURE_KRR,12.55301,11.51698,3.90475,0.99590,8.79917,1.38939,0.46301,378.60232,0.96032,0.97976,0.00000
Type01,1,240,PURE_SVR,13.25822,12.13825,3.71636,0.58125,9.83479,0.99114,0.43336,482.55933,0.97077,0.98517,0.00000
Type01,1,240,RATIO_CTRL,4.33862,4.23154,3.84605,1.42416,1.41183,1.19464,0.64735,221.13949,0.95019,0.97446,0.00000
Type01,1,250,PCA_KRR,13.13895,12.22219,4.25191,1.37057,6.80687,0.26960,0.32328,389.63408,0.94765,0.97312,0.00000
Type01,1,250,PCA_LINEAR,12.67624,11.84428,4.52335,1.41849,8.97139,0.30051,0.80404,460.13142,0.95002,0.97437,0.00000
Type01,1,250,PCA_SVR,12.75416,11.87403,3.17687,0.63201,7.61856,0.85256,0.31329,405.70191,0.97314,0.98639,0.00000
Type01,1,250,PURE_GPR,13.06144,12.14264,4.03908,1.26464,8.07087,0.27712,0.31874,492.38177,0.95011,0.97442,0.00000
Type01,1,250,PURE_KRR,13.16693,12.27448,4.17668,1.29668,6.26795,0.29485,0.13700,367.65508,0.94900,0.97383,0.00000
Type01,1,250,PURE_SVR,14.66915,13.62346,5.55412,2.45523,4.96502,0.74437,0.54258,366.22352,0.90960,0.95266,0.00000
Type01,1,250,RATIO_CTRL,2.17462,1.87666,3.06679,1.19557,0.31397,2.35227,0.24309,331.48598,0.95957,0.97937,0.00000
Type01,1,260,PCA_KRR,13.28290,12.25549,4.17703,1.09174,8.23737,1.99531,0.14696,448.69545,0.96018,0.97968,0.00000
Type01,1,260,PCA_LINEAR,13.37194,12.45383,7.53165,2.90712,9.08393,2.86623,0.87938,458.61754,0.90658,0.95100,0.00000
Type01,1,260,PCA_SVR,13.36295,12.39715,3.54255,0.62552,7.29024,1.36894,0.01469,397.02104,0.97680,0.98826,0.00000
Type01,1,260,PURE_GPR,13.47957,12.54258,4.82795,1.62794,6.72629,2.55649,0.34683,422.43587,0.94431,0.97136,0.00000
Type01,1,260,PURE_KRR,13.26132,12.22722,4.07556,0.97311,8.39381,1.85726,0.19529,441.36759,0.96435,0.98185,0.00000
Type01,1,260,PURE_SVR,13.39684,12.43200,3.67586,0.62560,7.50531,1.37178,0.05211,401.68061,0.97747,0.98861,0.00000
Type01,1,260,RATIO_CTRL,5.56353,5.27689,7.30451,2.61649,0.93925,0.80389,0.30192,655.61043,0.91841,0.95747,0.00000
Type01,1,280,PCA_KRR,14.80979,13.93218,3.68337,0.97350,6.48296,0.80248,0.24498,343.14172,0.96067,0.97994,0.00000
Type01,1,280,PCA_LINEAR,14.14433,13.34306,4.68577,1.77939,7.40252,0.69449,0.05936,229.17793,0.94139,0.96981,0.00000
Type01,1,280,PCA_SVR,15.56110,14.83041,3.63442,0.92124,0.87508,0.62078,2.13649,169.84939,0.96162,0.98043,0.00000
Type01,1,280,PURE_GPR,14.77526,13.88443,4.02285,1.32197,6.07275,0.56510,0.05243,181.29688,0.95093,0.97485,0.00000
Type01,1,280,PURE_KRR,14.73709,13.84621,3.63475,0.88302,7.02225,0.96356,0.07280,384.47534,0.96335,0.98133,0.00000
Type01,1,280,PURE_SVR,14.60492,13.71580,3.93408,0.74296,8.07971,1.31770,0.07762,469.16654,0.97210,0.98585,0.00000
Type01,1,280,RATIO_CTRL,4.15252,3.52714,8.69315,2.50629,5.18844,4.82903,0.49206,1590.93849,0.92567,0.96140,0.00000
Type02,3,230,PCA_KRR,12.34208,11.31700,3.20142,0.68899,7.42124,1.37049,0.26718,330.64053,0.96927,0.98440,0.00000
Type02,3,230,PCA_LINEAR,10.23271,9.23021,10.52078,3.05179,42.78775,4.83782,10.52078,1537.77989,0.88626,0.93970,0.00000
Type02,3,230,PCA_SVR,12.84697,11.93452,3.15886,0.72024,3.49696,1.06050,1.59081,208.39400,0.96793,0.98370,0.00000
Type02,3,230,PURE_GPR,12.13834,11.09718,3.19571,0.74605,8.39477,1.64275,0.05206,393.83114,0.96889,0.98420,0.00000
Type02,3,230,PURE_KRR,12.34025,11.30873,3.21550,0.68456,7.57002,1.33287,0.21463,326.33576,0.96948,0.98450,0.00000
Type02,3,230,PURE_SVR,12.30621,11.24048,3.30473,0.69109,8.21316,1.29227,0.00109,331.59416,0.96931,0.98441,0.00000
Type02,3,250,PCA_KRR,12.80616,11.82180,3.50493,0.97718,12.44249,1.34699,1.53326,386.17440,0.95845,0.97878,0.00000
Type02,3,250,PCA_LINEAR,10.85940,9.77558,11.82841,2.92129,39.56810,0.66683,11.82841,622.89477,0.89114,0.94244,0.00000
Type02,3,250,PCA_SVR,12.60862,11.62649,3.48754,1.01862,13.68050,1.77464,1.74045,482.18880,0.95543,0.97721,0.00000
Type02,3,250,PURE_GPR,13.00033,12.02950,3.45638,0.93519,10.20843,0.68463,1.14230,207.47901,0.96113,0.98018,0.00000
Type02,3,250,PURE_KRR,12.83036,11.85285,3.48414,0.94491,12.11170,1.44471,1.34898,397.50051,0.95860,0.97886,0.00000
Type02,3,250,PURE_SVR,12.98965,12.03948,3.61531,0.87828,11.08331,1.68539,0.73097,396.40441,0.95969,0.97943,0.00000
Type02,3,250,RATIO_CTRL,3.81538,3.13035,6.71956,2.72259,5.51380,6.28164,1.34761,1403.69877,0.90141,0.94815,0.00000
Type02,3,260,PCA_KRR,13.76534,12.78382,3.04608,0.87620,6.53182,1.94337,0.86023,417.02071,0.96482,0.98210,0.00000
Type02,3,260,PCA_LINEAR,10.67999,9.59061,11.31758,2.57457,38.81173,2.68637,11.31758,1010.94501,0.91087,0.95335,0.00000
Type02,3,260,PCA_SVR,14.30037,13.28320,3.41518,0.79300,5.15678,1.34954,1.71928,307.75777,0.96409,0.98172,0.00000
Type02,3,260,PURE_GPR,13.41171,12.42434,3.01718,0.94537,7.85997,2.30341,0.34960,514.89956,0.96214,0.98070,0.00000
Type02,3,260,PURE_KRR,13.81890,12.80560,3.17220,0.84233,7.08944,1.84516,0.70746,412.28405,0.96636,0.98289,0.00000
Type02,3,260,PURE_SVR,13.68912,12.81340,3.38301,0.83780,4.79800,1.62192,1.15509,339.54271,0.96944,0.98448,0.00000
Type02,3,260,RATIO_CTRL,4.29014,3.56574,7.33210,2.87972,7.71177,5.26215,0.84670,1280.96064,0.90606,0.95071,0.00000
Type02,3,270,PCA_KRR,14.68749,13.56051,4.05064,0.87283,12.52542,1.62311,0.68833,508.64141,0.96443,0.98189,0.00000
Type02,3,270,PCA_LINEAR,11.94624,10.84282,11.96140,2.69592,41.28790,3.19602,11.96140,1298.47234,0.91151,0.95371,0.00000
Type02,3,270,PCA_SVR,11.99042,10.83816,8.83532,2.31368,29.27292,1.89197,1.74280,1106.99988,0.92097,0.95886,0.00000
Type02,3,270,PURE_GPR,14.72516,13.59153,4.13497,0.87733,12.66995,1.73089,0.67825,544.31703,0.96384,0.98159,0.00000
Type02,3,270,PURE_KRR,14.68236,13.56777,3.98847,0.85797,12.12717,1.62544,0.57658,498.05941,0.96519,0.98229,0.00000
Type02,3,270,PURE_SVR,14.70413,13.64029,3.79487,0.82526,10.73111,1.66173,0.15621,479.04354,0.96690,0.98317,0.00000
Type02,3,270,RATIO_CTRL,4.61962,3.92398,6.92479,3.16634,6.38912,5.67954,1.53495,1272.68252,0.90088,0.94785,0.00000
Type03,1,230,PCA_KRR,12.46888,11.62060,2.69437,0.57000,5.01227,0.70064,0.48413,305.18276,0.96779,0.98363,0.00000
Type03,1,230,PCA_LINEAR,12.70019,11.78284,6.00636,1.40716,4.38064,0.45038,0.11386,545.44046,0.92629,0.96174,0.00000
Type03,1,230,PCA_SVR,13.05452,12.35141,2.78422,0.67237,0.26807,0.28505,2.14760,112.77950,0.96085,0.98004,0.00000
Type03,1,230,PURE_GPR,12.29076,11.39068,2.66443,0.62392,6.94955,0.86230,0.09281,347.87841,0.97190,0.98575,0.00000
Type03,1,230,PURE_KRR,12.40347,11.54758,2.69181,0.56074,5.26839,0.70488,0.39613,307.39054,0.96830,0.98389,0.00000
Type03,1,230,PURE_SVR,12.25060,11.35910,2.66854,0.57155,6.51309,0.68889,0.07798,340.05571,0.97138,0.98548,0.00000
Type03,1,235,PCA_KRR,13.24081,12.15606,3.11671,1.05335,9.73046,0.99326,0.77917,631.05762,0.94887,0.97376,0.00000
Type03,1,235,PCA_LINEAR,13.77268,12.71821,6.62525,1.97759,5.07183,0.35358,0.20000,748.17252,0.91492,0.95557,0.00000
Type03,1,235,PCA_SVR,13.31722,12.26438,3.30502,1.16348,9.98211,0.99176,0.87224,688.00979,0.94530,0.97188,0.00000
Type03,1,235,PURE_GPR,13.30143,12.21737,2.90466,0.98748,8.65137,0.93621,0.39581,577.63292,0.95010,0.97441,0.00000
Type03,1,235,PURE_KRR,13.19885,12.11621,3.07595,1.10608,10.27560,1.00503,0.94534,664.54087,0.94732,0.97295,0.00000
Type03,1,235,PURE_SVR,13.15878,12.05024,3.34647,1.24099,11.02664,1.04545,0.98098,730.87196,0.94356,0.97096,0.00000
Type03,1,235,RATIO_CTRL,2.29839,2.19090,1.57945,0.63260,0.05823,0.56673,0.14716,93.17082,0.96866,0.98408,0.00000
Type03,1,245,PCA_KRR,13.38161,12.31325,4.02190,1.29158,11.09870,1.36892,0.96826,703.18339,0.94624,0.97238,0.00000
Type03,1,245,PCA_LINEAR,13.81054,12.78917,6.59154,1.85913,6.41609,0.57338,0.58456,874.98448,0.91850,0.95752,0.00000
Type03,1,245,PCA_SVR,13.38400,12.29164,4.18762,1.40195,12.19644,1.45839,1.30249,755.13843,0.94386,0.97112,0.00000
Type03,1,245,PURE_GPR,13.32867,12.26809,3.50812,1.22090,10.31970,1.32240,0.79201,707.65666,0.94376,0.97106,0.00000
Type03,1,245,PURE_KRR,13.38028,12.31543,3.63190,1.30549,10.78443,1.38040,0.91028,700.30475,0.94512,0.97179,0.00000
Type03,1,245,PURE_SVR,13.53159,12.40709,3.86744,1.31667,10.59114,1.40177,0.65111,701.95259,0.94164,0.96994,0.00000
Type03,1,245,RATIO_CTRL,1.65001,1.42149,1.96152,0.59183,0.18335,1.27942,0.64543,11.39803,0.97580,0.98775,0.00000
Type03,1,250,PCA_KRR,13.98008,12.94444,3.68375,1.28588,7.96253,0.91543,0.50324,610.17873,0.93913,0.96861,0.00000
Type03,1,250,PCA_LINEAR,14.50905,13.46914,7.83963,2.35667,4.48852,0.12753,0.59953,844.02657,0.90244,0.94872,0.00000
Type03,1,250,PCA_SVR,13.55009,12.55093,3.61670,1.23237,9.30397,1.01164,0.94554,594.55786,0.94132,0.96977,0.00000
Type03,1,250,PURE_GPR,13.95538,12.88932,4.03418,1.33487,7.99056,0.94823,0.66791,661.09019,0.93439,0.96608,0.00000
Type03,1,250,PURE_KRR,13.86572,12.85218,4.02205,1.30197,7.60624,0.97599,0.47966,591.42306,0.93685,0.96739,0.00000
Type03,1,250,PURE_SVR,13.98854,12.92801,4.03907,1.25593,7.60461,0.93775,0.36926,552.77898,0.93807,0.96804,0.00000
Type03,1,250,RATIO_CTRL,2.50358,2.28719,3.09057,1.31643,2.83199,2.18276,0.66549,164.17560,0.94451,0.97146,0.00000
Type03,1,255,PCA_KRR,14.42186,13.31535,3.62794,1.12000,9.27579,0.33124,0.52757,731.93807,0.95284,0.97585,0.00000
Type03,1,255,PCA_LINEAR,14.93855,13.82908,8.21274,2.15976,6.87013,0.39683,0.09397,1001.64840,0.91541,0.95584,0.00000
Type03,1,255,PCA_SVR,13.95232,12.73396,3.50481,1.02544,11.13876,0.44154,0.11503,701.37037,0.95340,0.97614,0.00000
Type03,1,255,PURE_GPR,14.29150,13.19302,4.03525,1.22587,9.79708,0.42703,0.14205,798.11148,0.94436,0.97138,0.00000
Type03,1,255,PURE_KRR,14.21028,13.07883,4.00552,1.10890,9.43730,0.46664,0.35178,725.82938,0.94761,0.97310,0.00000
