type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41
Type03, L, 255, 56.086654, 255.775049, 50.897872, 255.632146, 41.129400, 254.569980, 26.934162, 244.252456, 21.605056, 229.256802, 18.855794, 214.101010, 16.415918, 198.572031, 14.475033, 184.079754, 12.200963, 168.854823, 9.892840, 153.813891, 7.804196, 139.246691, 4.970026, 123.391587, 2.871979, 109.848308, 0.539401, 93.260837, 0.000000, 78.487654, 0.875183, 63.624475, 3.984321, 48.376117, 8.911978, 33.724054, 16.126372, 19.696755, 25.719266, 6.395761, 41.102716, 0.000000, 56.170915, 0.912918, 70.126815, 10.740127, 77.079424, 24.986809, 80.962476, 40.373450, 83.417566, 55.673225, 83.996540, 71.506217, 83.570266, 86.581299, 82.362911, 101.965630, 80.731026, 117.493071, 79.686366, 132.954765, 79.256390, 148.239508, 79.695040, 162.949278, 80.890138, 179.174809, 82.067842, 194.008727, 83.661618, 208.479531, 84.114487, 223.622255, 81.322461, 239.119958, 71.573430, 252.570160, 60.479608, 255.132636, 55.870461, 255.954599
Type03, L, 260, 54.062462, 261.193956, 48.460182, 260.897560, 38.695553, 258.117348, 25.846941, 246.174279, 21.615362, 230.303642, 20.464449, 215.189170, 19.159237, 199.906250, 16.772540, 184.608496, 14.201133, 168.936649, 11.156246, 153.141373, 8.305042, 137.280848, 5.170509, 121.388732, 2.085334, 105.383897, 0.255701, 89.692415, 0.000000, 74.157141, 2.249592, 59.154192, 6.513209, 44.304779, 12.598183, 29.934713, 20.262502, 15.559546, 32.562365, 3.869186, 48.070679, 0.000000, 63.731788, 3.190266, 75.157010, 16.519358, 80.641015, 31.354971, 83.989193, 46.549374, 85.223573, 62.125185, 85.141483, 77.338068, 84.360681, 92.512765, 83.237333, 107.364912, 82.168892, 122.732351, 81.356557, 138.222802, 81.252361, 153.952971, 81.794938, 168.733832, 82.579678, 184.227158, 83.853649, 199.299771, 84.596508, 214.377825, 85.729858, 229.981601, 82.280513, 245.241457, 69.713871, 257.680054, 59.555401, 260.856142, 53.709403, 260.989866
Type03, L, 265, 51.983862, 265.866751, 46.794699, 265.617143, 36.368736, 263.082156, 23.413332, 251.101949, 19.639834, 235.542494, 17.744672, 219.279678, 16.394944, 204.151403, 14.606843, 187.879869, 12.451212, 172.147268, 10.005592, 157.377077, 7.275618, 140.500762, 4.817579, 125.522861, 2.291770, 109.418380, 0.640041, 94.335311, 0.000000, 78.773834, 1.830131, 62.714216, 5.456154, 47.667336, 11.543457, 32.597301, 18.431257, 18.719105, 29.100261, 3.998730, 45.337543, 0.000000, 61.637459, 1.965149, 74.836592, 13.599321, 79.256309, 29.658533, 83.557930, 44.550197, 86.001558, 61.038599, 87.227494, 77.466881, 87.161913, 93.174771, 86.480549, 108.798645, 84.832973, 124.838478, 83.207689, 140.761218, 82.161362, 156.447755, 82.262569, 172.133999, 82.867607, 187.478333, 83.766068, 204.120313, 84.078930, 219.018869, 83.994349, 235.099113, 81.084180, 250.227261, 68.091149, 262.908582, 57.438102, 265.503889, 51.922197, 265.525641
Type03, L, 270, 59.127046, 271.101930, 54.003367, 271.044733, 42.123807, 269.171344, 30.101908, 255.523299, 25.591822, 239.467172, 22.398138, 223.173455, 20.033169, 207.146309, 17.937501, 191.250905, 14.667661, 174.468172, 11.499880, 158.888616, 8.303568, 142.830314, 5.094019, 127.466279, 2.299578, 112.395502, 0.903971, 95.605456, 0.000000, 80.454807, 1.090734, 64.557845, 4.923921, 48.169980, 11.533112, 32.970736, 19.129914, 17.910669, 31.567284, 4.293442, 47.029294, 0.000000, 64.094356, 2.871284, 75.542156, 16.846596, 80.665485, 32.376728, 85.305778, 48.420790, 87.460512, 63.892860, 88.205624, 80.215633, 87.827294, 94.099356, 86.687804, 111.554259, 85.736461, 126.799769, 85.043370, 144.292116, 84.828143, 158.408537, 85.098770, 173.107641, 86.185162, 190.096137, 87.286049, 206.033305, 88.136415, 222.550709, 87.936787, 237.049055, 87.112037, 253.668660, 76.420953, 268.420618, 64.450961, 270.318847, 59.915448, 271.589552
Type03, L, 275, 58.259266, 276.366320, 52.929224, 276.075752, 41.039708, 273.984684, 29.322909, 259.854615, 25.035619, 244.345546, 21.422209, 226.322320, 19.501886, 210.765044, 17.339603, 194.193800, 14.432492, 177.932331, 10.844521, 161.065929, 7.569987, 144.866285, 4.396859, 130.401198, 1.848669, 113.238572, 0.294123, 98.725928, 0.000000, 81.419540, 1.457375, 65.527251, 4.755940, 49.771515, 10.212150, 33.991913, 16.867152, 18.966075, 28.983077, 4.713935, 45.089156, 0.000000, 61.251921, 3.451473, 74.511770, 16.981421, 79.740045, 32.267441, 84.686930, 49.359881, 87.139950, 64.117903, 89.153230, 79.785200, 89.247363, 96.769819, 88.417462, 113.154556, 86.112621, 128.650135, 84.033604, 145.295394, 83.501126, 162.001677, 84.950401, 177.590651, 86.683756, 195.032424, 87.365143, 210.797012, 88.735802, 227.615935, 89.583489, 243.649727, 86.643919, 259.482744, 75.183884, 273.594701, 63.044474, 276.011359, 59.090609, 276.302275
Type03, L, 280, 66.012080, 280.358772, 71.423910, 279.759780, 82.615850, 273.641913, 90.033339, 257.059210, 90.715516, 241.030670, 89.536706, 224.352403, 89.179935, 207.801911, 88.137960, 191.375311, 86.696350, 174.293317, 85.924139, 157.776927, 86.091863, 140.812360, 88.404580, 124.130166, 90.355998, 108.177396, 90.585899, 91.474311, 89.528378, 74.727107, 87.361026, 57.608579, 84.181410, 41.232185, 80.673097, 24.637156, 71.708212, 9.017089, 55.328138, 0.000000, 38.972850, 1.133629, 23.293349, 10.792064, 13.927567, 26.696056, 7.491731, 41.990933, 2.948964, 58.986997, 0.640768, 74.318016, 0.000000, 90.788353, 1.017587, 107.462074, 3.270987, 124.206628, 6.857977, 143.038989, 10.060437, 156.765816, 14.071096, 174.962719, 16.826030, 188.686000, 19.883652, 206.122433, 21.399705, 223.106370, 23.015584, 238.743455, 26.607594, 254.636966, 33.959015, 271.348932, 49.854128, 281.463632, 60.403303, 280.954676, 66.082473, 281.055633
Type04, L, 230, 54.854568, 230.894556, 50.410114, 230.720809, 41.066532, 230.439247, 27.836719, 220.409214, 23.504199, 206.572561, 21.283520, 192.357979, 19.317874, 178.981992, 16.742138, 164.749432, 14.177087, 151.249611, 11.154283, 137.279370, 8.250439, 123.990009, 5.292914, 110.094990, 2.276432, 97.033802, 0.292646, 82.313357, 0.000000, 69.298015, 2.013302, 54.583390, 5.739497, 41.393844, 11.231429, 27.618854, 18.686026, 15.147032, 29.805862, 4.164117, 43.848159, 0.000000, 57.339802, 1.690134, 71.002887, 9.319044, 78.363703, 22.587334, 81.508450, 36.278068, 82.287089, 50.346978, 81.132327, 64.316916, 79.615673, 78.469467, 78.176536, 91.907793, 77.412816, 105.583581, 76.486122, 119.487288, 76.910875, 133.175074, 78.959940, 147.153839, 80.177911, 160.390973, 81.245952, 174.330578, 81.971955, 188.401765, 81.904802, 201.637539, 79.465841, 216.064151, 69.346961, 228.064492, 59.398700, 229.888934, 55.267415, 231.045439
Type04, L, 235, 55.966264, 235.743175, 51.410413, 235.653601, 41.583132, 235.048956, 29.653438, 224.125748, 23.981294, 210.862299, 20.703880, 197.861572, 18.888536, 183.254470, 17.037426, 170.000398, 14.281409, 155.798544, 11.364280, 141.899893, 8.232096, 127.714422, 5.336671, 114.055656, 2.550383, 99.849819, 0.605204, 85.852057, 0.000000, 71.770235, 1.336667, 57.904772, 4.483236, 44.183432, 9.489172, 30.426878, 16.540043, 17.333462, 27.159867, 5.677494, 41.073518, 0.000000, 55.429165, 0.945291, 68.713219, 9.590741, 76.299242, 22.514571, 80.489526, 36.067387, 82.178040, 49.575169, 82.866248, 64.103103, 81.831172, 77.952005, 80.275198, 92.505064, 78.461627, 106.483911, 77.268929, 121.452753, 77.337700, 135.242440, 78.406310, 149.991859, 79.934556, 163.384603, 81.520605, 177.720486, 82.842073, 192.276482, 82.267399, 206.437390, 79.841820, 220.584178, 69.847957, 233.283664, 60.070525, 235.162816, 56.281885, 235.846046
Type04, L, 240, 58.830000, 240.372882, 53.788175, 240.068860, 44.236025, 237.655399, 31.469431, 227.832555, 26.076060, 213.344987, 22.765748, 198.776453, 20.696716, 184.153588, 18.380359, 170.431512, 15.333511, 155.882249, 12.870436, 142.715222, 9.693250, 127.699953, 6.884650, 113.904293, 4.168512, 99.439369, 1.489710, 85.577937, 0.000000, 71.165133, 1.246432, 57.346702, 5.448374, 43.040481, 11.079991, 29.403438, 17.660724, 15.655992, 29.038043, 4.559372, 43.624210, 0.000000, 57.751055, 0.041527, 70.983750, 10.413755, 78.447047, 23.554457, 82.448425, 37.882841, 84.199029, 52.549298, 84.538861, 66.556531, 83.993542, 80.618176, 82.144904, 95.103809, 80.279595, 109.291378, 78.986191, 123.843622, 79.216985, 137.627732, 80.571479, 152.206078, 82.148779, 166.384363, 83.230471, 179.949621, 83.115445, 194.661639, 85.447491, 208.838588, 81.842431, 222.015104, 73.341083, 235.834022, 63.811720, 239.931683, 58.828543, 240.269105
Type04, L, 245, 58.595008, 245.806174, 53.635970, 245.646481, 43.516910, 244.303418, 30.893792, 233.188488, 26.446875, 219.147914, 23.450510, 204.747191, 21.881287, 190.013126, 19.538675, 175.555010, 16.629865, 161.143210, 13.385800, 146.610633, 9.832230, 132.072145, 6.550753, 117.959801, 3.301001, 103.808209, 0.708145, 88.700773, 0.000000, 74.144582, 1.981633, 59.509176, 5.523678, 45.506206, 10.857250, 31.057632, 16.497646, 16.828602, 28.463054, 5.076034, 42.672810, 0.000000, 57.344014, 1.381486, 70.913558, 10.950145, 78.789073, 24.517898, 82.361200, 38.775451, 87.238287, 52.573176, 85.768835, 67.718883, 84.676680, 82.312391, 81.612094, 97.457638, 80.337355, 111.079901, 79.781593, 126.109639, 80.560542, 141.071211, 81.548321, 155.016290, 83.227605, 170.797017, 84.670152, 185.364334, 85.930067, 200.358195, 86.559120, 214.508282, 84.281914, 229.308378, 72.866062, 242.239473, 63.330876, 244.702850, 58.727858, 245.875384
Type04, L, 250, 61.698338, 250.773402, 57.015728, 250.921472, 46.524077, 248.650376, 33.757449, 237.363186, 27.369596, 222.459678, 24.927424, 207.577129, 23.368992, 191.116012, 20.630206, 176.546234, 17.267619, 161.466583, 13.538930, 147.237252, 9.679943, 132.643974, 6.001557, 118.088013, 2.775722, 103.368798, 0.541323, 88.209614, 0.000000, 72.589634, 2.568462, 58.003294, 6.831255, 43.109017, 12.603604, 28.898324, 19.714895, 14.338304, 32.959053, 3.883990, 47.198620, 0.000000, 62.360749, 1.787341, 75.590473, 12.726914, 83.116321, 25.975148, 88.266821, 41.461641, 89.884782, 55.423523, 90.017616, 71.211360, 88.448976, 85.322691, 86.358327, 100.421746, 84.339100, 115.035875, 83.362398, 130.471541, 83.346263, 145.472952, 85.341029, 160.577336, 87.268853, 176.438060, 87.985778, 189.550128, 89.745719, 204.514611, 90.118136, 220.138437, 87.703193, 234.196166, 77.109676, 248.432986, 66.035996, 249.811585, 62.050114, 251.189850
Type04, L, 260, 58.742439, 260.740364, 53.894170, 260.257608, 42.640322, 257.899825, 31.204432, 244.753286, 27.120114, 229.349296, 24.277752, 214.158435, 22.194568, 198.843471, 19.624379, 183.168325, 16.599868, 167.959409, 13.201795, 152.704176, 9.481696, 137.546237, 6.173637, 122.237493, 2.676912, 106.691049, 0.311387, 91.829601, 0.000000, 76.005241, 2.471535, 61.075438, 6.824222, 45.685848, 12.348300, 30.751419, 19.318017, 15.897304, 32.200278, 3.922174, 47.336903, 0.000000, 62.853658, 1.622310, 76.147973, 13.779819, 82.621577, 28.199145, 87.651513, 43.493036, 89.599983, 58.353065, 89.485893, 74.046313, 87.221205, 89.382032, 84.850612, 104.342544, 82.825766, 119.840865, 82.076631, 135.179302, 82.722171, 150.953720, 84.050131, 167.032625, 85.843502, 182.597165, 87.744227, 197.780865, 89.376253, 213.921546, 89.795930, 229.968490, 86.236739, 245.046866, 74.421718, 258.846276, 63.434661, 260.494232, 59.305785, 260.599156
Type04, L, 265, 59.878189, 265.928654, 54.945175, 265.509798, 44.084146, 264.664692, 31.158374, 251.509179, 26.851499, 236.229589, 23.494430, 219.906732, 21.880140, 204.342138, 19.652094, 188.184951, 16.691103, 172.240057, 13.460550, 157.058471, 9.993233, 141.039383, 6.530704, 126.010065, 3.459852, 110.230716, 0.777259, 94.636729, 0.000000, 79.208631, 2.183159, 63.031649, 6.144148, 48.045462, 11.730572, 32.615420, 18.036344, 17.440853, 30.440161, 4.422578, 46.088047, 0.000000, 62.332957, 1.825774, 76.229827, 13.634199, 83.059876, 28.743533, 87.063936, 44.520720, 90.150445, 59.535476, 90.576024, 75.014113, 88.655850, 90.995937, 86.821312, 105.861614, 85.185550, 121.990416, 84.254381, 137.611432, 84.403899, 153.564075, 85.484952, 168.616404, 87.392399, 184.764790, 89.080763, 200.278979, 90.500370, 216.383438, 90.082044, 232.548130, 87.262471, 248.664473, 76.863018, 263.467537, 64.893045, 265.232864, 60.446212, 265.998515
Type04, L, 270, 62.601035, 270.948969, 56.950787, 270.885696, 45.928465, 269.564517, 32.450073, 256.522690, 27.745119, 241.279671, 24.983279, 225.179129, 22.339824, 209.176146, 19.698166, 193.043375, 16.825510, 177.372341, 13.433449, 161.143562, 10.074035, 145.507002, 6.618841, 129.356331, 2.992472, 113.038650, 0.000000, 96.949975, 0.273265, 81.338498, 3.288982, 65.357733, 5.864628, 49.435502, 11.049311, 33.345357, 19.216505, 18.626204, 32.109586, 5.383294, 47.730323, 0.000000, 64.417198, 1.375020, 78.328312, 13.328033, 84.624806, 28.279660, 89.876523, 44.136147, 91.673933, 60.123416, 91.174122, 76.213741, 88.728942, 92.297158, 86.469824, 108.386117, 85.080076, 123.836107, 84.218664, 139.328000, 84.484124, 155.800366, 85.858831, 171.691443, 88.041974, 187.631185, 90.067871, 203.149181, 91.579306, 219.980767, 91.374699, 235.413810, 88.643783, 251.076689, 79.705100, 266.931984, 67.349488, 270.442637, 63.121232, 270.657171
Type04, L, 280, 64.267289, 280.640964, 58.634460, 280.241776, 46.722498, 279.345050, 33.305129, 265.864853, 28.032546, 249.692447, 24.387196, 232.808376, 22.222597, 216.022938, 19.841480, 199.614602, 16.638608, 182.815624, 13.136551, 166.537047, 9.747332, 150.667264, 6.352634, 134.261833, 3.422637, 118.659542, 0.795609, 101.268344, 0.000000, 84.431986, 1.883072, 67.549019, 6.242303, 51.538715, 12.166272, 35.131160, 18.708546, 19.511531, 31.738737, 5.219919, 47.924037, 0.000000, 65.234144, 0.643404, 79.731142, 13.291368, 87.326428, 28.999216, 92.516252, 45.278845, 94.088766, 60.960174, 94.104924, 78.175343, 92.575856, 94.664546, 90.669493, 110.520770, 88.820222, 127.709073, 87.466118, 143.836007, 87.296090, 160.442634, 88.437027, 177.151817, 90.385232, 194.138821, 92.101280, 210.335395, 94.130489, 226.636939, 94.019477, 244.488464, 92.099237, 260.760652, 82.234319, 276.197252, 69.803950, 279.932104, 64.731629, 280.420209
Type05, L, 240, 55.232936, 240.788515, 50.680067, 240.746875, 40.371406, 238.738415, 29.427326, 227.045956, 25.203557, 213.096612, 22.221976, 198.677880, 20.389826, 184.326762, 19.273002, 169.114968, 17.531075, 154.395065, 14.487808, 140.542902, 9.616516, 126.836824, 4.444150, 113.393551, 0.880146, 99.646727, 0.000000, 84.360412, 1.365251, 70.431605, 4.657775, 55.998765, 9.202659, 42.129445, 15.219897, 28.337493, 22.895946, 15.155486, 34.753118, 4.458299, 48.473932, 0.000000, 64.613711, 1.753786, 73.172405, 15.280475, 77.095992, 28.989514, 82.140532, 42.696549, 83.949661, 56.085546, 83.027754, 70.476099, 79.721652, 84.604929, 75.530917, 98.717585, 71.673541, 112.767858, 70.329920, 127.152539, 71.596531, 141.091073, 73.872721, 155.169561, 77.142222, 168.916787, 80.525716, 183.061252, 83.599741, 197.032187, 83.643639, 211.105740, 80.230520, 225.673577, 69.972501, 238.092330, 59.492734, 240.187352, 55.808050, 241.026608
Type05, L, 260, 58.036681, 261.164891, 53.662473, 260.802106, 42.551886, 258.013803, 32.857990, 243.419247, 28.951201, 228.970364, 25.544082, 213.781296, 23.908885, 197.440490, 22.284104, 182.498194, 20.549752, 167.237797, 16.665992, 151.525959, 11.821676, 136.545630, 6.787438, 121.698370, 2.379629, 107.202211, 0.000000, 90.675102, 0.340143, 75.983511, 3.244286, 61.148666, 7.271859, 45.862878, 13.870778, 31.294742, 20.099703, 16.127256, 32.346883, 4.015228, 47.472994, 0.000000, 62.812999, 3.009152, 74.786937, 16.259348, 78.881152, 31.409746, 84.013090, 46.500705, 86.713615, 61.935372, 87.517343, 77.935808, 85.175622, 93.614163, 81.750159, 108.174224, 77.919821, 123.530834, 75.196166, 138.128012, 75.115047, 153.121487, 77.177885, 169.842274, 80.457508, 184.157108, 83.696488, 199.583840, 86.767831, 214.239232, 87.587595, 229.389142, 84.880234, 244.404021, 74.650498, 258.729354, 63.177879, 260.640659, 58.263406, 261.325878
Type05, L, 280, 63.918858, 281.000594, 69.310673, 280.553508, 80.922196, 276.611527, 91.622943, 260.652929, 93.014047, 244.525424, 91.000323, 227.903083, 88.160423, 211.743378, 84.724427, 195.252852, 81.372895, 179.473077, 78.982442, 162.889121, 79.183684, 146.028949, 81.865155, 129.573470, 86.263874, 113.448387, 90.848062, 97.208360, 93.050647, 81.131276, 91.522075, 63.494810, 87.862928, 47.425432, 83.423164, 31.588686, 79.529851, 15.324996, 65.672961, 1.308203, 48.613447, 0.000000, 31.800865, 6.076157, 20.072637, 20.877041, 12.841618, 36.475807, 6.709628, 52.757325, 2.500723, 68.885431, 0.082586, 85.661513, 0.000000, 102.384813, 2.814300, 119.137933, 7.337301, 134.577409, 12.679289, 150.457467, 17.703891, 166.938537, 20.969452, 183.407337, 23.831970, 200.293907, 25.336646, 216.522781, 27.157944, 231.731043, 29.800292, 247.791505, 34.867520, 264.014727, 46.820688, 278.541128, 59.002269, 281.051359, 63.596622, 280.931262
Type05, L, 290, 67.690677, 291.094392, 62.716966, 291.501201, 50.449599, 289.072065, 37.494139, 274.603719, 32.070631, 257.668119, 28.216442, 241.125907, 25.635394, 223.883308, 23.681008, 206.726729, 21.655279, 189.386318, 18.260769, 172.443257, 13.214456, 155.852563, 7.513016, 138.664736, 2.531437, 121.671118, 0.030304, 105.148463, 0.000000, 88.000328, 2.758569, 70.054162, 7.062041, 54.084994, 13.169601, 37.154904, 20.455799, 20.985595, 33.099133, 6.423612, 50.219757, 0.000000, 67.071059, 2.361325, 82.048804, 15.586591, 87.734502, 32.528671, 92.150714, 48.582099, 95.639585, 66.272148, 97.766982, 82.751071, 95.979047, 100.252556, 91.142339, 116.350982, 86.277818, 133.814996, 82.977059, 149.329720, 82.300284, 169.300828, 84.917437, 186.183898, 88.455076, 203.153491, 92.342784, 219.906539, 96.090171, 236.550906, 97.476213, 254.632718, 96.341065, 271.033851, 85.748201, 287.273035, 72.715389, 290.368353, 67.992071, 291.217079
Type06, L, 230, 51.908634, 231.177155, 47.648397, 230.680027, 37.948925, 228.023418, 27.685494, 216.488629, 23.160249, 203.345455, 20.692903, 189.985354, 19.424525, 175.860591, 17.206131, 162.660333, 14.553512, 149.524671, 10.828642, 135.112620, 7.807135, 122.636346, 4.298379, 108.429920, 1.861066, 95.464125, 0.000000, 81.376722, 0.306749, 67.498861, 2.199279, 53.919694, 5.856695, 40.237889, 10.728734, 26.802429, 17.786062, 13.909533, 29.222816, 3.465153, 42.988060, 0.000000, 57.250704, 3.882482, 67.735900, 14.666761, 73.088680, 27.856125, 76.902716, 40.849661, 79.559902, 53.900858, 80.303127, 68.155425, 79.723071, 81.703852, 78.482612, 94.506749, 76.618606, 108.936553, 75.289136, 122.020870, 74.572502, 135.997509, 75.203927, 149.967996, 76.957243, 163.584382, 78.782868, 177.327580, 80.057868, 190.390968, 80.228429, 204.295831, 77.412418, 218.284768, 65.936227, 229.359278, 56.440429, 230.808537, 51.865923, 231.159601
Type06, L, 240, 54.215952, 240.531588, 49.445529, 240.065539, 39.319909, 237.691304, 28.932230, 225.736957, 24.673465, 211.997582, 21.325609, 197.589597, 19.160434, 184.529154, 16.846581, 169.531628, 14.286981, 156.147754, 11.277319, 141.445667, 8.147246, 129.385492, 4.286299, 114.741326, 1.365605, 100.581661, 0.000000, 86.537225, 0.314933, 72.761516, 2.101743, 59.677065, 5.242850, 45.533673, 10.173408, 31.812779, 16.018660, 18.303683, 26.386948, 5.894460, 39.987187, 0.000000, 54.924378, 0.581825, 67.458852, 10.885823, 74.129573, 24.571849, 78.720731, 38.081344, 80.882714, 51.935418, 81.839971, 66.597855, 81.277595, 80.779466, 80.009373, 94.911386, 77.995963, 109.839647, 76.420634, 124.243794, 75.882556, 138.408241, 76.627091, 153.417428, 78.139050, 167.274697, 79.895845, 181.947695, 81.662483, 196.706000, 81.868409, 210.688120, 78.303919, 224.977964, 68.610238, 237.862613, 58.306636, 239.999046, 54.786775, 240.560391
Type06, L, 250, 55.076186, 251.174742, 50.484091, 251.040865, 40.028227, 248.386920, 29.315558, 235.738325, 23.351678, 221.837470, 20.201969, 207.119097, 18.771231, 192.396125, 16.557736, 177.284573, 13.764289, 162.573260, 10.450026, 147.329208, 7.261458, 133.818807, 3.920850, 119.338361, 1.370028, 103.981024, 0.000000, 89.696192, 0.003335, 75.258770, 1.765872, 60.069457, 5.271060, 45.702065, 10.850845, 31.284546, 18.149407, 17.649918, 29.336654, 4.915285, 44.125644, 0.000000, 59.398561, 2.846242, 70.847757, 15.177577, 76.632157, 29.195123, 81.181656, 43.561643, 83.303249, 59.004948, 84.715570, 73.539953, 84.751963, 88.110809, 82.660703, 102.765880, 80.454360, 118.025341, 79.607314, 131.796112, 79.558036, 147.487968, 80.205977, 162.289006, 81.496137, 176.964200, 82.695032, 191.717016, 84.685949, 207.199219, 84.727264, 221.747109, 81.785443, 236.110704, 70.423881, 249.048429, 59.768381, 250.578802, 55.278285, 251.367941
Type06, L, 270, 61.136947, 271.078231, 56.210599, 271.100492, 44.829017, 269.419464, 31.768746, 256.575628, 27.039147, 241.187524, 23.946239, 226.190418, 21.592738, 209.700905, 19.521298, 194.192684, 17.069286, 178.298478, 14.110253, 162.331200, 9.718082, 146.579604, 5.680700, 130.801100, 1.967747, 115.497021, 0.000000, 98.564991, 0.349888, 82.734305, 2.482406, 66.670361, 6.116726, 51.175252, 11.487178, 35.698694, 17.855953, 20.282391, 29.713972, 6.527306, 45.589709, 0.000000, 61.977773, 1.919644, 74.960324, 14.674770, 81.979497, 29.906895, 86.811395, 45.370206, 89.021091, 61.556193, 89.820088, 78.921507, 88.901918, 94.550151, 87.065256, 110.669187, 85.107969, 125.946654, 83.285203, 141.844203, 82.613822, 157.244484, 83.491373, 173.742289, 85.295265, 189.544000, 87.266737, 205.573494, 89.157493, 220.619365, 89.896258, 236.393444, 87.357692, 251.960977, 77.542959, 267.161441, 65.838753, 270.364744, 61.718517, 271.020801
Type06, L, 280, 64.239099, 280.978734, 58.933273, 280.775189, 47.858277, 279.360144, 33.067415, 266.865592, 27.440402, 250.323971, 24.662405, 234.811978, 22.418651, 217.533902, 20.793420, 201.396126, 18.089809, 184.845821, 14.999754, 168.318989, 11.143043, 153.080692, 6.516375, 135.397523, 2.694543, 119.600569, 0.000000, 103.136320, 0.420350, 86.266035, 3.058464, 70.090877, 6.326740, 53.413570, 10.607100, 38.301093, 17.589461, 22.274861, 29.251195, 8.217052, 44.964499, 0.000000, 62.576675, 1.459178, 76.577568, 14.646992, 84.541796, 30.040758, 89.221113, 46.038631, 91.564505, 61.703173, 92.910481, 78.692918, 92.860875, 94.625052, 91.223637, 111.611642, 88.918550, 127.578514, 86.748611, 145.025933, 86.263798, 161.078494, 86.915870, 176.875085, 88.507036, 194.103702, 90.247811, 210.352565, 92.158161, 227.253187, 93.191702, 243.797539, 91.269143, 260.527956, 81.583927, 276.097182, 69.983963, 280.781655, 64.283029, 280.547095
Type07, L, 250, 59.360830, 250.422087, 54.272328, 250.077483, 44.295452, 248.875761, 31.000058, 237.549012, 26.349272, 223.189717, 22.976947, 208.311090, 20.433563, 193.859735, 18.437379, 178.894652, 16.280724, 163.642297, 13.072825, 149.354375, 9.349936, 135.315828, 5.374477, 120.899067, 2.336423, 106.868541, 0.063693, 91.961504, 0.000000, 76.679835, 2.249212, 62.280489, 6.314515, 47.730142, 12.423053, 33.320590, 19.701276, 19.640324, 30.218871, 6.496304, 44.707783, 0.000000, 59.474684, 0.038416, 73.335231, 9.747396, 80.450068, 24.107812, 83.856203, 38.762082, 84.862097, 52.925127, 85.912301, 67.450864, 86.086667, 83.696590, 84.087761, 97.548320, 82.366556, 112.046689, 82.628547, 127.459890, 82.911159, 143.780793, 82.920824, 159.199002, 83.219302, 172.162673, 84.010309, 187.489280, 85.531260, 202.170445, 86.352149, 217.913452, 84.200451, 232.319629, 74.859208, 246.800981, 64.269271, 250.087557, 59.927055, 250.096270
Type07, L, 270, 61.669468, 270.520246, 56.688834, 270.370706, 45.758279, 269.064177, 32.826794, 255.134793, 27.187389, 240.218831, 24.484443, 223.184721, 23.220653, 208.253329, 20.665833, 192.711603, 17.625270, 176.031411, 14.363595, 160.838308, 10.578479, 144.737826, 6.910813, 129.529913, 3.071338, 113.763411, 0.000000, 97.378058, 0.081423, 80.927892, 3.247416, 65.630051, 8.288081, 50.139791, 14.418298, 34.632043, 21.938123, 19.968016, 33.965367, 5.837447, 49.364129, 0.000000, 66.263296, 0.311758, 80.473300, 11.120673, 84.983025, 27.835674, 88.868670, 42.812019, 91.093357, 59.725571, 90.999723, 75.105848, 90.013018, 90.666580, 89.204843, 107.011746, 88.556392, 122.746006, 88.459932, 138.843408, 88.669190, 155.395084, 89.190213, 171.459373, 90.013987, 187.799498, 90.577854, 203.418381, 91.146840, 219.052952, 90.983344, 236.431281, 89.102582, 251.621337, 77.998517, 266.810002, 66.968389, 270.026531, 62.261662, 270.040039
Type07, L, 280, 62.492025, 280.557022, 57.823690, 280.059365, 45.717385, 278.526534, 32.466921, 265.043646, 27.457644, 249.121958, 24.961398, 232.531860, 23.362149, 215.608655, 20.834106, 198.945898, 17.841801, 183.034458, 14.494048, 165.992848, 10.759159, 149.930572, 7.087797, 133.668970, 3.030607, 117.335791, 0.054292, 101.211437, 0.000000, 84.189439, 3.503767, 67.873997, 8.435165, 51.828951, 14.226311, 35.603194, 21.301256, 19.641520, 34.507163, 5.799520, 49.907753, 0.000000, 67.190818, 0.349435, 81.175510, 13.207865, 87.098948, 29.431892, 91.575052, 45.602947, 93.166429, 62.615147, 93.100612, 78.501598, 92.050658, 95.359129, 90.254726, 111.339889, 88.806839, 127.993650, 87.982591, 144.644890, 87.512762, 160.999092, 87.288207, 178.439890, 89.105856, 195.514294, 91.128323, 211.915997, 92.960730, 229.015346, 93.309295, 245.219191, 91.114352, 261.941519, 80.300652, 277.791343, 68.280328, 280.134673, 62.595868, 280.484615
