size,A_to_B_mean,A_to_B_median,A_to_B_p90,A_to_B_p95,A_to_B_max,B_to_A_mean,B_to_A_median,B_to_A_p90,B_to_A_p95,B_to_A_max,Chamfer_mean,Hausdorff_max
230,0.5345297811810273,0.5509889934751886,0.9254909311821965,1.0186641287564662,1.3665558246470835,0.5408469885300012,0.5614839532935648,0.9319992476592752,1.0207338054603075,1.3665558246470835,0.5376883848555143,1.3665558246470835
235,0.7720568926027569,0.6405110233347365,1.5317520814232877,2.2221814744736195,2.6306190921331383,0.7781436262063584,0.6519348580508859,1.5689575550798962,2.2710589590167887,2.632635107167579,0.7751002594045576,2.632635107167579
245,0.8138978072390569,0.6354438295007372,1.5326789161155736,1.6612177418966472,2.409868158236622,0.8146901625648323,0.6256015469364866,1.5468864909327782,1.7007155043863398,2.409868158236622,0.8142939849019446,2.409868158236622
250,1.0706517915196028,0.8604918165553247,2.3402391481164813,2.5368255829393536,2.9538488587282865,1.0899464135300185,0.8639240414822711,2.367022182923061,2.5390428909948493,2.9538488587282865,1.0802991025248105,2.9538488587282865
255,0.9657398156218333,0.6403459775040261,2.0376838425004564,2.4162232349877972,2.6916719635369954,0.9811794468179219,0.6553145080514646,2.0398775254542865,2.4220682949340397,2.6916719635369954,0.9734596312198776,2.6916719635369954
260,0.9504637886548427,0.8573722512129796,1.9198965123592664,2.2842397611606353,2.8560793698397515,0.9645566987582517,0.8635843770669964,1.9397760338483063,2.3352418622498616,2.8576979769712443,0.9575102437065472,2.8576979769712443
265,1.715325638933448,1.4692868162581858,3.18310659607932,3.760632835868393,4.792822763888751,1.6993009350783328,1.4503176807415816,3.1642885724091205,3.754424686957838,4.792822763888751,1.7073132870058902,4.792822763888751
270,1.3807754950122095,1.1744300190411476,2.918030399595123,3.4512427432915436,4.085112384178567,1.396143363647534,1.1939225197143493,2.919715866633481,3.452957862496053,4.085112384178567,1.3884594293298718,4.085112384178567
275,1.2478195813034996,0.7168315162292189,3.1575980563713317,4.105886625480584,5.1496875281292125,1.256816706972882,0.6827730406671757,3.1752245820640512,4.107593109289816,5.1496875281292125,1.2523181441381908,5.1496875281292125
280,1.2623681898356869,0.9190638806310644,2.7658292040607186,3.444144249439501,4.121515445337952,1.2871210612210935,0.9407222349110086,2.792343429157943,3.4999327281693233,4.121515445337952,1.27474462552839,4.121515445337952
