type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70, x71, y71, x72, y72, x73, y73, x74, y74, x75, y75, x76, y76, x77, y77, x78, y78, x79, y79, x80, y80, x81, y81, x82, y82, x83, y83, x84, y84, x85, y85, x86, y86, x87, y87, x88, y88, x89, y89, x90, y90, x91, y91, x92, y92, x93, y93, x94, y94, x95, y95, x96, y96, x97, y97, x98, y98, x99, y99, x100, y100
Type01, L, 280, 58.690565, 280.000000, 52.117650, 279.512074, 46.111625, 278.016032, 40.148808, 275.120179, 34.815376, 270.902007, 30.695780, 265.527744, 27.742096, 259.745201, 25.658857, 253.520445, 24.109243, 247.230976, 22.838444, 240.941506, 21.747573, 234.733828, 20.771720, 228.322187, 19.780828, 221.991433, 18.959422, 215.556650, 18.122977, 209.318243, 17.013407, 203.041361, 16.074794, 196.956048, 15.001146, 190.584915, 13.940752, 184.364614, 12.836939, 177.965144, 11.710232, 171.656821, 10.475580, 165.427036, 9.200896, 159.064518, 8.015644, 152.929759, 6.967831, 147.007773, 5.712381, 140.595809, 4.461041, 134.341866, 3.206373, 128.045715, 2.230520, 122.096030, 1.339881, 115.723750, 0.836445, 109.503726, 0.278815, 102.918852, 0.000000, 96.449467, 0.118720, 90.565870, 0.418223, 84.030397, 0.987428, 77.986931, 1.951705, 71.957794, 3.193458, 65.857138, 4.605576, 59.730994, 6.205929, 53.809008, 7.946229, 47.985821, 10.178330, 42.169193, 12.598215, 36.124712, 15.395492, 30.121063, 18.529328, 24.338484, 22.026388, 18.665527, 26.275639, 13.385800, 31.166930, 8.494509, 36.680601, 4.514320, 42.602587, 1.798707, 48.921282, 0.139408, 55.332922, 0.000000, 61.675155, 1.241995, 67.556309, 3.777370, 72.889741, 7.995542, 77.231765, 13.236841, 80.716953, 18.873885, 83.188340, 24.706886, 84.870356, 30.710536, 86.293254, 36.780684, 87.527444, 43.126149, 88.519428, 49.415619, 89.220812, 55.322672, 89.778442, 61.561079, 90.196664, 67.741742, 90.249071, 74.042689, 89.917849, 80.449535, 89.499627, 86.514709, 88.941997, 93.099583, 88.249753, 99.323063, 87.826736, 105.460908, 87.408514, 111.410593, 87.067718, 117.946483, 86.711476, 124.291619, 86.572069, 130.818749, 86.677225, 137.141545, 86.850884, 143.411052, 87.269106, 149.822693, 87.572822, 156.091617, 88.244959, 162.126274, 89.032987, 168.425568, 89.647580, 174.755869, 90.098847, 180.922845, 90.302269, 187.048989, 90.057257, 192.914099, 89.778442, 199.037017, 89.499627, 205.737381, 89.220812, 212.322255, 89.178952, 218.618832, 89.081404, 225.087792, 88.963324, 231.646919, 88.941997, 237.737840, 88.395526, 244.021701, 87.811857, 249.902856, 86.358091, 255.947336, 84.341548, 261.825302, 81.157668, 267.709646, 76.602937, 272.822007, 71.106179, 276.645875, 65.171910, 278.675629
Type01, L, 290, 59.664112, 290.000000, 53.256258, 289.635276, 46.907589, 287.821662, 40.893338, 284.720866, 35.648024, 280.178242, 31.187725, 274.734178, 28.183618, 268.645777, 26.075549, 262.145062, 24.810708, 255.760772, 23.956788, 249.514387, 22.772866, 243.271183, 21.739636, 236.616353, 20.631061, 230.167336, 19.539535, 223.594831, 18.486501, 217.047545, 17.643274, 210.721468, 16.800046, 204.395391, 15.956819, 197.836463, 15.113591, 191.510387, 14.409884, 184.736080, 13.286598, 178.334318, 12.275057, 171.920371, 11.319067, 165.915015, 9.808005, 159.475126, 8.517728, 152.984946, 6.963426, 146.371279, 5.697550, 139.795729, 4.292171, 133.120376, 3.167868, 126.561448, 2.035171, 120.081260, 1.059799, 113.618231, 0.497647, 107.059303, 0.076034, 100.558588, 0.000000, 93.873567, 0.216572, 87.149669, 0.778723, 80.590741, 1.481413, 74.322877, 2.746254, 67.589311, 4.151633, 61.146809, 5.991470, 54.726677, 7.946157, 48.552868, 10.335302, 42.168578, 13.155810, 36.038227, 15.984941, 29.836186, 19.451486, 23.980496, 23.257321, 18.347669, 27.601194, 13.020030, 32.670226, 8.151199, 38.372897, 4.215858, 44.451451, 1.650752, 50.941630, 0.201676, 57.310081, 0.000000, 63.577946, 1.264841, 69.671242, 4.174806, 75.139419, 8.378141, 79.599717, 13.822206, 83.042151, 19.653784, 85.391455, 25.938150, 87.209545, 32.052114, 88.755462, 38.552829, 90.020303, 45.053544, 91.404426, 51.528405, 92.409448, 57.647485, 93.252675, 64.322839, 93.666115, 70.628480, 93.674289, 77.149631, 93.252675, 84.232473, 92.820303, 91.128083, 92.268910, 97.408541, 91.749795, 103.408678, 91.566220, 109.653206, 91.285144, 115.630007, 91.231077, 122.673403, 91.144606, 129.155351, 91.425682, 135.830705, 91.587230, 142.596731, 91.847296, 149.239624, 92.090592, 155.824065, 92.268910, 162.182841, 92.690524, 168.799982, 92.971599, 175.126059, 93.161380, 181.455482, 93.259433, 187.822174, 93.556236, 194.271191, 93.674289, 200.954281, 93.738217, 207.580851, 93.674289, 214.188562, 93.533751, 220.456426, 93.252675, 226.666077, 92.906749, 233.006455, 92.409448, 239.201806, 91.632200, 245.945651, 90.986400, 252.353506, 89.812549, 259.008336, 88.405847, 265.333865, 86.238243, 271.577068, 83.093936, 277.532134, 78.352561, 282.695123, 72.562146, 286.518007, 66.318942, 288.685611
Type02, L, 230, 62.645375, 230.000000, 57.519400, 229.443541, 52.312237, 227.982620, 47.308043, 225.611749, 42.963200, 222.237078, 39.222657, 217.922003, 36.416827, 213.057382, 34.510395, 208.245855, 32.708647, 203.120740, 31.322688, 197.938216, 30.114088, 192.756450, 28.966556, 187.630576, 27.857788, 182.333236, 26.629808, 177.175555, 25.639760, 171.927799, 24.489309, 166.842417, 23.345188, 161.594661, 22.036758, 156.650250, 20.675422, 151.302117, 19.264839, 146.055569, 17.745278, 140.887791, 16.215728, 135.805338, 14.552576, 130.737631, 12.750829, 125.842149, 10.949081, 120.717033, 9.008738, 115.649326, 7.206990, 110.524211, 5.455510, 105.452497, 4.019283, 100.446205, 2.606554, 95.119359, 1.524556, 89.966340, 0.692980, 84.554183, 0.161531, 79.091932, 0.000000, 73.902094, 0.138596, 68.776978, 0.554384, 63.537046, 1.108768, 58.469339, 1.940343, 53.171998, 3.049111, 47.989475, 4.435071, 42.921767, 6.098222, 37.854060, 8.044510, 32.633405, 10.317378, 27.588617, 12.982255, 22.706205, 16.137143, 18.026762, 19.511188, 13.582404, 23.727911, 9.604418, 28.140056, 6.375414, 32.931387, 3.865841, 38.022058, 1.801748, 43.223931, 0.467076, 48.674147, 0.000000, 53.881819, 0.314480, 58.981786, 1.801748, 63.930801, 4.403835, 68.072675, 8.268517, 71.758167, 12.646989, 74.382450, 17.350211, 76.782163, 22.301864, 78.722507, 27.369571, 80.287021, 32.322198, 81.648396, 37.366986, 82.616492, 42.492961, 83.469772, 47.781312, 84.404941, 53.224782, 85.375113, 58.464714, 86.093984, 63.849332, 86.264134, 68.731744, 85.914721, 73.817126, 84.817879, 79.349039, 83.434770, 84.492150, 81.771618, 89.559857, 79.831274, 94.742381, 77.913197, 99.974721, 76.089183, 105.164837, 74.287436, 110.404769, 72.944322, 115.839773, 71.931305, 120.942042, 71.654113, 126.469015, 71.792709, 132.053397, 72.624284, 137.465555, 73.458780, 142.687463, 74.564628, 147.600969, 75.950588, 152.783493, 77.553024, 158.146576, 78.862685, 163.475520, 80.581170, 168.520308, 81.910214, 173.226546, 83.041002, 178.325726, 84.401107, 183.289326, 85.236517, 188.429668, 85.929497, 193.554783, 86.331566, 198.829627, 86.206689, 204.149464, 85.375113, 209.676438, 83.850557, 214.916370, 81.140479, 219.820654, 77.454987, 224.199125, 72.792679, 227.297379, 67.839789, 229.237722
Type02, L, 250, 64.793555, 250.000000, 70.486438, 249.011641, 75.921893, 246.919731, 80.786578, 243.184599, 84.304901, 238.395529, 86.318538, 232.852037, 87.455222, 227.571500, 87.737611, 221.895747, 87.551277, 216.138852, 86.949582, 210.595361, 85.902086, 205.160911, 84.490144, 199.485159, 82.937008, 194.218798, 81.285301, 188.834942, 79.454213, 183.332805, 77.712823, 177.834869, 75.926136, 172.039048, 74.725405, 166.743685, 73.376384, 161.158839, 72.347444, 155.716703, 71.591087, 150.195920, 70.935502, 144.248228, 70.511920, 138.747929, 70.935502, 133.013692, 71.736754, 127.277566, 73.335803, 121.720671, 75.199251, 116.190583, 77.430435, 110.661588, 79.791302, 105.103599, 82.087327, 99.560108, 84.207756, 93.985237, 86.043280, 88.367968, 87.246813, 82.681504, 87.737611, 77.250401, 87.668618, 71.387746, 87.274858, 66.133738, 86.466863, 60.398596, 85.486006, 54.509142, 84.631339, 48.988606, 83.642979, 43.605276, 82.513426, 38.046492, 81.187341, 32.293821, 79.689542, 26.694986, 77.854017, 21.194687, 75.411689, 15.787410, 72.034560, 10.857146, 67.659038, 6.340429, 62.529095, 3.046010, 56.985603, 0.749985, 51.152627, 0.000000, 45.424004, 0.509868, 39.806736, 1.780616, 34.356733, 4.402182, 29.185435, 7.596762, 24.544654, 11.672766, 20.368810, 16.272192, 16.633679, 21.136877, 13.538939, 26.349530, 10.843556, 31.727603, 8.386476, 37.163029, 6.268564, 42.663328, 4.433039, 48.163627, 2.738709, 53.722411, 1.530195, 59.238287, 0.521644, 64.781779, 0.092250, 70.366625, 0.000000, 76.034181, 0.445149, 81.660383, 1.044379, 86.724206, 2.051223, 92.375173, 3.303486, 97.607835, 4.535395, 103.048608, 5.844981, 108.374495, 7.398117, 113.874795, 9.068981, 119.348244, 10.645583, 124.816909, 12.339914, 130.492661, 14.010141, 136.102784, 15.587380, 141.785683, 17.321410, 147.603315, 19.152498, 153.105452, 20.684068, 158.731653, 22.223507, 164.196271, 23.681627, 169.777282, 25.147617, 175.196709, 26.422027, 180.781556, 27.588886, 186.548375, 28.661223, 192.406152, 29.710726, 198.115063, 30.695158, 203.926541, 31.709892, 209.574239, 32.813071, 214.868655, 34.083819, 220.368954, 35.495761, 225.810769, 37.391303, 231.210593, 40.086686, 236.588666, 43.543829, 241.609852, 48.121725, 245.753259, 53.499797, 248.448642, 59.076447, 249.717612
Type02, L, 260, 65.810481, 260.000000, 60.230529, 259.367011, 54.755039, 257.538378, 49.474328, 254.213656, 44.870977, 249.750968, 40.988011, 244.742690, 37.976009, 239.305350, 35.856427, 233.703212, 33.887422, 227.936276, 32.613749, 222.155583, 31.488436, 216.272239, 30.580623, 210.141073, 29.572133, 204.209338, 28.646041, 198.360003, 27.586355, 192.799064, 26.444269, 187.155727, 25.219785, 181.429990, 23.892573, 176.137594, 22.485932, 170.254249, 20.702346, 164.252780, 19.109993, 158.371029, 17.281359, 152.662479, 15.312062, 146.779134, 13.342764, 140.895789, 11.373466, 135.128974, 9.405632, 129.321566, 7.533164, 123.513431, 5.763088, 117.664095, 4.209007, 111.608762, 2.867992, 106.047824, 1.526978, 100.178495, 0.682993, 94.528210, 0.120336, 88.528335, 0.000000, 82.320886, 0.076167, 76.389151, 0.479672, 70.869412, 1.245649, 65.111485, 2.089634, 59.461200, 3.220217, 53.651003, 4.814954, 47.966466, 6.731550, 42.219021, 8.869494, 36.597392, 11.373466, 30.976716, 14.327413, 25.583625, 17.703352, 20.365329, 21.774078, 15.393624, 26.319165, 10.989201, 31.227979, 7.065036, 36.525252, 3.780301, 42.226257, 1.552659, 48.240391, 0.180441, 53.801329, 0.000000, 59.709042, 1.248347, 65.247825, 3.651675, 70.549478, 7.042324, 74.895636, 11.529146, 78.439008, 16.760488, 80.857067, 21.991830, 82.830840, 27.715591, 84.659474, 33.424141, 85.925451, 39.598811, 87.056410, 45.059575, 88.316741, 50.841116, 89.559421, 56.717046, 90.567367, 62.374746, 91.493500, 68.333317, 91.857437, 74.347451, 91.974008, 79.908251, 91.294195, 85.881323, 90.187494, 91.442262, 88.300888, 97.126799, 86.050555, 102.893735, 83.765422, 108.454674, 81.424199, 113.868226, 79.430223, 119.782548, 77.907345, 125.384686, 76.782283, 131.110405, 76.078962, 137.285075, 75.797634, 143.051890, 75.917385, 149.276422, 76.360291, 154.935110, 76.922947, 161.051515, 77.934073, 166.906828, 79.171524, 172.508965, 80.439550, 178.293695, 81.806456, 184.001638, 83.393497, 189.652530, 84.965815, 195.741509, 86.628772, 201.477485, 88.176077, 207.186034, 89.747516, 213.042317, 91.130024, 219.127519, 91.833344, 225.069129, 91.837150, 230.878720, 91.130024, 237.010614, 89.339913, 242.659790, 86.488107, 248.136389, 82.423814, 253.037126, 77.356178, 256.694393, 71.647628, 258.804355
Type02, L, 270, 68.304540, 270.000000, 62.116893, 269.360695, 55.958129, 267.598341, 50.325863, 264.381229, 45.411076, 260.034713, 41.453711, 254.750680, 38.612353, 249.080464, 36.339267, 243.174863, 34.886535, 237.214374, 33.406830, 231.124390, 32.247611, 224.992795, 31.361255, 218.861201, 29.946213, 212.764159, 28.667602, 206.682018, 27.042464, 200.466417, 25.542109, 194.517736, 24.204504, 188.536113, 22.543000, 182.612572, 20.995937, 176.447853, 19.433190, 170.483405, 17.870443, 164.518957, 16.499724, 158.668744, 14.744950, 152.707754, 13.159478, 146.946494, 11.414752, 140.939731, 9.753248, 135.016190, 7.807607, 129.092649, 6.212088, 123.377162, 4.658131, 117.686070, 3.237452, 111.662775, 1.958841, 105.580634, 1.104441, 99.516555, 0.396094, 93.239813, 0.000000, 87.128533, 0.000327, 81.080160, 0.396094, 75.052237, 1.209211, 68.650528, 2.381025, 62.726987, 3.805724, 56.629275, 5.586342, 50.713462, 7.641556, 44.759226, 10.198778, 38.853624, 13.044857, 33.026060, 16.362426, 27.435405, 19.981367, 21.969582, 23.979362, 16.785601, 28.507955, 11.738179, 33.582046, 7.374427, 39.098386, 3.977901, 44.971411, 1.525710, 51.086128, 0.142068, 57.168269, 0.000000, 63.449416, 1.090325, 69.331346, 3.512994, 74.672337, 7.433307, 78.876785, 12.490162, 82.227192, 17.907912, 84.860431, 23.588251, 86.841113, 29.553403, 88.478178, 35.624717, 89.756789, 41.589165, 90.893332, 47.494766, 91.887807, 53.459214, 92.882282, 59.541355, 93.876757, 65.505803, 94.729165, 71.764483, 95.398971, 78.106831, 95.297436, 84.399536, 94.535684, 90.619685, 92.882282, 96.622664, 90.661638, 102.591599, 88.194042, 108.492714, 85.432900, 114.355460, 82.918988, 120.279001, 80.789669, 126.244152, 79.385834, 132.232813, 78.529637, 138.299288, 77.966805, 144.555715, 78.207729, 150.562477, 78.514443, 156.610850, 79.243766, 162.643517, 80.238241, 168.961044, 81.507050, 175.088856, 82.653395, 180.948786, 84.078109, 186.894327, 85.734942, 192.901090, 87.448595, 198.574966, 89.188518, 204.335807, 90.775835, 210.213995, 92.314011, 216.147010, 93.679780, 222.352352, 94.672556, 228.317504, 95.414590, 234.365877, 95.439504, 240.828652, 94.723348, 246.837120, 92.889798, 252.802271, 89.873600, 258.517759, 85.367781, 263.449782, 79.818736, 266.867808, 74.144859, 269.021062
Type03, L, 230, 50.289130, 230.000000, 45.261704, 229.234365, 40.400711, 227.782804, 35.498110, 225.295218, 31.170886, 221.820353, 27.701639, 217.449194, 25.144565, 212.575375, 23.147027, 207.545867, 21.593073, 202.415838, 20.246864, 197.116540, 19.178058, 192.138614, 18.448708, 186.936863, 17.599856, 181.826221, 16.905103, 176.693356, 16.194804, 171.289951, 15.323142, 165.911776, 14.490088, 160.365453, 13.495670, 155.197420, 12.501253, 149.911700, 11.379686, 144.637039, 10.228298, 139.693319, 9.233880, 134.642972, 8.046754, 129.513152, 7.102984, 124.601120, 5.881263, 119.250259, 4.830029, 114.382740, 3.882204, 109.153798, 2.983253, 104.223202, 2.130895, 99.114011, 1.420597, 94.299036, 0.902880, 89.127311, 0.426179, 83.904126, 0.142060, 78.677250, 0.000000, 73.862274, 0.142060, 68.694241, 0.426179, 63.585051, 0.881252, 58.505063, 1.730104, 53.394420, 2.699134, 48.375165, 4.119731, 43.030603, 5.614040, 38.145709, 7.529163, 33.165280, 9.660059, 28.114933, 12.189972, 23.188256, 15.079363, 18.452088, 18.293739, 13.998244, 22.070702, 9.898092, 26.273101, 6.121873, 30.926052, 3.031578, 35.953478, 1.129465, 41.105729, 0.055844, 46.174764, 0.000000, 51.038617, 0.928753, 55.971279, 2.775529, 60.598447, 5.626713, 64.658786, 9.544992, 67.904531, 14.091946, 70.437570, 19.017328, 72.443513, 23.878321, 74.013098, 29.007616, 75.541201, 34.349256, 76.428112, 39.755584, 77.138411, 45.041303, 77.706649, 50.503552, 77.990769, 55.730429, 78.132828, 60.898462, 78.326296, 66.011712, 78.312568, 70.997529, 78.267327, 76.441039, 77.803045, 81.593290, 77.138411, 86.974002, 76.428112, 92.142035, 75.575754, 97.251225, 74.723396, 102.478102, 73.728978, 107.528449, 73.018680, 112.814169, 72.432277, 118.075130, 71.784327, 123.268989, 71.621400, 128.546065, 71.740142, 133.780518, 72.250721, 139.308259, 72.876620, 144.116585, 73.497872, 149.363111, 74.346724, 154.473754, 75.011909, 159.542788, 75.777544, 164.570214, 76.428112, 169.839066, 76.870512, 175.290799, 77.422530, 180.469348, 77.848709, 186.108126, 78.132828, 191.335003, 78.416948, 196.797251, 78.152006, 202.175479, 77.564590, 207.368691, 76.014141, 212.230331, 73.325652, 217.049715, 69.632649, 221.453017, 65.288191, 225.087176, 60.637383, 227.513955, 55.607814, 229.227226
Type03, L, 235, 53.372314, 235.000000, 48.181550, 234.715840, 42.880974, 233.698716, 37.962123, 231.666593, 33.351809, 228.477077, 29.393043, 224.518310, 26.245141, 219.807531, 23.984192, 214.847066, 22.024641, 209.761758, 20.764998, 204.663559, 19.460344, 199.383072, 18.775881, 194.164328, 18.046567, 188.629858, 17.095027, 183.378094, 16.644684, 178.297780, 16.076365, 172.871610, 15.365966, 167.386589, 14.592819, 162.121351, 13.502983, 156.911201, 12.666449, 151.637744, 11.624708, 146.366058, 10.535252, 141.197365, 9.278580, 135.779301, 8.051047, 130.569151, 6.915214, 125.317386, 5.707676, 120.273693, 4.701655, 115.021929, 3.701908, 109.770164, 2.573108, 104.351943, 1.868384, 99.023889, 1.096696, 93.640343, 0.589666, 88.230401, 0.372297, 82.970358, 0.000000, 78.051507, 0.305506, 72.422704, 0.589666, 66.761129, 0.929853, 61.505544, 1.606237, 56.170551, 2.512379, 51.002015, 3.584977, 45.667022, 5.042201, 40.373644, 6.800822, 35.205108, 8.830295, 30.308080, 11.121787, 25.200950, 13.885064, 20.448556, 17.133431, 15.779390, 20.707573, 11.494850, 24.725190, 7.477233, 29.033716, 4.262394, 33.935721, 1.676617, 39.312328, 0.420325, 44.640482, 0.000000, 49.831246, 0.852479, 54.963158, 2.699516, 59.719549, 5.636836, 63.879247, 9.512374, 67.411774, 13.897380, 70.358744, 18.691388, 72.803387, 23.693467, 74.478779, 28.778775, 76.036469, 34.030539, 77.170682, 39.180693, 78.015209, 44.534068, 78.611760, 49.494533, 79.077662, 54.995982, 79.443958, 60.649965, 79.690832, 65.749196, 79.654407, 71.042575, 79.586038, 76.634217, 79.301879, 81.824980, 79.017719, 87.251150, 78.524242, 92.632231, 77.919497, 97.925610, 77.415218, 103.260603, 76.810473, 108.553981, 76.318203, 113.852334, 75.819151, 119.348809, 75.465724, 124.940078, 75.181564, 130.483951, 75.181564, 135.910120, 75.174078, 141.021694, 75.323644, 146.939013, 75.465724, 152.306331, 75.891963, 157.673649, 76.318203, 163.276372, 76.619606, 168.737014, 77.165767, 173.697478, 77.898044, 178.824400, 78.319095, 184.076165, 78.827438, 189.369543, 79.307620, 194.288394, 79.472126, 199.665001, 79.586038, 204.861335, 79.017719, 210.169801, 77.723882, 215.337065, 75.546162, 220.214302, 72.599191, 225.008310, 68.682039, 229.067542, 64.012874, 232.315909, 58.802724, 234.258224
Type03, L, 245, 53.508797, 245.000000, 47.640016, 244.325383, 42.387377, 242.824066, 37.341556, 240.344149, 32.582939, 236.708595, 28.906267, 232.049243, 26.122986, 227.019837, 24.028407, 221.896638, 22.203430, 216.620649, 20.799602, 210.937620, 19.676540, 205.254592, 18.779276, 199.320620, 18.132329, 193.597793, 17.344886, 188.199816, 16.588118, 182.755072, 15.794199, 177.243481, 14.903524, 171.621609, 13.920844, 166.113026, 12.709567, 160.541717, 11.703091, 155.042990, 10.551657, 149.529128, 9.447816, 144.045538, 8.156194, 138.300109, 7.002280, 132.513562, 5.919024, 126.971459, 4.660390, 121.187173, 3.774119, 115.606212, 2.830602, 110.154968, 1.988306, 104.588236, 1.286391, 99.079653, 0.724860, 93.396625, 0.303712, 88.004339, 0.022946, 82.205013, 0.000000, 76.703957, 0.163329, 71.129699, 0.509859, 65.665387, 1.286391, 59.763642, 2.148659, 54.380115, 3.495225, 48.922506, 4.936345, 43.644932, 6.620938, 38.310794, 8.664435, 33.084202, 10.927302, 27.873296, 13.487966, 22.785741, 16.346427, 17.821538, 19.684185, 12.939570, 23.484208, 8.578015, 28.044294, 4.860226, 33.110924, 2.348313, 38.630574, 0.595883, 44.211535, 0.000000, 49.751378, 0.420227, 55.044519, 2.129249, 60.132073, 4.970679, 64.692159, 8.688468, 68.707745, 13.125202, 71.846971, 18.089405, 74.425836, 23.244601, 76.250812, 28.404293, 77.654640, 33.971024, 78.777703, 39.654053, 79.881928, 45.254099, 80.602679, 50.845664, 81.039631, 56.169317, 81.651500, 61.585809, 82.146890, 66.906226, 82.476187, 72.377675, 82.708421, 77.807095, 82.568039, 83.664569, 82.201414, 89.120557, 81.585359, 94.623587, 80.743062, 99.957724, 79.760382, 105.466308, 78.802243, 110.909876, 77.935406, 116.192731, 77.118228, 121.578391, 76.531578, 127.093601, 76.391195, 132.834778, 76.321169, 138.239038, 76.531578, 143.910092, 76.952726, 149.418675, 77.373875, 155.043555, 77.935406, 160.377693, 78.645160, 165.691552, 79.370870, 171.190278, 80.113612, 176.565653, 80.602679, 181.772392, 81.373090, 187.234168, 81.927744, 192.979597, 82.287273, 198.472587, 82.708421, 204.213764, 82.568039, 209.606050, 82.286665, 215.097854, 81.445873, 220.432111, 79.977131, 225.971954, 77.532764, 231.223978, 74.095741, 236.064829, 69.717155, 240.022266, 64.588484, 242.764430, 59.087571, 244.227895
Type03, L, 250, 52.395767, 250.000000, 46.640290, 249.240421, 41.258159, 247.785186, 36.000477, 244.935242, 31.174807, 241.242625, 27.382042, 236.458439, 24.798178, 231.325205, 22.656964, 225.777143, 21.378435, 220.493515, 20.245382, 214.876668, 19.123674, 209.340369, 18.404170, 203.936303, 17.554380, 198.084793, 16.562959, 192.174618, 15.713169, 186.557771, 14.863379, 180.706261, 14.155221, 175.148079, 13.163799, 169.472567, 12.313431, 163.462482, 11.180956, 157.769547, 10.329052, 151.993010, 9.198113, 146.301190, 8.335946, 140.647987, 7.215269, 134.950165, 6.223848, 129.274652, 5.374058, 123.657805, 4.658658, 118.289804, 3.740258, 112.824707, 2.966320, 106.865930, 2.094919, 100.981889, 1.408372, 95.456239, 0.841845, 89.487397, 0.401632, 83.881388, 0.133687, 78.312369, 0.000000, 72.826746, 0.275318, 67.372004, 0.700213, 61.931155, 1.550003, 56.079645, 2.651954, 50.551529, 3.978906, 44.754569, 5.670394, 39.123540, 7.810334, 33.699926, 10.359832, 28.317795, 13.022167, 23.023886, 16.360166, 17.926880, 20.011300, 13.001062, 24.346291, 8.524439, 29.171961, 4.831822, 34.346677, 2.064844, 39.808415, 0.374210, 45.152422, 0.000000, 50.572783, 0.940737, 56.082615, 2.715558, 61.278485, 5.614581, 66.083001, 9.458415, 70.034581, 14.259785, 73.084822, 19.434501, 75.198463, 24.838355, 77.039675, 30.279205, 78.739255, 36.013383, 80.015220, 41.377854, 81.146993, 46.953749, 81.878040, 53.013258, 82.704941, 58.832766, 83.142915, 64.192349, 83.168177, 69.947827, 83.409252, 75.081060, 83.185104, 80.836537, 82.908764, 86.052736, 82.421678, 91.595195, 82.024865, 97.065896, 81.430256, 102.652892, 80.722098, 108.445736, 80.122936, 114.207879, 79.447413, 119.855427, 79.164150, 125.002948, 79.058230, 130.852067, 79.022518, 136.060645, 79.235960, 141.865227, 79.305781, 147.294339, 79.458312, 152.546523, 79.675664, 158.136068, 79.734268, 163.891546, 79.872308, 169.409732, 80.013940, 174.733250, 80.155571, 180.174100, 80.438835, 186.377604, 80.664716, 191.590376, 80.979525, 197.428820, 81.365881, 203.184297, 81.571888, 208.610329, 81.855151, 213.992513, 81.500012, 219.621071, 80.722098, 224.991544, 79.305781, 230.373728, 77.039675, 235.873243, 73.433613, 240.859213, 68.874023, 244.993908, 63.574858, 247.460440, 58.259427, 249.221026
Type03, L, 255, 55.815615, 255.000000, 50.037749, 254.646129, 44.393539, 253.486307, 38.985411, 251.390518, 33.781714, 248.134906, 29.204530, 244.045490, 25.704080, 238.901749, 23.338684, 233.563838, 21.702468, 227.965349, 20.243673, 221.975928, 19.296147, 216.326699, 18.163760, 210.360796, 17.282564, 204.718438, 16.465180, 199.015302, 15.474342, 193.108030, 14.904821, 187.336572, 13.917310, 182.055693, 13.305264, 176.536374, 12.360279, 170.534305, 11.369440, 164.627034, 10.595853, 158.822840, 9.828947, 153.526387, 8.912768, 147.898266, 8.014984, 142.228686, 7.251025, 136.227439, 6.269712, 130.433483, 5.141314, 124.859174, 4.150476, 119.303690, 3.422920, 113.714954, 2.590269, 108.211209, 1.744154, 102.285449, 0.962260, 96.250172, 0.470219, 90.295012, 0.045574, 84.505003, 0.000000, 78.868306, 0.057336, 73.240185, 0.470219, 67.604025, 1.177961, 61.814015, 2.186328, 56.107070, 3.301186, 50.409890, 4.832408, 44.684994, 6.780272, 39.056873, 8.821570, 33.743437, 11.227892, 28.187953, 14.125212, 22.794388, 17.115433, 17.680942, 20.711630, 12.742696, 24.728711, 8.227537, 29.576232, 4.512402, 34.980382, 1.840815, 40.791016, 0.516583, 46.543513, 0.000000, 52.378926, 0.598126, 57.675379, 2.497418, 63.013290, 5.429008, 67.636347, 9.485871, 71.392941, 14.233303, 74.358446, 19.515707, 76.589837, 24.950584, 78.321799, 30.626676, 79.867854, 36.579953, 81.132263, 42.373908, 82.002056, 48.172598, 82.851346, 53.903976, 83.275991, 60.163035, 83.424676, 65.757022, 83.700636, 71.918948, 83.559088, 77.708957, 83.275991, 83.440335, 82.992894, 89.054451, 82.568249, 95.078985, 82.002056, 100.810363, 81.522642, 106.853670, 81.011218, 112.683538, 80.445024, 118.414916, 80.020379, 124.439450, 79.595734, 129.994935, 79.409806, 136.196573, 79.241559, 142.114904, 79.171089, 147.716750, 79.171089, 153.096341, 79.454186, 159.179506, 79.753490, 164.959056, 80.161928, 170.935419, 80.445024, 176.666797, 81.011218, 182.984487, 81.547385, 188.300711, 82.002056, 194.154087, 82.568249, 199.533678, 82.992894, 204.971900, 83.476730, 210.896113, 83.559088, 216.669181, 83.417539, 222.107403, 82.709798, 228.249200, 81.294314, 233.863315, 79.332477, 239.409845, 76.100618, 244.623380, 72.000876, 248.842648, 66.823106, 252.060764, 61.207349, 253.938388
