Type,Base_Size,Matched_Type,Time_sec,Points
Type00,240,Self (Ratio),0.000189,100
Type01,230,Self (Ratio),0.000204,100
Type02,230,Self (Ratio),0.000187,100
Type03,230,Self (Ratio),0.000173,100
Type04,230,Self (Ratio),0.000172,100
Type05,240,Self (Ratio),0.000171,100
Type06,230,Self (Ratio),0.000198,100
Type07,250,Self (Ratio),0.00018,100
