type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70, x71, y71, x72, y72, x73, y73, x74, y74, x75, y75, x76, y76, x77, y77, x78, y78, x79, y79, x80, y80, x81, y81, x82, y82, x83, y83, x84, y84, x85, y85, x86, y86, x87, y87, x88, y88, x89, y89, x90, y90, x91, y91, x92, y92, x93, y93, x94, y94, x95, y95, x96, y96, x97, y97, x98, y98, x99, y99, x100, y100
Type03, L, 260, 53.873544, 260.245908, 51.766698, 260.130087, 47.425692, 259.641650, 41.808796, 257.501429, 36.426331, 254.757168, 31.320414, 250.126643, 27.159146, 245.316521, 24.519322, 239.537151, 22.709890, 233.616693, 21.404758, 227.240492, 20.943273, 221.593491, 20.230057, 215.231047, 20.040591, 209.661573, 19.207849, 203.623219, 18.699694, 197.461391, 17.814569, 191.517697, 16.789227, 185.509592, 15.989571, 179.438451, 14.866563, 173.472832, 13.738755, 167.135089, 12.691171, 160.842777, 11.563294, 154.869817, 10.267739, 148.607707, 9.190682, 142.478449, 8.053181, 136.067736, 6.947820, 129.943636, 5.493209, 123.783917, 4.560333, 117.423388, 3.126808, 111.248621, 2.175381, 104.910858, 1.301410, 98.887552, 0.603445, 92.527950, 0.126889, 86.698026, 0.000000, 80.134160, 0.096693, 74.743718, 0.595219, 68.238906, 1.557093, 62.506951, 2.633428, 56.830903, 4.210598, 50.789529, 6.065971, 45.138337, 8.080389, 39.367706, 10.422428, 33.700552, 13.063628, 28.130787, 15.879760, 22.504123, 19.479687, 16.996783, 23.056362, 12.066775, 27.828785, 7.382915, 33.183277, 3.825756, 38.930034, 1.543636, 44.737050, 0.360480, 51.052973, 0.000000, 57.002199, 1.127003, 62.504596, 3.511960, 67.901855, 7.415265, 71.930981, 12.682796, 75.289277, 17.772206, 77.934568, 23.777307, 79.877763, 29.463166, 81.546738, 35.494179, 82.734925, 41.458053, 83.798651, 47.367753, 84.376048, 53.447071, 84.743075, 59.447798, 85.092018, 65.776848, 84.839179, 71.451711, 84.861648, 77.369574, 84.630538, 83.528884, 84.256527, 89.450698, 83.741111, 95.130280, 83.711141, 101.039199, 82.851093, 106.961268, 82.605162, 113.024520, 82.304507, 118.925519, 81.746546, 125.002395, 81.540044, 130.951145, 81.301076, 137.229751, 81.065106, 143.294364, 81.287931, 149.453333, 81.035906, 155.223189, 81.488601, 161.339371, 81.564509, 167.206722, 81.871497, 172.886174, 82.278964, 179.206988, 82.524096, 185.251459, 83.090036, 190.842114, 83.476850, 197.056067, 83.894283, 202.725720, 84.191886, 209.124485, 84.539795, 214.531506, 84.924012, 220.873090, 85.059472, 226.838943, 84.387834, 233.177130, 83.084885, 238.686490, 80.495975, 244.585812, 76.469517, 249.555626, 71.571722, 254.026370, 66.105260, 257.395272, 60.126240, 259.359102, 55.853135, 260.096360, 53.463910, 259.826556
Type03, L, 265, 51.763350, 265.245994, 49.643983, 265.000478, 45.711705, 264.713773, 39.644861, 262.769750, 34.074143, 259.772460, 28.931439, 255.578128, 24.758569, 250.526655, 22.241088, 244.815988, 20.384147, 239.038086, 19.268857, 232.662069, 18.487892, 226.119773, 17.745829, 220.353713, 17.113763, 213.931669, 16.446291, 207.889461, 16.017336, 202.044646, 15.316800, 195.448247, 14.597907, 189.482165, 13.687776, 182.902038, 13.022904, 176.928404, 11.919716, 170.885627, 11.312619, 164.937708, 10.085904, 159.033678, 9.130028, 152.730522, 8.053892, 146.452753, 7.123989, 139.855743, 5.976775, 133.910008, 5.210315, 127.891147, 4.026459, 121.911868, 3.155514, 115.441238, 2.210532, 109.455302, 1.544576, 103.401845, 0.877863, 97.398926, 0.348410, 91.414976, 0.140434, 85.328922, 0.000000, 79.062055, 0.496890, 73.267899, 1.149338, 66.585118, 2.171875, 60.497518, 3.350344, 54.860520, 4.985808, 48.670418, 7.186754, 42.778951, 9.205806, 36.934636, 11.907970, 31.274839, 14.336866, 25.743705, 17.581858, 20.066895, 20.787104, 14.477118, 25.098609, 9.199509, 29.956785, 4.691286, 35.677897, 1.835257, 41.818014, 0.509078, 48.308940, 0.000000, 54.869490, 0.931899, 60.377486, 2.521496, 66.274118, 5.855390, 71.170051, 10.131912, 74.607161, 16.048165, 76.758895, 21.739123, 78.878723, 28.008821, 80.500010, 33.593910, 82.004341, 39.966261, 83.377328, 45.940470, 84.623711, 52.167284, 85.347785, 58.957227, 86.067042, 64.864750, 86.621886, 71.563632, 86.803493, 77.935919, 86.970626, 84.282349, 86.869209, 89.963886, 86.726732, 96.457915, 86.470477, 102.735655, 86.198607, 108.551443, 85.354265, 114.995128, 84.956379, 121.070928, 84.338616, 127.576939, 83.584629, 133.781018, 83.119625, 139.914348, 82.491380, 145.985025, 82.335309, 152.241833, 81.996088, 158.556956, 82.008570, 164.447827, 81.995467, 170.561814, 82.321497, 176.736500, 82.563128, 182.929307, 82.662248, 188.906241, 83.136483, 195.383716, 83.314960, 201.706062, 83.785314, 207.959147, 83.552818, 213.850261, 83.901592, 219.806341, 83.731327, 225.887880, 83.608750, 232.330612, 82.853656, 238.324713, 81.570647, 244.163534, 79.085943, 249.835779, 75.147187, 255.030171, 69.854772, 259.412709, 64.262325, 262.562158, 58.139411, 264.737508, 53.705041, 264.011357, 52.319374, 268.375582
Type03, L, 270, 59.098194, 270.128450, 56.361846, 269.835973, 53.030341, 269.906323, 46.132536, 268.120641, 40.392461, 264.958417, 35.044443, 260.426197, 31.358205, 254.735778, 28.766687, 248.743717, 26.570020, 242.780806, 25.160108, 236.115350, 23.676811, 229.841130, 22.563261, 223.681447, 21.650532, 217.046132, 20.615440, 211.051840, 19.641350, 204.697269, 18.884210, 198.296072, 17.862675, 192.195688, 16.955980, 185.690810, 15.587358, 179.262362, 14.406124, 172.707476, 13.073080, 166.506276, 11.825622, 160.673520, 10.590845, 153.896883, 9.562679, 148.158219, 7.952456, 141.634208, 6.880876, 135.684909, 5.604799, 129.731397, 4.538583, 123.589524, 3.253319, 117.775567, 2.454057, 111.513966, 1.705129, 105.251631, 1.076803, 99.209052, 0.578021, 92.156259, 0.470944, 86.645926, 0.000000, 80.277777, 0.330636, 74.301255, 0.639538, 68.596905, 1.619299, 61.414658, 2.896673, 55.415256, 4.618746, 49.156342, 6.785933, 43.075637, 9.066153, 36.972122, 11.873947, 31.014400, 15.054947, 25.067112, 18.252374, 19.396408, 22.199064, 13.735309, 26.547751, 8.539171, 32.064809, 4.418148, 38.131202, 1.757280, 44.289594, 0.147248, 49.754785, 0.000000, 56.955017, 1.021949, 62.714449, 3.183069, 68.260106, 7.306193, 72.483964, 12.527369, 75.571640, 18.415641, 77.888926, 24.299562, 80.407883, 30.584544, 81.899812, 36.538438, 83.991195, 42.985949, 84.988713, 48.932652, 86.150487, 55.284097, 87.024113, 61.835375, 87.522813, 67.121592, 87.685818, 73.967120, 87.985653, 79.777221, 87.800548, 85.957470, 87.655086, 91.437871, 87.403018, 97.670824, 86.904512, 103.557296, 86.604078, 110.902622, 86.042856, 117.287857, 85.795434, 123.425984, 85.513456, 128.809888, 85.107646, 136.295110, 84.995989, 143.049162, 84.837673, 148.191280, 84.684344, 154.489554, 84.797958, 159.691530, 84.864288, 165.954358, 84.957233, 170.834039, 85.372608, 178.717747, 85.777241, 184.205558, 86.087972, 191.091197, 86.659544, 196.891914, 86.948060, 203.922818, 87.522543, 210.192556, 87.478469, 215.867716, 87.921655, 222.703873, 87.937216, 228.378018, 87.754585, 234.763467, 87.553731, 239.705490, 86.917460, 247.051446, 85.210027, 253.162812, 82.442917, 258.831651, 77.519270, 264.099739, 71.752605, 267.219095, 66.008625, 269.219991, 60.627227, 270.267748, 62.776053, 269.511118
Type03, L, 275, 58.243312, 275.239642, 56.229128, 275.340012, 51.566407, 274.577108, 45.365136, 272.976317, 39.489368, 269.581430, 34.294394, 264.975711, 30.571924, 258.970965, 28.231971, 253.486948, 26.185870, 247.040240, 24.362334, 240.557906, 23.139958, 233.850839, 21.954562, 227.050984, 20.903918, 220.521436, 19.877459, 214.124721, 19.277206, 207.841236, 18.494553, 202.133761, 17.498829, 194.998054, 16.530437, 188.729136, 15.189492, 182.199459, 14.249569, 175.913405, 12.805160, 169.578171, 11.523075, 162.758461, 9.918036, 156.309429, 8.853514, 149.834605, 7.499274, 143.896089, 6.338570, 138.151297, 4.947778, 132.049812, 4.061567, 126.000864, 2.742518, 119.339032, 2.226033, 112.896336, 1.015754, 106.983902, 0.968936, 101.573689, 0.244073, 94.543986, 0.000000, 88.064329, 0.294292, 82.167454, 0.466183, 75.122796, 1.090457, 69.168566, 1.934727, 62.520934, 3.034905, 56.937623, 4.595812, 50.327203, 6.366491, 44.377608, 8.354643, 37.945418, 10.683060, 32.171684, 13.269794, 26.156185, 16.338901, 20.162820, 19.942019, 14.499305, 24.428153, 9.242493, 29.818176, 4.677040, 35.613336, 1.923512, 42.318239, 0.329718, 47.878665, 0.000000, 54.414093, 1.236325, 60.599314, 3.640141, 66.103807, 7.561623, 71.058287, 12.691433, 74.550718, 18.401280, 77.154735, 24.376702, 79.479190, 30.433193, 81.349019, 36.804266, 83.212016, 43.245619, 84.630295, 50.076130, 85.829245, 55.528160, 86.917491, 61.389841, 87.654309, 68.026636, 88.344743, 73.337075, 88.936977, 80.252894, 89.214998, 86.561473, 89.056136, 93.141257, 88.986069, 99.638002, 88.644091, 106.330883, 88.116610, 112.206402, 87.407983, 118.733243, 86.518404, 124.672202, 85.634224, 131.182205, 84.916799, 137.363593, 84.180084, 144.170295, 83.886442, 150.368756, 83.662113, 157.388864, 83.809838, 163.089658, 84.393965, 169.961121, 84.808441, 175.323830, 85.483890, 182.854681, 86.231685, 189.406491, 86.556012, 195.630262, 86.988606, 201.579782, 87.466628, 208.813502, 87.697473, 214.795242, 88.166859, 221.026914, 88.826874, 227.956784, 89.017823, 234.099611, 89.251546, 240.257299, 88.480107, 246.785776, 87.441284, 252.740397, 85.095289, 258.708030, 81.568419, 264.546821, 76.643670, 269.193861, 70.792058, 272.746873, 64.344407, 274.602199, 60.637740, 274.842922, 58.891368, 276.392695
Type03, L, 280, 65.869473, 279.682095, 68.173562, 279.024539, 72.121799, 278.298573, 78.436264, 274.512400, 83.020579, 269.472748, 86.666527, 263.302186, 88.768903, 257.249757, 89.909719, 250.560246, 90.376441, 244.592067, 90.321557, 237.609707, 89.860079, 231.943759, 89.688519, 224.547524, 89.311684, 219.126596, 89.076655, 211.191742, 89.009015, 205.959371, 88.445456, 199.235460, 88.105673, 192.303724, 87.662732, 186.298826, 87.063295, 178.930221, 86.619496, 173.231582, 86.167058, 165.868930, 86.131220, 159.964087, 85.784827, 153.015920, 85.974905, 146.557163, 86.270370, 139.906434, 87.010686, 133.378238, 87.685669, 126.851467, 88.657041, 120.633663, 89.376010, 113.843139, 90.007200, 107.957832, 90.201826, 101.417363, 90.348097, 95.049084, 90.207188, 87.725962, 89.896903, 82.183682, 89.405303, 75.306538, 88.606215, 68.140990, 87.835832, 61.686228, 86.766708, 55.705452, 85.761516, 48.342168, 84.312213, 42.677278, 83.177986, 35.621438, 81.396121, 29.416214, 79.340280, 22.912046, 76.534584, 17.057231, 72.464919, 11.164394, 67.146614, 6.370232, 61.323708, 2.789918, 54.793512, 0.633871, 48.628835, 0.000000, 42.050274, 0.589417, 35.757008, 2.954347, 29.748872, 5.976859, 24.336638, 10.699737, 19.860167, 16.240958, 16.166598, 22.040730, 13.049486, 28.181972, 10.265101, 34.394564, 8.012177, 40.544624, 5.912766, 46.799670, 4.267894, 53.400531, 2.584153, 59.997881, 1.863665, 65.600332, 0.824161, 72.621733, 0.482000, 78.088994, 0.000000, 84.659815, 0.186313, 91.273555, 0.397969, 97.882380, 0.889300, 104.617714, 1.424623, 110.294407, 2.359173, 117.642643, 3.471734, 124.476947, 4.764050, 131.330117, 5.817360, 138.313433, 7.592796, 145.028179, 8.545627, 150.464690, 10.043327, 156.355885, 11.541199, 163.297673, 12.842385, 169.627482, 14.368070, 176.291741, 15.484616, 181.729768, 16.701923, 187.796566, 17.570192, 193.811346, 18.943882, 200.808228, 19.828153, 207.524429, 20.501755, 214.014114, 21.269060, 220.290377, 21.477230, 227.388319, 22.807864, 233.228667, 23.137200, 239.224320, 24.760558, 245.227830, 26.248910, 252.167314, 28.586232, 258.212698, 31.496675, 264.400584, 35.484762, 270.294908, 40.885161, 274.862775, 46.959109, 278.189976, 52.969118, 279.818268, 59.947585, 280.409208, 62.273593, 280.164235, 71.610468, 280.399567
Type04, L, 230, 54.759621, 230.179747, 52.943615, 230.121612, 49.473456, 230.043419, 44.075359, 229.257524, 38.614663, 227.169804, 33.662397, 224.151707, 29.306162, 219.669285, 26.487462, 214.613652, 24.553022, 209.385231, 23.367243, 204.176481, 22.142898, 198.256559, 21.408742, 192.795601, 20.607878, 187.680070, 19.749987, 182.304190, 18.940417, 176.880950, 17.925922, 171.163823, 16.918705, 166.052701, 16.018347, 160.397823, 14.871100, 155.177517, 13.949755, 149.783043, 12.589208, 144.262597, 11.621087, 138.973684, 10.457009, 133.606019, 9.130116, 128.353079, 8.168421, 123.089183, 6.925713, 117.601202, 5.851723, 112.384072, 4.559292, 107.008447, 3.440636, 101.788228, 2.455976, 96.621591, 1.474027, 90.887048, 0.666196, 85.330303, 0.385951, 79.980617, 0.000000, 74.474562, 0.181863, 69.482595, 0.630479, 63.789834, 1.308005, 58.144805, 2.557714, 52.677489, 3.722126, 47.449341, 5.340033, 42.056314, 7.272394, 36.815339, 9.408043, 31.553336, 11.693331, 26.271320, 14.636276, 21.313878, 17.684140, 16.386460, 21.406589, 11.997362, 25.599343, 7.660655, 30.423947, 4.370116, 35.469690, 1.736719, 41.009764, 0.525721, 46.455950, 0.000000, 51.410611, 0.428032, 57.084779, 1.741917, 62.419191, 3.916240, 67.215105, 7.124249, 71.562833, 11.028905, 74.869130, 16.023210, 77.276835, 21.051674, 79.170726, 26.390757, 80.502735, 31.790370, 81.210941, 37.188138, 81.773069, 42.765901, 81.857793, 48.083756, 81.872658, 53.726878, 81.338846, 59.140165, 80.825807, 64.717892, 80.380147, 69.981208, 79.729049, 75.915941, 79.116816, 81.025146, 78.591157, 86.182090, 78.233873, 91.689117, 77.650417, 97.095397, 77.479407, 102.421337, 77.004561, 107.685692, 76.941253, 113.116425, 76.506725, 118.581886, 76.566738, 124.059819, 76.705584, 129.541109, 77.332254, 134.794768, 77.992897, 139.913624, 78.606432, 145.841235, 79.221709, 150.904512, 79.715673, 156.394189, 80.227506, 161.237272, 80.607409, 166.902824, 81.016322, 172.314992, 81.367392, 177.957431, 81.519393, 183.264180, 81.824771, 188.764808, 81.814304, 193.797116, 81.651401, 199.440554, 81.039683, 204.666478, 79.978940, 210.197494, 77.896752, 215.556251, 75.039732, 220.572219, 70.727295, 224.561032, 65.363614, 227.398777, 60.819385, 229.070348, 56.175229, 229.953621, 56.434136, 229.951132
Type04, L, 235, 55.720255, 235.111046, 53.910438, 234.988300, 50.086612, 235.038244, 44.870344, 234.012746, 39.272740, 231.659098, 34.648459, 228.309546, 30.735948, 223.710986, 27.405387, 218.697206, 25.450344, 213.554900, 23.379296, 208.547038, 22.016115, 203.532474, 20.840334, 198.097638, 19.934189, 192.549714, 19.216607, 187.076504, 18.380997, 181.415469, 17.699219, 176.426759, 16.943879, 170.823970, 16.023709, 165.581522, 14.858032, 159.770204, 13.905698, 154.700971, 12.680140, 148.920557, 11.622647, 143.707959, 10.235533, 137.710007, 9.311454, 132.730932, 7.875227, 127.044124, 6.840942, 121.497973, 5.594744, 116.100612, 4.688027, 110.963002, 3.293121, 105.145814, 2.684369, 99.600427, 1.377279, 94.266540, 1.068973, 88.617443, 0.212214, 83.250784, 0.100418, 77.649801, 0.000000, 72.015570, 0.230911, 66.922536, 0.650354, 61.195607, 1.594405, 55.937138, 2.770083, 50.380795, 3.883112, 45.083175, 5.737430, 39.777686, 7.631082, 34.414952, 9.875417, 28.984911, 12.415738, 23.850437, 15.538769, 18.826670, 18.924416, 14.068909, 23.015248, 9.474260, 27.559558, 5.670501, 32.764005, 2.944372, 38.140624, 0.745684, 43.523873, 0.000000, 49.271719, 0.113269, 54.731505, 1.362926, 60.082790, 3.602407, 64.955554, 7.088491, 69.116038, 11.313041, 72.670762, 16.150910, 75.114627, 21.109410, 77.244601, 26.152986, 79.010954, 31.985298, 80.170732, 36.800034, 81.063952, 42.292117, 81.570706, 47.512294, 82.140311, 53.315544, 82.278023, 58.928236, 82.385791, 64.064748, 81.985648, 70.209980, 81.797684, 75.131011, 81.044758, 81.111706, 80.624506, 86.530691, 79.894790, 92.274338, 79.177049, 97.744931, 78.694989, 103.347379, 77.891048, 108.883286, 77.470268, 114.878371, 77.271026, 120.704783, 77.018280, 125.650469, 77.071092, 131.825572, 77.330430, 136.856297, 77.697278, 143.050921, 78.115504, 148.487797, 78.708990, 153.659966, 79.157136, 159.216588, 79.922105, 164.652059, 80.470594, 170.195603, 81.152508, 175.848815, 81.539487, 181.298438, 82.107975, 187.164982, 82.298340, 192.661578, 82.371575, 198.626782, 81.815897, 203.720171, 81.438369, 209.437461, 80.018923, 215.027084, 78.301358, 220.228844, 75.175266, 225.485885, 71.086801, 229.617459, 65.793620, 232.868740, 61.378337, 233.883761, 56.534734, 236.067928, 59.005174, 230.919170
Type04, L, 240, 58.517341, 240.100200, 56.389728, 240.123173, 52.746796, 239.720052, 47.049462, 237.647093, 41.816062, 235.268068, 36.692111, 232.029727, 32.621201, 227.387385, 29.464441, 222.357485, 27.154237, 216.807395, 25.496585, 211.179615, 24.030799, 205.663153, 22.867423, 199.702287, 21.794488, 193.877584, 20.988654, 188.510009, 20.021852, 182.683018, 19.365924, 177.317072, 18.287377, 171.910643, 17.098926, 166.225206, 16.060153, 160.637209, 14.935088, 155.140033, 13.986222, 150.048430, 12.852504, 144.330807, 11.747239, 138.881571, 10.610137, 133.504617, 9.353537, 127.673939, 8.204229, 121.614094, 7.284082, 116.348892, 5.882871, 111.413617, 5.020526, 105.211132, 4.021209, 99.619313, 2.731913, 94.362120, 1.987928, 88.757346, 0.925289, 83.147699, 0.504195, 77.825119, 0.000000, 71.883521, 0.157922, 66.672645, 0.710243, 61.045108, 1.542831, 55.680711, 3.078066, 49.970875, 4.804232, 44.605876, 6.713839, 38.968317, 8.864077, 33.811526, 11.263971, 28.210867, 13.777570, 23.005665, 16.796284, 17.834638, 20.130548, 12.906822, 24.535222, 8.609580, 29.521462, 5.066946, 34.689430, 2.681968, 40.517665, 0.990056, 45.936254, 0.000000, 51.570320, 0.037375, 57.009110, 1.135944, 62.385322, 4.054534, 67.107488, 7.783335, 71.416593, 12.429440, 74.642898, 17.462500, 77.291497, 22.708323, 79.269384, 27.998166, 80.959731, 33.699179, 82.098327, 39.532644, 82.939938, 45.050589, 83.577813, 50.480692, 83.918984, 56.430129, 84.004238, 62.336753, 84.161335, 67.017613, 83.879936, 72.734766, 83.582309, 78.592752, 83.271899, 83.949918, 82.407141, 89.813728, 81.606021, 95.166986, 81.304698, 100.845312, 80.123298, 106.555326, 79.780750, 112.109135, 79.195727, 117.738905, 78.841347, 123.357621, 78.832865, 128.905700, 78.827948, 134.342940, 79.251836, 139.944506, 79.570726, 145.375795, 80.246842, 151.304916, 80.773650, 156.763969, 81.346781, 162.449125, 81.910762, 167.664312, 82.331864, 173.257819, 82.780490, 178.519674, 82.721869, 184.345119, 82.865862, 189.696695, 83.329205, 195.604118, 83.822816, 201.258005, 84.327818, 206.590366, 83.883995, 212.024056, 82.623697, 217.049436, 80.627988, 222.645842, 77.686645, 227.677977, 74.061866, 232.679861, 69.674639, 236.540906, 64.189417, 239.101780, 60.373578, 240.038501, 59.146707, 239.622383
Type04, L, 245, 58.339324, 245.166654, 56.248624, 245.097467, 52.448498, 244.830513, 46.715047, 243.605963, 41.205203, 240.951393, 36.127268, 237.499653, 32.099981, 232.502147, 29.267611, 227.577861, 27.533264, 222.140310, 25.711878, 216.572283, 24.648253, 210.880885, 23.441891, 205.312799, 22.867732, 199.377112, 22.028071, 194.031903, 21.282704, 188.068717, 20.369324, 182.129771, 19.512027, 176.778186, 18.483762, 171.197520, 17.325059, 165.307894, 16.103683, 159.819473, 14.905889, 153.917179, 13.621143, 148.464154, 12.133420, 142.706142, 11.160799, 136.951455, 9.367207, 131.254525, 8.298345, 125.917873, 6.805719, 120.145443, 5.838451, 114.791473, 4.293009, 109.018663, 3.234550, 103.454056, 2.017510, 97.781792, 1.250852, 91.893239, 0.437270, 85.963120, 0.000000, 80.123801, 0.155295, 74.690474, 0.339865, 68.751325, 1.275677, 63.260258, 2.103901, 57.309834, 3.547449, 51.981675, 4.915207, 46.555035, 6.911867, 40.712738, 8.725525, 35.165606, 10.892276, 29.586678, 13.223031, 23.999953, 15.915398, 18.638282, 19.313300, 13.467120, 23.685028, 8.929768, 28.748749, 5.176805, 34.178820, 2.577755, 39.749203, 0.758416, 45.034348, 0.000000, 51.079607, 0.287168, 56.589601, 1.806692, 62.144228, 4.531927, 67.024096, 8.220914, 71.423874, 12.787505, 74.813758, 17.623965, 77.667118, 23.124209, 79.393808, 28.705416, 81.243530, 34.199206, 82.550676, 39.372668, 84.582269, 45.333965, 86.175475, 50.745860, 85.924397, 56.218089, 85.856241, 62.144780, 85.554734, 68.108714, 85.138986, 73.873735, 84.338105, 79.805894, 83.360230, 85.330006, 82.591556, 91.134003, 81.390094, 97.019994, 80.998349, 102.921012, 80.209630, 107.826990, 80.020374, 113.603897, 79.699823, 119.332219, 79.674138, 125.515150, 79.832143, 130.912319, 80.137575, 137.225955, 80.492685, 142.760883, 80.627423, 147.914476, 81.490651, 153.813767, 81.733268, 159.930681, 82.554018, 166.255373, 83.058760, 171.479580, 83.665698, 177.462921, 84.235877, 183.784231, 84.707147, 189.113073, 85.343509, 195.003729, 85.536150, 200.891669, 85.919620, 206.309594, 85.946611, 212.137908, 85.571252, 217.635203, 84.539429, 223.466573, 82.394014, 229.037623, 78.926230, 234.086887, 74.329619, 238.789942, 69.367050, 241.854189, 63.946747, 243.691769, 59.782363, 245.269580, 60.573146, 243.257452
Type04, L, 250, 61.414345, 250.294518, 59.645185, 250.238638, 55.888870, 249.969271, 49.689689, 248.573047, 44.336708, 245.501919, 39.149502, 241.730669, 34.795488, 236.737180, 31.331154, 231.637886, 29.111054, 225.774329, 27.060253, 220.119455, 25.814170, 213.724360, 24.973303, 208.447386, 24.248086, 201.654538, 23.556465, 195.912906, 22.797142, 189.264769, 21.639463, 183.519264, 20.682721, 177.771081, 19.589650, 172.064681, 17.948798, 166.064105, 17.027965, 160.405688, 15.095605, 154.406925, 14.058845, 149.337976, 12.327667, 143.177874, 10.984433, 137.836326, 9.304791, 131.869134, 8.043716, 126.335098, 6.459975, 120.499271, 5.305006, 115.132992, 3.774323, 108.693237, 2.746910, 103.259446, 1.802094, 97.436835, 0.965231, 91.813719, 0.288881, 84.966384, 0.000000, 79.369133, 0.172318, 73.350163, 0.659197, 67.479447, 1.703794, 61.756860, 2.749925, 55.941885, 4.665486, 49.854801, 6.027246, 44.577271, 8.431578, 38.672046, 10.363914, 32.977451, 12.933397, 27.422827, 15.688595, 21.813230, 18.802481, 16.513984, 23.005637, 11.442482, 27.676797, 7.367388, 33.119376, 4.152762, 38.677332, 1.965263, 44.346383, 0.666199, 49.753063, 0.000000, 55.905128, 0.839562, 61.508804, 2.361125, 67.062634, 5.620756, 71.832227, 9.711212, 76.084165, 14.361828, 79.378456, 19.591660, 82.182635, 24.819267, 84.408012, 30.734011, 86.525640, 36.398264, 87.823354, 42.546395, 88.820146, 47.989335, 89.260952, 53.518511, 89.713017, 59.654237, 89.579987, 65.679918, 89.554834, 71.224596, 88.900696, 77.510555, 88.515919, 82.785332, 87.517423, 88.653847, 86.989585, 94.250211, 85.943200, 100.388731, 85.361326, 106.092518, 84.431554, 111.971705, 83.983074, 117.700947, 83.551360, 123.622862, 83.243388, 129.706361, 83.112526, 135.832851, 83.191043, 141.678559, 83.552746, 147.101026, 84.290438, 153.555788, 84.927952, 159.492052, 85.782905, 165.335560, 86.344321, 171.537872, 87.070150, 177.335980, 87.376047, 182.604476, 87.831279, 188.253862, 88.234288, 193.520822, 88.890221, 199.032036, 89.349869, 205.598439, 89.749852, 211.455529, 89.491202, 217.526880, 89.272918, 223.004010, 87.843283, 228.568407, 86.069384, 234.529326, 82.914616, 239.844819, 78.150831, 244.507816, 72.878774, 247.590160, 67.013349, 249.223100, 63.399238, 250.734674, 61.341188, 247.717450
Type04, L, 260, 58.593763, 260.145840, 56.634757, 259.752245, 52.549142, 259.414668, 46.541423, 257.517718, 40.876368, 254.197276, 35.966797, 249.849394, 32.393824, 244.355879, 29.925158, 238.629001, 28.006174, 232.782060, 26.594487, 226.653657, 25.548239, 220.728926, 24.322117, 214.807616, 23.575510, 208.709689, 22.591509, 202.895357, 21.682887, 196.655065, 20.859747, 190.617314, 19.610367, 184.490082, 18.752491, 178.636722, 17.316582, 172.352379, 16.262911, 166.448148, 14.918642, 160.884559, 13.547395, 154.341239, 12.165586, 148.696573, 10.726935, 142.757777, 9.324701, 136.685496, 8.026619, 130.769538, 6.593855, 124.757706, 5.383970, 118.730052, 3.976916, 112.552270, 2.789781, 106.745322, 1.624167, 100.764945, 0.824088, 94.627179, 0.299328, 88.847415, 0.000000, 82.966062, 0.105248, 76.488836, 0.617615, 70.628906, 1.933142, 64.653164, 2.705811, 58.860815, 4.508611, 52.924119, 6.209565, 46.795368, 8.349909, 40.962624, 10.351444, 34.884371, 12.723807, 29.360623, 15.397912, 23.314820, 18.512310, 17.933695, 22.596173, 12.484390, 27.100628, 7.880539, 32.808329, 4.166882, 38.215676, 2.143641, 44.234968, 0.295162, 50.304982, 0.000000, 56.181449, 0.476562, 61.918072, 2.623105, 67.717413, 5.541358, 72.522494, 10.290681, 76.468710, 15.615884, 79.200362, 21.264919, 82.044275, 26.541502, 84.048611, 32.713400, 86.035706, 38.610040, 87.419936, 44.436009, 88.187178, 50.359910, 89.218452, 56.522388, 89.304443, 62.073238, 89.219457, 68.318554, 88.979006, 74.569706, 88.162200, 80.645635, 87.391507, 86.371207, 86.479472, 92.526060, 85.506220, 98.173583, 84.670875, 104.445146, 83.812444, 110.223961, 83.130478, 116.210368, 82.558451, 122.498391, 82.240077, 128.314936, 82.066839, 134.520258, 82.207648, 140.637447, 82.410098, 146.436661, 82.917222, 153.383327, 83.114479, 159.108781, 83.981173, 165.468502, 84.457315, 171.842737, 85.258431, 177.606745, 85.792600, 183.816079, 86.718035, 190.034104, 87.399303, 195.526134, 87.976733, 202.292582, 88.662165, 208.045770, 89.167058, 214.843016, 89.241562, 220.683280, 89.428789, 227.274496, 88.341626, 233.129360, 87.146369, 239.022332, 84.597459, 244.954105, 80.768906, 250.243235, 76.017586, 255.109505, 70.395211, 257.974766, 64.348335, 259.748826, 60.850616, 259.888473, 58.765999, 259.805965
