type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70, x71, y71, x72, y72, x73, y73, x74, y74, x75, y75, x76, y76, x77, y77, x78, y78, x79, y79, x80, y80, x81, y81, x82, y82, x83, y83, x84, y84, x85, y85, x86, y86, x87, y87, x88, y88, x89, y89, x90, y90, x91, y91, x92, y92, x93, y93, x94, y94, x95, y95, x96, y96, x97, y97, x98, y98, x99, y99, x100, y100
Type01, L, 280, 58.663040, 280.308904, 56.551947, 280.110801, 51.684204, 280.069604, 45.832370, 278.422974, 39.402510, 275.329078, 34.057362, 270.827821, 29.885471, 264.960501, 27.123125, 259.112399, 25.122626, 252.328760, 23.826423, 246.106008, 22.469406, 239.632325, 21.454841, 233.127068, 20.488594, 226.492968, 19.393091, 219.914322, 18.679475, 213.351506, 17.621886, 206.800167, 16.587370, 200.703934, 15.574613, 194.251390, 14.575246, 187.774896, 13.273268, 181.192621, 12.278573, 174.521250, 10.959230, 167.991459, 9.695790, 161.841934, 8.335287, 155.198853, 7.263399, 149.091341, 6.006748, 142.597487, 4.734957, 136.381631, 3.333428, 129.398799, 2.372609, 123.553901, 1.401335, 116.822821, 0.921934, 110.697783, 0.133793, 103.830139, 0.000000, 96.804043, 0.099794, 91.304894, 0.458857, 84.011867, 0.998237, 78.106980, 1.958449, 71.860261, 3.308741, 65.595962, 4.687711, 59.216960, 6.389322, 53.203881, 8.314298, 47.274828, 10.691616, 41.141593, 13.235248, 34.928686, 16.182478, 28.703268, 19.564946, 22.898504, 23.251087, 17.041552, 28.006565, 11.764328, 33.351335, 6.970012, 39.219886, 3.312402, 45.502393, 1.058446, 52.415264, 0.000000, 58.866252, 0.761646, 65.141910, 2.709623, 71.026217, 6.330541, 75.979422, 11.635670, 79.762407, 17.395592, 82.640383, 23.289281, 84.463384, 29.506456, 86.067804, 35.797023, 87.084735, 42.167810, 88.377917, 48.922097, 89.047511, 54.856111, 89.835990, 61.542219, 90.184759, 67.739533, 90.278074, 73.909044, 90.000579, 81.083103, 89.513873, 86.674110, 88.870179, 94.068740, 88.121362, 100.098732, 87.739262, 106.562886, 87.228925, 112.561986, 86.942910, 119.594642, 86.506237, 125.887013, 86.543475, 132.805155, 86.621117, 138.978597, 86.857547, 145.586142, 87.264314, 152.358726, 87.697462, 158.612919, 88.532011, 164.740917, 89.317394, 171.649493, 89.806384, 177.883170, 90.387461, 184.002245, 90.149296, 190.683188, 89.944075, 196.400816, 89.455617, 203.193163, 89.335676, 210.239844, 88.964138, 216.450817, 89.170142, 223.430758, 88.871342, 229.790118, 89.089628, 236.627798, 88.411813, 242.708772, 88.187068, 248.914597, 86.721283, 255.259120, 84.845437, 261.098602, 81.860103, 267.546469, 77.201627, 272.849096, 71.542153, 277.185715, 65.279859, 278.907072, 61.281501, 280.141711, 57.583190, 279.427962
Type01, L, 290, 59.752227, 290.205959, 57.920001, 289.934368, 52.831416, 290.227638, 46.632065, 288.039789, 40.239497, 284.974310, 34.989213, 279.869337, 30.489853, 274.165657, 27.702116, 267.683588, 25.775160, 261.020354, 24.571175, 254.552380, 23.858890, 247.960684, 22.494450, 241.491958, 21.569134, 234.485412, 20.243590, 228.024666, 19.253120, 221.253082, 18.223513, 214.510236, 17.420675, 208.330254, 16.636562, 201.341970, 15.504063, 195.027484, 14.982376, 187.901752, 13.904790, 181.413473, 12.711892, 174.656880, 11.963798, 168.403343, 10.267576, 161.817309, 9.043556, 155.087689, 7.393388, 148.338449, 6.209361, 141.642155, 4.615631, 134.724067, 3.340342, 127.842165, 2.302908, 121.266033, 1.175212, 114.469263, 0.572944, 107.870860, 0.263904, 101.103105, 0.000000, 94.165842, 0.187313, 87.386168, 0.923235, 80.249073, 1.513025, 74.368759, 3.069402, 66.921980, 4.401097, 60.646881, 6.405445, 53.930176, 8.498316, 47.617731, 11.007252, 40.946064, 13.987462, 34.760449, 17.022755, 28.291305, 20.781133, 22.426550, 24.655616, 16.675155, 29.431998, 11.258573, 35.065833, 6.523732, 41.112773, 3.008932, 47.541917, 0.924695, 54.464277, 0.000000, 61.040174, 0.524452, 67.236779, 2.817113, 73.360600, 6.687714, 78.375128, 11.977624, 82.318170, 17.962363, 84.958987, 24.360476, 86.874918, 30.709392, 88.723788, 37.340800, 89.745336, 44.011286, 91.464965, 50.862758, 92.226368, 56.803705, 93.383194, 64.002368, 93.795370, 70.572553, 93.939762, 77.093737, 93.284743, 84.395669, 92.888389, 91.791773, 92.326539, 97.783343, 91.719782, 104.152212, 91.664405, 110.641573, 91.289671, 116.653208, 91.341971, 123.955751, 91.288005, 130.697936, 91.598054, 137.612456, 91.685194, 144.685692, 91.909663, 151.325344, 92.281509, 158.119561, 92.456447, 164.914556, 92.908484, 171.236449, 93.197188, 178.227534, 93.251222, 184.279090, 93.538627, 191.182254, 93.800611, 197.983409, 93.698642, 204.897319, 93.959704, 211.448072, 93.594288, 218.420173, 93.548131, 224.552513, 92.938333, 231.260049, 92.862379, 237.182390, 91.849116, 244.561076, 91.319243, 250.813053, 90.216315, 257.787161, 88.907349, 264.437657, 86.805916, 270.847152, 83.961266, 277.112845, 79.125509, 282.814599, 73.141236, 286.814625, 66.539383, 289.412066, 62.384044, 288.976714, 59.456836, 293.895064
Type02, L, 230, 62.691702, 230.045044, 60.881305, 229.673028, 57.458585, 229.746195, 52.045865, 228.016321, 46.700869, 225.630246, 42.417610, 221.952663, 38.577002, 217.278032, 35.901445, 212.289827, 34.127929, 207.198523, 32.307826, 201.964014, 30.994678, 196.351286, 29.728769, 191.395556, 28.741735, 185.665563, 27.483126, 180.522508, 26.284717, 175.019840, 25.227754, 169.835428, 24.038497, 164.459225, 22.672330, 159.085665, 21.484003, 154.045263, 20.014519, 148.326972, 18.467880, 143.128810, 16.892496, 137.758795, 15.211940, 132.508412, 13.349959, 127.410391, 11.621610, 122.283909, 9.486857, 117.028533, 7.727292, 111.707594, 5.639115, 106.484062, 4.364474, 101.446889, 2.716670, 95.781094, 1.700233, 90.649159, 0.706020, 84.902493, 0.225734, 79.455481, 0.000000, 73.878176, 0.134775, 68.764604, 0.531833, 63.282911, 0.992746, 58.139303, 2.126346, 52.544820, 3.220655, 47.230881, 4.755659, 42.120340, 6.430677, 36.802587, 8.567347, 31.454111, 10.929055, 26.283155, 13.812344, 21.275286, 17.166746, 16.502722, 20.888717, 11.996517, 25.455968, 8.105520, 30.189706, 5.242322, 35.183393, 2.767371, 40.635836, 1.010281, 45.798862, 0.008240, 51.842398, 0.000000, 56.679445, 0.820382, 62.359939, 3.092243, 66.728213, 6.606998, 70.870806, 11.144120, 73.836144, 15.990876, 76.207374, 20.931820, 78.474299, 26.348785, 80.092799, 31.231354, 81.584093, 36.568630, 82.562406, 41.923327, 83.504340, 47.045303, 84.323358, 52.993995, 85.371640, 58.182021, 86.270882, 63.769972, 86.333077, 68.822628, 86.055380, 74.003753, 84.781622, 79.873385, 83.384732, 85.046623, 81.582081, 90.296962, 79.603671, 95.679091, 77.660390, 101.051891, 75.676854, 106.372032, 73.918348, 111.876562, 72.513181, 117.352005, 71.765593, 122.688048, 71.595594, 128.460642, 71.981449, 134.284070, 72.904851, 139.638007, 73.826638, 144.936915, 75.173107, 150.040905, 76.805370, 155.552066, 78.377819, 161.099047, 79.783741, 166.425846, 81.653880, 171.336271, 82.591038, 176.511276, 84.068378, 181.629599, 85.097487, 186.850494, 85.858106, 192.199728, 86.402304, 197.454889, 86.478605, 203.012421, 85.730643, 208.750468, 84.379451, 214.206720, 81.729089, 219.338299, 78.079720, 224.074992, 73.247427, 227.572223, 67.802700, 229.179851, 65.072933, 230.468067, 60.600926, 228.316321
Type02, L, 250, 64.991285, 250.264008, 67.145962, 249.983439, 70.822887, 249.471106, 76.593401, 247.316482, 81.571956, 243.209601, 85.133413, 238.098676, 86.851738, 232.229681, 87.927151, 226.859726, 88.036972, 220.880497, 87.728866, 214.883683, 86.972408, 209.394099, 85.657444, 203.540306, 84.272863, 197.910001, 82.659926, 192.524776, 80.691812, 186.862753, 78.789264, 181.344456, 77.081959, 175.350208, 75.313812, 169.574324, 74.456030, 164.343128, 72.715301, 158.118487, 72.149806, 153.127460, 71.193361, 146.664181, 70.749930, 140.869164, 70.731718, 135.282908, 71.527725, 129.003137, 72.909526, 123.503558, 74.838908, 117.673301, 77.177866, 112.053878, 79.563755, 106.225062, 82.006233, 100.600450, 84.254633, 94.828537, 86.263412, 89.137030, 87.625304, 83.043339, 88.011041, 77.776954, 87.881733, 71.296884, 87.509632, 66.411918, 86.582776, 60.163282, 85.682081, 53.945574, 84.684560, 48.496744, 83.751745, 42.871034, 82.504276, 37.186825, 80.972306, 31.119348, 79.528469, 25.591947, 77.506570, 19.692661, 74.813221, 14.343423, 71.001849, 9.293210, 66.005393, 4.786312, 60.535474, 2.157880, 54.578435, 0.000000, 48.523809, 0.365717, 42.636383, 0.975095, 36.967327, 3.250925, 31.431349, 6.300896, 26.433597, 10.090317, 21.856505, 14.737957, 17.841867, 19.659182, 14.541825, 25.008609, 11.682873, 30.519763, 9.076105, 36.119090, 6.771044, 41.853643, 4.929952, 47.392875, 3.092991, 53.222601, 1.824595, 58.826527, 0.652612, 64.636769, 0.326546, 70.272560, 0.000000, 76.137012, 0.718350, 82.244887, 1.132128, 86.935086, 2.312094, 93.163500, 3.546320, 98.416532, 4.865126, 104.119558, 6.271371, 109.460018, 7.989083, 115.283595, 9.459694, 120.773642, 11.274376, 126.600821, 13.008223, 132.330222, 14.592496, 138.134632, 16.514507, 144.005637, 18.086671, 150.139721, 20.148925, 155.489992, 21.521506, 161.514238, 23.210574, 167.181869, 24.613410, 172.837419, 26.040872, 178.233906, 27.226505, 184.405498, 28.481226, 190.308810, 29.567048, 196.447770, 30.583069, 201.975135, 31.557629, 208.373347, 32.615296, 213.475702, 33.881742, 219.406437, 35.371168, 224.847323, 36.993929, 230.487753, 39.686075, 236.058127, 43.054086, 241.440846, 47.726233, 245.914698, 53.213865, 248.965945, 59.298382, 249.820593, 62.588739, 250.881003, 66.409676, 248.181275
Type02, L, 260, 65.877562, 260.308186, 64.204968, 260.407944, 60.095201, 259.839126, 54.520010, 257.985816, 48.813224, 254.320953, 44.310362, 249.611848, 40.402961, 244.220161, 37.402169, 238.721701, 35.564672, 232.659858, 33.340630, 226.963699, 32.477719, 220.674227, 31.063685, 214.825507, 30.441953, 208.507612, 29.131709, 202.366310, 28.562840, 196.520920, 27.034667, 190.640307, 26.073250, 184.603062, 24.574285, 179.037020, 23.393375, 173.671421, 21.400962, 167.105795, 19.946726, 161.172954, 18.005505, 155.038786, 16.122070, 149.226263, 13.883886, 143.073655, 12.093534, 137.144165, 9.927050, 131.106965, 7.970281, 125.180807, 6.174477, 119.267307, 4.379379, 112.792255, 3.055995, 107.260988, 1.586473, 101.001719, 0.825524, 95.248942, 0.104901, 89.166621, 0.000000, 82.707647, 0.149581, 76.511311, 0.451246, 71.075047, 1.295138, 65.036996, 2.218629, 59.057188, 3.449279, 53.147060, 5.194072, 47.397029, 7.121671, 41.302857, 9.446408, 35.614162, 12.173891, 29.748983, 15.306885, 24.268976, 18.907766, 19.034267, 23.413943, 13.842887, 28.103371, 9.688649, 33.467027, 5.689065, 38.969789, 2.867864, 45.284119, 0.948557, 51.300436, 0.000000, 56.891972, 0.648685, 63.228137, 2.707091, 68.620495, 5.688200, 73.646654, 9.950714, 77.587270, 15.374190, 80.586659, 20.595863, 82.224900, 26.530344, 84.615266, 32.257458, 85.627460, 38.832476, 87.071308, 44.358316, 88.071182, 50.265032, 89.648557, 56.538565, 90.431778, 62.074585, 91.721351, 68.319537, 91.929657, 74.629069, 92.255511, 80.335012, 91.352943, 86.602227, 90.257598, 92.127993, 88.186554, 98.078333, 85.776591, 104.020620, 83.367235, 109.672274, 81.089573, 115.225416, 78.937668, 121.446926, 77.550069, 127.236351, 76.459050, 132.906107, 76.034287, 139.839669, 75.601205, 145.345147, 76.224638, 152.025313, 76.473746, 157.499562, 77.555680, 164.142286, 78.428678, 169.837007, 79.871959, 175.636660, 81.178712, 181.818380, 82.749440, 187.199590, 84.274483, 193.705619, 86.251437, 199.744857, 87.681273, 205.603064, 89.366228, 211.319711, 91.009735, 217.729159, 91.896315, 224.094709, 92.095379, 229.717057, 91.652147, 236.290283, 89.940549, 242.119933, 87.184003, 247.890433, 83.145085, 253.182406, 77.666585, 257.104946, 72.404515, 259.363355, 66.932254, 259.699714, 68.996690, 262.386216
Type02, L, 270, 68.349849, 270.169644, 66.595687, 270.069197, 61.796341, 269.739499, 55.558520, 267.845414, 49.791311, 264.430582, 44.800339, 259.740418, 40.774251, 254.075107, 38.178643, 248.302936, 35.767950, 241.996952, 34.658282, 236.138129, 32.925160, 229.545062, 32.206070, 223.318158, 30.916601, 216.902526, 29.456818, 210.777300, 28.201935, 204.280784, 26.284531, 198.193104, 25.067140, 191.768553, 23.412189, 186.067049, 21.716681, 179.482901, 20.198119, 173.303008, 18.561290, 167.183624, 17.172113, 161.215662, 15.395131, 154.860024, 13.818633, 149.154868, 12.102619, 142.885871, 10.194311, 136.915212, 8.221595, 130.563775, 6.618064, 124.702597, 4.854125, 118.899684, 3.565558, 112.830449, 2.027226, 106.401332, 1.193006, 100.199222, 0.424912, 93.836695, 0.000000, 87.441179, 0.036363, 81.232593, 0.461912, 74.996981, 1.314629, 68.220812, 2.586314, 62.465353, 3.894948, 55.958633, 6.038550, 50.024535, 8.077164, 43.723303, 10.951464, 37.790561, 13.799041, 31.727177, 17.486810, 26.074979, 21.179142, 20.461914, 25.488002, 15.173184, 30.370446, 10.028324, 35.904387, 5.989132, 41.733306, 2.957052, 47.980583, 0.755665, 54.171286, 0.000000, 60.786817, 0.443439, 66.970276, 2.406735, 72.862584, 5.813893, 77.763149, 10.732418, 81.331112, 16.436096, 84.337775, 22.055433, 86.367020, 28.224923, 88.326177, 34.467749, 89.507171, 40.597861, 90.888328, 46.916301, 91.779025, 52.895427, 92.801444, 59.046393, 93.848409, 65.335256, 94.737558, 71.783651, 95.596262, 78.240662, 95.428769, 84.777669, 94.670700, 91.183958, 92.865027, 97.303612, 90.534895, 103.467837, 87.898924, 109.518507, 84.932429, 115.561276, 82.601478, 121.652908, 80.233130, 127.824916, 79.087138, 134.020135, 78.227024, 140.249273, 77.843280, 146.763955, 78.404138, 152.937228, 78.736000, 159.059979, 79.685082, 165.548374, 80.732895, 171.909763, 82.157116, 178.173027, 83.277399, 184.173489, 84.997468, 190.332530, 86.792402, 196.402536, 88.386691, 202.033124, 90.398912, 208.432616, 91.791916, 214.068959, 93.427461, 220.705554, 94.511517, 226.841519, 95.467003, 232.712250, 95.571666, 239.707105, 95.080448, 246.032611, 93.465609, 251.997714, 90.681667, 258.164897, 86.103318, 263.507587, 80.190298, 267.075818, 74.414997, 269.335930, 70.369267, 270.059260, 68.991416, 268.954960
Type03, L, 230, 50.384297, 230.224834, 48.830215, 230.151908, 45.169558, 229.490596, 40.196302, 228.209969, 35.030278, 225.391774, 30.651770, 221.722150, 27.200446, 216.955164, 24.828946, 211.951244, 22.769280, 206.622886, 21.396008, 201.390397, 19.813643, 195.951599, 19.101841, 190.826898, 18.304926, 185.386222, 17.360661, 180.216805, 16.864148, 174.688430, 15.872297, 169.388194, 15.120552, 163.499045, 14.007369, 158.050762, 13.194361, 152.772067, 11.915031, 147.098052, 10.998229, 142.079843, 9.586581, 136.778290, 8.635230, 131.541929, 7.430848, 126.534094, 6.462898, 120.873350, 4.983633, 116.082261, 4.330925, 110.419543, 3.213638, 105.537762, 2.333641, 99.969626, 1.544592, 95.444695, 1.117453, 89.898467, 0.440644, 84.529291, 0.315036, 79.105315, 0.000000, 74.215631, 0.260897, 68.747231, 0.472446, 63.657826, 0.972007, 58.375919, 2.050734, 52.974430, 2.791875, 47.916591, 4.477801, 42.263486, 5.939985, 37.454215, 8.169247, 32.221577, 10.274888, 26.977415, 13.134650, 22.095963, 16.108387, 17.080992, 19.659931, 12.780268, 23.679150, 8.483453, 28.207611, 4.874854, 33.255881, 2.091972, 38.405692, 0.605278, 43.885649, 0.000000, 48.770707, 0.562109, 53.996289, 1.882558, 59.088974, 4.575944, 63.466596, 8.101998, 67.182792, 12.805690, 69.825421, 17.796794, 72.246590, 22.812593, 73.740994, 27.942221, 75.480176, 33.507955, 76.405440, 39.153330, 77.195819, 44.601913, 77.723338, 50.134107, 78.133219, 55.572255, 78.330873, 60.973530, 78.447440, 66.276718, 78.327734, 71.098673, 78.456771, 77.085907, 77.746222, 82.068553, 77.218020, 87.958247, 76.453015, 93.162018, 75.511079, 98.270409, 74.632058, 103.820392, 73.621194, 108.887993, 72.942740, 114.623968, 72.401437, 119.499475, 71.598337, 125.375361, 71.749863, 130.381956, 71.829634, 136.308453, 72.571237, 141.528857, 73.130300, 146.569610, 74.088380, 152.104393, 74.782483, 157.238699, 75.531948, 162.532367, 76.215792, 167.599776, 76.779551, 173.591713, 77.279076, 178.568786, 77.816288, 184.535905, 78.099920, 189.789800, 78.523182, 195.494140, 78.471344, 201.246359, 77.961711, 206.424212, 76.657593, 211.623269, 74.108318, 216.616328, 70.300628, 221.218373, 65.860313, 225.238010, 60.967141, 227.795145, 56.088792, 229.560167, 51.935561, 230.156354, 51.395403, 229.465821
Type03, L, 235, 53.462712, 235.147986, 51.746446, 234.941554, 48.044473, 235.144632, 42.645719, 233.748700, 37.570819, 231.776771, 32.772412, 228.345539, 28.868532, 224.115045, 25.717206, 219.010773, 23.594550, 213.981322, 21.795129, 208.705061, 20.455723, 203.395251, 19.261055, 197.980720, 18.714178, 192.412229, 17.793981, 186.865125, 17.027211, 181.567035, 16.598614, 176.195930, 15.823568, 170.402266, 15.058420, 164.825587, 14.289114, 159.738555, 13.192008, 154.162252, 12.218007, 148.693338, 11.101415, 143.524051, 9.869293, 137.733868, 8.542841, 132.515437, 7.328702, 126.941895, 6.036106, 121.832024, 5.125596, 116.468029, 3.959777, 111.003578, 2.857036, 105.477503, 2.056323, 99.977922, 1.287213, 94.502305, 0.655579, 88.819572, 0.562055, 83.183629, 0.000000, 78.647512, 0.462376, 72.410022, 0.620093, 66.550003, 1.117634, 61.558978, 1.759061, 55.672390, 2.813323, 50.570955, 3.723810, 44.947253, 5.536741, 39.578508, 7.189384, 34.243504, 9.397118, 29.189512, 11.943493, 24.021997, 14.935134, 19.114514, 18.389560, 14.458572, 22.318022, 10.069306, 26.574746, 6.265938, 31.218178, 3.089337, 36.394833, 1.021197, 42.359024, 0.000000, 47.519615, 0.468211, 53.097243, 1.836724, 58.048739, 4.548776, 62.612604, 8.120214, 66.557416, 12.684707, 69.712172, 17.380036, 72.436844, 22.639009, 74.258001, 27.734702, 75.880318, 33.200942, 77.242383, 38.505415, 77.953915, 44.028852, 78.656986, 49.216154, 79.183772, 54.678097, 79.468592, 60.712803, 79.808496, 65.970407, 79.686043, 70.954578, 79.744985, 77.372129, 79.400182, 82.346777, 79.050660, 87.997517, 78.573441, 93.705016, 77.857665, 98.927198, 77.399816, 104.627076, 76.677345, 110.096751, 76.259509, 115.336086, 75.753447, 121.186710, 75.391409, 126.893628, 75.280481, 132.617735, 75.108838, 138.125767, 75.353541, 143.334648, 75.536236, 150.053787, 75.693974, 154.832411, 76.141002, 160.716704, 76.691806, 166.573071, 76.903955, 171.681959, 77.723933, 177.059129, 78.209228, 182.075793, 78.717668, 188.064031, 79.287074, 192.675894, 79.531245, 198.433312, 79.903073, 203.495127, 79.201150, 209.458594, 78.358984, 214.480774, 76.093524, 219.565914, 73.254841, 224.746848, 69.265299, 228.907743, 64.507936, 232.631317, 59.048162, 234.253387, 55.434504, 235.703359, 52.791007, 231.722311
Type03, L, 245, 53.614744, 245.185181, 51.795667, 244.842635, 47.378242, 244.746646, 42.153725, 243.070646, 36.914387, 240.493831, 31.986877, 236.455577, 28.350202, 231.587163, 25.625946, 226.249378, 23.793764, 221.081687, 21.816903, 215.444656, 20.656924, 209.495150, 19.487097, 203.746133, 18.530397, 197.345243, 18.036905, 191.763031, 17.204743, 186.275017, 16.458762, 180.469479, 15.404259, 174.911837, 14.696790, 168.986798, 13.237344, 163.564729, 12.308609, 157.633984, 11.179830, 152.082379, 9.822621, 146.318594, 8.889359, 140.614318, 7.321343, 134.462933, 6.511919, 128.819612, 4.878826, 122.922232, 4.155107, 116.901127, 3.154201, 111.676912, 2.090730, 105.398844, 1.549347, 100.150231, 0.716411, 94.050940, 0.507032, 88.596275, 0.000000, 82.632637, 0.154991, 76.969735, 0.162380, 71.060517, 0.516695, 65.741566, 1.532998, 59.236546, 2.211776, 54.027319, 3.813261, 48.340806, 5.213245, 42.913758, 7.178638, 37.431848, 9.224020, 32.008930, 11.706418, 26.664716, 14.208976, 21.561997, 17.508408, 16.299067, 20.873599, 11.498774, 25.301740, 7.027239, 30.065448, 3.562677, 35.712177, 1.520732, 41.286211, 0.236269, 47.297706, 0.000000, 52.753190, 1.166170, 58.250720, 3.627941, 63.189965, 7.199298, 67.603307, 11.512075, 71.079913, 16.542272, 74.005469, 21.908888, 76.016068, 27.208037, 77.465352, 32.791777, 78.739250, 38.689131, 79.818306, 44.456797, 80.598001, 50.241276, 81.078625, 55.834907, 81.725960, 61.342945, 82.337452, 66.725099, 82.619542, 72.736873, 82.833375, 77.946617, 82.650016, 84.275759, 82.364629, 89.653342, 81.561395, 95.468351, 80.770374, 100.897002, 79.728709, 106.461248, 78.735555, 112.232033, 77.781935, 117.503322, 77.098452, 123.165734, 76.500440, 128.946353, 76.456003, 134.784110, 76.456399, 140.399433, 76.584710, 146.347412, 77.272187, 151.939584, 77.603808, 157.711492, 78.371460, 163.127486, 78.984868, 168.606957, 79.996695, 174.344183, 80.463637, 179.736426, 81.171733, 185.177949, 81.887809, 191.140968, 82.195549, 196.762414, 82.863728, 202.606572, 82.777007, 208.288374, 82.552571, 214.071877, 81.878394, 219.315927, 80.616003, 225.240169, 78.239864, 230.645969, 74.870290, 235.815176, 70.306575, 240.054294, 65.132025, 243.144528, 59.455288, 244.214524, 55.335774, 245.528234, 54.593091, 242.828540
Type03, L, 250, 52.495728, 250.179039, 50.588843, 249.931882, 46.550866, 249.508060, 41.030780, 248.143451, 35.535907, 244.880926, 30.519227, 241.104812, 26.858411, 235.882634, 24.312155, 230.572647, 22.385005, 224.765786, 21.149610, 219.486234, 19.967343, 213.479764, 18.919210, 207.735994, 18.174772, 202.351013, 17.337342, 195.853892, 16.249217, 190.113783, 15.511527, 184.280810, 14.606702, 178.148043, 13.706390, 172.685832, 12.900033, 166.411076, 11.656819, 160.411380, 10.754838, 154.444622, 9.731220, 148.698636, 8.707571, 142.749480, 7.710371, 137.115806, 6.612529, 130.926958, 5.637361, 125.369656, 4.928618, 119.585446, 3.952150, 114.209186, 3.155715, 108.091297, 2.184567, 101.792040, 1.577746, 96.295418, 0.936098, 89.861472, 0.380012, 84.448579, 0.326194, 78.543977, 0.000000, 72.955353, 0.431188, 67.231400, 0.816866, 61.665003, 1.669942, 55.435650, 2.850636, 50.006594, 4.272516, 43.888360, 6.144218, 38.123196, 8.495767, 32.625462, 11.058645, 27.015668, 13.979577, 21.616760, 17.558519, 16.452095, 21.497552, 11.364011, 26.235793, 7.024668, 31.298966, 3.568844, 37.002902, 1.114682, 42.487023, 0.000000, 47.937691, 0.287583, 53.729366, 1.773447, 59.246654, 4.303050, 64.541558, 7.733720, 69.045264, 12.579333, 72.374656, 17.807731, 74.885074, 23.464412, 76.735045, 28.897827, 78.596989, 34.902207, 79.769339, 40.438188, 81.176275, 45.975418, 81.903068, 52.264687, 82.773461, 58.489023, 83.267736, 63.629101, 83.272277, 70.146667, 83.567234, 74.879758, 83.304530, 81.185827, 83.088516, 86.376128, 82.566896, 92.304172, 82.132148, 97.659930, 81.394758, 103.617546, 80.730108, 109.612801, 80.085580, 115.623131, 79.443732, 121.200920, 79.269395, 126.572682, 79.126675, 132.952537, 79.219073, 137.549807, 79.313308, 144.240624, 79.454650, 149.321423, 79.604454, 154.854048, 79.814353, 160.795917, 79.798743, 166.655226, 80.155170, 172.399076, 80.114397, 177.379593, 80.393473, 184.007494, 80.759890, 189.856281, 80.737109, 195.076632, 81.581134, 201.704575, 81.508698, 207.061675, 82.018575, 212.748882, 81.721300, 218.344136, 81.158239, 224.204258, 79.799060, 229.487043, 77.809960, 235.378356, 74.160299, 240.464458, 69.623428, 245.248400, 63.975345, 247.625411, 58.465144, 249.751964, 54.993255, 249.668138, 52.159535, 251.236586
Type03, L, 255, 55.814446, 255.158901, 53.982945, 254.848612, 49.798086, 255.136151, 44.058270, 253.581944, 38.428057, 251.612850, 33.035764, 247.913878, 28.375444, 243.677502, 24.983315, 237.970908, 22.949039, 232.562749, 21.184831, 226.775381, 19.885177, 220.393946, 19.069214, 214.850740, 17.630323, 208.304019, 17.106440, 203.063171, 16.005343, 196.801874, 15.262406, 190.516173, 14.398463, 184.968418, 13.596751, 179.711226, 12.875458, 173.580343, 11.810834, 167.387944, 10.842004, 161.216282, 10.083837, 155.782574, 9.286662, 150.000720, 8.300473, 144.310736, 7.423475, 138.157757, 6.444147, 132.049882, 5.388624, 126.253591, 4.309482, 120.523266, 3.622775, 114.808856, 2.660905, 109.190145, 1.754369, 103.254601, 0.973744, 96.714393, 0.390198, 90.806710, 0.015695, 84.634478, 0.053917, 78.701818, 0.000000, 73.355913, 0.465993, 67.256372, 1.207561, 61.368369, 2.254680, 55.278637, 3.521083, 49.651807, 5.166720, 43.734299, 7.211104, 37.810203, 9.289345, 32.450463, 12.050700, 26.675882, 14.985116, 21.156158, 18.137687, 16.068661, 22.228497, 10.823021, 26.543761, 6.700812, 31.924143, 3.033402, 37.719616, 1.099494, 43.811590, 0.000000, 49.931815, 0.220617, 55.297944, 1.389897, 61.126522, 4.053621, 66.168166, 7.968838, 70.483707, 12.676499, 73.617781, 17.996311, 76.149274, 23.648535, 77.960036, 29.246235, 79.518106, 35.634061, 80.998369, 41.311851, 81.886981, 47.736767, 82.812636, 53.114532, 83.268398, 60.082350, 83.444175, 65.456387, 83.693143, 71.932193, 83.604624, 77.893006, 83.295436, 83.972279, 82.957508, 89.498566, 82.636642, 95.941217, 81.937497, 101.664529, 81.524425, 108.053334, 80.790873, 114.035481, 80.284811, 119.851015, 80.005323, 126.314892, 79.408311, 131.763502, 79.395501, 138.500866, 79.130730, 144.045064, 79.206982, 150.073920, 79.202689, 155.411593, 79.601585, 162.103697, 79.809854, 167.847015, 80.496861, 174.006268, 80.563094, 180.250704, 81.475142, 186.313645, 81.665489, 191.794806, 82.429090, 197.963623, 82.726516, 202.970625, 83.467478, 209.448147, 83.592624, 215.047852, 83.562022, 220.877141, 83.085075, 227.047838, 81.669469, 233.007116, 80.031421, 238.736540, 76.676205, 244.349506, 72.643139, 248.805258, 67.179896, 252.285694, 61.559664, 254.169899, 57.133892, 254.940791, 56.510501, 255.710346
