Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,6.48004,6.01847,1.27436,0.40848,0.10010,0.26452,0.74354,26.63551,0.98260,0.99122,0.00000
Type00,2,240,PCA_LINEAR,5.72145,4.96348,10.20946,2.37067,34.28131,2.71512,10.12529,1146.88618,0.91156,0.95374,0.00000
Type00,2,240,PCA_SVR,6.53020,6.17391,1.37099,0.39544,2.38400,0.01962,1.37099,54.01488,0.97688,0.98830,0.00000
Type00,2,240,PURE_GPR,6.18492,5.74255,1.29545,0.39213,1.01215,0.45832,0.41942,42.04710,0.97866,0.98922,0.00000
Type00,2,240,PURE_KRR,6.41245,5.95620,1.20872,0.39435,0.14852,0.25171,0.66371,21.46799,0.98328,0.99157,0.00000
Type00,2,240,PURE_SVR,6.10544,5.66306,0.66460,0.21359,0.11868,0.20482,0.49944,74.27840,0.98789,0.99391,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,5.70660,5.21679,1.48420,0.68077,3.77280,0.60396,0.51870,388.92362,0.97056,0.98506,0.00000
Type00,2,245,PCA_LINEAR,6.12766,5.27951,10.31517,2.58143,34.44606,2.45898,10.09578,1325.98740,0.90547,0.95039,0.00000
Type00,2,245,PCA_SVR,5.67268,5.20924,0.98394,0.35651,4.62310,0.60541,0.77518,266.75394,0.98182,0.99082,0.00000
Type00,2,245,PURE_GPR,5.80852,5.35081,1.60325,0.66503,2.63493,0.45479,0.28669,368.28331,0.97227,0.98594,0.00000
Type00,2,245,PURE_KRR,5.70915,5.23422,1.41824,0.65268,3.61743,0.61360,0.46241,378.11902,0.97175,0.98567,0.00000
Type00,2,245,PURE_SVR,5.84344,5.37988,2.51973,0.92211,2.87811,0.68786,0.15683,502.25466,0.96542,0.98241,0.00000
Type00,2,245,RATIO_CTRL,2.39436,2.23663,2.78873,1.07731,0.56575,0.84989,0.07510,31.86200,0.95899,0.97906,0.00000
Type00,2,255,PCA_KRR,6.55941,5.86848,1.50082,0.63689,3.20342,0.03294,0.44404,69.87193,0.97014,0.98484,0.00000
Type00,2,255,PCA_LINEAR,6.03416,5.33846,10.57495,2.82237,34.81378,1.58828,10.17473,709.15652,0.90159,0.94825,0.00000
Type00,2,255,PCA_SVR,6.53468,5.96687,0.63033,0.18159,1.56359,0.21099,0.08992,92.31636,0.98517,0.99253,0.00000
Type00,2,255,PURE_GPR,6.68988,6.09120,2.13937,0.77172,2.22892,0.26760,0.04452,152.03249,0.96271,0.98100,0.00000
Type00,2,255,PURE_KRR,6.54751,5.88215,1.44335,0.60895,2.93652,0.02627,0.37646,70.96096,0.96963,0.98458,0.00000
Type00,2,255,PURE_SVR,6.57472,6.01457,0.94337,0.25732,1.89516,0.25494,0.07958,8.70458,0.98836,0.99414,0.00000
Type00,2,255,RATIO_CTRL,3.36649,2.71537,7.01215,2.09570,1.50674,2.84668,0.09447,891.90837,0.92825,0.96279,0.00000
Type00,2,265,PCA_KRR,7.31511,6.65309,2.02279,1.00830,3.20158,1.54366,0.56911,593.46431,0.95313,0.97600,0.00000
Type00,2,265,PCA_LINEAR,7.32320,6.19065,10.47246,2.84373,37.19630,3.53584,10.27618,1539.30084,0.90078,0.94780,0.00000
Type00,2,265,PCA_SVR,6.64164,6.02146,0.69671,0.24058,2.80801,0.48238,0.20739,221.66106,0.98714,0.99353,0.00000
Type00,2,265,PURE_GPR,7.52937,6.96139,2.01049,0.96325,3.46631,1.53413,0.81050,552.37720,0.95609,0.97755,0.00000
Type00,2,265,PURE_KRR,7.20474,6.57315,2.05568,1.01431,3.41027,1.53779,0.46914,606.75203,0.95260,0.97573,0.00000
Type00,2,265,PURE_SVR,7.52629,6.68709,2.14821,1.06826,2.36190,1.58503,0.62555,497.96505,0.95833,0.97872,0.00000
Type00,2,265,RATIO_CTRL,3.55298,3.43740,4.69240,1.77663,0.24831,1.97326,0.08341,385.31751,0.93780,0.96790,0.00000
Type00,2,270,PCA_KRR,6.68173,6.07122,2.57542,0.96707,0.04447,0.60437,0.00391,327.50141,0.95915,0.97915,0.00000
Type00,2,270,PCA_LINEAR,5.65720,4.81607,10.72769,2.74608,32.06902,1.42109,10.72769,718.43004,0.90816,0.95187,0.00000
Type00,2,270,PCA_SVR,6.32225,5.71720,1.41192,0.37547,1.99778,0.02161,1.41192,133.24108,0.98286,0.99135,0.00000
Type00,2,270,PURE_GPR,6.55549,5.90222,2.55396,0.93361,0.54539,0.48685,0.17796,320.69038,0.96127,0.98025,0.00000
Type00,2,270,PURE_KRR,6.69031,6.04987,2.54446,0.97107,0.18620,0.60774,0.04107,322.51287,0.95949,0.97933,0.00000
Type00,2,270,PURE_SVR,6.75883,6.23053,3.26569,1.14011,1.46789,0.81760,0.15391,515.58182,0.95550,0.97724,0.00000
Type00,2,270,RATIO_CTRL,4.32830,3.84237,7.29204,2.83750,5.72243,4.60147,0.29384,1374.19536,0.91015,0.95296,0.00000
Type00,2,275,PCA_KRR,7.01358,6.44978,1.20547,0.63369,5.02990,0.86971,0.71595,452.10600,0.96607,0.98274,0.00000
Type00,2,275,PCA_LINEAR,6.10371,5.37298,10.30700,2.89609,33.23894,2.69258,10.29082,1551.99253,0.90155,0.94823,0.00000
Type00,2,275,PCA_SVR,5.85684,5.16696,5.63052,1.06632,14.23037,0.80926,1.42788,688.96783,0.96079,0.98000,0.00000
Type00,2,275,PURE_GPR,6.86675,6.30521,1.68975,0.80455,5.66903,0.94340,0.99706,538.97419,0.97056,0.98506,0.00000
Type00,2,275,PURE_KRR,7.05374,6.49705,1.08885,0.57784,4.54218,0.84913,0.58845,424.19680,0.97200,0.98580,0.00000
Type00,2,275,PURE_SVR,7.43561,6.83074,0.97425,0.21974,2.72328,0.43735,0.19564,223.50033,0.98708,0.99350,0.00000
Type00,2,275,RATIO_CTRL,4.04985,3.81340,4.48517,1.84274,5.16490,3.86416,0.12769,712.79351,0.93583,0.96685,0.00000
Type01,1,230,PCA_KRR,6.18834,5.77214,0.70703,0.28964,0.39503,0.07730,0.70703,87.21196,0.98542,0.99266,0.00000
Type01,1,230,PCA_LINEAR,5.83951,5.35793,1.63136,0.37326,1.71879,0.09790,0.01036,39.33525,0.98514,0.99252,0.00000
Type01,1,230,PCA_SVR,6.80073,6.54643,2.35374,0.61210,5.41839,0.45068,2.35374,104.79599,0.97567,0.98768,0.00000
Type01,1,230,PURE_GPR,6.16606,5.73750,0.99595,0.37541,0.00360,0.41870,0.31800,96.75659,0.98114,0.99048,0.00000
Type01,1,230,PURE_KRR,6.14748,5.72682,0.68065,0.28416,0.12169,0.01179,0.63754,87.00832,0.98557,0.99273,0.00000
