Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_GPR,33.20208,30.44987,19.36472,5.52384,37.95235,3.96152,14.05093,1569.09921,0.80671,0.89203,30.00836
PCA_KRR,32.24462,29.16741,15.39486,4.33284,23.47083,3.11512,5.59885,1275.71393,0.83692,0.91084,28.60646
PCA_LINEAR,31.93590,28.93828,15.51651,4.52498,25.66568,3.28752,6.51969,1319.32002,0.83111,0.90737,28.41545
PCA_SVR,32.73918,29.60938,15.45035,4.30097,27.41558,3.03554,5.78050,1199.53595,0.83753,0.91118,28.99426
PURE_GPR,32.03639,28.99078,15.40525,4.45695,29.01624,3.28890,6.68142,1353.23904,0.82426,0.90331,28.43683
PURE_KRR,31.98626,28.89566,15.19110,4.30907,25.10060,3.10026,6.17520,1345.19737,0.83161,0.90771,28.33280
PURE_SVR,31.67379,28.61028,15.17398,4.34158,29.96501,3.17272,6.48393,1367.95788,0.83206,0.90804,28.05812
RATIO_CTRL,3.34506,3.03624,4.75874,2.03375,6.76251,2.55439,2.92322,792.60765,0.91240,0.95365,2.62164
