Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,15.81426,14.69844,4.74527,1.20542,9.49662,1.68019,1.25482,519.46200,0.95340,0.97611,0.00000
PCA_LINEAR,15.62842,14.57072,7.77320,2.19395,15.71891,1.83257,4.47448,815.07809,0.92030,0.95829,0.00000
PCA_SVR,15.93966,14.86264,4.89276,1.23352,8.99334,1.57517,2.25999,483.33981,0.95225,0.97550,0.00000
PURE_GPR,15.82506,14.70461,4.86968,1.26421,9.63481,1.69374,1.29109,533.70606,0.94900,0.97379,0.00000
PURE_KRR,15.78157,14.66316,4.78381,1.20095,9.62967,1.68308,1.16990,529.32873,0.95184,0.97528,0.00000
PURE_SVR,15.95885,14.83583,4.91174,1.21352,9.81843,1.67231,1.06282,531.35978,0.95102,0.97482,0.00000
RATIO_CTRL,3.19344,2.87147,4.65403,1.73595,4.55995,3.16973,1.51685,671.17869,0.93893,0.96826,0.00000
