Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,13.79289,12.85141,3.65276,0.72753,6.17591,1.21179,0.38552,214.85973,0.97068,0.98512,0.00000
Type00,2,240,PCA_LINEAR,10.73769,9.81872,9.88855,2.93419,38.63581,3.65864,9.88855,1353.30497,0.89958,0.94714,0.00000
Type00,2,240,PCA_SVR,13.90005,13.05475,3.78258,0.64933,3.07558,1.00811,1.35103,163.88304,0.97389,0.98677,0.00000
Type00,2,240,PURE_GPR,13.25056,12.32266,3.66024,0.69567,6.87922,1.35344,0.07212,236.19637,0.97080,0.98518,0.00000
Type00,2,240,PURE_KRR,13.71725,12.77995,3.68878,0.72503,6.26690,1.20797,0.38679,215.82603,0.97084,0.98521,0.00000
Type00,2,240,PURE_SVR,12.79096,11.89690,3.83371,0.62597,7.10416,1.38967,0.03375,311.31894,0.97629,0.98800,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,13.07965,12.11894,4.23050,0.99398,9.58250,1.78856,0.40703,656.74609,0.96445,0.98190,0.00000
Type00,2,245,PCA_LINEAR,10.82973,9.85172,10.02556,2.96427,38.22652,3.75490,9.25854,1532.31337,0.89802,0.94627,0.00000
Type00,2,245,PCA_SVR,13.44137,12.48074,3.93790,0.72386,8.69698,1.42032,0.06570,464.24652,0.97163,0.98561,0.00000
Type00,2,245,PURE_GPR,13.55123,12.58053,3.89443,0.97585,8.26926,1.68982,0.14632,673.73749,0.96360,0.98146,0.00000
Type00,2,245,PURE_KRR,13.12884,12.17246,4.23050,0.96965,9.62349,1.78807,0.45317,649.36737,0.96241,0.98085,0.00000
Type00,2,245,PURE_SVR,12.91796,11.98640,4.56946,1.19420,9.09416,1.91044,0.15712,720.11929,0.95777,0.97843,0.00000
Type00,2,245,RATIO_CTRL,2.27033,2.13647,3.04894,0.77105,1.69540,0.58785,0.85785,17.45162,0.96957,0.98455,0.00000
Type00,2,255,PCA_KRR,14.00905,12.91260,3.04999,0.99315,7.69490,1.29349,0.33938,129.89815,0.95720,0.97813,0.00000
Type00,2,255,PCA_LINEAR,11.39310,10.41240,9.84731,3.20939,38.81729,3.17362,9.25684,850.13610,0.89252,0.94321,0.00000
Type00,2,255,PCA_SVR,14.53140,13.60536,3.00027,0.64531,3.72295,1.37906,1.27734,219.17418,0.96566,0.98253,0.00000
Type00,2,255,PURE_GPR,14.45903,13.42859,3.10288,1.06317,7.36061,1.11487,0.62130,143.28818,0.95127,0.97502,0.00000
Type00,2,255,PURE_KRR,14.03451,12.95658,3.01572,0.96073,7.60005,1.29784,0.32700,134.57445,0.95841,0.97876,0.00000
Type00,2,255,PURE_SVR,14.58829,13.57163,3.41661,0.78851,6.33042,1.30171,0.66864,142.69054,0.96660,0.98301,0.00000
Type00,2,255,RATIO_CTRL,2.94204,2.45293,6.03412,1.92216,3.58965,2.46984,1.32955,1002.37307,0.93202,0.96481,0.00000
Type00,2,265,PCA_KRR,15.00999,13.90897,3.94207,1.33749,11.09586,2.73421,1.17671,909.60428,0.95142,0.97510,0.00000
Type00,2,265,PCA_LINEAR,12.45798,11.17781,12.35720,3.42631,46.18124,5.11364,12.35720,1851.75777,0.89302,0.94349,0.00000
Type00,2,265,PCA_SVR,14.16112,12.99460,3.91504,1.00769,12.80897,1.88902,1.82920,628.20743,0.96380,0.98157,0.00000
Type00,2,265,PURE_GPR,14.83930,13.74535,4.66118,1.30478,11.51871,2.60306,0.85706,775.68841,0.95463,0.97679,0.00000
Type00,2,265,PURE_KRR,14.89643,13.80545,3.92345,1.35194,11.00156,2.73262,1.13576,915.64156,0.95160,0.97520,0.00000
Type00,2,265,PURE_SVR,15.63933,14.49587,4.08626,1.36318,10.32927,2.45673,1.27107,828.56512,0.95198,0.97540,0.00000
Type00,2,265,RATIO_CTRL,3.95492,3.79736,5.50969,2.31055,1.39577,1.77908,1.29957,357.77699,0.92532,0.96121,0.00000
Type00,2,270,PCA_KRR,14.72933,13.73354,3.42786,1.11626,5.75857,0.85857,0.03106,26.93285,0.95538,0.97718,0.00000
Type00,2,270,PCA_LINEAR,11.38529,10.50737,10.69986,3.12393,38.24476,3.34054,10.69986,1030.86550,0.89679,0.94559,0.00000
Type00,2,270,PCA_SVR,14.26271,13.21397,3.48779,0.87938,8.78984,1.72609,0.67250,437.03394,0.96489,0.98213,0.00000
Type00,2,270,PURE_GPR,14.42678,13.41193,3.66029,1.12650,5.68494,0.94320,0.15121,100.34061,0.95463,0.97679,0.00000
Type00,2,270,PURE_KRR,14.70644,13.68920,3.43683,1.11101,5.81167,0.85805,0.05944,26.57248,0.95711,0.97809,0.00000
Type00,2,270,PURE_SVR,15.12164,14.12078,3.50743,1.24616,4.72462,0.43249,0.03974,174.05280,0.95318,0.97603,0.00000
Type00,2,270,RATIO_CTRL,4.52074,4.00620,7.55463,2.99294,6.99271,4.17537,0.60716,1364.44910,0.90123,0.94805,0.00000
Type00,2,275,PCA_KRR,15.42820,14.32820,4.20130,1.16005,11.70363,2.05615,0.42613,763.84716,0.96027,0.97973,0.00000
Type00,2,275,PCA_LINEAR,12.25817,11.32212,9.77118,3.24418,39.41386,4.50344,9.24251,1877.79699,0.90138,0.94813,0.00000
Type00,2,275,PCA_SVR,14.09433,12.93094,4.34933,1.52271,19.66922,1.94363,1.43678,951.50021,0.95011,0.97442,0.00000
Type00,2,275,PURE_GPR,15.61498,14.50403,3.92229,1.36075,12.50374,2.22323,0.73494,919.93625,0.95150,0.97515,0.00000
Type00,2,275,PURE_KRR,15.52310,14.42143,4.22385,1.10072,11.46359,2.02388,0.43235,740.50641,0.96112,0.98018,0.00000
Type00,2,275,PURE_SVR,15.67249,14.46720,4.24911,0.80859,10.14135,1.53037,0.06212,564.04396,0.96937,0.98445,0.00000
Type00,2,275,RATIO_CTRL,4.23743,3.95974,4.71361,2.11538,7.65421,3.60868,2.27139,708.14202,0.93454,0.96616,0.00000
Type01,1,230,PCA_KRR,13.13542,12.28784,2.93392,0.56596,4.33732,0.80875,0.92375,294.66950,0.97546,0.98758,0.00000
Type01,1,230,PCA_LINEAR,12.86636,12.01276,3.36897,0.87269,8.59381,0.73272,0.94157,252.31727,0.96705,0.98325,0.00000
