Model,Cluster_ID,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,1,14.34482,13.31655,4.15774,1.19705,7.21202,1.00220,2.04439,472.22806,0.95347,0.97614,0.00000
PCA_KRR,2,14.20959,13.20649,3.77882,0.95007,8.80207,1.68059,0.41539,438.17850,0.96274,0.98100,0.00000
PCA_KRR,3,14.09235,13.01697,3.86157,0.91526,9.84976,1.40319,0.80044,420.16192,0.96280,0.98104,0.00000
PCA_KRR,4,14.76733,13.76122,3.98105,0.74995,8.97403,1.49489,0.19746,466.76306,0.97032,0.98493,0.00000
PCA_LINEAR,1,14.69589,13.66284,6.30476,1.83412,6.34910,0.89190,1.95572,691.63650,0.93052,0.96392,0.00000
PCA_LINEAR,2,14.10112,13.17304,7.69005,2.27334,19.61950,2.12175,5.85565,841.97054,0.91826,0.95723,0.00000
PCA_LINEAR,3,11.42155,10.33296,10.19750,2.95919,39.79374,2.64817,10.18673,1134.35325,0.89546,0.94482,0.00000
PCA_LINEAR,4,14.76658,13.76245,3.97726,0.89908,9.00254,1.49683,0.13816,467.43371,0.96370,0.98151,0.00000
PCA_SVR,1,14.55687,13.56202,4.44945,1.24707,7.22278,0.98555,3.10476,407.68852,0.95150,0.97510,0.00000
PCA_SVR,2,14.33683,13.37499,3.74183,0.88037,7.51163,1.51479,1.28466,412.30898,0.96441,0.98187,0.00000
PCA_SVR,3,13.71969,12.66604,4.90728,1.22757,12.23925,1.32007,1.49613,509.75431,0.95185,0.97525,0.00000
PCA_SVR,4,14.96683,14.00929,3.94548,0.81953,7.62775,1.39503,1.35103,419.68096,0.96706,0.98325,0.00000
PURE_GPR,1,14.31860,13.28393,4.34243,1.22977,7.35354,0.98771,2.03561,489.38610,0.94985,0.97422,0.00000
PURE_GPR,2,14.21728,13.21516,3.84241,1.00235,8.85005,1.66879,0.53904,443.89416,0.96009,0.97962,0.00000
PURE_GPR,3,14.02350,12.94351,3.90842,0.95763,9.93424,1.42615,0.62132,425.64592,0.96075,0.97998,0.00000
PURE_GPR,4,14.76215,13.75374,3.98276,0.72897,8.97742,1.49612,0.12324,467.20945,0.97227,0.98594,0.00000
PURE_KRR,1,14.28860,13.25401,4.29524,1.19780,7.46255,0.97983,1.87962,486.46872,0.95025,0.97442,0.00000
PURE_KRR,2,14.20382,13.20104,3.76656,0.92907,8.79834,1.67793,0.38441,437.44699,0.96312,0.98120,0.00000
PURE_KRR,3,14.10851,13.03063,3.86216,0.90072,9.84188,1.39413,0.68082,418.07363,0.96327,0.98129,0.00000
PURE_KRR,4,14.76477,13.75817,3.98363,0.73887,8.96082,1.49515,0.16957,467.10820,0.97089,0.98523,0.00000
PURE_SVR,1,14.53498,13.46702,4.43606,1.20797,8.46797,0.98903,1.67946,501.67634,0.95003,0.97430,0.00000
PURE_SVR,2,14.33296,13.32465,3.91814,0.93562,8.86582,1.68736,0.35909,493.13495,0.96199,0.98060,0.00000
PURE_SVR,3,13.99598,12.95518,3.77310,0.86515,9.29170,1.40929,0.37111,425.01682,0.96210,0.98068,0.00000
PURE_SVR,4,14.77758,13.77539,3.98355,0.73927,8.84324,1.53160,0.08594,461.71221,0.97147,0.98553,0.00000
RATIO_CTRL,1,3.65118,3.33661,4.62221,1.73659,3.34784,3.08947,1.99179,549.51411,0.94102,0.96953,0.00000
RATIO_CTRL,2,2.98121,2.65224,4.94341,1.82741,4.82616,3.08369,0.79051,682.95323,0.93908,0.96834,0.00000
RATIO_CTRL,3,4.80686,4.00489,7.76094,3.28137,8.87768,6.05314,0.90430,1329.78367,0.88925,0.94134,0.00000
RATIO_CTRL,4,1.46418,1.38271,2.12289,0.80146,2.55643,1.34785,0.72329,407.49306,0.97508,0.98728,0.00000
