type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37
Type03, L, 255, 55.989882, 256.193928, 50.431662, 256.060392, 38.909326, 254.623556, 24.533179, 241.444532, 20.601918, 224.258690, 17.507358, 207.290168, 15.217597, 190.218390, 12.872881, 174.063543, 10.189398, 156.626468, 7.885874, 140.651311, 4.802405, 122.938952, 2.327058, 107.649366, 0.076353, 88.901311, 0.000000, 73.073457, 2.126428, 55.844196, 6.776415, 39.219733, 14.120159, 23.414976, 24.061403, 7.939805, 40.896826, 0.000000, 58.078605, 1.732678, 72.656208, 14.147494, 78.506999, 30.813474, 82.433404, 47.947647, 83.890017, 65.407163, 83.765563, 82.662568, 82.584798, 99.580165, 80.736014, 117.006049, 79.560584, 134.349082, 79.145354, 151.181565, 79.944010, 168.018467, 81.290938, 186.053678, 82.824933, 201.910688, 84.271647, 218.668943, 82.603255, 235.870855, 73.521288, 252.134439, 60.952213, 255.616467, 55.835402, 256.266190
Type03, L, 260, 54.143229, 261.631178, 48.143353, 261.304349, 36.722801, 257.875435, 23.963049, 243.091797, 21.200101, 225.201626, 20.149762, 208.584501, 17.965177, 191.267658, 15.125412, 174.119770, 11.827033, 156.296582, 8.599710, 138.709003, 5.090969, 120.847099, 1.739622, 103.047313, 0.000000, 85.500999, 0.662146, 68.357983, 4.297440, 51.679831, 10.390753, 35.416822, 18.119596, 19.282122, 30.801359, 5.056051, 48.190697, 0.000000, 65.755522, 4.440084, 77.185950, 20.496539, 82.171625, 37.037672, 85.054510, 54.334912, 85.407887, 71.547930, 84.802898, 88.523148, 83.551963, 105.167189, 82.351319, 122.206010, 81.399232, 139.644484, 81.449185, 157.021593, 82.047945, 173.661343, 83.274724, 190.955345, 84.342109, 207.666699, 85.596590, 224.823294, 84.478870, 242.325890, 71.837658, 257.187225, 60.193682, 261.376188, 53.953566, 261.351834
Type03, L, 265, 51.803253, 266.256889, 46.240861, 266.093514, 33.969694, 262.673860, 21.409527, 248.217787, 18.875931, 230.044769, 16.842529, 212.554960, 15.383565, 195.194003, 12.915739, 176.844485, 10.368655, 160.632346, 7.286348, 141.869321, 4.483328, 124.988967, 1.818811, 107.039158, 0.000000, 90.385945, 0.314037, 72.399170, 3.167217, 55.200584, 9.087292, 38.041831, 16.381925, 22.670691, 27.171517, 5.422800, 45.012543, 0.000000, 63.753262, 2.808459, 76.518311, 17.725687, 80.488530, 35.338571, 85.007634, 52.467314, 86.697164, 71.275027, 87.207425, 89.015562, 86.529132, 106.396384, 84.832506, 124.320478, 82.932112, 142.060786, 81.917454, 159.724925, 82.254529, 176.905449, 83.079302, 194.771176, 83.949017, 212.581114, 83.886097, 229.610447, 82.754998, 247.436759, 70.280808, 262.254904, 57.639120, 266.170795, 52.013155, 265.736816
Type03, L, 270, 59.076225, 271.607444, 53.500493, 271.717138, 39.747465, 268.874459, 28.404569, 252.336182, 24.393662, 234.279386, 21.101671, 216.039615, 18.905607, 198.497549, 15.732248, 179.849233, 11.953496, 162.128755, 8.539942, 144.311576, 4.816220, 127.108542, 1.922870, 110.132680, 0.517354, 91.317288, 0.000000, 74.876717, 2.583408, 56.134941, 8.972664, 38.819244, 16.942988, 21.992313, 29.610492, 5.790014, 46.969985, 0.000000, 66.204626, 4.254488, 77.150982, 21.048804, 82.412122, 38.555250, 86.729514, 56.181144, 88.017716, 74.210454, 88.089730, 90.491985, 86.875920, 108.766851, 85.734919, 126.620289, 85.005684, 145.760368, 84.752797, 161.253612, 85.345170, 178.588134, 86.594186, 197.217695, 87.920501, 215.416807, 87.937075, 232.618893, 88.003061, 249.818593, 78.971622, 268.396978, 64.711384, 270.749791, 60.122260, 272.117528
Type03, L, 275, 58.272193, 276.892565, 52.499883, 276.912866, 38.697442, 273.414898, 27.851145, 257.043631, 23.744608, 238.656883, 20.298544, 219.186147, 18.511359, 201.948109, 15.383636, 183.108854, 11.574758, 164.742581, 7.763289, 146.284503, 4.256886, 129.963078, 1.522215, 111.187394, 0.000000, 94.525137, 0.422129, 75.065515, 2.807873, 57.985470, 8.229997, 39.902322, 14.816973, 23.188577, 27.124392, 6.336580, 45.015825, 0.000000, 63.521193, 4.982687, 76.454222, 20.968221, 81.562272, 38.848982, 86.269743, 57.249458, 88.442432, 73.476669, 89.577380, 92.370174, 88.684445, 111.028505, 86.381156, 128.165181, 83.884631, 147.034509, 83.607357, 165.154239, 85.623008, 183.347558, 87.097893, 202.179679, 87.961533, 220.159454, 89.698532, 238.776418, 88.268960, 256.253653, 77.537288, 273.264082, 63.574629, 276.730429, 59.150089, 276.761366
Type03, L, 280, 66.026781, 280.216513, 72.162781, 279.673101, 84.421711, 271.887986, 90.902897, 253.016587, 90.273106, 235.243116, 89.336569, 216.224505, 88.784549, 198.242269, 87.061307, 179.082780, 86.015964, 160.628451, 85.951929, 141.657514, 88.602617, 123.078437, 90.626870, 105.137168, 90.453726, 86.524145, 88.873271, 67.464464, 85.746117, 48.783693, 82.240327, 30.431252, 75.095069, 12.022308, 57.425929, 0.000000, 38.873788, 0.554170, 21.641249, 12.254880, 12.220700, 30.191693, 5.554125, 47.721504, 1.583781, 66.394970, 0.000000, 83.450943, 0.562601, 102.719011, 2.734304, 120.782330, 6.644971, 141.953122, 10.342704, 157.752113, 14.675132, 177.504369, 17.736645, 193.126582, 20.861005, 213.334862, 21.955005, 231.440381, 25.088658, 248.570723, 31.198194, 267.714654, 47.520085, 281.294028, 60.089761, 280.872589, 65.867381, 280.920379
Type04, L, 230, 54.912927, 231.166258, 50.216690, 231.120354, 39.000239, 230.325009, 25.946630, 217.751553, 22.809407, 201.650745, 20.481685, 186.455945, 17.966884, 170.868405, 15.057049, 155.487790, 11.816420, 140.067255, 8.509664, 124.954305, 5.216110, 109.770975, 1.885145, 94.649618, 0.000000, 78.784587, 0.592568, 63.603119, 3.804180, 47.726984, 9.151953, 32.797714, 16.607749, 18.185795, 28.280420, 5.277281, 43.885814, 0.000000, 59.209217, 2.259071, 73.773532, 12.237716, 79.972130, 27.775656, 82.382105, 43.128897, 81.872946, 58.845393, 80.165204, 74.657100, 78.452667, 89.860487, 77.582384, 105.021333, 76.460294, 120.622441, 77.304601, 135.872552, 79.552039, 151.509074, 80.709750, 166.121020, 81.840392, 182.340039, 82.181088, 197.126480, 80.890495, 212.914093, 71.483136, 227.739569, 59.822788, 230.182449, 55.519628, 231.251332
Type04, L, 235, 55.748766, 236.101491, 50.779987, 236.014317, 39.420738, 235.098623, 27.459638, 221.133184, 22.401220, 206.968283, 19.473847, 191.223788, 17.772928, 175.805111, 14.955521, 160.403660, 11.696348, 144.672368, 8.223008, 128.924738, 4.955632, 113.561026, 1.897664, 97.743867, 0.000000, 82.040928, 0.023754, 66.394824, 2.516414, 50.979883, 7.248513, 35.603772, 14.288582, 20.659196, 25.362612, 6.991209, 40.801313, 0.000000, 57.069649, 1.653211, 71.051272, 12.597272, 77.994125, 27.779665, 81.372046, 42.563142, 82.585405, 58.526110, 82.141337, 74.218873, 80.347482, 90.249395, 78.373680, 106.088164, 76.966051, 122.524424, 77.241889, 138.276527, 78.632796, 154.336342, 80.357655, 169.491496, 82.249307, 185.798058, 82.503110, 201.891438, 80.840199, 217.527434, 71.747117, 232.842089, 60.118550, 235.647775, 56.264856, 236.055656
Type04, L, 240, 58.808944, 240.722351, 53.381152, 240.201393, 42.224190, 237.634740, 29.383924, 224.938258, 24.854614, 208.591092, 21.560744, 191.999603, 19.628584, 176.520645, 16.115125, 160.343574, 13.385825, 145.403133, 9.890537, 128.986734, 6.725829, 113.277422, 3.695291, 97.351210, 0.791760, 81.628648, 0.000000, 65.787168, 3.071246, 50.078929, 9.084686, 34.478799, 15.649838, 19.116705, 27.272093, 5.610265, 43.633689, 0.000000, 59.536514, 0.725768, 73.564449, 13.701945, 80.204725, 28.758507, 83.652615, 45.111735, 84.514655, 61.276019, 84.380003, 76.611790, 82.529912, 92.953120, 80.378890, 108.723023, 78.860482, 125.025836, 79.452583, 140.378000, 80.902040, 156.886568, 83.046454, 172.213655, 82.768545, 187.868815, 84.899364, 204.486103, 83.752766, 219.045875, 74.529529, 234.873254, 64.728252, 240.377559, 58.592324, 240.458551
Type04, L, 245, 58.480371, 246.142623, 53.237435, 246.075116, 41.173117, 244.074481, 29.076350, 230.376111, 25.190926, 214.440653, 22.543529, 198.220202, 20.637087, 181.751965, 17.448360, 165.803378, 13.940153, 149.508681, 9.979838, 133.258098, 6.264923, 117.504859, 2.719438, 101.562776, 0.000000, 84.686651, 0.475244, 68.452402, 3.407715, 52.394327, 8.941462, 36.595829, 14.564273, 20.361357, 26.448008, 6.278939, 42.784711, 0.000000, 58.845252, 2.177735, 73.954230, 14.130456, 79.680528, 30.020542, 85.265918, 45.504138, 86.831445, 61.727324, 84.917420, 78.423254, 82.196533, 95.189592, 80.104768, 110.602603, 79.810846, 127.440081, 80.554052, 143.752402, 81.972173, 159.992820, 83.766476, 177.211368, 85.376334, 193.682450, 86.359776, 209.920892, 85.793631, 226.073657, 74.861852, 241.812588, 63.587578, 245.073018, 58.829114, 246.120172
Type04, L, 250, 61.743354, 251.131663, 56.551445, 251.286225, 44.576290, 248.426808, 31.514151, 234.334930, 26.126392, 217.707589, 24.383983, 200.216029, 21.960575, 182.634439, 18.377864, 166.399688, 14.254556, 149.931596, 9.979472, 134.018383, 5.778049, 117.438453, 2.378252, 101.300155, 0.000000, 83.758279, 0.730810, 67.001997, 4.563475, 50.345855, 10.584068, 34.357106, 17.393462, 17.861756, 31.150144, 4.862478, 47.251156, 0.000000, 64.320517, 2.796766, 78.040168, 15.885305, 85.357989, 31.800752, 89.590752, 48.383527, 90.181650, 64.973932, 89.184784, 81.718407, 86.737665, 97.951456, 84.485312, 114.600137, 83.306081, 131.720233, 83.521245, 148.384921, 86.178273, 165.699939, 87.604414, 182.590105, 88.885583, 197.096229, 90.414583, 215.537478, 89.022853, 230.931453, 79.427549, 247.904608, 66.415570, 250.349886, 62.235409, 251.328303
Type04, L, 260, 58.915427, 261.059522, 53.622929, 260.662972, 40.608810, 257.409120, 29.820226, 241.511416, 26.267957, 224.273381, 23.414225, 207.391164, 21.034604, 189.926050, 17.704326, 172.730580, 14.065260, 155.747485, 9.882476, 138.787494, 6.150745, 121.641535, 2.322865, 104.396033, 0.000000, 87.611993, 0.865910, 70.026875, 4.638959, 53.410827, 10.622349, 36.212997, 17.158120, 19.700120, 30.558014, 4.947320, 47.445553, 0.000000, 65.127708, 2.529305, 78.498619, 17.486673, 84.821491, 33.819232, 89.267549, 50.912717, 90.067937, 67.724324, 88.253073, 85.436978, 85.396921, 101.915383, 83.087889, 119.311448, 82.210955, 136.386373, 83.095102, 154.138496, 84.722991, 172.054127, 86.832838, 189.161746, 88.898621, 206.467039, 90.184977, 224.881711, 88.229698, 241.802716, 76.759112, 258.256738, 64.079509, 261.103983, 59.542795, 260.742286
Type04, L, 265, 59.712842, 266.295227, 54.484106, 266.041399, 41.552348, 264.377173, 29.314999, 248.331464, 25.515113, 231.009007, 22.357662, 212.769895, 20.753164, 195.498906, 17.416967, 177.014279, 13.991412, 160.308159, 10.061958, 142.273794, 6.216246, 125.581957, 2.822621, 107.723540, 0.000000, 90.674047, 0.415239, 72.816214, 3.826961, 55.442680, 9.628084, 38.493212, 15.877454, 21.328311, 28.343921, 5.681314, 45.971649, 0.000000, 64.248355, 2.771165, 78.617111, 17.430265, 84.481459, 34.662392, 88.647091, 52.159133, 90.860464, 68.751911, 89.160686, 86.895367, 87.008385, 103.566220, 85.111904, 121.364611, 84.105238, 139.027672, 84.317828, 156.601952, 85.926090, 173.656942, 87.959606, 191.669803, 89.917126, 208.999031, 90.408858, 227.377631, 88.439863, 245.126016, 79.023474, 262.939118, 65.237640, 265.834906, 60.417320, 266.186939
Type04, L, 270, 63.169165, 271.356926, 57.100595, 271.443516, 44.211173, 269.269724, 31.032478, 253.401581, 27.416373, 236.151345, 24.297299, 218.037686, 21.427579, 200.075785, 18.350637, 182.434055, 14.663756, 164.435450, 10.879309, 146.817912, 7.023092, 128.893696, 2.972248, 110.508633, 0.000000, 92.833001, 2.106063, 75.155977, 5.114701, 57.459304, 9.349245, 39.264867, 17.339031, 22.435226, 30.900001, 6.824400, 48.176669, 0.000000, 67.309582, 2.323065, 81.055633, 17.204030, 87.277761, 34.112635, 91.941189, 52.184196, 92.294675, 69.916041, 90.207383, 88.054005, 87.328736, 105.987342, 85.754457, 123.370211, 84.758336, 140.716419, 85.209512, 159.010645, 87.047672, 176.944457, 89.545869, 194.273970, 91.639840, 212.469001, 92.408836, 230.664880, 90.394049, 247.492249, 82.387946, 266.137960, 68.599442, 271.041217, 63.657524, 270.945233
Type04, L, 280, 64.065661, 281.077768, 57.953102, 280.819455, 44.133831, 279.162220, 31.144012, 262.551546, 26.492394, 244.336988, 22.968639, 225.237973, 20.860419, 206.866502, 17.464981, 188.229118, 13.586535, 169.776297, 9.766717, 152.048425, 5.990807, 133.885755, 2.739369, 116.088503, 0.000000, 96.829746, 0.229141, 77.718094, 3.545524, 59.650514, 10.003640, 41.227177, 16.344670, 23.681871, 29.551844, 6.705417, 47.694083, 0.000000, 67.296122, 1.649165, 82.033031, 17.310837, 89.374791, 35.257355, 93.602673, 53.044274, 94.106135, 71.359363, 93.031764, 90.574340, 90.808064, 107.990672, 88.736731, 127.187499, 87.220315, 145.287661, 87.127484, 163.784597, 88.875387, 182.636490, 90.833989, 201.449711, 93.181697, 219.115357, 94.194791, 238.720631, 92.921129, 257.540620, 84.447710, 275.234486, 70.113149, 280.681572, 64.686514, 280.617831
Type05, L, 240, 55.174814, 241.250773, 50.206221, 241.316017, 38.289147, 238.471937, 27.799107, 224.348933, 24.079175, 208.503801, 21.067491, 192.449465, 19.729799, 175.976141, 18.163177, 158.976424, 15.195740, 143.489987, 9.951375, 128.044428, 4.017732, 113.186423, 0.430735, 97.456313, 0.000000, 80.598537, 2.495853, 65.056212, 6.742146, 48.997824, 12.936867, 33.721943, 20.536024, 18.490318, 33.079352, 5.785191, 48.343986, 0.000000, 66.557259, 2.997833, 74.079112, 19.214515, 78.930463, 34.260324, 83.582096, 49.458722, 83.764566, 64.892125, 80.901070, 81.030632, 76.242883, 96.665717, 71.707524, 112.424226, 70.216266, 128.471426, 71.845859, 144.028460, 74.717443, 159.752157, 78.463594, 175.110648, 82.392913, 191.037830, 84.149748, 206.498194, 81.627603, 222.749872, 71.985123, 237.809034, 59.837795, 240.733838, 55.835469, 241.399032
Type05, L, 260, 58.407604, 261.545688, 53.587265, 261.345107, 40.825333, 257.355808, 32.026064, 240.150659, 27.980708, 224.443861, 24.975460, 206.341707, 23.358333, 188.945070, 21.638116, 172.286027, 17.968810, 154.651549, 12.481844, 137.779826, 6.862617, 121.314742, 2.099589, 104.863067, 0.000000, 86.366752, 1.743758, 70.603895, 5.324565, 53.267625, 11.926552, 36.935611, 18.581875, 20.011776, 30.789897, 5.164257, 47.794523, 0.000000, 65.320489, 4.185011, 76.679997, 20.264130, 80.945085, 37.125564, 86.171547, 54.103469, 87.954496, 71.648546, 86.616206, 89.688745, 82.753535, 105.890800, 78.510455, 123.150505, 75.377123, 139.237200, 75.641930, 156.552694, 78.458257, 174.644476, 82.172930, 190.775159, 85.889408, 207.868147, 88.148268, 224.388420, 86.638017, 241.238566, 77.157505, 258.077343, 64.096676, 261.341392, 58.711162, 261.480534
Type05, L, 280, 64.387677, 281.537402, 70.329141, 281.267651, 83.563962, 275.824936, 93.414271, 257.342716, 92.941852, 239.309674, 90.237781, 220.788125, 86.640964, 202.656610, 82.733196, 184.593796, 79.618510, 166.579955, 79.409345, 147.485893, 82.496512, 129.234090, 87.529820, 111.113708, 92.531677, 93.148831, 93.286186, 74.584705, 90.475255, 55.177379, 85.000278, 37.920804, 81.859913, 19.722716, 68.479957, 2.590668, 48.885067, 0.000000, 30.373450, 7.868887, 18.392705, 25.122881, 11.024964, 42.708199, 4.777046, 60.943563, 1.282525, 79.196047, 0.000000, 98.097379, 2.551414, 116.812111, 7.415868, 134.301202, 13.538982, 151.924844, 18.833439, 170.441596, 22.405402, 188.851980, 25.032777, 207.838906, 26.615926, 225.087854, 29.142324, 242.595075, 33.459694, 260.798153, 45.013640, 278.064077, 58.920221, 281.865746, 64.016184, 281.339649
Type05, L, 290, 68.082146, 291.522982, 62.632970, 292.137877, 48.440327, 288.574231, 35.982410, 271.129457, 31.021255, 252.235773, 27.206706, 233.623097, 24.857172, 214.163659, 22.792864, 194.996274, 19.479315, 175.786329, 14.011484, 157.305552, 7.522216, 138.177506, 2.241928, 119.014500, 0.000000, 100.974887, 1.228703, 80.719786, 5.130738, 62.057076, 11.320396, 43.629285, 18.637700, 25.129015, 31.522757, 8.035712, 50.489591, 0.000000, 69.826995, 3.383035, 84.764929, 20.056061, 89.631998, 38.560089, 94.417040, 57.286553, 97.708918, 76.516715, 97.592843, 95.511762, 92.460616, 114.059838, 86.909340, 133.129518, 83.119577, 150.886001, 82.856377, 173.086319, 86.359481, 191.461467, 90.356351, 210.707755, 95.001378, 228.896123, 97.741724, 248.805529, 97.748786, 267.716840, 88.745222, 286.234387, 73.548723, 291.233144, 68.553277, 291.292662
Type06, L, 230, 52.104684, 231.504897, 47.416539, 231.064698, 36.290186, 227.539480, 26.304340, 213.778230, 22.234305, 199.035281, 20.308972, 183.793018, 18.475292, 168.106764, 15.658574, 154.102703, 11.716852, 137.783793, 8.134457, 123.734723, 4.375215, 108.030124, 1.580697, 93.398077, 0.000000, 77.599481, 1.044239, 62.193127, 4.066159, 47.086036, 9.065260, 31.767917, 15.770856, 17.193850, 27.788368, 4.450337, 43.175549, 0.000000, 59.185757, 4.930259, 69.746914, 18.000657, 74.719803, 32.893095, 78.661351, 47.168882, 80.500018, 62.526478, 80.208759, 78.343579, 78.994040, 92.391407, 76.930966, 108.479128, 75.387808, 123.132107, 74.739044, 138.873361, 75.798923, 154.281238, 77.989674, 169.691480, 79.802196, 184.560899, 80.574176, 199.611661, 79.221831, 215.460892, 68.235534, 229.149481, 56.923119, 231.193730, 52.286460, 231.472640
Type06, L, 240, 54.306161, 240.876584, 49.132896, 240.611891, 37.419769, 237.080679, 27.598317, 223.176202, 23.510234, 207.024206, 20.296509, 192.040686, 17.999920, 176.044006, 15.207268, 160.479998, 11.957622, 144.328197, 8.479548, 130.446819, 4.188918, 114.349277, 1.019722, 98.477812, 0.000000, 82.731146, 0.957280, 67.829407, 3.574471, 52.673761, 8.435695, 36.906244, 14.356417, 21.910463, 24.860204, 7.267214, 40.034503, 0.000000, 56.961442, 1.373478, 69.754047, 14.314367, 76.153714, 29.868264, 80.190102, 44.720862, 81.761487, 61.019904, 81.739981, 77.030778, 80.416032, 92.715521, 78.250600, 109.395701, 76.407976, 125.380047, 76.002813, 141.509087, 77.118885, 157.917523, 78.957277, 173.567675, 81.013449, 190.228681, 82.382941, 206.239788, 79.931053, 221.866421, 70.587249, 237.455780, 58.895391, 240.478887, 54.891418, 240.838752
Type06, L, 250, 55.301412, 251.646214, 50.161024, 251.664549, 38.395616, 247.921425, 27.671739, 233.005612, 22.038045, 217.252974, 19.709695, 200.686100, 17.874457, 184.010861, 14.864403, 167.426688, 11.290334, 150.428694, 7.659192, 135.054619, 3.952746, 119.056740, 1.206321, 101.727693, 0.000000, 86.183385, 0.686287, 69.410566, 3.491431, 52.925313, 8.876947, 36.792512, 16.250759, 21.331317, 27.863632, 6.425251, 44.248859, 0.000000, 61.598527, 4.089976, 72.866591, 19.022391, 78.712792, 34.578260, 82.726839, 51.285595, 84.414656, 68.249680, 85.326922, 84.197363, 83.372807, 100.701232, 80.691149, 117.610353, 79.808144, 133.174320, 79.771044, 150.720412, 80.830410, 167.061981, 82.092549, 183.516899, 84.054621, 200.300718, 85.312020, 217.413755, 83.494473, 233.017471, 72.894638, 248.883557, 60.319152, 251.141789, 55.676342, 251.776794
Type06, L, 270, 61.354291, 271.595457, 55.987565, 271.700183, 42.744563, 269.296553, 30.063947, 253.424894, 26.213362, 236.532080, 22.884825, 219.084460, 20.703987, 200.895849, 18.044268, 183.679642, 15.047717, 165.579296, 10.231369, 148.049371, 5.653811, 130.431219, 1.624161, 113.185350, 0.000000, 94.206179, 1.266751, 76.778547, 4.292921, 58.804024, 9.762045, 41.790329, 16.088880, 24.328728, 28.027199, 8.207209, 45.798321, 0.000000, 64.258618, 3.156433, 77.457095, 18.662872, 84.226497, 35.982820, 88.473134, 53.088538, 89.938047, 72.563625, 89.653686, 90.487653, 87.635533, 108.387881, 85.469869, 125.584904, 83.395591, 143.278285, 82.827107, 160.549287, 84.198016, 179.102142, 86.328143, 196.557215, 88.586329, 214.307517, 90.189605, 231.078348, 88.945893, 248.986534, 79.834849, 266.192718, 66.660523, 271.323918, 61.908378, 271.153065
Type06, L, 280, 64.594889, 281.483625, 58.848618, 281.276168, 45.904470, 279.409406, 31.024635, 263.513980, 26.834605, 245.328737, 23.785841, 227.459688, 21.939020, 208.162075, 19.401267, 190.585007, 15.960631, 171.376126, 11.829752, 154.685888, 6.624425, 134.841421, 2.408245, 117.353169, 0.000000, 98.601580, 1.695916, 80.137778, 5.105320, 61.643440, 9.192595, 44.075514, 15.775638, 26.589714, 27.822913, 9.916093, 45.257612, 0.000000, 65.113940, 2.647442, 79.540243, 18.689730, 86.972000, 36.240437, 90.994471, 53.748009, 92.870722, 72.224651, 93.532227, 90.442668, 92.008938, 109.110437, 89.431875, 127.123903, 86.987640, 146.591733, 86.644231, 164.219059, 87.663999, 182.444078, 89.607362, 201.334428, 91.645918, 219.761194, 93.478189, 238.494522, 92.868895, 257.076416, 84.044022, 275.245745, 70.983445, 281.440891, 64.722018, 280.937161
Type07, L, 250, 59.669558, 250.776789, 54.271077, 250.494976, 42.400105, 248.705017, 29.393572, 234.662688, 25.594535, 218.341681, 21.905783, 201.785082, 19.618539, 185.626996, 17.374457, 168.344429, 14.107256, 152.187075, 9.918737, 136.522216, 5.509949, 120.434865, 2.169817, 104.729166, 0.000000, 87.791850, 0.994462, 70.986097, 4.387679, 55.053248, 10.428912, 38.601098, 18.059160, 23.271287, 28.930928, 7.965662, 44.960022, 0.000000, 61.763723, 0.650730, 76.259206, 13.251670, 82.391530, 29.614427, 84.962713, 46.033251, 85.691003, 61.341399, 86.808824, 79.563186, 84.850049, 95.527631, 82.678579, 111.487810, 83.023916, 128.661629, 83.268679, 147.226879, 83.326821, 163.366105, 83.760531, 178.595470, 85.138943, 195.678336, 86.670930, 212.689253, 85.815074, 229.412959, 77.126383, 245.726488, 65.151276, 250.845730, 60.282728, 250.163527
Type07, L, 270, 62.179471, 270.776332, 56.795708, 270.854676, 44.054686, 268.466150, 31.330506, 251.886471, 26.405849, 234.809970, 24.467718, 215.829300, 22.481413, 200.042148, 19.049859, 180.864801, 15.555150, 163.910742, 11.346450, 145.960810, 7.241045, 128.868947, 2.917599, 111.321027, 0.000000, 92.650602, 1.559334, 74.833233, 6.182966, 57.821476, 12.747146, 40.215913, 20.191041, 23.798929, 32.749408, 7.169980, 49.724849, 0.000000, 69.128027, 0.709727, 83.082746, 15.264308, 86.661594, 33.424942, 91.036576, 50.899814, 91.783134, 69.377337, 90.878650, 86.123013, 89.852940, 104.489963, 89.113784, 122.116263, 89.003407, 140.034218, 89.236564, 158.666207, 90.008242, 176.341006, 90.763371, 194.963759, 91.544106, 211.400791, 91.593326, 230.922312, 90.951707, 248.308310, 80.835951, 265.771995, 67.880082, 270.606768, 62.958620, 270.117912
Type07, L, 280, 62.994162, 280.925703, 57.908763, 280.539113, 43.791789, 278.193488, 31.035218, 261.704258, 26.898095, 243.821760, 24.737977, 224.938865, 22.596118, 206.053378, 19.251905, 188.204739, 15.686390, 169.375524, 11.508800, 151.235869, 7.388115, 133.076126, 2.871508, 114.950212, 0.000000, 96.624710, 1.547674, 77.747645, 6.482615, 59.759557, 12.689674, 41.763211, 19.497138, 23.670249, 33.116146, 7.221165, 50.328083, 0.000000, 70.019877, 1.117920, 83.832821, 17.527371, 89.381636, 35.241253, 93.360141, 54.252080, 93.789964, 72.185567, 93.041092, 90.902450, 91.113365, 108.860608, 89.333991, 127.411164, 88.535366, 145.973234, 87.837509, 164.365630, 88.151024, 184.001610, 90.457443, 202.639194, 92.810289, 221.307361, 93.913203, 240.082935, 92.981277, 258.107882, 83.104562, 277.185020, 69.366113, 280.711008, 63.225898, 280.719210
