type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49
Type03, L, 255, 55.988629, 255.336853, 51.662067, 255.261097, 43.693930, 254.453537, 31.431420, 247.988629, 23.706620, 236.662053, 20.778266, 224.332519, 18.334469, 211.431560, 16.539912, 199.226605, 14.677757, 186.221581, 13.152282, 175.120927, 10.954595, 161.153836, 9.347772, 150.142072, 7.422030, 137.079555, 5.104912, 124.541487, 3.381907, 112.880194, 1.340617, 100.254749, 0.162998, 86.755315, 0.000000, 75.021512, 1.005619, 62.422732, 3.465191, 49.961421, 7.204812, 37.753153, 12.430590, 25.885506, 19.132354, 14.547978, 28.192721, 4.564027, 41.030109, 0.000000, 53.443996, 0.225400, 65.368892, 6.299757, 73.931570, 17.135546, 78.087959, 29.094605, 81.284872, 42.011329, 83.130209, 54.597063, 83.801356, 67.558543, 83.734110, 80.423588, 82.962576, 92.647490, 81.855299, 105.705045, 80.538902, 118.390918, 79.681333, 131.076801, 79.264980, 144.041461, 79.304703, 155.882189, 80.081385, 168.969338, 81.009962, 181.962407, 82.105089, 194.238839, 83.262878, 206.103613, 84.080753, 218.625608, 82.790357, 231.209032, 78.483448, 243.763673, 68.417507, 253.048417, 59.692243, 254.731860, 55.631908, 255.632150
Type03, L, 260, 54.101229, 260.694055, 49.267036, 260.373332, 41.507434, 258.580420, 29.780029, 250.139228, 23.437342, 238.228855, 21.195707, 225.065380, 20.358139, 212.729272, 19.173210, 200.106420, 17.329100, 187.299171, 15.226596, 174.768946, 12.928461, 161.361579, 10.383031, 148.666939, 8.063679, 135.265903, 5.459267, 122.343713, 2.855178, 108.987849, 0.990260, 96.023871, 0.000000, 83.067442, 0.449779, 70.371610, 2.472665, 58.006375, 6.018971, 45.739444, 10.589554, 33.768318, 16.529659, 21.918969, 24.105375, 10.627305, 35.377882, 2.469630, 48.062807, 0.000000, 60.962619, 1.743687, 71.664065, 11.183530, 77.999593, 22.959876, 81.800790, 35.581462, 84.141025, 47.952265, 85.154410, 61.042331, 85.201063, 73.398642, 84.699622, 86.230519, 83.917809, 98.305493, 82.927622, 110.962664, 82.140579, 123.503558, 81.420568, 136.387548, 81.285067, 149.364282, 81.511411, 161.819439, 82.120280, 174.225483, 82.832191, 187.062075, 83.914268, 199.373212, 84.482646, 211.999036, 85.445556, 224.590228, 84.526882, 237.624226, 78.375728, 249.272639, 66.953842, 258.338478, 58.685004, 260.224048, 53.596470, 260.632554
Type03, L, 265, 51.789434, 265.594776, 47.377488, 265.295515, 39.085170, 263.731228, 27.159885, 255.276861, 20.954071, 243.588440, 18.894727, 230.193581, 17.336336, 217.091963, 16.203938, 204.439849, 14.867268, 191.203552, 13.006305, 177.885001, 11.297056, 165.504107, 9.013282, 152.773519, 6.874962, 138.829145, 4.846488, 126.650528, 2.661197, 113.193336, 1.160947, 100.705750, 0.000000, 87.893267, 0.136859, 75.108256, 1.847193, 61.673864, 4.714319, 49.489499, 9.461164, 36.696048, 14.762439, 25.236938, 21.631563, 13.027057, 31.599228, 2.766662, 45.260205, 0.000000, 58.384319, 1.381589, 70.682588, 8.436591, 76.960984, 21.311936, 80.368785, 33.651400, 83.693882, 46.572555, 85.611380, 59.939780, 86.846855, 73.690329, 86.966668, 86.701137, 86.784570, 99.768306, 85.793195, 112.575413, 84.535292, 126.023212, 83.091576, 139.044245, 82.251376, 152.104351, 81.852153, 164.998472, 82.366016, 177.906973, 82.765355, 190.700014, 83.621024, 204.519665, 83.784491, 216.760261, 83.855376, 229.905932, 82.720879, 242.818621, 77.004089, 254.635758, 64.801599, 263.621549, 56.517788, 265.092899, 51.462082, 265.372178
Type03, L, 270, 59.042002, 270.660662, 54.500273, 270.461864, 45.503812, 269.563684, 33.288816, 260.140891, 27.765747, 247.460539, 24.282148, 233.998250, 22.053129, 220.651826, 19.964411, 207.361497, 18.239473, 194.282968, 15.938423, 180.547074, 13.013792, 167.186649, 10.643303, 154.274071, 7.797162, 140.980552, 5.291677, 128.438874, 2.826840, 115.741671, 1.287807, 102.706274, 0.377859, 88.841832, 0.000000, 76.841340, 1.135375, 63.214531, 4.437908, 49.886050, 9.006102, 37.116308, 15.571885, 24.627140, 22.590345, 12.439946, 34.399676, 2.801023, 46.906695, 0.000000, 60.782869, 1.684348, 72.242184, 11.046861, 77.691959, 23.935815, 82.257232, 36.715962, 85.286505, 49.926056, 87.269133, 63.012059, 87.919155, 75.802301, 87.888934, 88.831045, 87.244735, 100.306986, 86.241262, 115.902253, 85.570260, 127.330685, 84.949624, 142.513882, 84.738272, 154.366352, 84.776918, 165.889426, 85.363740, 179.531252, 86.269454, 192.845365, 87.219659, 206.580931, 87.815639, 219.629520, 87.966152, 232.538188, 87.496845, 244.731073, 84.256392, 259.128699, 72.677730, 268.408153, 63.877316, 270.179024, 59.365843, 270.987679
Type03, L, 275, 58.317092, 275.920035, 53.620120, 275.565831, 44.563704, 274.420197, 32.517233, 264.619352, 27.317213, 252.062842, 23.709028, 238.458712, 21.342616, 223.844663, 19.426024, 210.812771, 18.010767, 197.627427, 15.443982, 183.481587, 13.078540, 170.520520, 9.834641, 156.070751, 7.391905, 143.225512, 4.667418, 131.368732, 2.459780, 116.845760, 0.969840, 105.020054, 0.000000, 91.218818, 0.348503, 77.723183, 1.595293, 64.190339, 4.396328, 51.551321, 8.397483, 38.142839, 13.617301, 25.828486, 20.572491, 13.201170, 31.869240, 3.203139, 45.181107, 0.000000, 58.183509, 2.220522, 70.641241, 11.332990, 77.082251, 23.948270, 81.416692, 36.805526, 84.942383, 51.010608, 87.081576, 62.928879, 88.716638, 75.962959, 89.366622, 89.546503, 88.924852, 103.622365, 87.912556, 116.621845, 85.882023, 129.791259, 84.297173, 143.170203, 83.521024, 157.544627, 84.257410, 169.929849, 85.679611, 184.309123, 86.844671, 197.735861, 87.484584, 211.299379, 88.480968, 224.839316, 89.507130, 238.411975, 88.399492, 251.415507, 83.372865, 264.277036, 71.808683, 274.119581, 62.409038, 275.434686, 59.032701, 276.011588
Type03, L, 280, 66.028982, 280.259320, 70.466452, 279.589035, 79.790158, 275.594030, 88.052846, 262.716257, 90.655201, 249.276150, 90.362762, 235.834258, 89.499231, 222.097581, 89.199991, 208.298844, 88.392293, 194.971435, 87.271497, 180.698479, 86.322713, 167.080797, 85.893933, 153.170614, 86.373553, 139.249536, 88.146551, 125.467496, 89.981095, 112.193150, 90.542774, 98.626073, 90.321840, 84.865067, 89.076767, 70.797000, 87.178466, 56.803578, 84.706066, 43.304638, 81.672069, 29.419123, 76.824348, 16.325955, 66.076144, 4.983310, 52.531285, 0.000000, 39.023857, 1.443087, 25.937174, 8.733511, 16.926497, 20.957993, 10.690605, 33.860401, 6.062289, 46.997253, 2.596466, 60.817780, 0.886461, 73.713886, 0.000000, 86.766529, 0.646480, 101.167415, 1.824763, 114.216240, 4.260128, 129.163820, 7.110553, 144.075487, 9.844815, 155.347887, 12.989564, 170.301571, 15.781954, 182.536633, 17.937780, 195.207074, 20.383862, 209.766196, 21.397760, 223.563231, 22.867825, 236.680144, 25.415535, 249.504127, 29.965720, 263.391865, 39.081411, 275.408106, 52.890675, 281.269216, 61.179551, 280.825366, 66.316798, 280.907806
Type04, L, 230, 54.802007, 230.547666, 51.006591, 230.452891, 43.675746, 230.202189, 31.906323, 224.152863, 25.224496, 213.431329, 22.808590, 201.975624, 20.915716, 190.203017, 19.364212, 179.306950, 17.184359, 167.381547, 15.181691, 156.314775, 12.770780, 144.747330, 10.341085, 133.513515, 7.916120, 122.444027, 5.483501, 110.927865, 2.989353, 100.219006, 0.965247, 88.314583, 0.000000, 76.870442, 0.268616, 65.822448, 2.192945, 53.679644, 5.152007, 42.797344, 9.421259, 31.461939, 14.847756, 20.668954, 22.248632, 10.811548, 32.149470, 2.889468, 43.838242, 0.000000, 54.769029, 0.998487, 66.485725, 5.856630, 74.845590, 15.179592, 79.433493, 26.415670, 81.506024, 37.771106, 82.158286, 49.433581, 81.329706, 60.866190, 80.167044, 72.731277, 78.871797, 83.882759, 77.910797, 95.206031, 77.218776, 106.475307, 76.609583, 117.798975, 76.521154, 129.532796, 78.099014, 140.414176, 79.337173, 152.365558, 80.377276, 162.777827, 81.211968, 174.795163, 81.742178, 186.143506, 82.016409, 197.323510, 80.745974, 208.710608, 76.629449, 220.377347, 66.253298, 228.318819, 58.989898, 229.711551, 54.751048, 230.728342
Type04, L, 235, 55.791671, 235.382276, 51.912667, 235.396400, 44.130663, 234.851170, 33.162434, 228.230563, 26.476569, 217.161364, 22.678579, 206.805498, 20.309882, 195.512157, 18.738592, 183.559414, 17.289528, 172.651909, 15.183581, 160.891631, 12.838707, 149.531639, 10.347522, 137.774887, 7.790204, 126.228029, 5.388625, 114.885720, 3.082229, 103.199702, 1.153837, 91.630462, 0.092894, 79.943061, 0.000000, 68.447713, 1.358395, 56.961626, 3.865545, 45.597990, 7.664478, 34.314951, 12.811121, 23.142454, 19.748170, 12.771687, 29.411341, 4.162051, 40.878640, 0.000000, 52.727125, 0.361913, 64.081534, 5.725983, 72.608274, 15.391617, 77.412485, 26.229221, 80.591075, 37.538020, 81.817798, 48.606939, 82.612238, 60.674503, 82.101383, 72.133947, 80.978019, 83.937150, 79.618732, 95.853642, 78.134783, 107.342575, 77.237445, 119.989232, 77.017457, 131.024617, 77.756763, 143.541880, 78.734349, 154.679130, 80.132561, 166.284707, 81.365576, 177.949684, 82.444416, 190.021526, 82.388428, 201.865484, 80.986653, 213.378995, 76.883820, 225.036162, 66.724341, 233.678665, 59.504620, 234.814655, 55.750635, 235.607669
Type04, L, 240, 58.677959, 240.480436, 54.395984, 240.564295, 46.720988, 238.167088, 35.339146, 232.149097, 28.328560, 220.909946, 24.896416, 209.278442, 22.323987, 196.899864, 20.557303, 185.023259, 18.841173, 173.609482, 16.234732, 161.690252, 14.188819, 150.291582, 11.831025, 139.098989, 9.314920, 126.589677, 6.938170, 115.294723, 4.729357, 103.384403, 2.442889, 91.736400, 0.610154, 80.154825, 0.000000, 68.274660, 1.335622, 56.911621, 4.759812, 45.056555, 9.081743, 33.707039, 14.266023, 22.391882, 21.007298, 11.609530, 31.513145, 3.819326, 43.398631, 0.458005, 55.096834, 0.000000, 66.440116, 6.523336, 74.793677, 16.869566, 79.586809, 27.918434, 82.527193, 40.134928, 83.908450, 51.825485, 84.321872, 63.995998, 84.132087, 74.928211, 83.058031, 87.363922, 81.489046, 98.766495, 79.982322, 110.872101, 78.964259, 122.624507, 78.919933, 134.306667, 79.761295, 145.874554, 81.041417, 158.108402, 82.225743, 169.372098, 83.070020, 180.898731, 82.872590, 192.767850, 84.696461, 204.899792, 83.875309, 215.722148, 78.947376, 227.194130, 70.896242, 237.346225, 62.616484, 240.114215, 58.834363, 240.470455
Type04, L, 245, 58.413883, 245.439096, 54.063210, 245.271810, 46.304730, 244.457585, 34.385734, 237.104150, 28.353036, 226.127691, 25.184366, 214.439897, 23.081263, 202.407943, 21.702918, 190.377560, 19.808641, 178.201958, 17.645601, 166.549234, 14.943287, 154.349991, 12.314846, 142.532057, 9.269182, 130.390629, 6.656567, 118.927067, 3.889939, 107.007263, 1.568895, 95.111417, 0.000000, 82.400941, 0.175169, 70.779459, 1.940657, 58.385631, 4.860380, 47.114912, 8.929645, 34.944491, 13.488448, 23.360728, 19.884709, 11.952671, 30.932258, 3.731756, 42.354621, 0.000000, 54.600918, 0.541710, 66.141795, 6.958550, 74.962308, 16.801955, 79.691994, 28.651516, 82.697540, 40.036037, 86.848052, 51.849423, 85.644543, 63.767642, 85.239850, 76.581201, 82.927099, 88.187292, 81.097625, 100.970585, 80.042329, 111.887238, 79.600431, 124.343558, 80.174516, 137.137413, 80.787767, 148.117573, 82.024187, 161.205705, 83.306715, 173.295257, 84.490318, 185.868330, 85.588702, 197.922971, 86.108322, 209.890583, 85.690409, 221.801418, 80.559262, 233.777239, 70.037355, 242.783154, 62.358194, 244.361910, 58.480563, 245.670888
Type04, L, 250, 61.640156, 250.519120, 57.816483, 250.475034, 49.250588, 249.324914, 37.816020, 241.221891, 30.247217, 230.196833, 26.457688, 217.511272, 24.709923, 205.258685, 23.370531, 191.560729, 21.159258, 179.383912, 18.637934, 167.164797, 15.541513, 154.845176, 12.557272, 143.314638, 9.235873, 130.900337, 6.376001, 119.351041, 3.426877, 106.547463, 1.509232, 95.016714, 0.000000, 81.373345, 0.502585, 69.428906, 2.721371, 56.865523, 6.245302, 44.900410, 10.729434, 32.835219, 16.050765, 21.072175, 23.865089, 9.897136, 35.547072, 2.904894, 47.129467, 0.000000, 59.642122, 1.010636, 71.249381, 8.284569, 79.449475, 18.692534, 84.735719, 30.315113, 88.476042, 43.064808, 89.685717, 54.557614, 90.025992, 67.464073, 89.078687, 79.677391, 87.508062, 91.377981, 85.768724, 104.139447, 84.184327, 115.995494, 83.478277, 128.860475, 83.148181, 141.327511, 84.416203, 153.631824, 86.056163, 166.580670, 87.430091, 179.029853, 88.036437, 190.082399, 89.403790, 201.975151, 90.148731, 215.570212, 89.019555, 226.729141, 84.763430, 239.549415, 73.798861, 248.466391, 65.546300, 249.907432, 61.709176, 250.692181
Type04, L, 260, 58.760285, 260.564249, 54.589918, 260.058829, 45.825080, 258.597403, 34.483870, 249.487370, 29.067719, 237.205868, 26.162326, 224.513570, 24.038864, 211.996325, 22.225116, 199.277879, 20.218785, 186.432421, 17.765270, 173.624490, 15.170716, 161.228507, 12.192775, 148.476527, 9.202883, 136.092650, 6.436026, 123.303482, 3.576425, 110.642514, 1.211139, 97.955854, 0.000000, 85.655353, 0.451533, 72.383966, 2.729749, 60.279191, 6.185291, 47.538540, 10.687094, 34.970108, 15.649075, 22.951418, 23.486501, 10.981190, 34.806369, 3.050318, 47.465667, 0.000000, 59.879773, 1.103735, 72.151310, 8.745032, 79.278423, 20.664365, 84.405747, 32.475038, 87.796404, 45.323613, 89.486745, 57.551354, 89.572816, 70.345306, 88.164413, 83.349752, 86.166541, 95.578044, 84.265267, 108.258024, 82.781841, 120.913409, 82.109091, 133.748745, 82.550611, 146.519515, 83.360204, 159.962108, 84.777040, 172.893431, 86.205703, 185.749693, 87.833168, 198.298135, 89.109612, 211.593245, 89.785801, 224.989723, 88.359526, 237.598645, 82.662950, 250.024215, 71.388370, 259.419273, 62.726226, 260.185079, 59.267337, 260.515157
Type04, L, 265, 59.640474, 265.628491, 55.302192, 265.380443, 47.026057, 264.625016, 34.643763, 256.496451, 28.607577, 243.686921, 25.470862, 231.230835, 23.042267, 217.487047, 21.593729, 204.690062, 19.956894, 191.611139, 17.512091, 177.893516, 15.105887, 165.628451, 12.211196, 152.418810, 9.457830, 139.607882, 6.523180, 126.906336, 3.987646, 114.217439, 1.595153, 100.986392, 0.000000, 88.449831, 0.123406, 75.374394, 2.117173, 62.113288, 5.373348, 49.801400, 9.634348, 36.924603, 14.664054, 24.520946, 21.496563, 12.193300, 33.044866, 3.267718, 45.809401, 0.000000, 59.090971, 1.185033, 71.622612, 8.610298, 79.466822, 20.724884, 84.161795, 33.093641, 87.131558, 46.326789, 89.659867, 58.570233, 90.334538, 71.349605, 89.145685, 84.512174, 87.601100, 97.209732, 86.040237, 109.705901, 84.900586, 123.124111, 83.971462, 135.949585, 84.165766, 149.154939, 84.524548, 161.816558, 86.058765, 174.574285, 87.385122, 187.926787, 88.950124, 200.702610, 89.918111, 213.973855, 90.169230, 227.427232, 88.428196, 240.575495, 84.239855, 253.956429, 73.040168, 263.985734, 64.189684, 264.909442, 59.724127, 265.873762
Type04, L, 270, 62.820217, 270.637605, 57.898115, 270.705835, 49.314708, 269.636892, 36.644864, 261.444742, 30.078022, 248.683338, 27.028474, 236.402827, 24.850131, 222.572782, 22.616335, 209.764973, 20.454693, 196.101696, 18.163936, 183.353881, 15.544817, 169.946663, 12.731765, 156.810219, 9.954196, 143.810868, 7.093260, 130.443394, 4.125150, 117.067513, 1.361455, 103.566044, 0.000000, 90.587159, 1.122374, 77.590282, 3.553573, 64.339545, 5.724354, 51.307457, 9.506941, 37.830728, 15.209419, 25.384277, 23.626857, 13.429645, 34.926752, 4.006080, 48.158104, 0.000000, 61.310958, 0.856693, 74.499849, 8.130867, 81.449245, 20.455895, 86.745202, 32.539952, 90.141895, 46.055842, 91.785996, 59.178724, 91.512381, 72.259559, 89.933312, 85.974876, 87.869857, 98.749771, 86.245742, 112.368991, 85.195163, 124.801759, 84.498219, 137.646114, 84.520020, 151.391488, 85.396123, 164.282142, 86.840720, 177.890777, 88.691655, 190.519786, 90.316252, 203.764153, 91.494935, 217.392469, 91.820815, 230.575244, 90.246337, 243.121290, 86.442775, 256.585955, 76.526732, 267.958695, 66.840477, 270.048737, 63.196278, 270.507262
Type04, L, 280, 63.959965, 280.335567, 59.185507, 280.062603, 49.694470, 279.353004, 37.048123, 270.943926, 30.135098, 257.638441, 26.582303, 244.524769, 23.741042, 230.108756, 22.022066, 216.682162, 19.998615, 202.675470, 17.675647, 189.347871, 14.723281, 175.163284, 11.965885, 162.289121, 9.112059, 148.888476, 6.306926, 135.324921, 3.890777, 122.675694, 1.513787, 108.331243, 0.004600, 94.622212, 0.000000, 80.277865, 1.813737, 66.637343, 5.350705, 53.444503, 9.963579, 39.609077, 15.120778, 26.907054, 22.381261, 13.763285, 34.327740, 3.924368, 47.700123, 0.000000, 61.666590, 0.113597, 74.995941, 7.968852, 83.144023, 20.630607, 88.861422, 33.533509, 92.320351, 47.120719, 93.668284, 59.993006, 93.845535, 74.106832, 92.883321, 88.079403, 91.452105, 101.137329, 89.822500, 114.742713, 88.410132, 128.851002, 87.223687, 142.028529, 87.031540, 156.019508, 87.440300, 169.324311, 88.946647, 183.778847, 90.358769, 197.181288, 91.954299, 210.922329, 93.417520, 224.081850, 93.978361, 238.863695, 92.739441, 252.731744, 89.283127, 266.034569, 78.300578, 277.344678, 68.902747, 279.497774, 64.036152, 280.362161
Type05, L, 240, 54.981656, 240.332794, 51.083385, 240.264525, 43.003924, 238.997944, 32.368735, 231.034432, 26.950384, 219.893821, 23.947851, 208.315257, 21.724437, 196.315008, 20.207360, 184.472323, 19.226801, 171.994893, 18.016573, 159.599920, 16.032669, 147.914543, 13.033698, 136.473917, 8.805836, 125.225496, 4.752566, 114.101588, 1.307539, 102.801693, 0.062906, 90.603740, 0.000000, 78.326464, 1.843950, 66.914012, 4.582424, 54.903933, 8.319723, 43.505217, 13.093510, 32.053002, 18.679633, 20.915435, 26.568120, 10.730775, 36.781875, 3.008312, 48.467140, 0.000000, 61.251176, 0.641836, 70.820506, 9.811159, 74.397844, 21.461540, 78.686970, 32.679883, 81.950573, 43.996055, 83.599715, 55.059044, 82.999143, 66.881604, 80.889376, 78.633269, 77.603327, 90.285963, 74.217860, 101.888754, 71.292764, 113.652070, 70.178121, 125.262951, 70.958619, 137.248512, 72.496071, 148.319349, 74.865711, 160.344284, 77.587825, 171.324285, 80.414377, 183.346282, 82.845037, 194.650171, 83.617009, 206.442630, 81.802727, 218.118490, 77.017767, 230.018454, 66.717942, 238.259121, 58.694036, 239.918325, 55.389224, 240.476023
Type05, L, 260, 58.063523, 260.735991, 54.314007, 260.250856, 45.682032, 258.685768, 35.522634, 248.293059, 30.986944, 235.905443, 27.776815, 224.090826, 25.374763, 211.073703, 23.971122, 197.800295, 22.616415, 185.221082, 21.313942, 172.829591, 19.011940, 159.921254, 15.391968, 147.135853, 11.393792, 134.768274, 7.223719, 122.623471, 3.509555, 110.407180, 0.808594, 97.676073, 0.000000, 84.069005, 0.879837, 72.591864, 3.457540, 59.824176, 6.786737, 47.529200, 11.716316, 35.153025, 17.144112, 23.043783, 23.779860, 10.955644, 35.098566, 2.730189, 47.590566, 0.000000, 59.789271, 1.663122, 71.523331, 10.994215, 76.581052, 22.861122, 80.679636, 35.736225, 84.248577, 47.858550, 86.582421, 61.022579, 87.447798, 73.754176, 86.193587, 87.346284, 83.792025, 99.261159, 80.674793, 111.894388, 77.724808, 124.177096, 75.464602, 136.574505, 75.007785, 148.514493, 76.187430, 162.271132, 78.392804, 175.034015, 81.203705, 186.971987, 83.811444, 199.835238, 86.346833, 211.751201, 87.509812, 224.466613, 86.477849, 236.572185, 81.977159, 249.369802, 71.483194, 259.006710, 62.475096, 260.232473, 58.061368, 260.890083
Type05, L, 280, 64.045682, 280.467409, 68.615007, 279.955238, 77.890768, 277.515084, 88.735363, 265.846051, 92.879233, 252.371709, 92.606470, 238.919977, 90.793668, 225.275770, 88.391574, 211.799674, 85.665777, 198.425252, 82.772625, 184.884989, 80.393517, 171.995303, 79.021935, 157.755919, 79.624054, 144.117665, 81.807305, 130.511676, 85.174576, 116.926056, 89.114409, 103.975108, 92.050942, 90.100356, 93.029431, 77.056878, 91.332227, 62.061044, 88.677515, 49.104294, 84.656596, 35.742363, 82.020709, 22.714463, 75.391121, 9.331151, 62.741164, 0.258132, 48.851958, 0.000000, 34.793712, 4.059294, 23.989588, 15.101433, 16.542899, 27.629172, 11.121136, 40.979095, 6.250877, 54.191579, 2.919834, 67.801464, 0.684325, 81.252184, 0.000000, 95.523821, 1.206141, 108.915506, 4.073397, 122.864489, 8.024815, 135.272643, 12.253921, 148.548343, 16.725897, 162.143321, 19.645882, 175.595296, 22.387025, 189.510603, 24.289176, 203.298163, 25.553307, 216.592377, 27.146581, 229.210914, 28.964287, 242.309829, 32.445077, 255.716471, 38.457193, 268.819851, 50.446545, 279.057892, 59.757133, 280.293911, 63.981374, 280.560927
Type05, L, 290, 67.893827, 290.668650, 63.635792, 290.700878, 54.103679, 289.838437, 41.479294, 279.293866, 34.887316, 266.279821, 30.977814, 251.935201, 28.073694, 238.567277, 25.949681, 224.085080, 24.234196, 209.985496, 22.714597, 195.747959, 20.431888, 181.433946, 17.221283, 167.688725, 12.825680, 153.923299, 8.260204, 139.517710, 3.885720, 125.932251, 1.150125, 111.397252, 0.000000, 98.545926, 0.702654, 83.166490, 3.189622, 69.234045, 6.650634, 55.517023, 11.434591, 41.938862, 16.964943, 28.132034, 24.616715, 15.214167, 36.213983, 4.585847, 50.570708, 0.000000, 63.935659, 1.326044, 77.839003, 9.891766, 85.046592, 23.332321, 89.469547, 36.858274, 92.641966, 50.463278, 95.716468, 64.938229, 97.483880, 78.764964, 97.195574, 92.843166, 94.106982, 106.938085, 90.032303, 120.252811, 86.143452, 134.796397, 83.526331, 147.494845, 82.467732, 163.587410, 83.816190, 178.575777, 86.466822, 192.277227, 89.436454, 206.337126, 92.756616, 220.169856, 95.635655, 233.877614, 97.542278, 248.676043, 97.134445, 262.794369, 93.937836, 276.344884, 81.992716, 288.202257, 72.489511, 289.655759, 67.668410, 291.123128
Type06, L, 230, 51.872071, 230.833503, 48.297992, 230.324916, 40.561331, 228.621325, 30.735046, 220.377691, 25.273431, 209.876157, 22.253308, 198.952664, 20.518557, 187.726460, 19.399146, 176.290933, 17.653690, 164.898039, 15.617766, 154.674975, 12.907071, 142.619609, 9.952594, 131.617351, 7.495262, 120.994572, 4.510399, 109.262908, 2.508310, 98.619597, 0.585593, 87.037720, 0.000000, 75.706992, 0.581708, 64.070703, 2.398188, 53.022080, 5.307367, 41.680022, 9.144907, 30.446740, 14.116521, 19.758204, 21.458058, 9.517589, 31.590619, 2.411198, 42.978201, 0.000000, 54.672749, 2.715632, 64.444064, 10.216741, 70.435003, 20.625216, 74.282349, 31.444870, 77.192324, 42.193506, 79.351911, 53.012994, 80.150029, 64.666984, 79.969219, 76.153556, 79.173779, 86.855272, 77.979508, 97.869358, 76.423349, 109.733434, 75.417711, 120.529921, 74.611843, 131.971964, 74.862055, 143.545246, 75.714009, 154.981127, 77.409163, 166.163288, 78.717676, 177.607592, 79.877826, 188.195243, 80.181253, 199.873146, 79.129847, 211.024601, 73.949286, 222.453977, 63.119221, 229.222562, 55.851888, 230.801558, 51.544868, 230.441817
Type06, L, 240, 54.024269, 240.287756, 49.855694, 239.774048, 42.028880, 238.363706, 31.636543, 229.850850, 26.630975, 219.023757, 23.269850, 207.278940, 20.881671, 195.655515, 18.999375, 184.795005, 17.103356, 172.493881, 15.130990, 161.140888, 12.714996, 149.484480, 10.273066, 137.929016, 7.595798, 127.926546, 4.311368, 115.669702, 2.014833, 104.087821, 0.027493, 92.321850, 0.000000, 80.854728, 0.263071, 69.681205, 2.151229, 58.746750, 4.558503, 47.148279, 8.362645, 35.685715, 12.905248, 24.514269, 18.975855, 13.518489, 28.598572, 4.394186, 39.816375, 0.156720, 51.977474, 0.000000, 63.322504, 6.613003, 70.576196, 17.113411, 75.492067, 28.452367, 78.713108, 39.636437, 80.543250, 50.994665, 81.451874, 63.328261, 81.333199, 74.785052, 80.541151, 86.813755, 79.282701, 98.427607, 77.599328, 110.800801, 76.370598, 122.928661, 75.717959, 134.086069, 76.004274, 147.040947, 76.964338, 158.270503, 78.262774, 170.398432, 79.798063, 182.233811, 81.100215, 194.514171, 81.820413, 206.273605, 79.991957, 217.734517, 75.294704, 229.606958, 65.464222, 238.379218, 57.590085, 239.744654, 54.382428, 240.381449
Type06, L, 250, 55.101035, 250.672567, 51.289100, 250.423033, 42.838130, 248.888121, 32.641634, 239.857728, 26.296457, 228.561216, 22.234696, 216.918052, 20.103448, 204.620597, 18.785677, 192.521356, 17.122405, 180.051858, 14.873604, 167.770839, 12.409051, 155.474833, 9.574710, 143.104455, 7.053842, 132.177148, 4.171932, 119.928660, 2.100875, 107.603644, 0.434538, 95.154792, 0.000000, 83.737832, 0.287516, 71.308662, 2.033586, 59.016143, 4.803489, 47.000340, 9.092927, 35.165854, 14.500258, 23.568670, 21.788047, 12.541604, 31.853980, 3.221033, 44.344557, 0.000000, 56.447390, 1.557586, 67.640424, 10.020396, 73.495903, 21.385581, 78.387675, 32.954985, 81.308086, 45.132295, 83.297141, 57.630912, 84.429514, 70.124512, 84.865328, 81.527230, 84.025469, 94.320966, 81.992110, 105.874162, 80.453120, 118.928073, 79.716803, 129.988686, 79.516785, 142.834960, 79.958175, 155.464718, 80.644921, 167.417244, 81.829989, 179.662942, 82.792118, 191.945073, 84.436774, 204.484785, 84.863040, 217.082068, 83.544080, 228.415099, 78.513432, 240.685215, 67.375799, 248.952215, 59.219604, 250.269812, 55.053872, 250.712925
