Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,10.09738,9.28023,2.19602,0.71810,4.13300,0.79416,0.82545,280.17215,0.96415,0.98170,0.00000
PCA_LINEAR,11.00151,10.17170,7.50719,2.20071,15.41296,1.51950,4.92130,734.00344,0.91227,0.95386,0.00000
PCA_SVR,10.12685,9.33760,2.56378,0.75615,5.05351,0.74068,1.59629,261.86889,0.96368,0.98145,0.00000
PURE_GPR,10.05754,9.23722,2.24058,0.76926,4.19059,0.79895,0.70173,278.79166,0.96209,0.98062,0.00000
PURE_KRR,10.04322,9.22320,2.14914,0.70914,4.15748,0.76664,0.67600,274.34541,0.96461,0.98193,0.00000
PURE_SVR,10.09752,9.27294,2.22478,0.69844,4.31489,0.79744,0.56128,302.08698,0.96707,0.98319,0.00000
RATIO_CTRL,3.21354,2.87109,4.73286,1.74047,4.11637,3.13289,0.66861,669.84963,0.93578,0.96660,0.00000
