Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,7.18947,6.54893,1.83405,0.61696,2.48519,0.58210,0.45266,235.14185,0.96938,0.98437,0.00000
PCA_LINEAR,8.49605,7.81484,6.81839,2.09103,12.31209,1.48413,3.63003,630.68571,0.91886,0.95746,0.00000
PCA_SVR,7.22108,6.62451,2.39218,0.65583,4.73878,0.51250,1.20025,260.89333,0.96852,0.98390,0.00000
PURE_GPR,7.13174,6.47990,1.92596,0.67040,2.40273,0.61989,0.31733,239.40127,0.96786,0.98359,0.00000
PURE_KRR,7.13558,6.48941,1.77334,0.60367,2.35184,0.53998,0.38174,238.78768,0.96989,0.98462,0.00000
PURE_SVR,7.25487,6.60477,1.85201,0.57668,2.54652,0.55842,0.26376,262.04837,0.97119,0.98525,0.00000
RATIO_CTRL,3.20185,2.86220,4.73411,1.72829,4.38179,3.13939,0.21484,706.06443,0.94074,0.96926,0.00000
