Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,13.66722,12.67062,3.61375,0.99940,7.79081,1.33644,0.51931,423.85270,0.95908,0.97909,0.00000
PCA_LINEAR,14.32866,13.40218,8.35723,2.39123,17.69188,1.70760,4.92839,841.32405,0.91305,0.95433,0.00000
PCA_SVR,13.67401,12.69086,3.74216,0.99872,7.66112,1.23459,1.16134,415.13447,0.95904,0.97905,0.00000
PURE_GPR,13.66428,12.66341,3.67230,1.06171,7.94361,1.33432,0.45505,429.78551,0.95648,0.97771,0.00000
PURE_KRR,13.63747,12.63804,3.61794,0.99601,7.85516,1.33054,0.51160,426.57840,0.95856,0.97880,0.00000
PURE_SVR,13.67359,12.65758,3.69885,1.00251,7.90119,1.30676,0.50157,443.55626,0.95836,0.97868,0.00000
RATIO_CTRL,3.18841,2.86401,4.66471,1.74590,3.55694,3.10752,0.58064,650.03360,0.94049,0.96914,0.00000
