type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40
Type05, L,240,55.117246,241.400142,50.468296,241.375482,39.793795,239.20172,28.909902,226.936892,24.834725,212.558115,21.82827,197.735943,20.120401,182.96115,18.940883,167.233613,17.005108,152.365865,13.442777,138.165767,8.243513,124.155092,3.052442,110.425156,0.284598,95.767406,0,80.317353,2.302705,66.043907,6.011976,51.294299,11.462254,37.102049,17.946152,23.212914,27.82042,10.077025,41.004074,2.311321,56.723377,0,70.688603,8.768838,74.912551,24.016374,80.324346,37.63424,83.501825,51.66446,83.604895,65.897204,80.858984,80.752998,76.68354,95.059508,72.463695,109.646685,70.176337,124.178307,71.121229,138.814328,73.22009,153.033364,76.481006,167.373167,79.948906,181.69269,83.276809,196.190579,83.697836,210.52511,80.480193,225.529149,70.33867,238.54136,59.461615,240.815483,55.718673,241.615733
Type05, L,260,58.27953,261.033555,53.809893,260.695915,42.30458,257.67418,32.795095,242.43431,28.882348,227.729428,25.538607,211.86553,23.940962,195.220835,22.306157,179.962961,20.270694,164.141303,15.883632,148.074433,10.866436,132.816026,5.702008,117.668565,1.646512,102.389909,0,85.379531,1.407335,70.932846,4.784577,55.102402,9.999248,39.800127,16.745116,24.756745,24.803338,9.367425,40.260071,1.144423,55.211953,0,71.012558,9.196278,77.4463,24.811229,82.292295,40.219086,86.20676,55.923421,87.848314,72.085288,86.425712,88.642707,83.090942,103.63045,79.158456,119.258986,75.890219,134.572686,75.118903,149.464688,76.910881,166.740786,80.145507,181.707783,83.511407,197.355404,86.762039,212.548959,87.916495,228.020829,85.478974,243.455868,75.392515,258.388203,63.540376,260.56868,58.531865,261.14635
Type05, L,280,64.253601,281.663999,69.770834,281.245449,81.755696,277.000407,92.311393,260.418021,93.264593,243.88832,91.056643,226.769041,88.066758,210.246753,84.474595,193.247735,81.13485,177.192176,79.057732,159.801398,79.969855,142.735595,83.228899,125.790805,88.033168,109.36202,92.365577,92.652809,93.142114,75.782157,90.855044,57.78376,86.009806,41.697511,82.818085,25.503347,74.695322,8.219922,57.722289,0,40.020286,2.620946,24.906775,14.086895,16.049282,30.498171,9.373378,46.690981,4.144141,63.532926,1.053976,80.266717,0,97.757222,2.028695,114.782348,6.362842,131.2972,11.622582,147.006146,17.163355,164.163673,20.697967,180.860792,23.819189,198.254653,25.47081,215.098263,27.258847,230.723513,29.840446,247.13317,34.741636,263.823421,46.621294,278.990038,59.221577,281.771905,63.910376,281.56339
Type05, L,290,68.001487,291.178433,62.921267,291.641878,50.20866,288.945459,37.326264,273.828787,32.034399,256.370871,28.184835,239.442609,25.655566,221.584951,23.709025,204.09213,21.484422,186.123878,17.605867,169.070304,12.188571,151.67851,6.282849,134.282994,1.828561,116.58738,0,100.120719,1.00779,81.430603,4.516381,64.160302,9.644179,47.304908,16.420434,30.218695,25.464515,13.749127,41.841163,2.14316,58.892332,0,76.694269,8.314405,86.252832,25.527235,90.681395,41.980295,94.764686,59.672925,97.669122,77.085976,97.406123,94.681543,93.016607,111.646435,87.779678,129.265755,83.896188,145.481231,82.414329,164.91437,84.584328,183.423883,88.183821,200.320313,92.105012,217.862704,96.102496,234.707134,97.789655,253.325546,96.930171,270.241132,86.672238,287.060487,73.11248,290.538383,68.35731,291.227619
