Type,Base_Size,Points_Count,Time_sec,Inferred_Base_Type,Output_File
Type00,240,80,0.017744200071319938,Type05,Fin_Excel_Data_CTRL80\PCA/pred_Data_230_280_PCA_Type00.csv
Type01,230,80,0.02465390006545931,Type03,Fin_Excel_Data_CTRL80\PCA/pred_Data_230_280_PCA_Type01.csv
Type02,230,80,0.023285300005227327,Type04,Fin_Excel_Data_CTRL80\PCA/pred_Data_230_280_PCA_Type02.csv
Type03,230,80,0.019359400030225515,Type06,Fin_Excel_Data_CTRL80\PCA/pred_Data_230_280_PCA_Type03.csv
Type04,230,80,0.01934110000729561,Type06,Fin_Excel_Data_CTRL80\PCA/pred_Data_230_280_PCA_Type04.csv
Type05,240,80,0.02009830006863922,Type00,Fin_Excel_Data_CTRL80\PCA/pred_Data_230_280_PCA_Type05.csv
Type06,230,80,0.024809999973513186,Type03,Fin_Excel_Data_CTRL80\PCA/pred_Data_230_280_PCA_Type06.csv
Type07,250,80,0.020467799971811473,Type00,Fin_Excel_Data_CTRL80\PCA/pred_Data_230_280_PCA_Type07.csv
