type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70, x71, y71, x72, y72, x73, y73, x74, y74, x75, y75, x76, y76, x77, y77, x78, y78, x79, y79, x80, y80
Type03, L, 270, 58.999720, 270.138002, 55.936780, 269.856249, 51.133760, 269.827996, 42.901828, 266.738254, 35.937303, 261.744813, 31.042378, 254.463494, 27.914465, 247.101955, 25.612077, 239.093972, 23.877914, 230.936481, 22.349973, 223.185698, 21.283485, 214.958749, 19.874463, 207.368628, 18.930578, 199.182468, 17.699375, 191.457462, 16.429614, 183.323316, 14.685666, 175.032107, 13.208015, 167.182484, 11.459332, 159.611589, 10.164739, 151.442559, 8.421397, 143.880915, 6.765689, 135.974884, 5.388886, 128.568605, 3.825199, 120.966362, 2.517463, 113.343104, 1.693370, 105.518266, 0.766483, 97.501334, 0.486693, 89.315118, 0.000000, 81.975603, 0.153380, 74.252112, 0.749252, 66.760401, 2.142450, 57.999187, 4.082682, 50.599825, 6.818317, 42.681305, 9.708900, 35.156797, 13.621722, 27.578382, 17.557899, 20.340456, 22.401467, 13.234715, 28.163838, 6.780913, 35.672450, 2.566206, 43.394822, 0.152482, 50.562067, 0.000000, 59.380695, 1.531577, 66.283866, 5.488513, 72.349229, 12.049551, 75.805163, 19.329279, 79.054659, 27.046670, 81.379724, 34.639281, 83.787367, 42.719795, 85.175011, 50.060111, 86.562175, 58.649066, 87.373530, 65.612826, 87.621001, 73.736608, 87.930684, 81.458922, 87.610700, 88.717187, 87.440170, 96.121974, 86.825676, 103.827124, 86.371942, 112.782068, 85.757693, 120.914074, 85.542513, 127.477387, 84.973514, 136.896606, 84.905686, 144.839109, 84.604700, 151.691917, 84.706548, 159.219729, 84.755578, 166.075526, 85.000537, 173.640499, 85.543655, 182.484863, 86.005864, 189.993975, 86.553055, 197.975932, 87.181132, 206.670753, 87.419092, 213.884413, 87.776596, 222.009375, 87.881162, 229.849851, 87.580776, 236.759379, 87.216982, 244.653128, 85.342823, 253.207480, 81.672642, 260.049184, 74.639624, 266.232252, 67.575251, 268.568852, 61.475389, 270.445052, 60.399679, 269.466860
Type03, L, 275, 58.309546, 275.325939, 55.692615, 275.317112, 49.894116, 274.501879, 42.317661, 271.655731, 35.258706, 266.277168, 30.369021, 258.898328, 27.713118, 251.773408, 25.085397, 243.477141, 23.376065, 235.229516, 21.967391, 226.527531, 20.536589, 218.510768, 19.561847, 210.265520, 18.704745, 203.156052, 17.490312, 194.311306, 16.084154, 186.382933, 14.625300, 178.213711, 13.123887, 170.380264, 11.269942, 161.811092, 9.489927, 153.649111, 8.080795, 145.802137, 6.372262, 138.625621, 4.912153, 130.999478, 3.442668, 123.156442, 2.412782, 114.655323, 1.160719, 107.237299, 0.906522, 100.260640, 0.000000, 91.099904, 0.291581, 83.847080, 0.505176, 75.227183, 1.357976, 67.321098, 2.477558, 59.623332, 4.289761, 51.904123, 6.493713, 43.995486, 9.093546, 36.196196, 12.132581, 28.882995, 15.813219, 21.173229, 20.246263, 14.093670, 26.288124, 7.435766, 33.218536, 2.715202, 41.563597, 0.470970, 48.711908, 0.000000, 57.053959, 1.991681, 64.318064, 5.932237, 70.866017, 12.224659, 75.151938, 19.459736, 78.298203, 27.021521, 80.869864, 34.837828, 83.194090, 42.995228, 84.991952, 51.529686, 86.425094, 58.000265, 87.596183, 66.491400, 88.352541, 73.338096, 89.198401, 81.960875, 89.207234, 89.878576, 89.076918, 98.275655, 88.730725, 106.485023, 88.011033, 114.175504, 87.008134, 122.086909, 85.853963, 129.876311, 84.896719, 138.006849, 84.087280, 146.172755, 83.794798, 154.582217, 83.748293, 162.464281, 84.538401, 170.408182, 85.009578, 177.919484, 86.111218, 187.360957, 86.580216, 194.853991, 87.127158, 202.673160, 87.652898, 211.584392, 87.987922, 218.687946, 88.850247, 227.653107, 89.215811, 235.190416, 89.125340, 243.272813, 87.928832, 251.114995, 85.475573, 258.542147, 80.739075, 265.903210, 74.092888, 271.227870, 66.079992, 274.642766, 61.014441, 274.774072, 59.187688, 276.139777
Type03, L, 280, 65.841099, 279.731723, 68.577784, 279.066975, 73.918398, 277.771801, 81.118995, 272.186979, 86.006952, 264.856864, 88.960881, 256.921396, 90.079045, 248.916746, 90.471825, 240.780348, 89.866048, 232.810431, 89.649644, 224.569273, 89.121014, 216.386479, 89.072399, 207.879152, 88.504397, 200.511044, 88.037834, 191.666980, 87.394674, 183.540286, 86.732208, 175.293162, 86.166835, 166.890139, 86.028113, 158.827302, 85.733990, 150.409249, 86.111984, 142.128273, 86.865136, 133.809117, 87.848655, 125.748789, 88.992406, 117.606068, 89.833988, 109.523542, 90.215584, 101.936617, 90.302984, 93.200121, 90.072020, 84.893755, 89.519103, 77.486457, 88.616767, 67.769447, 87.494596, 60.419014, 86.270710, 51.735938, 84.575292, 43.782822, 83.092148, 35.552924, 80.770138, 27.296138, 77.986477, 19.612428, 73.293549, 12.117508, 66.734309, 5.893328, 59.003130, 1.782987, 50.991732, 0.000000, 42.904301, 0.370146, 34.869964, 3.214605, 27.435221, 7.534303, 21.195487, 14.305400, 16.403071, 21.528879, 12.456007, 29.265404, 9.191765, 37.149196, 6.498067, 44.745416, 4.216173, 53.279779, 2.373504, 61.068048, 1.309484, 68.981663, 0.450035, 76.762150, 0.000000, 84.505826, 0.149601, 92.902902, 0.575914, 101.575132, 1.254444, 108.907649, 2.249956, 117.778577, 3.906247, 126.561712, 5.171727, 135.085460, 7.247328, 144.072728, 8.612085, 150.748391, 10.504514, 158.622912, 12.287724, 167.126563, 14.052148, 175.321437, 15.686640, 182.482878, 16.902773, 189.916998, 18.414911, 198.075237, 19.717114, 206.994427, 20.680813, 214.803390, 21.202748, 223.250426, 22.293254, 231.558127, 23.163839, 238.613433, 24.850992, 246.595262, 27.114116, 255.013438, 30.444411, 262.550008, 35.075104, 270.277287, 42.205977, 275.909839, 49.677279, 279.400797, 58.086981, 280.391905, 62.494076, 280.400724, 67.380568, 280.047304
Type04, L, 230, 54.734456, 230.228540, 52.426499, 230.103046, 48.133366, 230.151321, 41.138316, 228.437498, 34.608149, 225.088206, 29.051120, 219.642632, 25.655465, 213.026257, 23.839060, 206.663889, 22.291900, 199.379835, 21.308248, 192.377219, 20.295414, 185.984837, 19.257812, 179.120620, 18.048845, 172.040565, 16.807822, 165.402908, 15.543968, 158.436681, 14.290424, 151.855290, 12.706599, 144.849687, 11.448014, 138.197766, 9.841212, 131.420366, 8.433906, 124.901585, 7.020818, 117.991873, 5.571940, 111.394306, 3.966820, 104.614005, 2.726466, 98.244885, 1.419557, 91.062482, 0.539581, 84.149508, 0.136666, 77.233662, 0.000000, 70.776469, 0.587027, 63.842696, 1.548491, 56.587477, 3.159455, 49.972492, 4.841825, 43.206922, 7.393407, 36.598098, 9.977105, 29.915578, 13.262347, 23.435745, 17.108574, 17.247776, 21.627798, 11.548255, 27.203728, 6.382795, 33.374105, 2.582759, 40.268109, 0.534921, 47.079810, 0.000000, 53.471571, 0.772291, 60.698741, 3.022119, 66.779074, 6.713668, 72.308819, 11.816894, 75.998821, 18.215995, 78.672283, 24.707933, 80.457147, 31.562945, 81.362839, 38.387381, 81.845513, 45.322851, 81.892958, 52.154234, 81.358865, 59.233042, 80.664272, 65.949130, 80.089058, 73.052879, 79.166184, 80.010474, 78.596680, 86.284034, 78.007910, 93.327428, 77.494111, 100.064165, 77.120459, 106.682300, 76.808330, 113.511978, 76.477360, 120.392287, 76.534196, 127.353779, 77.171189, 134.009286, 78.037847, 140.585641, 78.815145, 147.803357, 79.514629, 154.343846, 80.144584, 160.782310, 80.634811, 167.626597, 81.169676, 174.681739, 81.444960, 181.541184, 81.756513, 188.343445, 81.843898, 194.869793, 81.406976, 201.828816, 80.458899, 208.527696, 78.035494, 215.477447, 74.394720, 221.678810, 68.119951, 226.256950, 61.833549, 228.843714, 57.314499, 229.834622, 54.409028, 230.256653
Type04, L, 235, 55.689547, 235.274527, 53.281035, 235.141064, 48.813572, 235.221013, 41.824820, 233.195472, 35.470255, 229.427301, 30.441080, 223.751588, 26.629964, 217.319372, 24.258945, 210.875601, 22.083860, 204.694041, 20.748416, 197.807805, 19.618386, 190.919900, 18.709883, 183.786010, 17.717139, 177.247393, 16.868640, 170.492241, 15.543240, 163.500027, 14.193267, 156.662810, 12.842249, 149.831927, 11.314169, 142.827901, 9.810912, 135.745322, 8.386714, 129.220422, 6.730528, 121.877328, 5.511613, 115.355405, 3.918020, 108.553313, 2.806016, 101.245717, 1.451934, 94.596423, 0.791610, 87.491097, 0.000000, 80.732364, 0.004353, 73.488811, 0.139379, 66.993596, 0.764947, 59.899055, 2.216617, 53.187506, 3.532151, 46.273265, 5.746359, 39.723371, 8.247419, 32.843033, 11.187079, 26.171848, 14.885382, 19.810316, 19.215214, 13.791705, 24.423891, 8.054386, 30.615340, 4.030517, 37.403958, 1.043783, 44.204311, 0.000000, 51.429554, 0.545213, 58.210467, 2.739832, 64.569784, 6.791941, 69.830120, 12.222794, 73.872644, 18.460365, 76.557366, 24.628597, 78.970438, 31.818459, 80.370363, 38.117741, 81.317308, 44.837482, 81.936700, 51.885754, 82.351797, 58.966104, 82.220516, 65.776852, 81.923121, 72.958351, 81.205385, 79.682747, 80.558261, 87.033547, 79.626006, 93.883348, 78.885926, 101.086867, 78.025514, 107.786673, 77.361632, 115.626521, 77.174915, 122.340732, 76.903612, 129.431368, 77.273753, 136.285640, 77.654579, 143.791542, 78.313404, 150.533187, 78.933818, 157.246224, 79.757919, 164.183597, 80.578597, 171.190856, 81.280901, 178.171280, 81.863229, 185.326305, 82.361573, 192.460721, 82.218081, 199.746674, 81.700157, 206.278364, 80.602374, 213.640547, 78.340204, 220.220077, 74.567027, 226.713114, 68.521600, 231.701860, 62.348279, 234.104660, 57.738162, 235.337700, 55.971504, 234.623401
Type04, L, 240, 58.428936, 240.205666, 55.862836, 240.304803, 51.101322, 239.429476, 44.221917, 236.591436, 37.621132, 233.134421, 32.271536, 227.358448, 28.544153, 220.906652, 26.042335, 213.710762, 24.211517, 206.851581, 22.635790, 199.309962, 21.453325, 192.157582, 20.300153, 185.192028, 19.390823, 178.101296, 18.079216, 171.413007, 16.620504, 164.218342, 15.241826, 157.152756, 14.010727, 150.732676, 12.587887, 143.558117, 11.231345, 136.767209, 9.654545, 129.851191, 8.214513, 121.925209, 6.928872, 115.648288, 5.316640, 108.823272, 4.313379, 101.108288, 2.681031, 94.722717, 1.632407, 87.434824, 0.545361, 80.737035, 0.022459, 73.443448, 0.000000, 66.627618, 0.785300, 59.738943, 2.134706, 52.757483, 4.382325, 45.769710, 6.676061, 38.877890, 9.522895, 32.163466, 12.535016, 25.289736, 16.138304, 18.800976, 20.299234, 12.551007, 26.158992, 7.253240, 32.479918, 3.518260, 39.650293, 1.214072, 46.623300, 0.000000, 53.604911, 0.219289, 60.500428, 2.849302, 66.701711, 7.489289, 72.018680, 13.290985, 75.827586, 19.834336, 78.674390, 26.390913, 80.824271, 33.479007, 82.245385, 40.871510, 83.202682, 47.631017, 83.810766, 54.832628, 83.916101, 62.485829, 84.113441, 68.267582, 83.555866, 75.994199, 83.418931, 82.743240, 82.200780, 90.067816, 81.527982, 96.837025, 80.597938, 104.101522, 79.645135, 111.154715, 79.127204, 118.177590, 78.684344, 125.336104, 78.726825, 132.152752, 79.040032, 139.176560, 79.572822, 146.101485, 80.361618, 153.450280, 81.046017, 160.391703, 81.757837, 167.267390, 82.360030, 173.999269, 82.744739, 181.022015, 82.628616, 187.970440, 83.199961, 195.238369, 83.865597, 202.361829, 84.313385, 209.144145, 83.023039, 215.647536, 80.752421, 222.481409, 76.902191, 228.995600, 72.095517, 234.946389, 65.721077, 238.785665, 60.667556, 240.071110, 59.000003, 240.021913
Type04, L, 245, 58.280388, 245.328236, 55.671273, 245.152876, 50.908037, 245.010456, 43.708970, 242.562188, 37.080989, 238.664737, 31.692819, 232.521533, 28.648627, 226.187684, 26.381244, 219.189785, 24.689795, 212.096594, 23.365607, 204.984544, 22.524914, 197.652752, 21.539255, 190.838528, 20.453661, 182.931733, 19.344454, 176.417793, 18.031673, 169.064433, 16.454946, 161.987219, 15.039088, 154.704423, 13.242700, 147.726815, 11.729197, 140.477366, 9.952392, 133.204974, 8.160624, 126.396073, 6.647422, 119.272256, 5.078274, 112.366558, 3.413882, 105.154751, 2.015059, 98.122676, 0.982442, 90.682220, 0.024918, 83.134609, 0.000000, 76.211523, 0.302997, 68.888347, 1.379806, 61.794196, 2.743986, 54.488602, 4.552966, 47.973023, 6.894949, 40.529257, 9.295915, 33.614408, 12.126056, 26.516983, 15.294232, 19.656808, 19.511173, 13.138495, 25.293805, 7.552171, 31.954801, 3.522588, 38.968379, 1.035718, 45.731990, 0.000000, 53.253706, 0.769973, 60.150708, 3.492147, 66.689811, 7.943675, 72.002170, 13.681523, 76.217098, 20.013814, 78.881198, 27.177063, 81.089341, 34.050825, 82.757676, 40.684728, 85.658434, 48.199587, 86.091450, 54.709391, 85.707769, 62.274640, 85.493048, 69.660222, 84.723870, 77.058632, 83.550505, 84.261069, 82.428073, 91.305413, 81.191268, 99.062243, 80.515635, 105.773015, 79.901049, 112.434894, 79.682977, 120.044419, 79.573645, 127.363181, 79.981833, 134.690646, 80.332129, 142.236994, 80.694709, 148.576793, 81.532065, 156.086738, 82.114940, 164.224370, 83.004229, 170.990501, 83.681415, 178.526359, 84.348222, 186.232471, 85.110199, 192.982606, 85.488060, 200.695147, 85.918570, 207.474180, 85.820511, 214.766015, 84.983812, 221.814953, 82.588261, 229.070897, 78.017661, 235.360737, 71.919149, 240.909165, 65.472491, 243.318903, 60.220321, 245.260773, 59.462212, 244.416970
Type04, L, 250, 61.392150, 250.320541, 59.255791, 250.177534, 54.159634, 249.993231, 46.762375, 247.242183, 40.244279, 242.720401, 34.437789, 236.695347, 30.520880, 229.926839, 27.882404, 222.690784, 25.855519, 214.958692, 24.950966, 207.838406, 23.928887, 199.745217, 23.217584, 192.032575, 21.723563, 184.159616, 20.662033, 177.261163, 18.876909, 169.767121, 17.372461, 162.482310, 15.374327, 155.087756, 13.719534, 148.371003, 11.754903, 140.934891, 9.860966, 133.928204, 8.019395, 126.574398, 6.267444, 119.597572, 4.580305, 112.294826, 2.925429, 104.594865, 1.837626, 97.865407, 0.729365, 90.182845, 0.040361, 82.038862, 0.000000, 75.034354, 0.705871, 67.266482, 1.800075, 60.375871, 3.767074, 52.555838, 5.699334, 45.710263, 8.446900, 38.421528, 11.044182, 31.241317, 14.487205, 24.233004, 18.094705, 17.355567, 23.311694, 10.995107, 29.448151, 6.040693, 36.514205, 2.646255, 43.556426, 0.707305, 50.530401, 0.000000, 58.144707, 1.187009, 65.159450, 4.189532, 71.527734, 9.296532, 76.724740, 15.228905, 80.691634, 21.765735, 83.763739, 28.859190, 86.422313, 36.146238, 88.135835, 43.818440, 89.050752, 50.431033, 89.602321, 58.011630, 89.669834, 65.576737, 89.364412, 72.824879, 88.735589, 80.317984, 87.786951, 87.162415, 86.853234, 94.526072, 85.792599, 102.031962, 84.822851, 109.323851, 83.975162, 116.607337, 83.540135, 124.006247, 83.115686, 131.717202, 83.103907, 139.417898, 83.425799, 146.172059, 84.303068, 154.233422, 85.254886, 161.611148, 86.118246, 169.186449, 86.977251, 176.807746, 87.439865, 183.367061, 87.952474, 190.525508, 88.605378, 196.942618, 89.408712, 205.110724, 89.648681, 212.619138, 89.558274, 220.082624, 88.397502, 226.797994, 86.231431, 234.373231, 82.125271, 241.042595, 75.630373, 246.470837, 68.687234, 248.862440, 63.602963, 250.508662, 61.870109, 249.297124
Type04, L, 260, 58.654235, 260.367728, 56.179439, 259.897246, 51.006375, 259.492595, 43.557487, 256.247659, 36.879547, 251.257074, 32.225306, 244.370975, 29.333566, 237.169254, 27.148604, 229.569839, 25.810976, 222.024322, 24.296894, 214.528595, 23.354642, 206.987406, 22.060892, 199.440484, 21.054993, 191.640479, 19.614320, 184.063842, 18.296941, 176.540722, 16.664057, 168.654754, 15.179962, 161.781229, 13.370974, 153.579938, 11.648274, 146.571459, 9.818372, 138.835407, 8.152611, 131.364024, 6.438072, 123.857555, 4.793378, 116.093048, 3.164677, 108.599766, 1.697618, 101.188180, 0.696409, 93.392232, 0.179263, 86.327599, 0.000000, 78.279401, 0.732984, 70.714685, 2.166695, 63.298560, 3.555426, 55.967883, 5.969655, 48.304689, 8.439971, 40.784658, 11.109195, 33.412017, 14.219729, 26.139131, 17.956092, 18.936502, 22.887558, 12.295191, 29.063645, 6.429107, 36.199597, 2.971162, 43.384034, 0.702597, 51.233223, 0.000000, 58.429726, 1.308639, 65.826873, 4.478189, 72.384452, 9.836522, 77.031182, 16.902393, 80.571501, 23.667157, 83.568759, 30.876711, 86.054275, 38.682264, 87.656507, 45.706967, 88.788822, 53.632089, 89.501328, 60.720659, 89.262202, 68.389581, 88.935270, 76.415478, 87.800606, 83.711087, 86.798212, 91.314595, 85.529083, 98.585461, 84.479203, 106.391685, 83.461446, 113.573264, 82.707516, 121.579027, 82.243816, 128.866576, 82.140570, 136.879404, 82.345879, 144.052600, 82.880889, 152.576013, 83.254285, 159.923076, 84.253135, 168.166033, 84.966336, 175.582255, 85.821903, 183.388275, 86.885664, 190.920114, 87.681331, 198.459849, 88.514690, 206.384378, 89.186237, 214.393970, 89.447316, 222.168144, 89.191967, 230.187654, 87.638066, 237.429068, 85.008804, 244.979995, 79.880517, 251.714648, 73.603757, 257.189939, 65.887180, 259.535469, 61.317660, 260.432216, 59.014700, 259.480008
Type04, L, 265, 59.601566, 265.372032, 57.048658, 265.396425, 51.951121, 264.755495, 44.583763, 262.652042, 37.351888, 257.903399, 32.204090, 251.224700, 28.975595, 243.650383, 26.658769, 236.216431, 25.101225, 228.520527, 23.464827, 220.093244, 22.567828, 212.739882, 21.498074, 204.527265, 20.684503, 197.137709, 19.460699, 188.935372, 18.046009, 181.031267, 16.634345, 173.017531, 15.091851, 166.070779, 13.503750, 157.730186, 11.690708, 150.416157, 10.179595, 142.471502, 8.336902, 134.947904, 6.672967, 127.245373, 5.152171, 119.918374, 3.572447, 111.952405, 2.211326, 104.229447, 1.024140, 96.561869, 0.185708, 88.984622, 0.000000, 81.200213, 0.498528, 73.586096, 1.435522, 65.253121, 3.271258, 58.127836, 5.059665, 50.393978, 7.575610, 42.871929, 10.271708, 35.291358, 13.118443, 27.869996, 16.807675, 20.360561, 21.183128, 13.372454, 27.140466, 7.337737, 34.536070, 3.020165, 41.895733, 0.822787, 49.775954, 0.000000, 57.616557, 1.378305, 65.317409, 4.384007, 71.922857, 9.796637, 77.139646, 16.848138, 80.598805, 23.827516, 83.587302, 31.591593, 85.551635, 39.225752, 87.210890, 46.849483, 88.908200, 54.614867, 89.671708, 61.576224, 90.234898, 69.667863, 89.670843, 77.162773, 89.068164, 85.136549, 88.017207, 92.673321, 87.197163, 100.194834, 86.279233, 107.816779, 85.411528, 115.427801, 84.902128, 123.721601, 84.237790, 130.985289, 83.992676, 139.217294, 84.153900, 146.679394, 84.228791, 154.594236, 84.679274, 162.119544, 85.466103, 169.603823, 86.307422, 177.590106, 87.157544, 185.351365, 88.042475, 193.215387, 88.806486, 200.816171, 89.653736, 208.804716, 89.836465, 216.655465, 90.034416, 224.802570, 89.455439, 232.598875, 88.160538, 240.620616, 85.730524, 248.429667, 81.815614, 255.804408, 75.168307, 261.574588, 67.432533, 264.227620, 62.900496, 265.266649, 58.341526, 265.126137
Type04, L, 270, 62.446412, 270.323019, 59.638739, 270.328431, 54.019294, 270.079351, 46.516660, 267.467020, 39.129348, 262.813200, 33.612666, 256.098012, 30.239737, 248.584818, 27.857731, 241.229909, 26.315885, 233.461642, 25.024865, 225.402868, 23.620482, 217.337801, 22.279985, 209.860752, 21.163630, 201.455288, 19.567058, 193.811882, 18.445340, 185.936286, 16.803905, 178.171511, 15.305110, 170.163634, 13.626668, 162.337301, 11.910491, 154.371243, 10.359243, 146.842931, 8.523141, 138.675581, 6.930351, 130.869548, 5.111404, 122.842959, 3.375459, 114.823118, 1.773973, 106.700148, 0.491966, 98.941587, 0.000000, 91.090731, 0.129834, 83.305587, 1.196829, 75.626607, 2.552925, 67.554567, 3.849861, 59.813652, 5.340704, 52.071899, 7.317074, 43.823957, 9.909759, 36.229516, 13.253296, 28.609373, 17.498128, 21.275383, 22.659770, 14.443892, 28.975581, 8.179783, 36.132546, 3.727384, 43.690949, 0.740314, 51.890513, 0.000000, 59.520421, 0.953619, 67.500087, 3.837169, 74.420614, 9.326248, 78.948951, 16.393220, 82.610808, 23.453866, 85.622673, 30.844893, 88.137729, 38.869845, 89.709239, 46.647736, 90.974316, 54.547649, 91.303089, 62.527588, 91.131359, 70.240830, 90.459976, 78.310450, 89.402226, 86.490720, 88.206381, 94.069707, 87.100766, 102.026428, 86.195713, 110.024457, 85.343185, 117.730160, 84.880934, 125.165109, 84.385762, 132.834804, 84.143952, 140.734777, 84.218510, 148.901107, 84.535839, 156.757700, 85.148384, 164.569272, 85.978834, 172.612989, 86.888546, 180.470559, 88.082976, 188.189493, 88.989758, 195.756906, 89.952333, 203.910019, 90.748493, 211.934151, 91.178297, 219.930472, 91.312420, 227.921333, 90.898254, 235.379531, 89.606318, 243.145655, 87.576226, 250.955858, 83.899161, 258.639129, 78.044971, 265.181599, 70.137783, 268.925513, 65.290701, 270.022558, 62.157797, 269.905767
Type04, L, 280, 64.088659, 280.387897, 61.315665, 280.241831, 55.498111, 279.921118, 47.427792, 277.452836, 39.974407, 272.854608, 34.422750, 265.592528, 30.731371, 258.072080, 28.146852, 249.941426, 26.225790, 241.925609, 24.558413, 233.479259, 23.224043, 224.897789, 22.132105, 217.382007, 21.110658, 208.334996, 19.634606, 200.860052, 18.406057, 192.295244, 16.737570, 184.334249, 14.949539, 175.868260, 13.396792, 168.028168, 11.581452, 160.191869, 10.020517, 152.392167, 8.218995, 144.007987, 6.660331, 136.315588, 5.083668, 128.439837, 3.758954, 120.460523, 2.205821, 112.490770, 1.169674, 103.412468, 0.420793, 95.666728, 0.000000, 87.088706, 0.516967, 78.598688, 1.530815, 70.280718, 3.030861, 62.575825, 5.260912, 54.484780, 7.998122, 46.191992, 10.612536, 38.355267, 13.872224, 30.582227, 17.504717, 22.779853, 22.121283, 15.328729, 28.590446, 8.691627, 35.858479, 3.963288, 43.929529, 1.255598, 51.986106, 0.000000, 60.256745, 0.776402, 68.541814, 3.792289, 75.457491, 9.548920, 80.802050, 16.786471, 84.888234, 24.321242, 88.216811, 32.057410, 90.707240, 40.263699, 92.373786, 48.068330, 93.450600, 55.864745, 93.796579, 63.862775, 93.889411, 72.599741, 93.635113, 80.316205, 92.765494, 89.205962, 92.211596, 96.703870, 91.078649, 104.741700, 90.217667, 112.871325, 89.333698, 121.220206, 88.540507, 129.604162, 87.681668, 137.309888, 87.430146, 145.746437, 87.185301, 153.716300, 87.329683, 162.086096, 87.755961, 169.888837, 88.512700, 178.798604, 89.435923, 186.625641, 90.231967, 195.423136, 91.239543, 202.681625, 92.045938, 211.635848, 93.078578, 218.997142, 93.643898, 227.427178, 93.905487, 236.426293, 93.728087, 244.366129, 92.517003, 253.222596, 90.874911, 260.689483, 86.902523, 268.551124, 80.546617, 274.928844, 72.742284, 278.691680, 67.125546, 280.101427, 64.096063, 279.882799
Type05, L, 240, 54.933249, 240.266154, 52.663239, 240.069351, 47.799411, 239.877800, 40.949298, 237.085652, 34.651376, 232.594146, 30.218027, 226.596980, 27.161296, 219.889567, 25.221897, 213.080666, 23.422253, 206.000157, 22.306888, 198.890943, 20.992461, 191.804634, 20.359992, 184.537821, 19.521424, 177.402531, 19.025456, 169.692606, 18.231290, 162.474467, 17.254594, 155.303110, 15.997300, 148.175921, 14.302397, 141.585584, 12.356926, 134.581255, 9.709313, 127.848378, 7.413436, 121.315952, 5.008829, 114.623197, 2.690643, 107.724563, 1.309669, 100.982958, 0.294309, 93.795154, 0.000000, 86.214219, 0.123965, 79.150254, 0.907196, 72.185881, 2.184791, 65.275793, 3.868729, 57.940124, 5.660381, 51.304999, 8.161842, 44.211942, 10.661059, 37.461274, 13.788093, 30.698933, 17.087110, 24.035909, 21.021025, 17.614114, 26.081927, 11.739706, 31.519676, 6.693428, 38.207761, 2.856190, 44.755640, 0.859065, 52.504417, 0.000000, 59.383187, 1.151700, 66.329301, 4.818691, 70.493050, 10.996259, 73.376939, 17.867874, 75.585900, 24.316996, 78.066964, 31.562381, 80.246174, 37.804933, 81.948129, 44.883432, 82.994387, 51.353745, 83.349950, 58.188391, 83.085142, 65.274180, 81.824738, 72.270430, 80.667648, 79.331174, 78.639947, 86.200110, 76.693676, 93.306276, 74.651262, 100.040706, 72.869916, 107.204468, 71.332532, 114.241406, 70.492492, 120.910625, 70.376067, 128.259935, 70.856450, 135.342702, 71.545104, 141.894421, 72.614283, 148.745439, 74.012895, 156.174458, 75.434032, 162.377247, 77.051074, 169.819857, 78.863700, 176.098279, 80.286789, 183.631456, 82.001941, 190.287981, 82.831006, 197.180195, 83.483352, 204.153731, 82.730183, 211.268920, 81.499102, 218.213059, 78.826169, 225.217763, 74.733494, 231.633790, 68.600597, 236.437130, 61.907979, 239.003240, 57.138030, 240.516590, 55.747955, 239.228759
