type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60, x61, y61, x62, y62, x63, y63, x64, y64, x65, y65, x66, y66, x67, y67, x68, y68, x69, y69, x70, y70, x71, y71, x72, y72, x73, y73, x74, y74, x75, y75, x76, y76, x77, y77, x78, y78, x79, y79, x80, y80
Type01, L, 280, 58.663385, 280.463586, 55.784177, 280.268464, 50.176636, 280.117573, 42.483036, 277.283048, 34.903999, 272.222893, 29.690070, 264.986052, 26.313291, 257.304377, 24.353749, 248.896372, 22.679170, 241.071293, 21.376967, 232.722162, 20.075837, 224.442837, 18.931128, 216.144914, 17.839675, 207.847069, 16.396505, 200.147332, 15.262955, 191.943970, 13.722063, 183.818196, 12.350149, 175.296398, 10.795901, 167.224226, 9.083801, 159.265146, 7.570539, 151.106880, 6.142745, 143.375222, 4.400428, 135.011261, 2.837641, 126.926541, 1.636144, 118.898361, 0.880558, 111.119031, 0.000000, 102.076444, 0.002070, 94.338877, 0.315414, 86.092046, 0.954166, 77.965658, 2.277056, 70.459949, 4.007962, 62.255586, 5.952713, 54.585502, 8.409100, 47.129156, 11.415050, 39.387590, 14.812288, 31.469909, 18.919749, 23.988731, 23.554279, 16.687043, 29.751288, 10.081842, 36.831675, 4.584587, 44.593621, 1.308632, 53.298938, 0.000000, 61.330575, 1.434154, 69.113445, 4.762769, 75.666049, 11.242847, 80.435923, 18.505334, 83.548367, 26.069157, 85.609566, 33.959418, 87.092303, 42.037239, 88.524152, 50.303690, 89.433075, 58.080224, 90.173940, 66.274458, 90.276146, 74.036587, 89.921998, 82.640467, 89.202773, 90.339962, 88.270558, 99.221309, 87.660158, 106.563751, 87.168945, 114.826317, 86.641771, 123.163970, 86.478526, 131.605897, 86.602007, 139.585353, 86.990454, 147.911785, 87.422975, 156.358401, 88.393399, 163.757757, 89.355636, 172.629492, 90.073172, 180.069869, 90.379999, 188.488643, 89.870291, 195.799262, 89.503410, 204.408789, 89.097383, 212.918308, 89.062517, 221.151385, 88.988073, 229.561015, 88.921382, 237.912198, 88.375039, 245.559243, 87.382069, 253.560415, 84.948078, 261.073303, 81.168992, 269.008028, 74.595667, 275.471164, 66.987978, 279.153168, 61.687040, 279.672127, 58.432911, 280.937970
Type01, L, 290, 59.704472, 290.362926, 57.193886, 290.282236, 51.082735, 290.048197, 43.207612, 286.976344, 35.835575, 281.427374, 30.227734, 274.101227, 26.887875, 265.878414, 24.910244, 257.533396, 23.953337, 249.387019, 22.425989, 241.072616, 21.057104, 232.443322, 19.571944, 224.207043, 18.277932, 215.601359, 17.341969, 207.673882, 16.094665, 199.118176, 15.110587, 190.761438, 14.020243, 182.119357, 12.545646, 173.878397, 11.333576, 165.903610, 9.284087, 157.443880, 7.540474, 148.939005, 5.832668, 140.522086, 3.888123, 131.673878, 2.572757, 123.343660, 1.092793, 114.789996, 0.438106, 106.541181, 0.018706, 97.805788, 0.000000, 89.237952, 0.797676, 80.411587, 1.813721, 72.606059, 3.702957, 63.524999, 5.837957, 55.664474, 8.536205, 47.283616, 11.845088, 39.249873, 15.571716, 31.172305, 20.017018, 23.508321, 24.938242, 16.332664, 31.179784, 9.568753, 38.672322, 4.225130, 46.536187, 1.184114, 55.375990, 0.000000, 63.390451, 1.200083, 71.302355, 5.188007, 78.049519, 11.530496, 82.928149, 19.174871, 85.767468, 27.275411, 88.182228, 35.324536, 89.721136, 43.951009, 91.581999, 52.231572, 92.724243, 60.141567, 93.790648, 69.220772, 93.880353, 76.932891, 93.113049, 86.624152, 92.611862, 95.125995, 91.742760, 102.737533, 91.551482, 110.922104, 91.250027, 118.807664, 91.206383, 127.897248, 91.488072, 136.368152, 91.627667, 145.332520, 91.993812, 153.642083, 92.319372, 162.336607, 92.764716, 170.439935, 93.194077, 179.002703, 93.223482, 186.830446, 93.728055, 195.662752, 93.685573, 204.183767, 93.829335, 212.725451, 93.579387, 221.062776, 93.093323, 229.158518, 92.791117, 236.941708, 91.722096, 245.874382, 90.889015, 253.941371, 89.302422, 262.782113, 86.997122, 270.699779, 83.168854, 278.768126, 76.381496, 285.270925, 68.239837, 289.232798, 62.787208, 289.501628, 59.879790, 291.515710
Type02, L, 230, 62.654330, 230.109920, 60.348235, 229.809329, 56.152080, 229.586144, 49.021100, 227.032241, 43.213701, 223.107061, 38.286753, 217.155376, 35.257847, 210.871733, 33.039317, 204.408957, 31.118626, 197.446667, 29.620676, 190.978887, 28.336130, 183.978739, 26.653864, 177.327649, 25.381585, 170.642718, 23.825562, 163.843669, 22.186788, 157.337246, 20.576100, 150.499455, 18.566970, 143.671412, 16.637922, 137.036478, 14.394881, 130.411786, 12.147493, 124.058644, 9.671620, 117.470228, 7.171980, 110.680015, 4.983715, 104.364858, 3.158318, 97.487333, 1.588865, 90.785434, 0.508126, 83.749712, 0.000000, 76.701697, 0.010673, 70.083393, 0.453989, 63.341673, 1.184885, 56.721733, 2.660781, 49.682186, 4.303803, 43.294756, 6.498533, 36.589906, 9.182310, 29.886311, 12.419877, 23.437524, 16.487650, 17.360312, 21.187944, 11.590803, 27.036723, 6.998286, 33.145557, 3.743167, 39.776430, 1.128785, 46.666452, 0.000000, 53.697018, 0.115947, 60.327222, 2.086511, 66.501783, 6.181121, 71.463127, 12.065884, 74.873270, 18.039592, 77.794813, 24.808197, 80.059906, 31.006377, 81.770618, 37.841049, 83.008217, 44.256145, 84.010041, 51.446715, 85.365934, 58.262320, 86.345081, 65.161725, 86.314362, 71.360511, 85.155671, 78.594446, 83.299570, 85.319445, 81.005349, 91.838262, 78.498314, 98.742508, 76.011987, 105.346372, 73.732232, 112.357320, 72.077426, 119.104653, 71.527756, 126.065796, 71.775209, 133.496112, 72.962176, 140.317610, 74.152682, 146.833832, 76.171465, 153.469337, 78.118816, 160.580918, 80.075534, 167.229614, 82.070173, 173.428947, 83.431793, 180.007650, 85.121596, 186.480103, 85.892376, 193.238468, 86.590054, 199.889950, 86.039933, 207.133901, 84.508874, 214.126884, 81.086393, 220.511029, 75.982393, 226.282606, 69.095175, 229.036726, 65.263815, 230.225479, 61.991328, 229.733599
Type02, L, 250, 64.854579, 250.214765, 67.499053, 249.825732, 72.186067, 249.279128, 79.315932, 245.457551, 84.532715, 239.301689, 86.880466, 231.967758, 87.972039, 225.156756, 87.786812, 217.343703, 87.089285, 210.377752, 85.397994, 202.994046, 83.694420, 196.083642, 81.334118, 189.052751, 78.969407, 182.193156, 76.564887, 174.443643, 74.921649, 167.736159, 73.191358, 160.219986, 71.913336, 153.624744, 71.037605, 145.615363, 70.382789, 138.612728, 71.029564, 130.968973, 72.578500, 123.724447, 75.125434, 116.568653, 78.105805, 109.365340, 81.190320, 102.081530, 84.075530, 95.072020, 86.614217, 87.482658, 87.858164, 80.538850, 87.819028, 72.780364, 87.396378, 66.242218, 86.191749, 58.377458, 85.020490, 50.846619, 83.826549, 44.124487, 82.314014, 36.728933, 80.395792, 29.369947, 78.395789, 22.137505, 75.284083, 15.154764, 70.568059, 8.619468, 64.017578, 3.619988, 56.859247, 0.443562, 49.114438, 0.000000, 41.760912, 1.084661, 34.594904, 4.231312, 27.932201, 8.522493, 22.074332, 14.193872, 17.014918, 20.463351, 13.125541, 27.289008, 9.680002, 34.315936, 6.730393, 41.465764, 4.351515, 48.588563, 2.277718, 55.745069, 0.780374, 63.073342, 0.041741, 70.001511, 0.000000, 77.841422, 0.768025, 84.525690, 1.748615, 91.484404, 3.520376, 98.730039, 5.021122, 105.464008, 7.101050, 112.613316, 9.012819, 119.656712, 11.257098, 126.889015, 13.363186, 134.176506, 15.556273, 141.445059, 17.749258, 149.177461, 20.123576, 156.066903, 22.000284, 163.560886, 23.986654, 170.685426, 25.730610, 177.546653, 27.285902, 185.107609, 28.807177, 192.853052, 30.106815, 199.992640, 31.349257, 207.793498, 32.637383, 214.511633, 34.408882, 221.813157, 36.229533, 228.689553, 39.291681, 235.857216, 43.760807, 242.521055, 50.033482, 247.801327, 57.603283, 249.832607, 62.172341, 250.378972, 65.165309, 249.946893
Type02, L, 260, 65.959239, 260.539863, 63.654889, 260.569681, 58.834693, 259.905557, 51.424552, 256.660479, 45.243011, 250.971620, 40.179742, 244.316533, 36.886708, 237.145622, 34.312098, 229.700873, 32.514879, 222.120537, 31.246962, 214.509260, 29.983158, 206.655922, 28.878833, 198.999201, 27.451729, 191.830096, 25.859539, 183.976134, 24.304553, 177.466294, 22.253023, 169.779927, 20.063044, 161.883477, 17.924121, 154.442698, 15.178823, 146.868863, 12.764858, 139.310114, 10.144229, 131.676059, 7.680481, 124.371958, 5.370583, 116.471210, 3.456595, 109.015906, 1.709269, 101.474162, 0.653367, 94.084890, 0.000000, 86.273928, 0.178924, 78.096018, 0.478643, 71.241681, 1.618819, 63.635726, 2.815514, 56.081464, 4.854362, 48.848020, 7.272277, 41.243136, 10.280608, 33.998773, 13.944421, 26.754290, 18.262878, 20.120079, 23.803480, 13.616267, 30.016804, 8.419319, 36.735717, 3.889768, 44.562667, 1.349105, 52.055851, 0.000000, 59.407181, 1.477625, 67.037898, 4.607892, 73.232504, 9.656900, 78.544480, 16.434789, 81.314312, 23.311260, 83.977575, 30.624280, 85.850985, 38.747229, 87.189361, 45.677748, 88.969009, 53.554731, 90.340339, 60.741149, 91.687388, 68.471104, 92.255844, 76.258871, 92.013624, 83.737758, 90.673929, 91.158701, 88.289886, 98.333655, 85.100843, 106.064460, 82.194569, 112.694534, 79.348574, 120.593900, 77.429324, 127.647450, 76.366222, 135.455738, 75.730229, 143.356611, 76.084731, 151.075332, 76.692394, 158.507764, 77.885876, 166.564626, 79.322502, 173.556662, 81.157081, 181.361719, 82.932798, 188.276483, 85.175146, 196.472625, 87.327666, 203.904646, 89.238753, 210.981935, 91.432817, 219.263417, 92.133535, 226.741256, 92.102346, 234.489193, 90.174435, 242.248561, 86.691214, 249.346927, 80.705373, 255.717294, 73.839520, 259.280872, 68.220257, 259.977127, 66.295499, 261.445491
Type02, L, 270, 68.385215, 270.343149, 66.073938, 270.219664, 60.006822, 269.729002, 52.538601, 266.566597, 45.670462, 261.126253, 40.700548, 254.109742, 37.248363, 246.571900, 35.155647, 238.910585, 33.247657, 231.020516, 32.165391, 222.887718, 30.406415, 215.053746, 28.841136, 207.084140, 26.570549, 199.154551, 24.932883, 191.320893, 22.778975, 183.876281, 20.780205, 175.561704, 18.762988, 168.092920, 16.966240, 160.311088, 14.701816, 152.654665, 12.804963, 145.167040, 10.288199, 137.417635, 7.970656, 129.562015, 5.784073, 122.239919, 3.951099, 114.848357, 2.090244, 106.701909, 1.016091, 98.962888, 0.135512, 90.766458, 0.000000, 82.995590, 0.427997, 74.994588, 1.683878, 66.801145, 3.213360, 59.248332, 5.511422, 51.324922, 8.297415, 43.672181, 11.753649, 36.006529, 15.832414, 28.619983, 20.584015, 21.575272, 25.819042, 14.809227, 32.265455, 8.520752, 39.416295, 4.143442, 47.158080, 1.035408, 55.063895, 0.000000, 63.305279, 1.081335, 70.958126, 4.438607, 77.525121, 10.347309, 82.022316, 17.542888, 85.348999, 24.756017, 87.810668, 32.742810, 89.562187, 40.440796, 91.117701, 48.377922, 92.267908, 55.874578, 93.594734, 63.784959, 94.821735, 71.847811, 95.725188, 80.029411, 95.279835, 88.250696, 93.448354, 96.072384, 90.577497, 103.787142, 87.018941, 111.427461, 83.653605, 119.025768, 80.598204, 126.809023, 79.012425, 134.552131, 77.947067, 142.542154, 78.130045, 150.616271, 78.750956, 158.234309, 79.684209, 166.362928, 81.360261, 174.451992, 82.806961, 182.035024, 84.809332, 189.865871, 87.010629, 197.275379, 89.256756, 204.841552, 91.424783, 212.291632, 93.290777, 220.329748, 94.834908, 228.065084, 95.699361, 235.790309, 95.423387, 244.599738, 93.722349, 251.809498, 90.052398, 259.805609, 83.443034, 265.770068, 75.805299, 269.101177, 71.111110, 270.261182, 68.435761, 269.502908
Type03, L, 230, 50.296369, 230.268827, 48.204142, 230.072729, 43.828388, 229.425156, 37.361990, 227.076325, 31.295163, 222.711790, 26.967747, 216.891691, 23.968208, 210.399218, 21.898007, 203.749000, 19.929727, 196.999145, 18.947178, 190.392208, 17.851360, 183.717633, 16.949281, 176.952597, 16.010468, 170.225940, 14.827064, 162.825803, 13.646955, 156.181152, 12.320531, 149.145439, 10.926914, 142.606230, 9.407717, 135.986121, 7.974945, 129.539870, 6.754390, 122.792580, 4.971281, 116.268145, 4.037673, 109.637037, 2.665668, 102.950553, 1.650730, 96.730751, 0.966411, 90.264266, 0.321626, 83.130762, 0.000000, 76.798166, 0.064664, 70.139963, 0.323422, 63.644098, 1.174014, 56.870658, 2.294056, 50.403040, 3.893739, 43.434739, 6.027169, 37.212612, 8.626942, 30.596359, 11.711117, 24.192504, 15.476803, 17.947731, 19.837345, 12.346619, 25.061521, 7.130480, 31.117100, 2.959783, 37.644435, 0.649290, 44.450570, 0.000000, 50.636372, 0.872100, 57.319166, 3.423051, 63.122951, 7.711296, 67.608903, 13.618898, 70.916036, 20.031624, 73.252981, 26.270159, 75.280820, 33.262945, 76.547170, 40.328845, 77.384243, 47.245182, 77.931840, 54.088144, 78.308404, 61.077599, 78.249802, 67.341491, 78.403642, 74.183132, 77.883852, 80.990599, 77.092894, 88.087605, 76.094233, 94.650930, 74.973612, 101.303155, 73.654331, 108.020688, 72.864439, 114.843877, 71.957902, 121.474729, 71.458125, 128.357771, 71.739821, 135.352955, 72.458534, 142.158224, 73.366858, 148.531520, 74.484647, 155.476025, 75.305809, 161.811361, 76.260176, 168.592182, 76.847351, 175.630164, 77.588657, 182.478182, 77.980010, 189.498563, 78.505208, 196.569085, 78.249956, 203.674708, 77.201818, 210.092016, 74.239770, 216.509551, 69.355060, 222.297604, 63.428148, 226.859897, 57.325089, 229.133529, 52.553366, 230.357628, 50.406457, 229.461195
Type03, L, 235, 53.240357, 235.242899, 51.106970, 235.113913, 46.313664, 235.079513, 39.770360, 233.012050, 33.490364, 229.485023, 28.382658, 224.016516, 24.736485, 217.630177, 22.286870, 211.176027, 20.427842, 204.451802, 18.952855, 197.685660, 18.289729, 190.596040, 16.966025, 183.747825, 16.514459, 177.170704, 15.471730, 169.739140, 14.629327, 163.031288, 13.372135, 156.344330, 12.097094, 149.336231, 10.728888, 142.730854, 9.084412, 135.614812, 7.502441, 128.874958, 5.890635, 122.213405, 4.711705, 115.540197, 3.175297, 108.617184, 2.060092, 101.567946, 1.016183, 94.896889, 0.455946, 87.314066, 0.000627, 81.197047, 0.000000, 74.218506, 0.503275, 66.477427, 0.937976, 60.166610, 2.125291, 52.897002, 3.236690, 46.379537, 5.343829, 39.253697, 7.570337, 32.822106, 10.552130, 26.291606, 14.132230, 20.002334, 18.456393, 14.115603, 23.547574, 8.693087, 29.057852, 4.267298, 35.443024, 1.162851, 42.825014, 0.000000, 49.461175, 0.862148, 56.246096, 3.428464, 62.036921, 7.829824, 66.983798, 13.476087, 70.800334, 19.700028, 73.606427, 26.243282, 75.581739, 32.970689, 77.269221, 39.753232, 78.048962, 46.650572, 78.877218, 53.048539, 79.273946, 60.937282, 79.594584, 67.043134, 79.493188, 74.335576, 79.331721, 81.440836, 78.821982, 88.124063, 78.151793, 95.398236, 77.380871, 102.006321, 76.615358, 109.250775, 75.980849, 115.744515, 75.377052, 123.157731, 75.088928, 130.395752, 74.889370, 137.306891, 75.155493, 144.200070, 75.348427, 152.081464, 75.696302, 158.313104, 76.430133, 166.142719, 76.759388, 172.581467, 77.772963, 179.069157, 78.301936, 186.150518, 78.999494, 192.607231, 79.496000, 199.259557, 79.493275, 206.292055, 78.532409, 213.184848, 76.144208, 219.451878, 72.303154, 225.905145, 66.941676, 231.004818, 60.327297, 234.415560, 55.630986, 235.154293, 52.997062, 234.516835
Type03, L, 245, 53.584265, 245.254018, 51.133450, 244.942655, 45.851723, 244.590364, 39.426850, 242.068075, 32.860146, 237.669506, 28.010189, 231.444675, 25.019024, 224.781760, 22.569769, 218.149754, 20.743660, 210.629776, 19.355588, 203.344339, 18.275634, 195.354207, 17.590624, 188.643843, 16.459822, 181.395502, 15.380241, 174.239672, 14.126648, 167.023213, 12.547070, 159.922465, 11.272931, 152.630389, 9.703348, 145.633411, 8.144307, 138.064653, 6.751994, 130.734689, 4.963818, 123.325716, 3.962225, 116.021202, 2.548604, 108.917121, 1.633031, 101.616997, 0.761159, 94.432147, 0.263733, 87.237466, 0.000000, 79.905737, 0.094076, 72.598520, 0.483991, 65.658655, 1.632984, 57.762389, 2.893799, 51.193856, 4.932536, 44.005697, 7.124311, 37.298213, 9.963521, 30.319116, 13.001415, 23.859749, 16.796752, 17.214386, 21.197339, 11.121159, 26.777741, 5.566811, 33.368842, 2.179297, 40.559206, 0.345279, 47.965969, 0.000000, 54.901719, 1.926556, 61.559400, 5.840039, 67.250146, 11.093184, 71.660185, 17.491230, 75.028825, 24.266735, 77.014768, 31.013146, 78.654909, 38.483903, 80.012722, 45.712249, 80.799248, 53.015887, 81.477810, 59.861783, 82.313018, 66.830721, 82.685121, 74.019541, 82.749290, 81.166470, 82.451944, 88.618220, 81.539555, 95.595759, 80.460131, 102.548688, 79.123520, 109.699685, 77.922675, 116.613464, 76.954787, 123.497472, 76.381468, 131.019185, 76.415242, 138.072549, 76.478638, 145.505218, 77.235204, 152.630315, 77.826088, 159.827459, 78.679313, 166.519407, 79.856944, 173.804503, 80.490854, 180.533061, 81.500812, 187.597215, 82.040877, 195.031744, 82.780372, 202.111104, 82.772992, 209.548221, 82.306585, 216.408538, 81.139273, 223.485899, 78.449700, 230.645371, 73.997461, 236.926461, 67.892882, 242.027670, 60.985935, 244.278773, 55.839172, 245.096468, 54.014715, 244.811495
Type03, L, 250, 52.459319, 250.267677, 49.983738, 249.862133, 45.036806, 249.635618, 38.131458, 246.780907, 31.342407, 242.133342, 26.617985, 235.953936, 23.528039, 228.797938, 21.590167, 221.994958, 20.141250, 214.654048, 18.762686, 207.438968, 17.938297, 200.351911, 16.601965, 192.317933, 15.564350, 185.308868, 14.453575, 177.530944, 13.397016, 170.581210, 12.099334, 162.514954, 10.755452, 155.247599, 9.542818, 147.746453, 8.268179, 140.585234, 6.913064, 133.005936, 5.649921, 125.726106, 4.696948, 118.653081, 3.558289, 111.694494, 2.384884, 103.540122, 1.558954, 96.505036, 0.670735, 88.567211, 0.314954, 81.767717, 0.000000, 74.247524, 0.314833, 67.416400, 0.946170, 59.969755, 2.187498, 52.598836, 3.884356, 45.343746, 6.146062, 37.817740, 9.244341, 31.025439, 12.535662, 23.905037, 16.826348, 17.423190, 21.825316, 10.933781, 27.845305, 5.712402, 34.688519, 1.896343, 41.785307, 0.000000, 48.596944, 0.384747, 55.913222, 2.649573, 62.727708, 6.364012, 68.760022, 12.059058, 72.917077, 18.894490, 75.678144, 25.815008, 78.029126, 33.075734, 79.755680, 40.337342, 81.302537, 47.125807, 82.282883, 55.554666, 83.193415, 62.248941, 83.259603, 69.984605, 83.512533, 76.523825, 83.167842, 83.988597, 82.682073, 90.894628, 82.069876, 97.995462, 81.139769, 105.297280, 80.365228, 113.140186, 79.456584, 120.096805, 79.202544, 127.295465, 79.063302, 134.418728, 79.269785, 141.417206, 79.330906, 148.870693, 79.659917, 155.377908, 79.692661, 163.051971, 80.025664, 170.502716, 80.038278, 176.690048, 80.482385, 185.176423, 80.604175, 191.822229, 81.248943, 199.538007, 81.582276, 206.922381, 81.945220, 213.683395, 81.564469, 221.142150, 80.310869, 227.979238, 77.962906, 235.155236, 73.338207, 241.875290, 67.023801, 246.932902, 59.672815, 249.086871, 55.531733, 250.416261, 52.313319, 249.512896
Type03, L, 255, 55.822925, 255.211270, 53.444791, 255.029232, 48.244662, 254.945706, 41.121488, 252.849298, 34.147859, 249.067484, 28.052474, 243.536241, 24.200739, 236.381114, 21.927876, 229.560270, 20.045527, 221.604531, 18.935452, 214.317134, 17.382177, 206.489967, 16.550000, 199.670129, 15.291833, 191.247335, 14.324321, 184.483044, 13.349459, 177.609220, 12.258787, 169.654839, 10.880138, 161.890076, 10.007697, 154.933425, 8.890337, 147.732868, 7.687032, 140.298218, 6.565788, 132.434101, 5.123241, 125.211204, 3.976415, 117.959601, 3.008245, 110.878606, 1.722644, 103.521974, 0.844116, 95.285365, 0.102852, 87.933251, 0.036814, 80.044512, 0.000000, 73.388604, 0.586038, 65.694631, 1.747181, 58.166046, 3.169552, 50.857255, 5.281430, 43.475032, 7.782286, 36.161200, 10.760142, 29.270718, 14.471999, 22.069738, 18.445134, 15.596459, 23.610830, 9.264492, 29.649001, 4.316289, 36.926115, 1.127175, 44.676814, 0.000000, 52.087447, 0.442393, 59.027484, 2.871540, 65.950820, 7.560145, 71.110502, 13.525547, 74.889606, 20.476912, 77.476741, 27.514713, 79.476003, 35.212957, 81.241469, 42.884990, 82.349294, 50.181368, 83.255104, 58.179781, 83.436664, 65.663543, 83.749919, 73.358381, 83.473433, 81.171533, 83.043640, 88.211889, 82.617505, 96.073034, 81.821320, 103.525739, 81.167627, 111.467133, 80.324164, 118.767680, 79.964711, 126.626083, 79.341553, 133.980558, 79.294255, 141.993270, 79.097188, 149.043242, 79.314593, 156.233131, 79.592991, 164.342870, 80.273574, 171.587334, 80.607384, 179.739270, 81.446129, 187.006600, 81.985389, 194.511308, 82.642087, 201.272523, 83.401702, 208.891165, 83.644228, 216.224183, 83.527358, 223.553054, 82.219043, 231.413007, 80.163531, 238.559685, 76.025770, 245.632498, 70.253024, 250.760275, 62.945315, 254.134203, 57.977372, 254.686695, 55.415308, 256.016582
Type03, L, 260, 53.870658, 260.317633, 51.174735, 260.303701, 45.825442, 259.202728, 39.007306, 256.504908, 32.307825, 251.449174, 26.865723, 245.116264, 23.878621, 238.016570, 21.807639, 230.025982, 20.947371, 222.702233, 20.281716, 214.872225, 19.777411, 207.809439, 18.881922, 199.964832, 18.009286, 192.454869, 16.654588, 184.865619, 15.653844, 177.294542, 14.084007, 169.579733, 12.829340, 161.536431, 11.356597, 153.967687, 9.767455, 146.183864, 8.469095, 138.208881, 6.963996, 130.407515, 5.337810, 122.646423, 3.924644, 114.656489, 2.340465, 106.855895, 1.346677, 98.981904, 0.410542, 91.391910, 0.007267, 83.406153, 0.000000, 76.155186, 0.578207, 68.291536, 1.786500, 61.051052, 3.366663, 53.708240, 5.659593, 46.334008, 8.139381, 39.173596, 11.229704, 32.021950, 14.533486, 25.011464, 18.800050, 17.931707, 23.383653, 11.650026, 29.569008, 5.937922, 36.680338, 2.244141, 43.901508, 0.465545, 51.917001, 0.000000, 59.147100, 1.865330, 66.183640, 5.764379, 71.732535, 12.227249, 75.831605, 18.809895, 78.883313, 26.331857, 81.077707, 33.619598, 82.727422, 41.256729, 83.981571, 48.705912, 84.551607, 56.280940, 85.055424, 64.168839, 84.882741, 71.505853, 84.809539, 78.893330, 84.507440, 86.735970, 83.788835, 93.844550, 83.711218, 101.244254, 82.639895, 108.791098, 82.565941, 116.318198, 81.775987, 123.873690, 81.562972, 131.460568, 81.118832, 139.259494, 81.226693, 147.042387, 81.058626, 154.367178, 81.486144, 162.108110, 81.605484, 169.250797, 82.164060, 176.878494, 82.463805, 184.661448, 83.159575, 191.835884, 83.627705, 199.378212, 84.131477, 207.034630, 84.453072, 214.323107, 85.056438, 221.877619, 84.908612, 229.866627, 83.652043, 237.131124, 80.796753, 244.445964, 75.492031, 250.765992, 69.073013, 256.019441, 61.749213, 259.186334, 56.441036, 260.049909, 53.493421, 260.219145
Type03, L, 265, 51.797236, 265.236105, 49.197991, 264.998384, 44.113746, 264.448239, 36.697433, 261.447016, 29.967451, 256.708349, 24.524626, 250.327489, 21.608096, 243.124973, 19.650820, 235.632109, 18.660525, 227.167198, 17.748199, 219.912125, 16.878798, 211.732002, 16.233104, 204.516722, 15.517042, 196.409076, 14.473786, 188.680048, 13.535257, 180.553990, 12.339595, 173.112135, 11.393425, 165.531529, 9.999267, 158.072848, 8.708618, 150.166063, 7.458940, 141.958654, 6.120401, 134.190267, 5.013698, 126.822759, 3.633515, 118.963560, 2.505505, 111.065230, 1.585607, 103.611702, 0.733249, 95.945448, 0.262979, 88.497898, 0.000000, 80.517449, 0.468576, 73.233075, 1.453522, 64.711559, 2.740983, 57.574162, 4.622136, 49.964514, 7.245401, 42.437514, 10.072409, 35.111273, 13.287426, 28.135166, 16.948765, 21.009387, 21.175334, 13.965265, 26.641325, 7.346381, 33.383425, 2.562774, 40.948366, 0.486751, 49.319689, 0.000000, 57.138601, 1.279415, 64.200313, 4.345125, 71.099252, 9.657284, 75.075650, 16.880091, 77.753776, 24.495105, 80.128608, 31.814925, 81.919913, 39.605179, 83.775938, 47.115256, 85.046644, 55.393729, 85.913633, 63.315341, 86.683889, 71.302198, 86.895131, 79.702808, 87.018259, 87.068266, 86.768764, 94.876731, 86.575602, 102.902207, 86.009853, 110.334028, 85.107784, 118.329697, 84.562811, 126.240900, 83.587488, 134.254113, 82.913509, 141.829823, 82.396335, 149.605467, 82.105331, 157.608638, 81.989454, 165.064140, 82.115742, 172.779070, 82.553609, 180.630404, 82.692527, 188.176292, 83.140260, 196.271120, 83.627233, 204.269761, 83.692855, 211.914886, 83.836243, 219.260273, 83.847148, 227.065011, 83.413682, 235.058106, 82.163991, 242.427817, 79.429835, 249.640621, 74.195598, 256.201263, 67.223969, 261.144258, 59.961606, 264.469226, 54.228922, 264.412387, 52.199531, 265.967980
