Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,6.81855,6.20947,1.81982,0.61138,2.47017,0.56480,0.64413,229.24122,0.97014,0.98476,0.00000
PCA_LINEAR,8.18191,7.51880,6.84791,2.09554,12.33374,1.49728,3.67768,617.51572,0.91939,0.95774,0.00000
PCA_SVR,6.87814,6.31600,2.34708,0.64341,4.76529,0.50193,1.33743,245.05527,0.96914,0.98423,0.00000
PURE_GPR,6.76201,6.14019,1.91246,0.66588,2.23306,0.60925,0.45237,243.66833,0.96811,0.98372,0.00000
PURE_KRR,6.75549,6.14048,1.73959,0.59946,2.23952,0.52336,0.48085,244.02994,0.96990,0.98463,0.00000
PURE_SVR,6.87130,6.26071,1.82772,0.57053,2.37087,0.53311,0.36131,258.09292,0.97139,0.98537,0.00000
RATIO_CTRL,3.19863,2.86091,4.73297,1.72966,4.13360,3.14318,0.26138,703.89097,0.94115,0.96948,0.00000
