Type,Base_Size,Points_Count,Time_sec,Inferred_Base_Type,Output_File
Type00,240,50,0.012139500002376735,Type05,Fin_Excel_Data_CTRL50\PCA/pred_Data_230_280_PCA_Type00.csv
Type01,230,50,0.016557800001464784,Type03,Fin_Excel_Data_CTRL50\PCA/pred_Data_230_280_PCA_Type01.csv
Type02,230,50,0.015397400013171136,Type04,Fin_Excel_Data_CTRL50\PCA/pred_Data_230_280_PCA_Type02.csv
Type03,230,50,0.013002699939534068,Type06,Fin_Excel_Data_CTRL50\PCA/pred_Data_230_280_PCA_Type03.csv
Type04,230,50,0.012295200023800135,Type06,Fin_Excel_Data_CTRL50\PCA/pred_Data_230_280_PCA_Type04.csv
Type05,240,50,0.013132300111465156,Type00,Fin_Excel_Data_CTRL50\PCA/pred_Data_230_280_PCA_Type05.csv
Type06,230,50,0.016754399985074997,Type03,Fin_Excel_Data_CTRL50\PCA/pred_Data_230_280_PCA_Type06.csv
Type07,250,50,0.01351960003376007,Type00,Fin_Excel_Data_CTRL50\PCA/pred_Data_230_280_PCA_Type07.csv
