Type,Base_Size,Points_Count,Time_sec,Inferred_Base_Type,Output_File
Type00,240,50,0.01169429998844862,Type05,Fin_Excel_Data_CTRL50\RATIO/pred_Data_230_280_RATIO_Type00.csv
Type01,230,50,0.015814000042155385,Type03,Fin_Excel_Data_CTRL50\RATIO/pred_Data_230_280_RATIO_Type01.csv
Type02,230,50,0.01544420002028346,Type04,Fin_Excel_Data_CTRL50\RATIO/pred_Data_230_280_RATIO_Type02.csv
Type03,230,50,0.012371200020425022,Type06,Fin_Excel_Data_CTRL50\RATIO/pred_Data_230_280_RATIO_Type03.csv
Type04,230,50,0.012499400065280497,Type06,Fin_Excel_Data_CTRL50\RATIO/pred_Data_230_280_RATIO_Type04.csv
Type05,240,50,0.012943800073117018,Type00,Fin_Excel_Data_CTRL50\RATIO/pred_Data_230_280_RATIO_Type05.csv
Type06,230,50,0.01570609991904348,Type03,Fin_Excel_Data_CTRL50\RATIO/pred_Data_230_280_RATIO_Type06.csv
Type07,250,50,0.013200300047174096,Type00,Fin_Excel_Data_CTRL50\RATIO/pred_Data_230_280_RATIO_Type07.csv
