type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48
Type03, L, 255, 55.932822, 255.749126, 51.496872, 255.647398, 43.384148, 254.865561, 30.833819, 247.963063, 23.341596, 236.324057, 20.489435, 223.518034, 18.053889, 210.589275, 16.222789, 197.745933, 14.392129, 185.018051, 12.726360, 173.064527, 10.528531, 159.192566, 8.917041, 147.892973, 6.807580, 134.244394, 4.514017, 121.812255, 2.803079, 109.857096, 0.712545, 96.381304, 0.000000, 83.089871, 0.077382, 71.158972, 1.740443, 57.980866, 4.714520, 45.514303, 9.159255, 33.063929, 15.157457, 21.208401, 22.823716, 9.881146, 34.079149, 1.897151, 47.576208, 0.000000, 59.756587, 2.913677, 70.879573, 12.522479, 76.503449, 24.253028, 80.058193, 37.301609, 82.580617, 50.204635, 83.573099, 63.347349, 83.826550, 76.616650, 83.157523, 89.232861, 82.189756, 102.269059, 80.779857, 115.530179, 79.797107, 128.246264, 79.256193, 141.749352, 79.175357, 153.810420, 79.856917, 167.049977, 80.792863, 180.350830, 81.904564, 193.110014, 83.060037, 205.120817, 84.038125, 217.941918, 82.909027, 230.749500, 78.769889, 243.680277, 68.673376, 253.367031, 59.710619, 255.140944, 55.586454, 256.023543
Type03, L, 260, 54.153880, 260.680607, 49.221761, 260.355698, 41.289959, 258.481166, 29.362771, 249.678013, 23.230637, 237.357149, 21.132331, 223.898387, 20.329024, 211.378717, 19.006013, 198.332845, 17.076787, 185.391866, 14.880151, 172.371487, 12.491935, 158.796741, 9.892511, 145.705451, 7.529422, 132.072900, 4.778914, 118.789606, 2.270416, 105.196689, 0.624487, 91.960753, 0.000000, 78.807396, 1.037971, 65.899042, 3.697855, 53.370087, 7.760069, 40.889194, 12.993426, 28.725436, 19.576118, 16.781158, 28.994124, 6.020596, 41.580915, 0.738345, 54.760603, 0.000000, 67.267693, 5.958101, 75.728096, 17.698731, 80.450836, 30.135492, 83.438448, 43.034493, 84.972807, 55.997238, 85.316996, 69.110465, 84.975185, 81.859206, 84.232050, 94.642906, 83.263573, 107.167930, 82.398701, 120.219488, 81.600345, 133.125171, 81.332317, 146.539319, 81.472640, 159.347832, 82.067342, 171.936140, 82.731167, 185.119875, 83.857000, 197.668282, 84.455380, 210.625377, 85.441906, 223.394803, 84.812176, 236.798370, 78.885881, 248.783565, 67.285024, 258.234157, 58.842284, 260.206544, 53.653974, 260.616129
Type03, L, 265, 52.005810, 265.298512, 47.502283, 264.995908, 39.009969, 263.357971, 26.907088, 254.529016, 20.928960, 242.453389, 18.979149, 228.687600, 17.384811, 215.387442, 16.299364, 202.428190, 14.794092, 188.811125, 12.929765, 175.286649, 11.102890, 162.825110, 8.714403, 149.326258, 6.614949, 135.475429, 4.466322, 122.879412, 2.355504, 109.162989, 0.995974, 96.475036, 0.000000, 83.404001, 0.878009, 69.957793, 2.886261, 56.752841, 6.696248, 44.049053, 11.826912, 31.422595, 17.731950, 19.724567, 25.973496, 7.125970, 38.206310, 0.241656, 52.409554, 0.000000, 65.427675, 3.777506, 75.379231, 15.061610, 79.000057, 28.279248, 82.786763, 40.916950, 85.208219, 54.640306, 86.731744, 68.414796, 87.250138, 82.264303, 87.073037, 95.272494, 86.414527, 108.676976, 85.063067, 122.005619, 83.668010, 135.715124, 82.577728, 148.799569, 82.093544, 162.212441, 82.461076, 175.279327, 82.907719, 188.378152, 83.737066, 202.402508, 84.008533, 215.158895, 84.083548, 228.359521, 83.135968, 241.744838, 77.690723, 253.834704, 65.318150, 263.267528, 56.826146, 264.782006, 51.693147, 265.085998
Type03, L, 270, 58.897635, 270.530506, 54.288640, 270.334121, 45.007999, 269.373784, 32.731832, 259.493784, 27.354081, 246.461192, 23.886546, 232.656596, 21.692779, 219.062288, 19.559459, 205.449779, 17.830777, 192.124386, 15.274733, 177.898585, 12.366395, 164.555530, 9.924208, 151.132994, 6.992741, 137.758944, 4.479635, 124.924824, 2.119072, 111.965987, 0.821917, 98.215508, 0.021716, 84.531294, 0.000000, 72.227094, 2.029410, 57.735844, 5.923929, 44.786970, 11.473725, 31.516841, 18.340718, 19.173102, 27.256986, 6.964074, 40.621178, 0.587290, 53.459963, 0.000000, 67.772648, 5.520708, 75.457403, 18.102838, 80.285295, 31.165208, 84.140507, 44.403025, 86.505288, 58.151673, 87.692349, 70.856193, 87.811538, 84.801885, 87.384307, 96.079818, 86.369135, 111.517509, 85.591034, 124.095678, 84.941574, 138.589599, 84.605382, 151.946420, 84.606571, 163.241874, 85.066756, 176.902191, 85.986432, 190.685791, 86.968750, 204.618122, 87.627840, 218.052247, 87.849370, 231.347485, 87.422024, 243.665452, 84.493626, 258.452041, 72.888956, 268.215051, 63.798749, 270.031993, 59.261368, 270.857632
Type03, L, 275, 58.383297, 275.514474, 53.615494, 275.156703, 44.271130, 273.944496, 32.195238, 263.687183, 27.104311, 250.798982, 23.540681, 236.788490, 21.132320, 221.833073, 19.360132, 208.808591, 17.701394, 194.933728, 15.135849, 180.791189, 12.508117, 167.320317, 9.318692, 152.524170, 6.808117, 140.077203, 4.081985, 127.198327, 2.011550, 112.736147, 0.677864, 100.661698, 0.000000, 86.186901, 0.772688, 72.441853, 2.483711, 59.043585, 5.969993, 45.750586, 10.473613, 32.452463, 16.459576, 19.850987, 25.210990, 7.364408, 38.628733, 0.384479, 51.679653, 0.000000, 65.494135, 5.711749, 74.966602, 18.026179, 79.653662, 30.620280, 83.811670, 45.200516, 86.461443, 58.023326, 88.230471, 70.814063, 89.439390, 84.519196, 89.137350, 98.906190, 88.438474, 112.532543, 86.485057, 125.830060, 84.696528, 139.406266, 83.629156, 154.012680, 84.079271, 167.109502, 85.492080, 181.157011, 86.783102, 195.431488, 87.473916, 208.973087, 88.393661, 222.976179, 89.570971, 236.799128, 88.655169, 250.161071, 83.856106, 263.329232, 72.219035, 273.644855, 62.554703, 275.023330, 59.102741, 275.601044
Type03, L, 280, 65.903367, 280.296395, 70.437113, 279.642753, 79.976334, 275.418935, 88.178677, 262.175381, 90.601222, 248.393732, 90.139413, 234.722910, 89.331883, 220.521095, 88.996946, 206.636285, 88.123586, 192.784687, 86.915813, 178.289178, 86.096629, 164.387814, 85.726834, 150.069513, 86.593554, 135.970283, 88.574124, 121.796189, 90.165811, 108.571057, 90.419518, 94.148292, 89.914196, 80.521041, 88.324068, 65.572792, 86.204527, 51.911084, 83.423136, 37.681576, 79.997652, 23.897817, 72.747005, 10.780561, 59.594970, 1.733614, 45.902897, 0.000000, 31.861453, 4.384657, 20.442936, 14.940605, 13.108773, 28.241076, 7.741144, 41.340568, 3.627354, 55.370949, 1.291552, 69.043054, 0.000000, 81.876983, 0.224592, 96.582848, 1.201887, 110.108436, 3.342676, 124.659842, 6.218393, 140.560892, 9.052788, 152.533063, 12.113121, 166.841284, 15.224718, 180.537624, 17.353931, 192.559867, 19.990289, 207.743258, 21.142234, 221.660663, 22.532412, 235.437840, 24.977493, 248.251895, 29.411990, 262.592434, 38.363834, 275.018306, 52.477488, 281.366282, 60.951505, 280.829280, 66.182805, 280.987848
Type04, L, 230, 54.898617, 230.480350, 51.016118, 230.357348, 43.522950, 230.157015, 31.501392, 223.659616, 25.075051, 212.662389, 22.704984, 200.784258, 20.858029, 188.966868, 19.184894, 177.641497, 16.972293, 165.558186, 14.868145, 154.231003, 12.395157, 142.365038, 9.867541, 131.020732, 7.457333, 119.556922, 4.880970, 107.926308, 2.430271, 96.931546, 0.627274, 84.418283, 0.000000, 73.332646, 0.888718, 61.344728, 3.252560, 49.437305, 6.825475, 38.251812, 11.593229, 26.675176, 17.970779, 16.142125, 26.547800, 6.523558, 38.021596, 0.745615, 49.451326, 0.000000, 61.217180, 2.928368, 71.859900, 10.464442, 77.943932, 21.585251, 81.038242, 33.113536, 82.153587, 44.945245, 81.865227, 56.762963, 80.641323, 68.628712, 79.359657, 80.516548, 78.255606, 91.699532, 77.454453, 103.550284, 76.890111, 114.780360, 76.442826, 127.032245, 77.859375, 138.014488, 79.251827, 150.303358, 80.313873, 161.023188, 81.223773, 173.086240, 81.780612, 184.873654, 82.141767, 196.231398, 81.008456, 207.868994, 77.071816, 219.836637, 66.657462, 228.211188, 59.121463, 229.606762, 54.903521, 230.671082
Type04, L, 235, 55.841297, 235.764217, 51.882745, 235.777990, 43.908350, 235.207817, 32.774759, 228.209686, 26.203420, 216.787274, 22.445336, 206.295398, 20.168295, 194.513719, 18.593920, 182.483821, 17.077029, 171.228896, 14.814239, 159.258510, 12.407778, 147.546967, 9.831512, 135.626114, 7.229305, 123.745609, 4.819017, 112.290505, 2.508188, 100.111457, 0.755483, 88.497010, 0.000000, 76.357470, 0.323476, 64.859826, 2.251022, 52.914909, 5.245679, 41.585756, 9.702417, 29.810765, 15.668246, 18.893552, 23.905444, 8.649259, 34.995325, 1.881879, 46.948611, 0.000000, 59.020994, 2.824230, 69.443861, 11.255290, 75.699639, 21.833373, 79.647215, 33.561097, 81.500981, 44.599102, 82.496256, 56.831251, 82.450120, 68.713378, 81.412118, 80.551435, 80.078312, 92.926770, 78.567782, 104.483553, 77.418714, 117.421088, 77.045984, 128.902330, 77.598748, 141.404763, 78.602275, 153.183243, 79.941412, 164.765232, 81.279285, 176.816002, 82.399396, 189.009551, 82.527853, 201.258675, 81.181894, 212.954098, 77.293386, 224.959847, 67.059728, 233.984169, 59.606467, 235.202367, 55.831337, 235.970771
Type04, L, 240, 58.495314, 240.938452, 54.126116, 240.988636, 46.271635, 238.574987, 34.692942, 232.219435, 27.821144, 220.576475, 24.465564, 208.675418, 21.885985, 195.969909, 20.198730, 183.966983, 18.278805, 172.218825, 15.641716, 160.084716, 13.592692, 148.482872, 11.070605, 136.971859, 8.552426, 123.972392, 6.137217, 112.879958, 3.912589, 100.206016, 1.580668, 88.789218, 0.056112, 76.505263, 0.000000, 64.763915, 2.269074, 52.850600, 6.190791, 40.954855, 11.020083, 29.336104, 16.661836, 17.959120, 25.305711, 7.719497, 37.146509, 2.308344, 49.202602, 0.000000, 61.129803, 2.995702, 71.478853, 12.652113, 77.665993, 23.463098, 81.404141, 35.822304, 83.338846, 47.665584, 84.100487, 60.429059, 84.061937, 71.477342, 83.355825, 84.084274, 81.719586, 95.854615, 80.215282, 108.125321, 78.916545, 120.192248, 78.675675, 132.224347, 79.329128, 143.921105, 80.659818, 156.448443, 81.829358, 168.092799, 82.903135, 179.787901, 82.601924, 191.864802, 84.375990, 204.336293, 83.943903, 215.452656, 79.058532, 227.128233, 70.977846, 237.678204, 62.529395, 240.560014, 58.642850, 240.924233
Type04, L, 245, 58.623326, 245.926858, 54.185784, 245.745370, 46.236356, 244.918887, 34.125163, 237.149371, 28.319136, 225.878642, 25.123587, 213.825017, 23.153694, 201.619730, 21.673505, 189.157724, 19.723318, 176.940676, 17.400627, 164.815435, 14.616764, 152.531051, 11.900693, 140.245772, 8.754927, 128.105611, 6.195216, 116.202184, 3.312539, 104.178285, 1.204836, 91.569608, 0.000000, 79.017839, 0.885430, 66.838587, 3.086990, 54.565258, 6.584431, 42.813765, 11.039055, 30.452568, 16.001596, 18.688346, 24.816176, 7.925097, 36.844762, 1.929712, 48.606498, 0.000000, 61.349195, 3.815381, 71.579080, 12.544202, 78.626375, 24.117913, 81.236182, 35.930463, 86.135521, 47.936929, 86.421559, 59.792514, 85.646277, 72.987985, 83.992121, 84.920616, 81.684340, 97.910809, 80.503840, 109.449647, 79.800547, 121.626439, 80.231485, 134.925335, 80.844185, 146.397249, 81.977971, 159.235630, 83.338458, 172.017735, 84.533444, 184.614085, 85.710733, 197.124201, 86.290469, 209.301892, 86.053784, 221.487160, 81.191709, 233.772178, 70.502031, 243.197227, 62.662918, 244.830943, 58.678454, 246.149794
Type04, L, 250, 61.747793, 250.734804, 57.819377, 250.706296, 49.085314, 249.458678, 37.435327, 241.025753, 29.997391, 229.599006, 26.303255, 216.629212, 24.712016, 204.043412, 23.202558, 189.974046, 20.923824, 177.836812, 18.198020, 165.056906, 15.069042, 152.830883, 11.913917, 140.736361, 8.628298, 128.330601, 5.650461, 116.152887, 2.892351, 103.446893, 1.043292, 91.118981, 0.000000, 77.396537, 1.215684, 65.324434, 4.028227, 52.411775, 8.014990, 40.365348, 12.979168, 28.022176, 19.050409, 16.097995, 29.168384, 6.125515, 41.378850, 1.323116, 53.467142, 0.000000, 66.301244, 4.332832, 76.426016, 14.213063, 82.778660, 25.302521, 87.423482, 38.373066, 89.511509, 50.337260, 90.129054, 63.030253, 89.640119, 75.983979, 88.108327, 87.851263, 86.411671, 100.666038, 84.604457, 113.116028, 83.732757, 125.765591, 83.203449, 138.972726, 84.169476, 151.221372, 85.884991, 164.564032, 87.382043, 177.362725, 88.042444, 188.905617, 89.331391, 200.663528, 90.284032, 214.719805, 89.274796, 226.161796, 85.244242, 239.221928, 74.225902, 248.658946, 65.707714, 250.081159, 61.839564, 250.940065
Type04, L, 260, 58.934199, 260.690157, 54.687797, 260.180124, 45.674726, 258.650287, 34.256895, 249.119033, 28.994183, 236.491847, 26.121865, 223.513134, 24.002665, 210.735792, 22.161920, 197.688221, 20.035543, 184.552099, 17.496927, 171.539385, 14.780572, 158.810447, 11.693321, 145.839562, 8.673137, 133.130972, 5.891515, 120.029331, 2.917393, 107.088805, 0.934733, 94.275405, 0.000000, 81.407884, 1.359081, 68.060442, 3.966728, 55.753041, 8.164208, 42.494721, 12.772977, 30.042107, 18.791063, 17.615197, 28.603775, 6.596037, 41.158644, 1.217765, 53.949121, 0.000000, 66.931218, 4.326633, 76.987828, 15.475949, 82.414938, 27.471866, 86.987204, 40.311473, 89.130024, 53.136711, 89.976258, 65.722645, 88.909377, 79.339556, 86.985497, 91.805877, 84.951384, 104.770408, 83.296397, 117.587108, 82.324356, 130.811415, 82.579453, 143.697055, 83.319265, 157.450843, 84.696104, 170.719104, 86.133957, 183.915557, 87.816694, 196.714042, 89.154752, 210.215098, 89.981100, 223.955005, 88.758061, 236.904888, 83.270196, 249.624108, 71.866838, 259.498137, 62.984657, 260.306135, 59.437695, 260.645621
Type04, L, 265, 59.821440, 265.619091, 55.410393, 265.343087, 46.890827, 264.608149, 34.367596, 255.964249, 28.528493, 242.852750, 25.403683, 230.034770, 23.009778, 215.977345, 21.620161, 203.020801, 19.782761, 189.413420, 17.285540, 175.654479, 14.730370, 163.029558, 11.786317, 149.537727, 8.913530, 136.433443, 6.001223, 123.599494, 3.454113, 110.355922, 1.135639, 97.003499, 0.000000, 84.247942, 0.799694, 70.472254, 3.414288, 57.503546, 7.134409, 44.603826, 11.860293, 31.681019, 17.414807, 18.895858, 26.517701, 7.294092, 39.549890, 0.976625, 52.607357, 0.000000, 66.420228, 4.131860, 76.773064, 15.216706, 82.632816, 27.738738, 86.233272, 41.046215, 88.997345, 54.030977, 90.584510, 66.633220, 89.828922, 80.164189, 88.268587, 93.319887, 86.645260, 105.979486, 85.371840, 119.547868, 84.280944, 132.811929, 84.277520, 146.193705, 84.549808, 159.345949, 85.941733, 172.190094, 87.373007, 185.890135, 88.923813, 198.971964, 90.048062, 212.455229, 90.392609, 226.239514, 88.816476, 239.672893, 84.761821, 253.386951, 73.604488, 263.914256, 64.402636, 264.888527, 59.979153, 265.853779
Type04, L, 270, 62.787547, 270.717909, 57.779783, 270.763147, 48.961975, 269.698617, 36.138349, 261.001820, 29.748735, 247.953594, 26.801723, 235.285170, 24.559173, 221.191781, 22.312635, 208.055322, 20.066571, 194.132261, 17.714383, 181.130726, 14.939982, 167.309907, 12.101429, 154.060939, 9.215604, 140.598620, 6.305196, 127.003523, 3.210227, 113.200131, 0.704626, 99.553390, 0.000000, 86.395130, 1.995520, 72.897270, 4.266078, 59.582497, 6.964635, 45.910264, 11.596644, 32.575023, 18.536241, 20.014099, 28.484080, 8.578445, 41.329612, 1.302979, 54.719539, 0.000000, 68.789540, 3.645632, 79.047137, 15.077675, 84.472546, 27.314464, 89.111333, 40.714319, 91.306945, 54.348474, 91.812356, 67.598786, 90.532087, 81.543525, 88.456728, 94.839220, 86.626445, 108.505202, 85.389090, 121.698993, 84.603611, 134.379860, 84.384592, 148.515737, 85.144760, 161.735537, 86.500555, 175.574389, 88.384560, 188.669244, 90.087786, 201.992765, 91.374127, 215.984891, 91.836038, 229.516963, 90.397544, 242.339217, 86.712921, 256.065249, 76.860043, 267.927520, 66.871126, 270.124476, 63.190277, 270.578535
Type04, L, 280, 64.229338, 280.945161, 59.356504, 280.645150, 49.631056, 279.955407, 36.832314, 271.014209, 30.093533, 257.387398, 26.568145, 243.872093, 23.763055, 229.195219, 22.070288, 215.422677, 19.924841, 201.204864, 17.467258, 187.467678, 14.402978, 173.050007, 11.641775, 160.073005, 8.640969, 146.068343, 5.941323, 132.548936, 3.410965, 119.376671, 1.227149, 104.428971, 0.000000, 90.725769, 0.769142, 75.664462, 3.147899, 62.524431, 7.443999, 48.325748, 12.292175, 34.875436, 18.118296, 21.623716, 27.680872, 8.984501, 41.204452, 1.998624, 54.868052, 0.000000, 69.613234, 3.709147, 80.340989, 15.611923, 86.928636, 28.461584, 91.539029, 42.490960, 93.611007, 55.550374, 94.191381, 69.705884, 93.563056, 84.032248, 92.222297, 97.829159, 90.514377, 111.171673, 89.090576, 125.895057, 87.658707, 139.293664, 87.315291, 153.597056, 87.511642, 167.185548, 88.932430, 181.839699, 90.412795, 195.731348, 91.998120, 209.712817, 93.561428, 223.169082, 94.280450, 238.142136, 93.146929, 252.465965, 89.885735, 266.055906, 78.942719, 277.837781, 69.235019, 280.099918, 64.350334, 280.958314
Type05, L, 240, 55.097221, 240.812271, 51.123474, 240.744767, 42.827373, 239.414802, 32.093372, 231.073927, 26.817128, 219.612018, 23.831296, 207.742098, 21.636994, 195.470844, 20.159826, 183.343014, 19.213682, 170.509659, 17.819282, 157.928224, 15.700474, 146.146656, 12.235636, 134.357722, 7.950010, 123.076846, 3.758376, 111.500002, 0.879359, 100.002846, 0.000000, 87.028298, 0.516412, 75.116989, 2.878018, 63.048517, 5.938534, 51.080870, 10.267400, 39.378497, 15.387180, 27.763381, 21.945264, 16.716820, 31.196587, 7.025582, 42.465506, 1.551941, 55.032464, 0.000000, 67.468873, 4.968458, 73.167327, 16.976678, 76.859270, 28.326452, 81.049815, 40.024230, 83.274180, 51.302570, 83.641938, 63.097640, 81.796249, 75.222519, 78.874094, 87.177218, 75.233105, 98.936333, 72.115783, 111.111776, 70.287127, 122.732789, 70.848828, 135.273576, 72.202313, 146.419359, 74.543277, 158.807124, 77.246506, 170.033572, 80.179214, 182.224519, 82.741749, 193.898339, 83.801517, 205.840739, 82.124089, 217.829701, 77.503726, 230.003975, 67.132010, 238.706403, 58.874874, 240.353743, 55.514695, 240.991136
Type05, L, 260, 57.947511, 260.784830, 54.128752, 260.317395, 45.246454, 258.625148, 35.069910, 247.822530, 30.644790, 235.132617, 27.394805, 223.091395, 25.066159, 209.598367, 23.679244, 196.149813, 22.305869, 183.361064, 20.911775, 170.597094, 18.260187, 157.439317, 14.399779, 144.319571, 10.281117, 131.949475, 6.018640, 119.305892, 2.492120, 107.041728, 0.188674, 93.314309, 0.000000, 80.209384, 1.501546, 68.271563, 4.525904, 55.098467, 8.377834, 42.696425, 14.003930, 30.033133, 19.462392, 17.657940, 28.429999, 6.291599, 41.243873, 0.975938, 53.520800, 0.000000, 66.556706, 5.890356, 74.907907, 17.564208, 78.651144, 30.319603, 82.950709, 43.083255, 85.697176, 56.026514, 87.271810, 69.251815, 86.734820, 82.934475, 84.463272, 95.695138, 81.550839, 108.212230, 78.292459, 121.004469, 75.810947, 133.630940, 74.775583, 145.811618, 75.759086, 159.506146, 77.800775, 172.993069, 80.668551, 185.077586, 83.342020, 198.212876, 86.003838, 210.472405, 87.386617, 223.382798, 86.542762, 235.820658, 82.220101, 248.863368, 71.703152, 259.019965, 62.430750, 260.255345, 57.977752, 260.963557
Type05, L, 280, 64.033974, 280.914306, 68.691069, 280.403241, 78.208685, 277.830471, 89.098724, 265.709884, 92.976497, 251.914101, 92.479878, 238.185469, 90.529940, 224.170558, 88.047768, 210.524070, 85.187402, 196.698302, 82.285933, 183.072721, 79.992187, 169.682615, 78.921834, 155.081307, 80.051582, 141.277890, 82.529125, 127.284508, 86.347899, 113.624918, 90.144464, 100.169888, 92.702580, 86.160352, 92.631697, 72.389894, 90.456025, 57.197459, 87.108921, 44.518742, 83.364119, 30.414971, 80.142938, 17.455329, 69.795228, 4.131719, 56.130590, 0.000000, 41.363378, 1.594586, 28.561304, 9.850219, 19.413549, 22.416725, 13.329990, 35.799663, 8.030043, 49.265037, 3.993077, 63.197272, 1.321334, 76.756416, 0.000000, 91.310954, 0.592430, 105.178080, 3.083800, 119.313585, 6.915158, 132.566581, 11.142636, 145.503671, 15.829857, 159.734758, 19.126789, 173.201963, 21.894675, 187.576955, 24.077544, 201.534295, 25.342321, 215.400650, 26.958914, 228.193641, 28.727346, 241.598292, 32.124048, 255.256678, 38.025869, 268.735537, 50.074609, 279.410755, 59.678024, 280.760793, 63.940692, 280.987640
Type05, L, 290, 67.890248, 290.826910, 63.551518, 290.887455, 53.747861, 289.900319, 41.017157, 278.926523, 34.564182, 265.508013, 30.672081, 250.867293, 27.804330, 237.199246, 25.686189, 222.309743, 24.012581, 207.964199, 22.370832, 193.365542, 19.902722, 178.753016, 16.300287, 164.895367, 11.739664, 150.522528, 6.986079, 136.045593, 2.910296, 121.931658, 0.595444, 107.424560, 0.000000, 93.928633, 1.420608, 78.031850, 4.349416, 64.280186, 8.448762, 50.280897, 13.603030, 36.176729, 20.016070, 22.502137, 29.344711, 9.748974, 43.336756, 1.716197, 57.257234, 0.000000, 71.780932, 5.035868, 82.718741, 17.373443, 87.664071, 31.298480, 91.498045, 45.182459, 94.585356, 59.467965, 97.079152, 74.259535, 97.623535, 88.066824, 95.291014, 102.936925, 91.224379, 116.448406, 87.080452, 131.115044, 84.028093, 144.600130, 82.489433, 159.757058, 83.366427, 176.226650, 85.970214, 189.759806, 88.931110, 204.472451, 92.332620, 218.400544, 95.342587, 232.543408, 97.479313, 247.458063, 97.229839, 262.102281, 94.291203, 275.871540, 82.390501, 288.283449, 72.532788, 289.799678, 67.726034, 291.278460
Type06, L, 230, 51.800541, 230.198175, 48.148000, 229.677587, 40.219578, 227.913903, 30.293376, 219.295710, 24.933228, 208.546140, 21.975190, 197.297453, 20.302335, 185.884209, 19.163256, 174.037990, 17.251660, 162.686458, 15.172211, 152.033502, 12.169741, 139.573499, 9.373754, 128.761137, 6.675739, 117.466792, 3.820150, 105.729153, 1.859418, 94.769016, 0.135953, 82.785907, 0.000000, 71.277952, 1.012497, 59.363864, 3.280747, 48.238340, 6.681604, 36.432889, 10.957150, 25.269793, 16.912601, 14.434059, 25.835980, 4.918572, 36.988749, 0.016268, 48.941756, 0.000000, 60.267492, 5.570738, 68.149564, 15.172295, 72.723317, 26.249918, 76.048525, 37.294113, 78.604673, 48.193762, 79.954148, 59.828647, 80.036809, 71.790827, 79.410728, 82.929289, 78.289855, 93.935026, 76.767634, 105.949365, 75.520997, 117.355608, 74.694191, 128.641481, 74.624099, 140.675657, 75.464193, 152.308922, 77.029278, 163.767090, 78.531004, 175.501926, 79.675426, 186.351395, 80.155307, 198.184868, 79.225378, 209.653070, 74.302200, 221.367450, 63.311756, 228.585586, 55.854677, 230.111658, 51.491616, 229.868007
Type06, L, 240, 54.157783, 240.875946, 49.918792, 240.348809, 41.867466, 238.889208, 31.410612, 229.973435, 26.509709, 218.888079, 23.152331, 206.766120, 20.783675, 195.052451, 18.903080, 183.835488, 16.923220, 171.153732, 14.907057, 159.850933, 12.303235, 147.493241, 9.932144, 136.438454, 6.871100, 125.566326, 3.795221, 113.186208, 1.440994, 101.175258, 0.000000, 89.454752, 0.154042, 77.492811, 0.895152, 66.578284, 3.118419, 54.885970, 6.035864, 43.182638, 10.360252, 31.479832, 15.349850, 20.210719, 23.204723, 9.303721, 34.093870, 2.322250, 46.100555, 0.000000, 58.503940, 3.165597, 68.069653, 12.955570, 73.661871, 24.067274, 77.847023, 35.981849, 80.066664, 46.964014, 81.418452, 59.726757, 81.589310, 71.445176, 81.001640, 83.726639, 79.818568, 95.624869, 78.200173, 107.975610, 76.726430, 120.786625, 75.935847, 131.976827, 76.003012, 145.141318, 76.893722, 156.867460, 78.181511, 169.066973, 79.729465, 181.248110, 81.108968, 193.723415, 81.985930, 205.870602, 80.360137, 217.512768, 75.762914, 229.726177, 65.909836, 238.883636, 57.770071, 240.339719, 54.547551, 240.949104
Type06, L, 250, 55.159249, 250.531101, 51.263978, 250.298218, 42.604514, 248.646619, 32.316052, 239.264731, 26.007544, 227.638785, 22.017736, 215.742668, 19.995960, 203.083197, 18.667681, 190.795603, 16.853905, 177.926311, 14.527862, 165.521795, 11.898612, 152.759360, 9.073738, 140.503623, 6.402268, 129.161659, 3.608613, 116.526354, 1.580945, 103.782641, 0.264146, 91.446548, 0.000000, 79.569225, 0.845076, 66.740025, 2.946597, 54.301193, 6.441597, 42.136405, 11.225402, 30.035240, 17.558758, 18.513901, 26.018454, 7.484373, 38.040227, 0.695724, 50.484799, 0.000000, 63.087464, 5.003380, 71.370115, 16.273803, 76.488030, 27.780913, 80.431152, 40.123426, 82.695601, 52.681255, 84.158914, 65.707450, 84.908451, 77.513604, 84.510523, 90.189558, 82.676464, 102.415601, 80.805734, 115.280589, 79.907289, 127.269794, 79.551386, 139.594816, 79.909602, 152.998123, 80.523803, 165.091766, 81.732626, 177.617207, 82.670582, 190.186284, 84.343448, 202.884267, 84.968105, 215.932623, 83.785743, 227.463722, 78.982116, 240.067340, 67.737837, 248.764903, 59.347914, 250.115168, 55.133877, 250.583751
Type06, L, 270, 61.015570, 271.163438, 56.803755, 271.130760, 47.518995, 270.136201, 35.156568, 261.050388, 28.727292, 248.464412, 25.749953, 235.566064, 23.248012, 222.747937, 21.337409, 208.663053, 19.592546, 195.691915, 17.511636, 182.284129, 15.298504, 168.753660, 12.052392, 155.461380, 8.401736, 142.028661, 5.038977, 128.928891, 1.999119, 115.751448, 0.147751, 101.837524, 0.000000, 87.827203, 1.156259, 74.860885, 3.577991, 60.976821, 6.983459, 48.362249, 11.686118, 34.924490, 17.042557, 22.280610, 26.132994, 9.877532, 38.596178, 2.419587, 52.465438, 0.000000, 65.613599, 5.050853, 75.596442, 16.602803, 81.455653, 29.119769, 85.852940, 42.647050, 88.185300, 55.413329, 89.439236, 70.546196, 89.454418, 83.959548, 88.470216, 97.730108, 86.874878, 110.859874, 85.255519, 124.217181, 83.648386, 137.044240, 82.673496, 150.831452, 82.727769, 163.505592, 83.799179, 178.007441, 85.338083, 190.949525, 87.010644, 204.452780, 88.611187, 217.675819, 89.641630, 230.067712, 88.936471, 244.164006, 84.771699, 256.573455, 74.614747, 268.847722, 65.041256, 269.933153, 61.593868, 271.725272
