Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,7.06145,6.43273,1.82716,0.61872,2.53784,0.57276,0.63355,233.36166,0.96977,0.98457,0.00000
PCA_LINEAR,8.39490,7.71992,6.88248,2.10346,12.30308,1.49424,3.67186,626.06987,0.91865,0.95735,0.00000
PCA_SVR,7.11852,6.53692,2.36672,0.64909,4.81418,0.51122,1.33691,249.77826,0.96908,0.98419,0.00000
PURE_GPR,7.01077,6.36897,1.91611,0.67385,2.34027,0.61575,0.46149,242.29443,0.96770,0.98351,0.00000
PURE_KRR,7.00404,6.36935,1.75547,0.60505,2.34963,0.53177,0.48201,240.85043,0.96980,0.98458,0.00000
PURE_SVR,7.12944,6.50128,1.85637,0.57838,2.47292,0.55211,0.36696,259.87563,0.97148,0.98541,0.00000
RATIO_CTRL,3.22316,2.88109,4.77658,1.75182,4.16673,3.15708,0.28190,705.52990,0.94038,0.96907,0.00000
