Type,Base_Size,Points_Count,Time_sec,Inferred_Base_Type,Output_File
Type00,240,40,0.01056980004068464,Type05,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_Type00.csv
Type01,230,40,0.0140368000138551,Type03,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_Type01.csv
Type02,230,40,0.012961900094524026,Type04,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_Type02.csv
Type03,230,40,0.010691800038330257,Type06,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_Type03.csv
Type04,230,40,0.011281999992206693,Type06,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_Type04.csv
Type05,240,40,0.011131500010378659,Type00,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_Type05.csv
Type06,230,40,0.014179999940097332,Type03,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_Type06.csv
Type07,250,40,0.012042899965308607,Type00,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_Type07.csv
