Type,Base_Size,Points_Count,Time_sec,Inferred_Base_Type,Output_File
Type00,240,40,0.010712799965403974,Type05,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_CROSS_Type00.csv
Type01,230,40,0.013517900020815432,Type03,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_CROSS_Type01.csv
Type02,230,40,0.013166399905458093,Type04,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_CROSS_Type02.csv
Type03,230,40,0.010801700060255826,Type06,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_CROSS_Type03.csv
Type04,230,40,0.010812500026077032,Type06,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_CROSS_Type04.csv
Type05,240,40,0.011178900022059679,Type00,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_CROSS_Type05.csv
Type06,230,40,0.013590299990028143,Type03,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_CROSS_Type06.csv
Type07,250,40,0.011819600011222064,Type00,Fin_Excel_Data_CTRL40\PCA/pred_Data_230_280_PCA_CROSS_Type07.csv
