Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
PCA_KRR,7.46393,6.79956,1.84983,0.62559,2.57232,0.59029,0.44901,241.22353,0.96883,0.98408,0.00000
PCA_LINEAR,8.72978,8.03436,6.86247,2.10367,12.26242,1.47975,3.60638,640.12293,0.91785,0.95692,0.00000
PCA_SVR,7.49567,6.87513,2.41324,0.66197,4.80114,0.53048,1.19431,266.99366,0.96854,0.98391,0.00000
PURE_GPR,7.42041,6.74212,1.93549,0.67974,2.55321,0.62503,0.35001,242.31023,0.96722,0.98326,0.00000
PURE_KRR,7.41361,6.74390,1.78800,0.60990,2.48571,0.54878,0.39036,240.33331,0.96958,0.98445,0.00000
PURE_SVR,7.54456,6.86978,1.86845,0.58558,2.67906,0.57724,0.28665,266.99528,0.97111,0.98521,0.00000
RATIO_CTRL,3.22344,2.88128,4.78955,1.75039,4.41903,3.15170,0.22854,706.09889,0.93954,0.96862,0.00000
