type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34
Type04, L, 250, 61.753336, 251.334124, 56.077371, 251.532917, 42.764433, 247.942343, 29.689599, 231.324684, 25.435811, 213.108919, 23.710558, 193.296734, 20.357758, 175.047334, 16.045907, 156.911932, 11.379149, 139.443987, 6.685571, 121.365183, 2.730494, 103.645212, 0.000000, 84.561381, 0.719594, 66.102721, 5.506172, 47.886611, 11.982910, 30.478635, 21.183821, 12.282468, 38.520681, 1.871077, 56.428943, 0.000000, 74.387330, 10.536491, 83.884631, 27.830169, 89.330644, 45.898638, 90.270094, 64.115327, 89.200031, 82.427790, 86.367680, 100.321723, 84.158659, 118.540737, 83.021142, 137.525014, 84.484378, 155.436811, 87.265751, 175.355447, 88.166506, 191.168376, 90.232693, 210.471994, 89.924022, 228.246560, 81.369116, 246.686867, 66.879523, 251.072246, 62.250016, 251.108511
Type04, L, 260, 58.962061, 261.466900, 53.218362, 261.178413, 38.667762, 256.933495, 28.791059, 238.518745, 25.446555, 219.836318, 22.603311, 201.130882, 19.598932, 181.934583, 15.738922, 163.322868, 11.273793, 144.679208, 7.050485, 125.983676, 2.814355, 107.037543, 0.000000, 88.529052, 0.931192, 69.482465, 5.612815, 50.901788, 12.062423, 32.621240, 20.784994, 13.791735, 38.192259, 1.933882, 57.127948, 0.000000, 75.225151, 11.504376, 83.531375, 30.272738, 88.942348, 48.414803, 90.292494, 67.149704, 88.243430, 86.354440, 85.107795, 104.560864, 82.712185, 123.627359, 82.377722, 142.402278, 83.755870, 162.159294, 85.824926, 181.465887, 88.234807, 199.927492, 90.060484, 220.111436, 89.514753, 238.987094, 78.807162, 257.545218, 64.568061, 261.886557, 59.632403, 260.947569
Type04, L, 265, 59.709930, 266.426296, 54.184712, 266.485715, 39.364066, 263.606732, 28.200545, 245.275841, 24.471717, 225.796991, 21.788249, 206.406247, 19.411661, 186.597493, 15.442896, 167.504324, 11.455694, 148.291496, 7.042239, 129.471472, 3.293127, 110.314391, 0.000000, 91.316333, 0.460020, 71.948245, 4.651107, 52.734103, 11.160366, 34.527530, 18.993067, 14.989093, 36.154748, 1.820955, 55.972045, 0.000000, 74.985392, 11.181361, 83.536291, 30.585917, 88.047749, 49.469125, 91.062826, 67.909088, 89.129571, 87.570630, 86.780612, 106.015954, 84.781480, 125.507639, 84.036686, 145.026669, 84.839991, 163.798104, 87.025749, 183.202281, 89.287596, 202.385734, 90.599921, 222.246880, 89.352266, 241.806421, 81.015368, 261.914292, 65.826619, 266.371818, 60.435173, 266.101749
Type04, L, 270, 63.280561, 271.925090, 56.838768, 272.239125, 42.172716, 268.980356, 29.799433, 250.670116, 26.808213, 231.605934, 23.236956, 211.598159, 20.219142, 192.160594, 16.413060, 172.598965, 12.247246, 153.057579, 8.075267, 133.641465, 3.643066, 113.456005, 0.000000, 93.942593, 2.446084, 74.715395, 5.736476, 55.013011, 10.982112, 35.533111, 21.434709, 16.806981, 38.516139, 2.871107, 58.765142, 0.000000, 77.963652, 11.324295, 86.005814, 30.543973, 91.738126, 49.657077, 92.648673, 69.516743, 90.253634, 89.114979, 87.178598, 109.021737, 85.602101, 127.690616, 84.813257, 147.248776, 85.953086, 167.163519, 88.486253, 186.592770, 91.097842, 205.727494, 92.651407, 226.355964, 91.364085, 244.573857, 84.251693, 265.289049, 69.469170, 271.921927, 63.665572, 271.355451
Type04, L, 280, 64.032481, 282.065622, 57.472015, 282.057811, 41.898438, 279.327834, 29.737014, 260.060890, 25.325640, 239.916442, 22.085966, 218.987607, 19.486983, 199.069941, 15.149461, 178.268474, 11.036713, 158.959918, 6.772163, 138.866555, 3.125456, 119.608946, 0.000000, 98.400615, 0.151295, 77.662527, 4.451245, 57.520791, 11.500891, 37.989929, 19.657125, 17.771333, 37.485669, 3.275027, 58.384779, 0.000000, 78.275205, 11.365107, 87.872353, 32.023690, 93.337739, 51.000227, 94.196559, 71.267538, 92.992951, 92.110327, 90.518086, 111.459650, 88.291969, 132.383666, 86.920543, 152.241489, 87.657769, 172.593607, 89.903013, 193.616704, 92.250004, 213.194709, 94.239698, 233.882879, 93.555828, 255.150807, 86.418118, 274.802166, 70.717052, 281.976039, 64.662447, 281.449142
Type05, L, 240, 55.226538, 241.943794, 49.859300, 242.153732, 36.484481, 238.342868, 26.768269, 222.058135, 23.183111, 204.532967, 20.403143, 186.988214, 19.229959, 168.299601, 16.818042, 150.577779, 11.998050, 133.718177, 5.263674, 117.240443, 0.629905, 100.377549, 0.000000, 81.793390, 2.640830, 64.777758, 7.778494, 47.110949, 14.485333, 30.633767, 24.543727, 13.771907, 39.293757, 3.021019, 59.052769, 0.000000, 73.132436, 13.454813, 77.188931, 31.514334, 83.521598, 47.505851, 83.956525, 64.673515, 80.941849, 82.211630, 75.647660, 99.425562, 70.946805, 116.731767, 70.525657, 134.280340, 72.962320, 151.328519, 76.620450, 168.381651, 81.046679, 185.574992, 84.248279, 202.743373, 82.784639, 220.180764, 73.807450, 237.701633, 60.375191, 241.537327, 55.875545, 242.017415
Type05, L, 260, 58.523069, 261.236367, 53.170361, 261.312658, 39.172480, 255.783131, 31.189863, 236.701172, 26.998094, 219.340038, 24.352444, 198.943583, 22.768790, 180.817734, 20.054986, 161.777539, 14.424074, 142.843379, 8.218857, 124.736173, 2.619130, 106.893883, 0.000000, 86.654083, 1.954968, 69.305547, 6.222259, 50.177632, 13.806848, 32.646993, 21.688547, 13.376610, 38.459945, 1.226232, 57.556853, 0.000000, 74.539278, 13.415203, 79.792569, 32.797915, 85.686789, 50.914015, 88.197683, 70.304381, 86.691088, 89.969802, 82.338322, 107.773943, 77.656013, 126.759476, 75.049362, 144.066874, 76.674299, 164.269906, 80.445366, 182.661535, 84.627891, 200.977363, 87.994183, 219.403343, 87.705806, 237.546640, 79.097221, 256.719300, 64.788427, 261.334800, 58.802598, 261.034992
Type05, L, 280, 64.517327, 282.316697, 70.966327, 282.254192, 85.697423, 275.195004, 94.247844, 254.616694, 92.335037, 234.763225, 89.111262, 214.604017, 84.830856, 194.601618, 80.761191, 175.198271, 79.042970, 154.386660, 81.615504, 134.138379, 86.935258, 114.246851, 92.601576, 94.585312, 93.597182, 74.192976, 89.605444, 52.887844, 84.402993, 34.606856, 79.199362, 13.174550, 59.898624, 0.000000, 38.245279, 3.540706, 21.606601, 19.152721, 12.957930, 39.177137, 5.623836, 58.663996, 1.482404, 78.907553, 0.000000, 99.446796, 3.143850, 120.109660, 8.767540, 138.873967, 15.691760, 158.783574, 20.550711, 178.842448, 24.143623, 199.600779, 26.058875, 219.438318, 28.379058, 238.152831, 32.229980, 258.073330, 43.097024, 277.722581, 58.491781, 282.945029, 64.138610, 282.010503
Type05, L, 290, 68.178365, 291.835209, 62.236651, 292.625905, 46.375706, 287.907326, 34.677359, 267.680416, 29.917364, 247.293057, 26.195612, 226.413401, 24.053459, 205.269187, 21.297577, 184.030372, 16.148822, 163.652580, 9.055431, 142.880816, 2.782085, 121.737983, 0.000000, 101.915781, 1.441827, 79.802030, 6.002752, 59.371069, 13.222431, 39.303539, 21.952622, 18.696462, 39.942272, 3.052772, 61.128115, 0.000000, 81.322704, 13.260300, 88.890896, 34.474573, 93.677906, 54.302234, 97.883841, 75.798928, 97.738704, 96.270132, 91.788886, 117.091935, 85.919348, 137.165076, 82.458326, 158.198355, 84.139636, 181.648770, 88.468526, 201.519369, 93.357297, 222.288940, 97.445371, 243.130174, 98.381963, 264.622239, 91.051588, 284.966602, 74.200718, 291.974318, 68.664983, 291.310865
Type06, L, 230, 52.122560, 230.582445, 46.980862, 230.168833, 34.677760, 225.817363, 25.069496, 209.885501, 21.523730, 194.004908, 19.728063, 176.438492, 17.337731, 160.685991, 13.444325, 143.619728, 9.270078, 127.309847, 5.227388, 110.745903, 1.822193, 94.336745, 0.000000, 77.244534, 1.072840, 60.305161, 4.797861, 43.647670, 10.403190, 27.104322, 19.234734, 11.055528, 34.434627, 0.000000, 52.285745, 0.289876, 67.221158, 11.713184, 73.655544, 28.315422, 78.202650, 43.845682, 80.563408, 60.608875, 80.239262, 77.891321, 78.796350, 93.445202, 76.512097, 111.047548, 75.026847, 127.069233, 74.923890, 144.593678, 76.886405, 161.255886, 79.303273, 178.044328, 80.449500, 194.149941, 80.276601, 211.513250, 70.211218, 227.544190, 57.216906, 230.405753, 52.455462, 230.470643
Type06, L, 240, 54.355658, 241.882450, 48.737977, 241.680509, 35.727250, 237.284201, 26.563846, 221.104777, 22.530481, 203.567755, 19.409172, 187.060044, 16.866438, 169.472452, 13.365578, 152.019540, 9.817703, 135.845153, 5.183354, 119.318597, 1.300590, 101.385967, 0.000000, 84.276886, 1.075426, 67.935599, 4.219676, 51.076309, 9.874108, 34.160127, 17.187975, 17.214584, 31.325212, 3.717738, 49.386270, 0.000000, 66.498811, 9.557091, 74.936096, 27.162335, 79.861881, 43.181484, 81.838983, 60.970959, 81.821619, 78.612060, 80.268369, 95.731101, 77.790635, 114.284508, 76.105660, 131.323753, 76.337147, 149.667513, 78.093774, 166.887747, 80.252967, 184.743039, 82.382861, 202.822622, 81.130500, 219.681786, 72.264964, 237.510028, 59.474541, 241.680100, 54.886156, 241.717972
Type06, L, 250, 55.352251, 251.314805, 49.648215, 251.489750, 36.824599, 246.593373, 26.159404, 229.665210, 21.039764, 212.251929, 19.200173, 193.888852, 16.607497, 175.735876, 12.865436, 157.187260, 8.884115, 139.480490, 4.785088, 122.712936, 1.456036, 103.495152, 0.000000, 86.383687, 0.760905, 68.080032, 4.147638, 49.881796, 10.565244, 32.597600, 19.558959, 15.194432, 34.775095, 1.593890, 54.161094, 0.000000, 70.199915, 12.646475, 77.397977, 30.441948, 82.442383, 48.029529, 84.361253, 67.026178, 85.486303, 84.315468, 83.004324, 102.668712, 80.339050, 120.836502, 79.721911, 138.307658, 80.120513, 157.545284, 81.512140, 175.128809, 83.226553, 193.386984, 85.292825, 212.361387, 84.560550, 229.600442, 74.921699, 247.546658, 60.751622, 251.128934, 55.787098, 251.236541
Type06, L, 270, 61.439525, 272.119517, 55.697605, 272.371331, 40.649182, 269.033150, 28.890045, 250.514626, 25.352995, 232.328917, 22.046069, 212.379658, 19.610869, 193.216310, 16.614720, 173.690067, 12.049083, 154.239459, 6.699104, 134.889639, 2.130912, 116.070423, 0.000000, 95.369928, 1.455766, 76.144066, 5.085278, 56.504189, 11.355491, 38.010588, 19.236448, 18.469532, 35.663394, 3.582552, 56.348152, 0.000000, 74.121187, 12.737259, 82.979211, 32.299590, 88.183782, 50.612120, 90.094545, 71.857455, 89.764088, 91.692433, 87.476633, 111.130337, 85.070644, 130.141142, 83.021287, 149.327938, 83.282646, 168.817244, 85.374957, 188.761568, 87.840634, 208.048714, 90.050678, 226.724423, 89.941313, 245.956682, 81.759812, 265.495442, 67.363763, 272.039426, 61.949837, 271.565207
Type06, L, 280, 64.663917, 282.697824, 58.599789, 282.513558, 43.700350, 280.078938, 29.493298, 260.939245, 26.124294, 241.741376, 22.962154, 220.882361, 21.135694, 201.169121, 17.504900, 180.270868, 13.522797, 161.562022, 7.852472, 140.511962, 2.936592, 120.737958, 0.000000, 100.501279, 1.935607, 80.154805, 5.821806, 59.848092, 10.502277, 40.973239, 19.270528, 21.328779, 35.037288, 5.312219, 56.471571, 0.000000, 75.820476, 13.345826, 85.706610, 33.092081, 90.712024, 52.016686, 92.941806, 72.232362, 93.691325, 92.290047, 91.875560, 112.640529, 88.868196, 132.606584, 86.671311, 153.877158, 87.029372, 172.663372, 88.693420, 193.618856, 90.981058, 213.730230, 93.170661, 234.335872, 93.761420, 254.635899, 85.957362, 275.064461, 71.728042, 282.788680, 64.832393, 282.079651
Type07, L, 250, 59.695283, 252.069302, 54.041943, 251.943627, 40.322720, 249.313301, 28.144554, 232.918132, 24.682611, 214.778640, 20.828759, 196.944661, 18.779452, 178.653594, 15.700572, 159.995356, 11.466072, 143.044704, 6.470699, 125.280087, 2.597323, 108.205623, 0.000000, 89.619844, 1.150725, 71.314033, 5.135810, 53.638366, 12.399190, 35.999902, 21.108018, 18.770628, 35.837102, 4.288765, 54.193329, 0.000000, 72.289890, 8.702680, 81.691808, 26.849370, 84.772316, 44.715747, 85.747837, 61.637041, 86.954906, 81.396549, 84.551062, 98.937504, 82.554596, 116.425938, 83.334150, 135.935407, 83.309579, 155.924451, 83.539330, 172.168350, 84.533066, 190.360651, 86.436155, 209.063762, 86.691795, 227.543231, 78.914880, 245.717176, 65.743493, 252.409624, 60.342901, 251.339817
Type07, L, 270, 62.281639, 271.854066, 56.459665, 272.376615, 42.177578, 268.346467, 29.854522, 250.032016, 25.705790, 230.156691, 24.073212, 210.949517, 21.027485, 192.105996, 17.195457, 171.905699, 12.890189, 153.064938, 8.276024, 133.714418, 3.578725, 114.949440, 0.000000, 94.298263, 1.774454, 74.953835, 7.263242, 56.014982, 14.561487, 37.243298, 23.789907, 18.500739, 40.123695, 3.469023, 60.275378, 0.000000, 80.272351, 9.384538, 86.053189, 30.464635, 90.558752, 48.862794, 92.134263, 69.557067, 90.890100, 87.732238, 89.886013, 108.074957, 89.115127, 127.109046, 89.163033, 147.323202, 89.616713, 167.131255, 90.524095, 187.305936, 91.449961, 206.092838, 91.688079, 226.216366, 91.781257, 246.395095, 83.077670, 265.308744, 68.361864, 272.196548, 63.190330, 270.979124
Type07, L, 280, 63.098694, 282.429439, 57.564808, 282.231777, 41.701636, 278.838894, 29.733085, 259.741465, 26.264648, 240.080861, 24.191993, 218.988049, 21.189678, 198.946345, 17.380318, 178.934459, 12.994533, 158.448057, 8.480856, 138.817654, 3.522707, 118.780577, 0.000000, 98.790934, 1.758150, 78.107847, 7.617612, 58.322050, 14.236948, 38.846267, 23.290654, 18.410598, 40.794380, 4.273391, 61.025871, 0.000000, 80.908310, 11.836265, 88.244892, 32.579299, 93.207021, 52.453558, 93.997312, 72.764905, 93.131248, 92.924171, 90.974070, 112.764633, 89.129753, 133.218648, 88.503192, 153.311264, 87.713328, 174.072978, 89.297719, 195.393220, 92.167480, 215.410953, 93.865821, 236.430903, 93.910149, 255.890274, 85.254605, 277.437312, 70.042927, 282.571298, 63.393928, 282.035965
