Type,Cluster_ID,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Size_Error,Area_Error,IoU,Dice,EMD
Type00,2,240,PCA_KRR,9.26224,8.59316,1.73499,0.47946,1.72618,0.68319,0.71991,34.52260,0.97707,0.98840,0.00000
Type00,2,240,PCA_LINEAR,7.38775,6.57402,10.22909,2.48381,36.07928,3.13246,10.22909,1201.63579,0.90436,0.94978,0.00000
Type00,2,240,PCA_SVR,9.41266,8.82613,1.44499,0.45645,0.67231,0.45330,1.41308,11.26312,0.97550,0.98760,0.00000
Type00,2,240,PURE_GPR,8.92661,8.24934,1.84942,0.41464,2.91181,0.86989,0.36758,98.45526,0.97621,0.98796,0.00000
Type00,2,240,PURE_KRR,9.20145,8.53050,1.64780,0.46257,1.94225,0.67240,0.65512,40.15313,0.97896,0.98937,0.00000
Type00,2,240,PURE_SVR,8.61316,7.97192,1.60046,0.29354,3.00844,0.78422,0.38294,151.47289,0.98325,0.99155,0.00000
Type00,2,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type00,2,245,PCA_KRR,8.56876,7.83997,2.01873,0.75721,5.70745,1.06226,0.51193,479.24322,0.96789,0.98368,0.00000
Type00,2,245,PCA_LINEAR,7.70499,6.80385,10.31448,2.73266,36.40811,2.96903,10.16373,1438.71863,0.89618,0.94525,0.00000
Type00,2,245,PCA_SVR,8.40067,7.68224,1.75554,0.52384,7.64074,1.08101,1.08064,374.16996,0.97684,0.98828,0.00000
Type00,2,245,PURE_GPR,8.66997,7.96717,1.70058,0.74828,4.31705,0.92358,0.32954,463.57126,0.96774,0.98360,0.00000
Type00,2,245,PURE_KRR,8.58249,7.86551,1.99324,0.72764,5.60284,1.07064,0.47794,468.59645,0.96824,0.98387,0.00000
Type00,2,245,PURE_SVR,8.67132,8.00263,2.51270,1.00307,5.23735,1.05574,0.11761,568.68384,0.96151,0.98038,0.00000
Type00,2,245,RATIO_CTRL,2.27838,2.14287,3.20019,0.79790,0.37305,0.78971,0.09836,84.19717,0.97068,0.98512,0.00000
Type00,2,255,PCA_KRR,9.30632,8.43250,1.73734,0.70514,4.76566,0.42903,0.20121,13.63190,0.96218,0.98072,0.00000
Type00,2,255,PCA_LINEAR,7.87953,7.05884,10.39953,2.95418,36.89011,2.16737,10.14415,841.99155,0.89060,0.94214,0.00000
Type00,2,255,PCA_SVR,9.41630,8.63035,1.18302,0.29849,3.36533,0.71931,0.14062,165.79096,0.97904,0.98941,0.00000
Type00,2,255,PURE_GPR,9.60930,8.79442,1.99651,0.77973,3.80909,0.20628,0.22275,85.28050,0.95812,0.97861,0.00000
Type00,2,255,PURE_KRR,9.31490,8.46010,1.65715,0.67870,4.53290,0.43542,0.14642,15.31047,0.96322,0.98126,0.00000
Type00,2,255,PURE_SVR,9.47948,8.68660,1.24076,0.38126,3.23740,0.42206,0.11007,45.72315,0.97859,0.98918,0.00000
Type00,2,255,RATIO_CTRL,3.03834,2.48246,6.36514,1.95089,1.17224,2.76406,0.19009,831.88622,0.93490,0.96636,0.00000
Type00,2,265,PCA_KRR,10.22612,9.36375,2.26644,1.07197,5.48120,1.94531,0.23923,697.13197,0.95421,0.97657,0.00000
Type00,2,265,PCA_LINEAR,9.01884,7.78746,10.82914,2.88939,40.25215,4.09078,10.82914,1753.08049,0.89696,0.94568,0.00000
Type00,2,265,PCA_SVR,9.48266,8.62323,2.01532,0.45197,6.36099,0.96620,0.59537,347.80810,0.98044,0.99012,0.00000
Type00,2,265,PURE_GPR,10.32236,9.51846,2.77489,1.02969,6.24129,1.93071,0.44739,651.98931,0.95340,0.97614,0.00000
Type00,2,265,PURE_KRR,10.12144,9.27833,2.27635,1.08400,5.62300,1.94009,0.16931,710.16408,0.95179,0.97530,0.00000
Type00,2,265,PURE_SVR,10.27081,9.24650,2.48256,1.03745,4.72471,1.75097,0.17324,644.90950,0.95893,0.97903,0.00000
Type00,2,265,RATIO_CTRL,3.62740,3.50898,4.85145,1.86905,1.05716,1.96209,0.43080,258.26662,0.93227,0.96495,0.00000
Type00,2,270,PCA_KRR,9.65932,8.91249,2.56466,0.96124,1.20361,0.12635,0.13647,283.55245,0.95786,0.97848,0.00000
Type00,2,270,PCA_LINEAR,7.61409,6.69046,10.67051,2.76154,34.00736,2.06064,10.67051,881.38191,0.89799,0.94625,0.00000
Type00,2,270,PCA_SVR,9.14724,8.35024,1.24296,0.49827,4.01278,0.51838,1.15854,220.87894,0.97475,0.98721,0.00000
Type00,2,270,PURE_GPR,9.44392,8.66774,2.60513,0.94858,1.69105,0.01356,0.06755,286.19503,0.95980,0.97949,0.00000
Type00,2,270,PURE_KRR,9.64760,8.87881,2.51333,0.95060,1.34059,0.12899,0.10473,278.26049,0.95824,0.97867,0.00000
Type00,2,270,PURE_SVR,9.62396,8.90313,3.47367,1.15874,0.46572,0.49641,0.07738,435.76730,0.95582,0.97741,0.00000
Type00,2,270,RATIO_CTRL,4.34821,3.82140,7.34306,2.83349,5.62772,4.52934,0.21205,1305.49224,0.90344,0.94927,0.00000
